id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2500680437,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-01-26T06:31:18.981Z,2023-01-26T07:47:27Z,3995284093,59,"1, 2, 3, 6, 31, 21, 24, 8, 10, 22, 11, 9, 14, 16, 26, 28, 29, 30",3995284101,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3995284091,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3995284089,30,"3ff82uwwa2eb4k4yh7f1144id, 95sml1vx1fwwhq8p32p60e11x, 2wnqoxtt8xlglpndyjb5rb622, 2nn6berxelojkxb2rjjnqw4id, 9660pkh3215x0w4jllovetpwq, yhkueqgsvvd5fzdffg9nky51, 5hylntpne6d7xwey2v9d9lg8a, w8u1a5hrtitytfof3jk0zbh1, njzhdtpegev8seam0oe0zpp1, cx8wxcop4vdfapgaboyzqrsvd, c575swutxi9er3j9txklhrzoq, emwj19p387dfr11hnrtfqfyz9, 4bkh8hka55xcxf9krl9ga4iui, 2g39f2y5dqwg3q4sw2jf6x6g9, 5ub4d2vf2s1fujgoa2at29aay, 3dgasrprt0ly3015fv1rulwmi, ekmq2tqdwkxcoagknm66ciove, cd0uffrnjl7wysygus4acsm0a",3995284097,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3995329003,197,17502,3995284095,130,8,3995284099,194,w8u1a5hrtitytfof3jk0zbh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500680539,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-01-26T06:32:25.073Z,2023-01-26T08:02:38Z,3995284643,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3995284647,130,7,3995284641,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, 4ehmmuuxljgliiz7f7298h61h, 9634dv110vlqnf02k4yif14np, bgzao2jp59jygdic68s5iudat, aiehjyb5unahdn0somr3ewa1h, bu8z6ig5wrrtgsm1qhe4fxe51, b255io6lia16l5dzuxfpruhud, c243bbqbc7agln9jpv0faa6dx, 4rg5d1oo8rtclemhci81i6xg5, cr52lkk2tjwlz0gd34b0klyad, cuaqqokt0c82wz0bc0tt10rxm, c18ruk8qqfggqv7s0mzyq6yhg, 8b5ohtv882jce0823nuo0ugvd, d3ghkzq3ztaeno4lh8sj7o86i, emzxhx2ki2r67c5l33hfv8844, 49ctudxdwjkrhz6n3ykjpmdey",3995284651,194,bgzao2jp59jygdic68s5iudat,3995284645,59,"1, 23, 18, 26, 2, 4, 10, 22, 9, 17, 11, 8, 12, 16, 20, 21, 28, 29",3995284653,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3995284649,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3995325001,197,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690159,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-01-26T07:47:47.566Z,2023-01-26T09:33:06Z,3995329271,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690163,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-01-26T07:47:47.566Z,2023-03-08T11:28:49Z,3995329277,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690173,3,1,1,0,1,38ui5tfi8anjuh533emny2tz1,1,49.9,49.9,2023-01-26T07:47:48.666Z,2023-01-27T07:46:12Z,3995329309,140,42.3,3995329315,213,2.8,3995329307,56,Back,3995329313,212,8.5,3995329317,279,S,3995329311,141,54.0,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690175,4,1,1,0,2,38ui5tfi8anjuh533emny2tz1,0,42.2,48.7,2023-01-26T07:47:50.183Z,2023-01-27T06:06:01Z,3995329327,56,Right,3995329335,213,5.4,3995329329,140,69.8,3995329337,1,,3995329331,141,0.0,3995329333,212,44.4,3995329325,155,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690183,3,5,1,0,5,9xmhnv6im8h7c9e17oqvcx8gl,1,31.8,101.6,2023-01-26T07:47:53.299Z,2023-01-26T08:20:06Z,3995329375,233,5,3995329369,347,,3995329367,56,Back,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690177,5,5,1,0,5,38ui5tfi8anjuh533emny2tz1,0,68.2,-1.6,2023-01-26T07:47:53.299Z,2023-01-26T07:48:00Z,3995329339,56,Right,3995329341,347,,3995329379,233,3,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690195,4,1,1,0,10,9xmhnv6im8h7c9e17oqvcx8gl,1,28.1,100,2023-01-26T07:47:57.754Z,2023-01-27T06:06:13Z,3995329429,212,16.4,3995329431,213,3.7,3995329425,140,15.0,3995329427,141,88.6,3995329421,107,,3995329423,56,Back,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500690211,5,1,1,0,15,9xmhnv6im8h7c9e17oqvcx8gl,1,29.9,89.3,2023-01-26T07:48:02.611Z,2023-01-27T06:06:24Z,3995329513,140,27.4,3995329515,141,96.5,3995329519,213,2.1,3995329517,212,5.6,3995329511,56,Back,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
