id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2493183573,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2022-12-26T06:11:25.696Z,2022-12-26T08:09:40Z,3955810815,130,19,3955810819,194,w8u1a5hrtitytfof3jk0zbh1,3955810811,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3955810813,59,"20, 7, 3, 6, 2, 15, 8, 4, 18, 10, 22, 1, 11, 14, 16, 24, 28, 31",3955810821,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3955810817,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3955810809,30,"dmxzug2enscx331w5vmdzn2s5, 91lwbi9gd4crrnmt30yld307p, 2wnqoxtt8xlglpndyjb5rb622, 2nn6berxelojkxb2rjjnqw4id, 95sml1vx1fwwhq8p32p60e11x, 7h5zy4yqn4pilij1tsmm2qmzt, w8u1a5hrtitytfof3jk0zbh1, vfwu1evhxgeeza1pvkyaxgph, abz6occh9zmu2tcsejm5uiyg9, njzhdtpegev8seam0oe0zpp1, cx8wxcop4vdfapgaboyzqrsvd, 3ff82uwwa2eb4k4yh7f1144id, c575swutxi9er3j9txklhrzoq, 4bkh8hka55xcxf9krl9ga4iui, 2g39f2y5dqwg3q4sw2jf6x6g9, 5hylntpne6d7xwey2v9d9lg8a, 3dgasrprt0ly3015fv1rulwmi, 9660pkh3215x0w4jllovetpwq",3955813719,197,17986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493183583,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-12-26T06:13:34.464Z,2022-12-26T06:56:51Z,3955810967,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3955810963,59,"1, 19, 17, 88, 6, 44, 8, 7, 99, 14, 11, 5, 23, 26, 27, 37, 38, 42",3955810961,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3955813523,197,6264,3955810969,194,bj77m6u2q7jd9nf67dleq2tp1,3955810959,30,"do3hflya9zwcdzxiev0m2cclx, bj77m6u2q7jd9nf67dleq2tp1, f4dbx6c236nuk9f1p2qqi3x79, bknqxl16j0tm4dggbwjmzb2t, 8alirbm4n482p155zi3174fyt, 6xe2j75i29sgwbu11cp526uad, bfw1ktidkogubiuvx2c0qqtbd, d9fmhxd6637ihfqc9qvsnmjth, dpre9cmklv12i80xbyqnku505, 8wrppgiwivlivxryo6rvocamt, cqwfvlrzbld40ce3s1qmdniz9, cfkv8xhbb3j2e0wulp49i1jvt, 68z86n999vjdyb7mlj8nnlp05, bb4iwletl36hvcn0rthlrm8a2, 30eyww0b75hsid71kihac79pl, 8yyosfgv4yj0g7k2rwk743fft, 8sknvoifu8w9wpso5xije0b56, d5wx8rvjfaw1arn69fdd64d90",3955810965,130,8,3955810971,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184007,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2022-12-26T07:00:16.447Z,2022-12-26T07:00:16Z,3955813651,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184011,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-12-26T07:00:16.447Z,2022-12-27T12:57:02Z,3955813657,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184015,3,1,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,50,50,2022-12-26T07:00:16.547Z,2022-12-26T07:58:55Z,3955813669,212,18.9,3955813671,213,3.1,3955813673,279,S,3955813665,140,32.0,3955813667,141,50.3,3955813663,56,Back,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184017,4,1,1,0,2,9xmhnv6im8h7c9e17oqvcx8gl,1,33.6,53.2,2022-12-26T07:00:19.127Z,2022-12-27T14:04:09Z,3955813681,141,50.3,3955813683,212,2.6,3955813685,213,5.4,3957799545,278,,3955813677,56,Back,3955813679,140,35.2,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184021,5,1,1,0,4,9xmhnv6im8h7c9e17oqvcx8gl,0,30.6,53.1,2022-12-26T07:00:20.504Z,2022-12-26T07:00:22Z,3955813695,56,Right,3955813705,1,,3955813699,141,0.0,3955813703,213,5.7,3955813701,212,62.4,3955813693,155,,3955813697,140,78.8,,,,7h5zy4yqn4pilij1tsmm2qmzt,G. Timotheou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184029,3,5,1,0,6,7p460lrzt1kmp4rsofqa47eqy,1,20.8,101,2022-12-26T07:00:22.651Z,2022-12-26T07:06:36Z,3955813721,56,Back,3955813723,347,,3955813725,233,6,,,,,,,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184023,6,5,1,0,6,9xmhnv6im8h7c9e17oqvcx8gl,0,79.2,-1,2022-12-26T07:00:22.651Z,2022-12-26T07:00:34Z,3955813735,233,3,3955813709,347,,3955813707,56,Right,,,,,,,,,,,,,,,,7h5zy4yqn4pilij1tsmm2qmzt,G. Timotheou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493184033,4,1,1,0,17,7p460lrzt1kmp4rsofqa47eqy,1,18,100,2022-12-26T07:00:33.543Z,2022-12-27T12:57:18Z,3955813743,141,88.7,3955813741,140,22.2,3955813737,107,,3955813747,213,5.2,3955813745,212,9.5,3955813739,56,Back,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
