id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist
2512579867,90,1,1,10,20,9xmhnv6im8h7c9e17oqvcx8gl,1,52.5,67.9,2023-02-26T04:10:43.911Z,2023-02-26T04:11:09Z,4057883303,56,Left,4057883311,213,1.3,4057883309,212,11.1,4057883307,141,83.4,4057883305,140,55.8,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579873,91,1,1,10,24,9xmhnv6im8h7c9e17oqvcx8gl,1,55.8,83.4,2023-02-26T04:10:47.703Z,2023-02-26T04:11:56Z,4057883331,56,Left,4057883333,140,65.7,4057883339,213,6.1,4057883337,212,10.5,4057883335,141,81.3,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579881,92,1,1,10,25,9xmhnv6im8h7c9e17oqvcx8gl,1,65.7,81.3,2023-02-26T04:10:48.695Z,2023-02-26T04:11:55Z,4057883373,141,57.2,4057884157,156,,4057883375,212,16.7,4057883377,213,4.5,4057883369,56,Center,4057883371,140,62.6,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579885,93,1,1,10,28,9xmhnv6im8h7c9e17oqvcx8gl,1,63.8,54.6,2023-02-26T04:10:51.447Z,2023-02-26T04:10:52Z,4057883403,212,11.1,4057883405,213,4.6,4057883397,140,62.7,4057883401,141,38.3,4057883395,56,Center,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579895,94,1,1,10,29,9xmhnv6im8h7c9e17oqvcx8gl,1,62.8,38.3,2023-02-26T04:10:52.455Z,2023-02-26T04:10:53Z,4057883443,140,65.9,4057883447,212,15.4,4057883449,213,4.9,4057883445,141,16.1,4057883441,56,Right,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579909,95,1,1,10,30,9xmhnv6im8h7c9e17oqvcx8gl,1,65.7,16.9,2023-02-26T04:10:53.799Z,2023-02-26T08:10:14Z,4057883531,56,Right,4057883765,210,15,4057883533,140,85.1,4057883535,141,12.6,4057883537,212,20.6,4057883539,213,6.1,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579913,96,15,1,10,34,9xmhnv6im8h7c9e17oqvcx8gl,1,78.1,34.5,2023-02-26T04:10:58.183Z,2023-02-26T08:10:14Z,4057883781,215,,4057883779,103,15.2,4057883777,102,50.2,4057883675,233,112,4057883773,55,95,4057883771,29,,4057883565,22,,4057883783,146,99.0,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,4057883767,121,,4057883769,78,,4057883567,18,4057883569,56,4057883671,72,,4057883785,147,,,,,,,Center,51.4,,,,,,,,,,,,
2512579927,112,10,1,10,35,6lezh5aazy0xca1800e5dqxwl,1,1.3,50.9,2023-02-26T04:10:58.283Z,2023-02-26T08:10:18Z,4057883651,182,,4057883695,233,96,4057883647,177,,4057883649,178,,4057883653,56,Back,4058190205,378,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579923,111,52,1,10,37,6lezh5aazy0xca1800e5dqxwl,1,1.3,50.9,2023-02-26T04:11:00.284Z,2023-02-26T08:10:20Z,4058190237,378,,,,,,,,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579945,113,1,1,10,46,6lezh5aazy0xca1800e5dqxwl,1,11.4,46.1,2023-02-26T04:11:09.699Z,2023-02-26T04:11:11Z,4057883863,56,Back,4057883865,140,19.3,4057883867,141,63.0,4057883869,212,14.2,4057883871,213,0.9,4057883861,123,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579949,114,1,1,10,47,6lezh5aazy0xca1800e5dqxwl,1,19.3,63,2023-02-26T04:11:11.042Z,2023-02-26T04:11:11Z,4057883903,213,6.2,4057883897,140,26.6,4057883899,141,62.6,4057883895,56,Back,4057883901,212,7.7,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579953,115,1,1,10,48,6lezh5aazy0xca1800e5dqxwl,1,26.6,62.6,2023-02-26T04:11:11.730Z,2023-02-26T04:11:12Z,4057883933,141,64.6,4057883935,212,4.4,4057883937,213,2.8,4057883929,56,Back,4057883931,140,22.6,,,,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579969,116,1,1,10,49,6lezh5aazy0xca1800e5dqxwl,1,22.6,64.6,2023-02-26T04:11:12.418Z,2023-02-26T04:11:16Z,4057884081,141,41.6,4057884077,56,Back,4057884079,140,21.9,4057884085,213,4.7,4057884083,212,15.7,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579977,117,1,1,10,52,6lezh5aazy0xca1800e5dqxwl,1,28.3,39.5,2023-02-26T04:11:16.210Z,2023-02-26T04:11:19Z,4057884161,56,Back,4057884165,141,18.0,4057884169,212,14.7,4057884163,140,30.0,4057884173,213,4.8,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579995,118,1,1,10,56,6lezh5aazy0xca1800e5dqxwl,1,30,18,2023-02-26T04:11:19.234Z,2023-02-26T04:11:27Z,4057884383,140,76.1,4057884387,212,48.6,4057884389,213,6.2,4057884385,141,12.3,4057884391,1,,4057884381,56,Right,4057884379,155,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579997,119,50,1,11,3,6lezh5aazy0xca1800e5dqxwl,1,81.3,6.6,2023-02-26T04:11:26.981Z,2023-02-26T04:11:28Z,4057884395,56,Right,4057884397,286,,4057884421,233,97,,,,,,,,,,,,,,,,d3n1fqp2aq9yjtzvwistpecyc,E. Alagich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512579999,97,7,1,11,3,9xmhnv6im8h7c9e17oqvcx8gl,1,18.7,93.4,2023-02-26T04:11:26.982Z,2023-02-26T08:10:35Z,4057884405,285,,4057884403,56,Back,4058190341,383,,4057884411,233,119,,,,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580001,98,49,1,11,4,9xmhnv6im8h7c9e17oqvcx8gl,1,18.8,93.6,2023-02-26T04:11:27.623Z,2023-02-26T04:11:28Z,,,,,,,,,,,,,,,,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580003,99,1,1,11,4,9xmhnv6im8h7c9e17oqvcx8gl,1,18.8,93.6,2023-02-26T04:11:27.790Z,2023-02-26T04:11:29Z,4057884453,140,31.1,4057884451,56,Back,4057884459,213,0.2,4057884457,212,13.2,4057884455,141,97.5,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580005,100,1,1,11,6,9xmhnv6im8h7c9e17oqvcx8gl,1,31.1,97.5,2023-02-26T04:11:29.495Z,2023-02-26T04:11:30Z,4057884479,56,Back,4057884481,140,32.2,4057884483,141,87.5,4057884485,212,6.9,4057884487,213,4.9,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580011,101,1,1,11,7,9xmhnv6im8h7c9e17oqvcx8gl,1,32.2,87.5,2023-02-26T04:11:30.470Z,2023-02-26T04:11:35Z,4057884613,56,Back,4057884617,141,97.4,4057884619,212,12.8,4057884615,140,42.6,4057884621,213,0.6,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580019,102,3,1,11,12,9xmhnv6im8h7c9e17oqvcx8gl,1,60.3,96.5,2023-02-26T04:11:35.430Z,2023-02-26T08:10:54Z,4057884701,233,120,4057884689,56,Left,4058190529,464,,4057884691,286,,,,,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580015,120,45,1,11,12,6lezh5aazy0xca1800e5dqxwl,0,39.7,3.5,2023-02-26T04:11:35.430Z,2023-02-26T04:11:39Z,4057884649,56,Back,4057884725,233,102,4057884651,285,,,,,,,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580027,103,1,1,11,15,9xmhnv6im8h7c9e17oqvcx8gl,1,71.4,94.3,2023-02-26T04:11:38.694Z,2023-02-26T04:11:40Z,4057884755,56,Left,4057884763,213,6.3,4057884757,140,87.5,4057884759,141,93.7,4057884761,212,16.9,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580033,104,1,1,11,17,9xmhnv6im8h7c9e17oqvcx8gl,0,88.9,94.1,2023-02-26T04:11:40.470Z,2023-02-26T08:11:04Z,4057884791,213,4.9,4058190629,72,,4058190627,224,,4057884779,2,,4057884783,56,Center,4057884787,141,61.9,4057884789,212,22.2,4057884785,140,92.2,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512633545,896,49,1,11,18,6lezh5aazy0xca1800e5dqxwl,1,6.2,44.4,2023-02-26T04:11:41.721Z,2023-02-26T08:11:14Z,,,,,,,,,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580045,121,12,1,11,19,6lezh5aazy0xca1800e5dqxwl,1,7.7,44,2023-02-26T04:11:42.562Z,2023-02-26T04:11:44Z,4057884873,167,,4057884859,213,5.0,4057884857,212,32.9,4057884851,56,Back,4057884855,141,0.0,4057884853,140,17.3,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580089,105,5,1,11,20,9xmhnv6im8h7c9e17oqvcx8gl,1,85.4,101.4,2023-02-26T04:11:43.504Z,2023-02-26T04:11:58Z,4057885093,56,Left,4057885101,233,122,4057885095,347,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580049,122,5,1,11,20,6lezh5aazy0xca1800e5dqxwl,0,14.6,-1.4,2023-02-26T04:11:43.504Z,2023-02-26T04:11:56Z,4057884863,56,Back,4057885107,233,105,4057884865,347,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580157,106,1,1,11,48,9xmhnv6im8h7c9e17oqvcx8gl,1,86,100,2023-02-26T04:12:11.462Z,2023-02-26T04:12:12Z,4057885411,141,92.5,4057885405,107,,4057885407,56,Left,4057885409,140,89.9,4057885415,213,5.3,4057885413,212,7.5,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580159,107,1,1,11,49,9xmhnv6im8h7c9e17oqvcx8gl,1,89.9,92.5,2023-02-26T04:12:12.710Z,2023-02-26T04:12:14Z,4057885441,213,0.5,4057885435,140,93.8,4057885439,212,4.7,4057885437,141,95.8,4057885433,56,Left,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580163,108,1,1,11,51,9xmhnv6im8h7c9e17oqvcx8gl,0,94.9,96.7,2023-02-26T04:12:14.438Z,2023-02-26T08:11:33Z,4058190883,224,,4057885457,141,68.3,4057885459,212,19.3,4057885449,2,,4057885455,140,94.4,4057885461,213,4.7,4057885453,56,Center,4058190885,72,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580171,123,12,1,11,52,6lezh5aazy0xca1800e5dqxwl,1,7.7,29.1,2023-02-26T04:12:15.939Z,2023-02-26T04:12:17Z,4057885495,213,5.3,4057885491,141,15.0,4057885489,140,14.1,4057885487,56,Back,4057885493,212,11.7,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580177,124,1,1,11,54,6lezh5aazy0xca1800e5dqxwl,0,14.1,15,2023-02-26T04:12:17.443Z,2023-02-26T04:12:20Z,4057885543,212,18.4,4057885545,213,0.5,4057885537,56,Back,4057885539,140,29.4,4057885535,3,,4057885541,141,28.2,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580189,109,1,1,11,57,9xmhnv6im8h7c9e17oqvcx8gl,1,64.3,73.8,2023-02-26T04:12:20.887Z,2023-02-26T04:12:22Z,4057885649,213,2.1,4057885647,212,9.0,4057885645,141,85.0,4057885643,140,59.8,4057885641,56,Left,4057885639,3,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580193,110,49,1,11,58,9xmhnv6im8h7c9e17oqvcx8gl,1,59.7,85,2023-02-26T04:12:21.773Z,2023-02-26T08:11:41Z,,,,,,,,,,,,,,,,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580207,111,1,1,11,59,9xmhnv6im8h7c9e17oqvcx8gl,1,59.7,85,2023-02-26T04:12:22.869Z,2023-02-26T04:12:26Z,4057885721,140,50.2,4057885725,212,10.3,4057885719,56,Left,4057885727,213,2.9,4057885723,141,88.9,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580209,112,1,1,12,3,9xmhnv6im8h7c9e17oqvcx8gl,1,59.1,90.1,2023-02-26T04:12:26.822Z,2023-02-26T04:12:28Z,4057885751,212,15.0,4057885753,213,6.3,4057885749,141,89.6,4057885747,140,73.4,4057885745,56,Left,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580221,113,1,1,12,5,9xmhnv6im8h7c9e17oqvcx8gl,1,73.4,89.6,2023-02-26T04:12:28.405Z,2023-02-26T04:12:30Z,4057885803,140,72.6,4057885801,56,Left,4057885809,213,1.8,4057885807,212,3.7,4057885805,141,94.9,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580225,114,1,1,12,7,9xmhnv6im8h7c9e17oqvcx8gl,1,72.6,94.9,2023-02-26T04:12:30.613Z,2023-02-26T04:12:32Z,4057885845,141,86.7,4057885847,212,5.9,4057885849,213,5.0,4057885843,140,74.4,4057885841,56,Left,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580229,115,50,1,12,8,9xmhnv6im8h7c9e17oqvcx8gl,1,73.6,89,2023-02-26T04:12:32.163Z,2023-02-26T04:12:34Z,4057885871,56,Left,4057885933,233,125,4057885873,286,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580241,125,7,1,12,8,6lezh5aazy0xca1800e5dqxwl,1,26.4,11,2023-02-26T04:12:32.164Z,2023-02-26T08:11:52Z,4057885925,233,115,4058191011,385,,4057885921,285,,4057885919,56,Back,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580243,116,61,1,12,9,9xmhnv6im8h7c9e17oqvcx8gl,1,74.1,97,2023-02-26T04:12:32.643Z,2023-02-26T08:11:55Z,4057885937,56,Left,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580245,126,1,1,12,10,6lezh5aazy0xca1800e5dqxwl,0,27.3,3.2,2023-02-26T04:12:34.036Z,2023-02-26T04:12:35Z,4057885943,140,28.4,4057885951,213,0.5,4057885939,56,Back,4057885949,212,1.3,4057885947,141,4.1,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580253,117,1,1,12,13,9xmhnv6im8h7c9e17oqvcx8gl,1,66,92.2,2023-02-26T04:12:36.453Z,2023-02-26T04:12:38Z,4057885991,56,Back,4057885997,212,20.5,4057885999,213,3.1,4057885995,141,93.0,4057885993,140,46.5,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580261,118,1,1,12,14,9xmhnv6im8h7c9e17oqvcx8gl,1,44.8,92.5,2023-02-26T04:12:38.149Z,2023-02-26T04:12:40Z,4057886033,140,49.6,4057886037,212,15.1,4057886039,213,5.1,4057886035,141,71.5,4057886031,56,Back,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580265,119,1,1,12,17,9xmhnv6im8h7c9e17oqvcx8gl,1,50.6,68.4,2023-02-26T04:12:40.437Z,2023-02-26T04:12:41Z,4057886083,56,Center,4057886091,213,1.4,4057886089,212,6.6,4057886087,141,77.9,4057886085,140,51.7,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580275,120,1,1,12,18,9xmhnv6im8h7c9e17oqvcx8gl,1,51.7,77.9,2023-02-26T04:12:41.717Z,2023-02-26T04:12:45Z,4057886143,213,4.4,4057886139,141,56.5,4057886137,140,47.1,4057886141,212,15.3,4057886133,56,Back,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580279,121,1,1,12,22,9xmhnv6im8h7c9e17oqvcx8gl,1,50.4,48.6,2023-02-26T04:12:45.334Z,2023-02-26T04:12:47Z,4057886183,212,26.0,4057886185,213,4.8,4057886181,141,10.6,4057886179,140,53.4,4057886177,56,Right,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580285,122,1,1,12,24,9xmhnv6im8h7c9e17oqvcx8gl,1,53.7,10.6,2023-02-26T04:12:47.269Z,2023-02-26T04:12:50Z,4057886223,213,6.1,4057886215,56,Right,4057886217,140,67.9,4057886219,141,6.6,4057886221,212,15.2,,,,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580303,123,1,1,12,26,9xmhnv6im8h7c9e17oqvcx8gl,1,67.7,10.4,2023-02-26T04:12:50.053Z,2023-02-26T04:12:57Z,4057886313,140,79.3,4057886315,141,31.2,4057886319,213,0.9,4057886317,212,18.7,4057886311,56,Center,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580307,124,1,1,12,34,9xmhnv6im8h7c9e17oqvcx8gl,1,95.6,7,2023-02-26T04:12:57.653Z,2023-02-26T04:12:59Z,4057886353,213,2.9,4057886345,56,Right,4057886347,140,83.4,4057886349,141,10.7,4057886351,212,13.1,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580311,125,1,1,12,36,9xmhnv6im8h7c9e17oqvcx8gl,0,83.4,10.7,2023-02-26T04:13:00.181Z,2023-02-26T08:13:06Z,4057886373,56,Right,4057886381,213,3.3,4057886375,140,76.5,4057886377,141,9.0,4057886379,212,7.3,4057886371,168,,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512633817,897,8,1,12,37,6lezh5aazy0xca1800e5dqxwl,1,13.7,93.4,2023-02-26T04:13:00.851Z,2023-02-26T08:13:15Z,4058191883,56,Back,4058191909,385,,,,,,,,,,,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580319,126,61,1,12,41,9xmhnv6im8h7c9e17oqvcx8gl,1,75.6,8.3,2023-02-26T04:13:05.094Z,2023-02-26T04:13:55Z,4057886429,56,Right,,,,,,,,,,,,,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580325,127,1,1,12,43,9xmhnv6im8h7c9e17oqvcx8gl,1,69.5,9.7,2023-02-26T04:13:06.772Z,2023-02-26T04:13:07Z,4057886465,140,84.3,4057886469,212,15.6,4057886467,141,7.0,4057886463,56,Right,4057886471,213,6.2,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580331,128,1,1,12,44,9xmhnv6im8h7c9e17oqvcx8gl,1,84.3,7,2023-02-26T04:13:07.637Z,2023-02-26T04:13:12Z,4057886521,141,10.2,4057886519,140,96.4,4057886517,56,Right,4057886525,213,0.2,4057886523,212,12.9,,,,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580341,129,1,1,12,45,9xmhnv6im8h7c9e17oqvcx8gl,0,95.5,11.4,2023-02-26T04:13:09.069Z,2023-02-26T08:13:45Z,4057886583,141,54.6,4057886587,213,1.7,4058192249,224,,4057886585,212,29.5,4057886573,2,,4057886575,155,,4057886581,140,93.0,4058192251,20,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,4057886577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580345,127,12,1,12,46,6lezh5aazy0xca1800e5dqxwl,1,19.1,92.4,2023-02-26T04:13:10.021Z,2023-02-26T04:20:29Z,4057886617,212,1.2,4057886619,213,0.9,4057886611,56,Back,4057886615,141,93.8,4057886613,140,19.8,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580347,128,12,1,12,51,6lezh5aazy0xca1800e5dqxwl,1,12.6,47.3,2023-02-26T04:13:14.677Z,2023-02-26T04:13:16Z,4057886639,140,24.9,4057886637,56,Back,4057886641,141,61.7,4057886643,212,16.2,4057886645,213,0.6,4057886647,15,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580363,129,1,1,12,54,6lezh5aazy0xca1800e5dqxwl,0,24.9,61.7,2023-02-26T04:13:18.134Z,2023-02-26T04:13:24Z,4057886743,212,17.5,4057886745,213,5.4,4057886741,141,42.5,4057886735,3,,4057886739,140,36.0,4057886737,56,Back,,,,,,,d3n1fqp2aq9yjtzvwistpecyc,E. Alagich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580361,130,61,1,12,55,9xmhnv6im8h7c9e17oqvcx8gl,1,55.6,51.4,2023-02-26T04:13:18.981Z,2023-02-26T04:13:34Z,4057886733,56,Center,,,,,,,,,,,,,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580367,131,43,1,12,57,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-02-26T04:13:20.597Z,2023-02-26T04:13:31Z,4057887005,144,49,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580389,132,1,1,12,58,9xmhnv6im8h7c9e17oqvcx8gl,1,57.6,78.4,2023-02-26T04:13:21.508Z,2023-02-26T04:13:28Z,4057886891,56,Left,4057886893,140,75.3,4057886895,141,93.7,4057886897,212,21.3,4057886899,213,0.5,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580391,133,3,1,13,5,9xmhnv6im8h7c9e17oqvcx8gl,0,94.4,82.4,2023-02-26T04:13:28.277Z,2023-02-26T08:14:03Z,4058192407,464,,4057886911,56,Left,4057886913,286,,4057886969,233,130,,,,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512580395,130,7,1,13,5,6lezh5aazy0xca1800e5dqxwl,1,5.6,17.6,2023-02-26T04:13:28.278Z,2023-02-26T08:14:06Z,4057886931,56,Back,4057886939,233,133,4057886929,167,,4057886933,285,,4058192455,385,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
