id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist
2512559709,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-02-26T02:45:19.030Z,2023-02-26T04:03:03Z,4057776581,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4057776575,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4057776577,59,"20, 2, 3, 14, 5, 21, 7, 8, 10, 22, 11, 6, 16, 18, 19, 23, 24, 30",4057776579,130,8,4057776573,30,"dmxzug2enscx331w5vmdzn2s5, 95sml1vx1fwwhq8p32p60e11x, 2wnqoxtt8xlglpndyjb5rb622, ez47kkcz2wgypddldq97yz2dx, 46acb400oivj94jwu3i3lrxsl, yhkueqgsvvd5fzdffg9nky51, 91lwbi9gd4crrnmt30yld307p, w8u1a5hrtitytfof3jk0zbh1, njzhdtpegev8seam0oe0zpp1, cx8wxcop4vdfapgaboyzqrsvd, c575swutxi9er3j9txklhrzoq, 2nn6berxelojkxb2rjjnqw4id, 2g39f2y5dqwg3q4sw2jf6x6g9, bzzknt1y8qkmcon3vw7hdadp1, cl3z842ngppg6uu3tlusruep5, 63za0395wiu88h3panzx86pxx, 5hylntpne6d7xwey2v9d9lg8a, cd0uffrnjl7wysygus4acsm0a",4057776585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4057776583,194,w8u1a5hrtitytfof3jk0zbh1,4057874535,197,18440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512560443,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-02-26T02:50:44.517Z,2023-02-26T04:07:08Z,4057867869,197,874,4057781771,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4057781773,194,8wt0rz1iw4aon12zj6axq1sk5,4057781763,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 8wt0rz1iw4aon12zj6axq1sk5, 2kig0lwusomobls6p3am0l7qi, a5y5w6rclo7jen1tg6xhfgewa, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, 6b31g4lw3ste6xrg1kwwn5iol, d3n1fqp2aq9yjtzvwistpecyc, 4j4nenchzzxi4a96o7jqdpgid, c0f9jho2nsyygravyp7f19i3t, 86sqmnbenft8ugq57q2i2wzbp, 9l5seuy6ggcvpqnt5ekxn1pii, 6px2wd7ccjzc56c1h5ag4b52i, evf4z0xf7cd5nidnq6q4x8w7o, 410fzkckxjcw6b02nkcvpvitw, 2c81wahtsfjksewt89ccirris",4057781775,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4057781765,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4057781767,59,"46, 21, 11, 6, 41, 3, 26, 8, 9, 55, 10, 1, 4, 13, 23, 35, 47, 66",4057781769,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577321,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-02-26T04:00:23.217Z,2023-02-26T04:00:23Z,4057871221,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577323,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-02-26T04:00:23.217Z,2023-02-26T07:38:12Z,4057871225,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577335,3,1,1,0,1,6lezh5aazy0xca1800e5dqxwl,1,50,50,2023-02-26T04:00:24.317Z,2023-02-26T07:38:23Z,4057871283,141,60.9,4057871289,279,S,4057871287,213,2.7,4057871285,212,15.8,4057871281,140,36.7,4057871279,56,Back,,,,,,,d3n1fqp2aq9yjtzvwistpecyc,E. Alagich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577345,4,1,1,0,3,6lezh5aazy0xca1800e5dqxwl,0,36.9,46.4,2023-02-26T04:00:27.009Z,2023-02-26T07:39:46Z,4057871317,140,75.0,4057871329,213,5.8,4057871325,212,45.3,4057871315,56,Right,4057871313,155,,4057871331,1,,4057871321,141,15.0,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577365,3,1,1,0,6,9xmhnv6im8h7c9e17oqvcx8gl,0,25.6,92.2,2023-02-26T04:00:29.549Z,2023-02-26T04:00:32Z,4057871435,141,71.4,4057871437,212,26.7,4057871439,213,5.7,4057871429,3,,4057871433,140,47.2,4057871431,56,Back,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577375,5,1,1,0,9,6lezh5aazy0xca1800e5dqxwl,0,59.4,29.8,2023-02-26T04:00:32.913Z,2023-02-26T04:14:00Z,4057871473,140,62.5,4057871469,3,,4057871477,212,3.3,4057871479,213,0.1,4057871475,141,30.4,4057871471,56,Center,,,,,,,2kig0lwusomobls6p3am0l7qi,L. D'Arrigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577383,4,61,1,0,10,9xmhnv6im8h7c9e17oqvcx8gl,1,45.8,77,2023-02-26T04:00:33.436Z,2023-02-26T04:00:36Z,4057871497,56,Back,,,,,,,,,,,,,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577395,6,1,1,0,11,6lezh5aazy0xca1800e5dqxwl,1,59.6,24.3,2023-02-26T04:00:34.785Z,2023-02-26T04:45:26Z,4057871537,56,Back,4057871539,140,33.3,4057871541,141,37.1,4057871545,213,2.8,4057871543,212,29.0,,,,,,,,,,d3n1fqp2aq9yjtzvwistpecyc,E. Alagich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577405,7,1,1,0,13,6lezh5aazy0xca1800e5dqxwl,1,31.8,41.3,2023-02-26T04:00:37.137Z,2023-02-26T04:00:38Z,4057871575,140,31.8,4057871581,213,1.6,4057871577,141,61.1,4057871579,212,13.5,4057871573,56,Back,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577419,8,1,1,0,15,6lezh5aazy0xca1800e5dqxwl,1,31.8,61.1,2023-02-26T04:00:38.273Z,2023-02-26T04:00:40Z,4057871641,213,4.9,4057871635,140,34.7,4057871639,212,15.6,4057871637,141,38.6,4057871633,56,Back,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577427,9,1,1,0,17,6lezh5aazy0xca1800e5dqxwl,1,34.5,38.6,2023-02-26T04:00:40.576Z,2023-02-26T04:00:42Z,4057871687,141,62.9,4057871689,212,16.6,4057871685,140,32.7,4057871683,56,Back,4057871691,213,1.7,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577433,10,1,1,0,19,6lezh5aazy0xca1800e5dqxwl,1,32.7,62.9,2023-02-26T04:00:42.529Z,2023-02-26T04:00:44Z,4057871721,213,4.8,4057871713,56,Back,4057871719,212,14.0,4057871717,141,42.4,4057871715,140,33.3,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577443,11,1,1,0,21,6lezh5aazy0xca1800e5dqxwl,1,33.3,42.4,2023-02-26T04:00:44.417Z,2023-02-26T04:00:47Z,4057871777,56,Back,4057871779,140,35.3,4057871781,141,21.8,4057871785,213,4.9,4057871783,212,14.2,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577453,12,1,1,0,23,6lezh5aazy0xca1800e5dqxwl,0,35.6,21.9,2023-02-26T04:00:46.945Z,2023-02-26T04:00:49Z,4057871825,56,Right,4057871831,212,24.9,4057871827,140,57.7,4057871829,141,8.5,4057871833,213,5.9,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577455,5,49,1,0,25,9xmhnv6im8h7c9e17oqvcx8gl,1,47,98,2023-02-26T04:00:49.034Z,2023-02-26T04:00:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577473,6,3,1,0,29,9xmhnv6im8h7c9e17oqvcx8gl,0,64.4,86.6,2023-02-26T04:00:52.987Z,2023-02-26T07:47:09Z,4057871915,233,13,4057871897,286,,4058172857,464,,4057871895,56,Left,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577475,13,7,1,0,29,6lezh5aazy0xca1800e5dqxwl,0,35.6,13.4,2023-02-26T04:00:52.988Z,2023-02-26T07:47:11Z,4057871899,56,Back,4058172883,385,,4057871909,233,6,4057871901,285,,,,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577477,7,61,1,0,30,9xmhnv6im8h7c9e17oqvcx8gl,1,66.1,90.1,2023-02-26T04:00:54.125Z,2023-02-26T04:00:54Z,4057871903,56,Left,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577491,14,49,1,0,33,6lezh5aazy0xca1800e5dqxwl,1,41.8,7.1,2023-02-26T04:00:56.498Z,2023-02-26T04:00:56Z,,,,,,,,,,,,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577499,8,45,1,0,34,9xmhnv6im8h7c9e17oqvcx8gl,0,52.4,94.2,2023-02-26T04:00:57.249Z,2023-02-26T04:01:04Z,4057871987,56,Left,4057871989,285,,4057872091,233,15,,,,,,,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577527,15,3,1,0,34,6lezh5aazy0xca1800e5dqxwl,1,47.6,5.8,2023-02-26T04:00:57.249Z,2023-02-26T07:47:18Z,4057872083,233,8,4057872075,56,Back,4057872077,286,,4058173013,465,,,,,,,,,,,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577555,16,1,1,0,40,6lezh5aazy0xca1800e5dqxwl,1,86.9,4.9,2023-02-26T04:01:03.586Z,2023-02-26T07:47:38Z,4057872161,140,81.6,4057872167,213,1.9,4057872373,210,15,4057872165,212,17.6,4057872159,56,Center,4057872375,154,,4057872163,141,29.4,,,,bidqgybf8b93bdsi4t4kzeuhh,B. Halloran,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577557,17,15,1,0,43,6lezh5aazy0xca1800e5dqxwl,1,88.1,29.2,2023-02-26T04:01:06.738Z,2023-02-26T07:47:38Z,4057872391,55,16,4057872399,146,91.9,4057872397,103,19,4057872299,82,,4057872403,230,98.0,4057872395,102,49.2,4057872295,20,,4057872177,63,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,4057872179,56,Center,4057872405,231,46.4,4057872381,78,4057872389,154,4057872301,233,9,4057872175,22,4057872401,147,35.6,4057872385,29,,,,,,,,,,,,,,,
2512577561,9,10,1,0,43,9xmhnv6im8h7c9e17oqvcx8gl,1,7.8,64.3,2023-02-26T04:01:06.838Z,2023-02-26T04:01:13Z,4057872209,56,Back,4057872207,94,,4057872309,233,17,,,,,,,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577583,10,6,1,0,45,9xmhnv6im8h7c9e17oqvcx8gl,0,9.2,68.5,2023-02-26T04:01:08.690Z,2023-02-26T07:53:45Z,4057872291,56,Back,4057872293,73,,4057872321,233,18,,,,,,,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577565,18,6,1,0,45,6lezh5aazy0xca1800e5dqxwl,1,90.8,31.5,2023-02-26T04:01:08.690Z,2023-02-26T04:01:13Z,4057872315,233,10,4057872217,56,Center,4057872219,75,,,,,,,,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577787,19,1,1,1,27,6lezh5aazy0xca1800e5dqxwl,1,99.5,0.5,2023-02-26T04:01:51.028Z,2023-02-26T07:54:14Z,4057873135,155,,4057873145,140,95.3,4057873695,210,13,4057873133,6,,4057873151,213,1.7,4057873137,223,,4057873153,1,,4057873143,56,Center,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,1,4057873131,2,,4057873697,154,,4057873147,141,4057873149,212,4058177673,72,,,,,,,,,53.0,36.0,,,,,,,,,,,,,
2512577797,20,44,1,1,31,6lezh5aazy0xca1800e5dqxwl,1,94.7,51.3,2023-02-26T04:01:54.474Z,2023-02-26T04:01:57Z,4057873187,56,Center,4057873189,286,,4057873207,233,11,,,,,,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577781,11,44,1,1,31,9xmhnv6im8h7c9e17oqvcx8gl,0,5.3,48.7,2023-02-26T04:01:54.475Z,2023-02-26T04:01:58Z,4057873121,285,,4057873215,233,20,4057873119,56,Back,,,,,,,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577799,21,13,1,1,31,6lezh5aazy0xca1800e5dqxwl,1,95.3,52.8,2023-02-26T04:01:54.773Z,2023-02-26T07:54:14Z,4057873279,25,,4057873713,230,99.0,4057873281,15,,4057873701,29,,4057873711,103,54.2,4057873197,16,,4057873703,154,,4057873199,56,Center,5c2z04q3s8o3p3718hiluxzo5,Javi López,,4057873287,328,,4057873709,102,51.8,4057873715,231,4057873699,85,4057873705,55,19,,,,,,,,50.5,,,,,,,,,,,,,,
2512577791,12,5,1,1,32,9xmhnv6im8h7c9e17oqvcx8gl,1,-1,49.1,2023-02-26T04:01:55.307Z,2023-02-26T04:02:29Z,4057873157,56,Back,4057873159,346,,4057873229,233,22,4057873959,361,,,,,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577801,22,5,1,1,32,6lezh5aazy0xca1800e5dqxwl,0,101,50.9,2023-02-26T04:01:55.307Z,2023-02-26T04:11:57Z,4057873221,56,Center,4057873233,233,12,4057873223,346,,,,,,,,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577913,13,1,1,1,55,9xmhnv6im8h7c9e17oqvcx8gl,1,5,51.4,2023-02-26T04:02:18.395Z,2023-02-26T04:02:21Z,4057873725,212,13.8,4057873717,124,,4057873719,56,Back,4057873727,213,4.8,4057873723,141,31.2,4057873721,140,6.2,4057873731,237,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577935,14,1,1,1,58,9xmhnv6im8h7c9e17oqvcx8gl,0,8.7,19.2,2023-02-26T04:02:21.451Z,2023-02-26T05:00:29Z,4057873831,1,,4057873821,56,Center,4057873825,141,36.7,4057873829,213,0.3,4057873827,212,45.7,4057873819,155,,4057873823,140,50.7,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577933,23,44,1,2,2,6lezh5aazy0xca1800e5dqxwl,1,49.4,66.6,2023-02-26T04:02:25.586Z,2023-02-26T05:02:16Z,4057873875,233,15,4057873813,56,Back,4057873815,285,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577939,15,44,1,2,2,9xmhnv6im8h7c9e17oqvcx8gl,0,50.6,33.4,2023-02-26T04:02:25.587Z,2023-02-26T05:00:29Z,4057873867,286,,4057873839,56,Center,4057873863,233,23,,,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512589689,466,1,1,2,3,6lezh5aazy0xca1800e5dqxwl,1,45.5,65.5,2023-02-26T04:02:26.217Z,2023-02-26T05:00:44Z,4057942943,56,Back,4057942949,212,13.0,4057942947,141,52.2,4057942945,140,36.6,4057942941,3,,4057942951,213,3.9,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577963,24,49,1,2,4,6lezh5aazy0xca1800e5dqxwl,1,37.7,44.6,2023-02-26T04:02:27.276Z,2023-02-26T08:34:44Z,,,,,,,,,,,,,,,,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577947,16,1,1,2,4,9xmhnv6im8h7c9e17oqvcx8gl,0,49,37.1,2023-02-26T04:02:28.186Z,2023-02-26T08:34:45Z,4057873883,140,54.9,4057873885,141,46.6,4057873887,212,9.0,4057873889,213,0.8,4057873879,3,,4057873881,56,Center,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577971,25,1,1,2,5,6lezh5aazy0xca1800e5dqxwl,1,37.7,44.6,2023-02-26T04:02:28.966Z,2023-02-26T04:02:31Z,4057873973,141,65.4,4057873975,212,14.2,4057873977,213,1.5,4057873969,56,Back,4057873971,140,38.6,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577989,26,1,1,2,7,6lezh5aazy0xca1800e5dqxwl,1,38.6,65.4,2023-02-26T04:02:31.028Z,2023-02-26T04:02:35Z,4057874049,56,Back,4057874055,212,16.3,4057874057,213,1.4,4057874053,141,89.1,4057874051,140,41.1,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512577997,27,1,1,2,12,6lezh5aazy0xca1800e5dqxwl,1,39.2,88.1,2023-02-26T04:02:35.284Z,2023-02-26T04:02:37Z,4057874089,56,Back,4057874093,141,63.9,4057874095,212,17.3,4057874097,213,4.4,4057874091,140,34.0,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578011,28,1,1,2,14,6lezh5aazy0xca1800e5dqxwl,1,34,63.9,2023-02-26T04:02:37.700Z,2023-02-26T04:02:41Z,4057874159,212,14.0,4057874157,141,43.3,4057874155,140,34.0,4057874161,213,4.7,4057874153,56,Back,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578031,29,1,1,2,18,6lezh5aazy0xca1800e5dqxwl,1,33.7,38.5,2023-02-26T04:02:41.428Z,2023-02-26T05:00:44Z,4057874221,141,54.2,4057874219,140,27.1,4057874217,56,Back,4057874225,213,2.1,4057874223,212,12.7,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578039,30,1,1,2,20,6lezh5aazy0xca1800e5dqxwl,1,27.1,54.2,2023-02-26T04:02:43.812Z,2023-02-26T04:02:45Z,4057874261,141,87.5,4057874265,213,1.4,4057874263,212,22.9,4057874259,140,30.1,4057874257,56,Back,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578057,31,1,1,2,22,6lezh5aazy0xca1800e5dqxwl,1,30.1,87.5,2023-02-26T04:02:45.717Z,2023-02-26T04:02:49Z,4057874317,140,12.8,4057874319,141,51.0,4057874315,56,Back,4057874323,213,4.1,4057874321,212,30.8,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578075,32,1,1,2,26,6lezh5aazy0xca1800e5dqxwl,1,12.8,51,2023-02-26T04:02:49.749Z,2023-02-26T04:02:54Z,4057874397,140,27.8,4057874401,212,28.6,4057874399,141,15.9,4057874395,56,Back,4057874403,213,5.3,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578093,33,1,1,2,31,6lezh5aazy0xca1800e5dqxwl,1,27.1,28.5,2023-02-26T04:02:54.245Z,2023-02-26T04:02:58Z,4057874479,140,20.7,4057874477,56,Back,4057874481,141,56.9,4057874483,212,20.4,4057874485,213,1.9,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578101,34,1,1,2,35,6lezh5aazy0xca1800e5dqxwl,1,26.2,61.7,2023-02-26T04:02:58.693Z,2023-02-26T04:03:01Z,4057874507,56,Back,4057874509,140,38.3,4057874511,141,92.0,4057874513,212,24.2,4057874515,213,1.0,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578111,35,1,1,2,38,6lezh5aazy0xca1800e5dqxwl,1,38.3,92,2023-02-26T04:03:01.557Z,2023-02-26T04:03:05Z,4057874541,56,Back,4057874543,140,23.7,4057874547,212,15.9,4057874549,213,3.4,4057874545,141,85.6,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578127,36,1,1,2,42,6lezh5aazy0xca1800e5dqxwl,1,20.2,83.5,2023-02-26T04:03:05.349Z,2023-02-26T04:03:08Z,4057874601,213,4.2,4057874593,56,Back,4057874599,212,19.6,4057874597,141,58.4,4057874595,140,11.0,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578153,37,1,1,2,45,6lezh5aazy0xca1800e5dqxwl,1,10,57.3,2023-02-26T04:03:08.293Z,2023-02-26T04:03:16Z,4057874679,212,14.5,4057874677,141,75.6,4057874671,56,Back,4057874681,213,1.0,4057874675,140,17.0,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578159,38,1,1,2,52,6lezh5aazy0xca1800e5dqxwl,1,31.7,71.7,2023-02-26T04:03:16.197Z,2023-02-26T04:03:18Z,4057874701,212,13.9,4057874703,213,1.3,4057874699,141,91.4,4057874697,140,35.3,4057874695,56,Back,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578169,39,1,1,2,55,6lezh5aazy0xca1800e5dqxwl,1,35.3,91.4,2023-02-26T04:03:18.245Z,2023-02-26T04:03:21Z,4057874743,141,74.7,4057874747,213,3.9,4057874745,212,16.7,4057874741,140,23.7,4057874739,56,Back,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578185,40,1,1,2,58,6lezh5aazy0xca1800e5dqxwl,1,23.7,74.7,2023-02-26T04:03:21.381Z,2023-02-26T04:03:26Z,4057874797,212,17.4,4057874799,213,4.2,4057874795,141,52.7,4057874793,140,15.2,4057874791,56,Back,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578191,41,1,1,3,2,6lezh5aazy0xca1800e5dqxwl,1,15.2,52.7,2023-02-26T04:03:25.861Z,2023-02-26T04:03:26Z,4057874841,213,0,4057874835,140,27.6,4057874839,212,13.0,4057874837,141,52.7,4057874833,56,Back,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578197,42,1,1,3,3,6lezh5aazy0xca1800e5dqxwl,1,27.6,52.7,2023-02-26T04:03:26.790Z,2023-02-26T04:03:29Z,4057874861,141,75.9,4057874865,213,1.8,4057874857,56,Back,4057874859,140,24.6,4057874863,212,16.1,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512578207,43,1,1,3,6,6lezh5aazy0xca1800e5dqxwl,1,32.4,77,2023-02-26T04:03:29.590Z,2023-02-26T04:03:33Z,4057874907,140,54.7,4057874909,141,93.3,4057874905,56,Left,4057874913,213,0.4,4057874911,212,25.9,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
