id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/value,qualifier/9/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2540022139,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-04-28T08:51:32.893Z,2023-04-28T09:25:11Z,4231168919,130,2,4231168917,59,"20, 31, 3, 28, 5, 6, 11, 4, 26, 10, 17, 1, 8, 9, 14, 16, 19, 23",4231168923,194,6xvmp9q79f0fjjtvd6rcz00d1,4231168915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4231168921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4231168927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4231168913,30,"98blyfvs09u1j6m7ltbqai9xx, 26h572pq2qiac1raqk6g0jvh0, 4rv3p2e0scrkce2l3budvzqol, dreyp9vpkgl8t38erpkrfwsbu, 9iebtrpherpydugn7m9hrcl3p, 6xvmp9q79f0fjjtvd6rcz00d1, dmj5oe18blqnxozkfd8q5myfp, dxb1r4gqgxkngb0pzvfby9iol, pc2pewu255axe28t955qjcnp, e8iey6bpyyfd0u8lovucrc2xh, 9xqw0h9piwsalgt47y5m6fr2t, af9qi36c0nm8eso8z5ah8yyuh, 6fx6x1x0v02v094w754htlfx1, evh60twv2ab6si0q78fqi9coa, bb4iwletl36hvcn0rthlrm8a2, 3ivpa9dqlbrg7dc71nsmaw1d5, d0f8dmnejzbjc7dfg14u8yv6y, 1yqlkot5sh85ot3eemo67djv9",4231168925,197,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540022409,1,34,16,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-04-28T08:53:30.112Z,2023-04-28T09:48:54Z,4231170291,59,"1, 25, 38, 13, 4, 22, 10, 8, 9, 15, 23, 2, 3, 6, 7, 18, 33, 35",4231170287,30,"77gcx1qotysu9hbi2hw2gjsvd, aeberiw2itt147h2mpjvd5rai, bwxn7o8ved1xo5bmfkfgzekiy, bcytv86dp6kqrsosu6gck9q7d, ze75933qynqbr4gupkz6xzo5, dnpala3bol8svyc2awng6iv9x, 5he6zl0hg2jxsb2m624xlum6t, 7q8urr40blud747zzb3io8w5x, 31v9w4cyk1fxlig452kuc65ed, af7c4t8wp0341io4x0dl02ac5, c00r3yls3lf245nbo93m9d6cq, cqoz8o1pse9uspkqvq3cmges5, 8wbljx8706rh6uyhf8eegl1w5, bdo2grdx1mgm63gii3zar50id, 7cdvlgpi8g3e8ttspzvr1k251, 5wz8hmh6szarsa6j0thdxeane, 5wivkupbnot9s6z48c31an42y, chx78g4kh1xfr7wp84etip016",4231170301,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4231170289,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4231170293,130,4,4231170295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4231170297,194,31v9w4cyk1fxlig452kuc65ed,4231170299,197,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044263,2,32,1,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-04-28T09:46:12.449Z,2023-04-28T13:22:16Z,4231370483,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044257,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-04-28T09:46:12.449Z,2023-04-28T09:46:12Z,4231370477,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044271,3,1,1,0,1,6h553bwfqkoxayuv80uikkn42,1,49.9,50.6,2023-04-28T09:46:13.549Z,2023-04-28T13:44:39Z,4231370545,141,52.8,4231370549,213,3.0,4231370547,212,9.4,4231370541,56,Back,4231370551,279,S,4231370543,140,41.1,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044283,4,1,1,0,2,6h553bwfqkoxayuv80uikkn42,1,41.1,52.8,2023-04-28T09:46:14.976Z,2023-04-28T09:46:15Z,4231370595,212,11.7,4231370597,213,6.1,4231370591,140,52.0,4231370589,56,Center,4231370593,141,49.4,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044293,5,1,1,0,3,6h553bwfqkoxayuv80uikkn42,1,52,49.4,2023-04-28T09:46:15.760Z,2023-04-28T09:46:17Z,4231370653,212,8.6,4231370641,56,Back,4231370649,141,54.5,4231370657,213,2.7,4231370645,140,44.5,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044313,6,1,1,0,4,6h553bwfqkoxayuv80uikkn42,1,44.6,62.1,2023-04-28T09:46:17.311Z,2023-04-28T09:46:19Z,4231370761,213,1.8,4231370753,141,93.9,4231370745,56,Back,4231370757,212,22.0,4231370747,140,40.6,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044343,7,1,1,0,6,6h553bwfqkoxayuv80uikkn42,1,37.3,93.9,2023-04-28T09:46:19.224Z,2023-04-28T09:46:23Z,4231370895,213,3.5,4231370891,141,87.1,4231370887,56,Back,4231370893,212,12.2,4231370889,140,26.5,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044371,8,1,1,0,11,6h553bwfqkoxayuv80uikkn42,1,28.4,77.8,2023-04-28T09:46:23.528Z,2023-04-28T09:46:28Z,4231371027,212,23.6,4231371029,213,3.9,4231371025,141,54.0,4231371023,140,12.0,4231371021,56,Back,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
