id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2521281167,3,7,1,0,14,cuj4qahgk4idsme4dg8clk6gw,0,64.6,80.8,2023-03-18T06:02:34.118Z,2023-03-18T13:37:40Z,4103962181,285,,4103962179,56,Left,4103962183,233,8,4104913967,385,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281177,9,1,1,0,18,chu9blh367xs3yumct5tqto2q,0,36.7,3.2,2023-03-18T06:02:37.588Z,2023-03-18T06:02:40Z,4103962241,1,,4103962239,213,0.1,4103962237,212,42.1,4103962235,141,10.9,4103962229,155,,4103962233,140,76.5,4103962231,56,Right,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281191,4,1,1,0,23,cuj4qahgk4idsme4dg8clk6gw,1,22,90.2,2023-03-18T06:02:42.704Z,2023-03-18T06:02:47Z,4103962287,140,28.7,4103962283,3,,4103962285,56,Back,4103962293,213,0.6,4103962289,141,96.8,4103962291,212,8.3,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281195,5,61,1,0,23,cuj4qahgk4idsme4dg8clk6gw,0,28.7,96.8,2023-03-18T06:02:42.968Z,2023-03-18T06:38:20Z,4103962301,56,Back,,,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281197,6,5,1,0,24,cuj4qahgk4idsme4dg8clk6gw,0,23,101.4,2023-03-18T06:02:43.350Z,2023-03-18T07:03:20Z,4103962309,347,,4103962307,56,Back,4103962319,233,10,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281193,10,5,1,0,24,chu9blh367xs3yumct5tqto2q,1,77,-1.4,2023-03-18T06:02:43.350Z,2023-03-18T06:02:45Z,4103962311,233,6,4103962299,347,,4103962297,56,Right,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281239,11,1,1,0,33,chu9blh367xs3yumct5tqto2q,1,77.7,0,2023-03-18T06:02:52.758Z,2023-03-18T06:02:56Z,4103962491,213,1.1,4103962489,212,24.5,4103962493,1,,4103962481,107,,4103962485,140,88.2,4103962483,56,Center,4103962487,141,30.4,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281245,12,1,1,0,36,chu9blh367xs3yumct5tqto2q,0,87.8,28.5,2023-03-18T06:02:55.876Z,2023-03-18T06:02:57Z,4103962521,140,83.5,4103962523,141,39.5,4103962517,155,,4103962525,212,8.7,4103962519,56,Center,4103962527,213,2.1,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281251,7,49,1,0,39,cuj4qahgk4idsme4dg8clk6gw,1,17.9,52.2,2023-03-18T06:02:58.992Z,2023-03-18T06:02:59Z,,,,,,,,,,,,,,,,,,,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281265,8,1,1,0,40,cuj4qahgk4idsme4dg8clk6gw,0,17.9,52.2,2023-03-18T06:02:59.200Z,2023-03-18T06:03:02Z,4103962601,213,6.0,4103962595,140,60.3,4103962603,1,,4103962597,141,35.2,4103962599,212,46.0,4103962591,157,,4103962593,56,Center,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281267,13,49,1,0,43,chu9blh367xs3yumct5tqto2q,1,41.7,62.7,2023-03-18T06:03:02.212Z,2023-03-18T06:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281277,14,1,1,0,43,chu9blh367xs3yumct5tqto2q,0,41.7,62.7,2023-03-18T06:03:02.837Z,2023-03-18T06:03:09Z,4103962637,56,Left,4103962643,212,31.6,4103962645,213,1.0,4103962641,141,100.0,4103962639,140,58.3,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281311,9,5,1,0,46,cuj4qahgk4idsme4dg8clk6gw,1,41.6,-1.7,2023-03-18T06:03:05.894Z,2023-03-18T07:03:20Z,4103962771,347,,4103962769,56,Back,4103962773,233,15,,,,,,,,,,,,,,,,1smjjhc426d9s9ly2g41cqvl6,T. Ostler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281279,15,5,1,0,46,chu9blh367xs3yumct5tqto2q,0,58.4,101.7,2023-03-18T06:03:05.894Z,2023-03-18T06:03:17Z,4103962649,347,,4103962781,233,9,4103962647,56,Left,,,,,,,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281329,10,1,1,0,57,cuj4qahgk4idsme4dg8clk6gw,1,41.4,0,2023-03-18T06:03:16.559Z,2023-03-18T06:03:19Z,4103962821,141,14.3,4103962823,212,27.3,4103962815,107,,4103962817,56,Right,4103962825,213,0.4,4103962827,1,,4103962819,140,65.2,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281331,11,61,1,1,0,cuj4qahgk4idsme4dg8clk6gw,0,65.2,14.3,2023-03-18T06:03:19.296Z,2023-03-18T06:03:19Z,4103962831,56,Right,,,,,,,,,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281339,16,49,1,1,1,chu9blh367xs3yumct5tqto2q,1,30.5,83.9,2023-03-18T06:03:20.453Z,2023-03-18T06:03:20Z,,,,,,,,,,,,,,,,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281351,17,1,1,1,1,chu9blh367xs3yumct5tqto2q,1,30.5,83.9,2023-03-18T06:03:20.660Z,2023-03-18T06:03:22Z,4103962889,213,5.6,4103962887,212,5.9,4103962883,140,35.0,4103962885,141,78.7,4103962881,56,Back,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521470777,865,3,1,1,2,chu9blh367xs3yumct5tqto2q,0,39,88.2,2023-03-18T06:03:22.043Z,2023-03-18T13:38:32Z,4104919795,286,,4104919793,56,Back,4104919797,464,,4104919799,467,cufgsqfkltgeb7ak2uan2dqdx,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281353,18,4,1,1,2,chu9blh367xs3yumct5tqto2q,1,35.8,77,2023-03-18T06:03:22.063Z,2023-03-18T06:03:24Z,4103962893,13,,4103962901,286,,4103962941,233,12,4103962897,152,,4103962895,56,Back,4103962899,265,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281359,12,4,1,1,2,cuj4qahgk4idsme4dg8clk6gw,0,64.2,23,2023-03-18T06:03:22.064Z,2023-03-18T06:03:24Z,4103962913,56,Center,4103962911,13,,4103962945,233,18,4103962917,265,,4103962915,152,,4103962919,285,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281389,19,1,1,1,12,chu9blh367xs3yumct5tqto2q,1,34.4,63,2023-03-18T06:03:31.252Z,2023-03-18T06:03:32Z,4103963031,141,75.3,4103963025,152,,4103963033,212,8.4,4103963027,56,Back,4103963029,140,34.4,4103963035,213,1.6,4103963023,5,,4103963039,189,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281395,20,1,1,1,13,chu9blh367xs3yumct5tqto2q,1,34.3,75.3,2023-03-18T06:03:32.981Z,2023-03-18T06:03:34Z,4103963055,212,14.6,4103963051,140,39.8,4103963057,213,1.2,4103963053,141,95.0,4103963049,56,Back,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281433,21,1,1,1,15,chu9blh367xs3yumct5tqto2q,1,39.8,95,2023-03-18T06:03:34.212Z,2023-03-18T06:03:40Z,4103963203,141,95.3,4103963207,213,0.0,4103963199,56,Left,4103963201,140,57.6,4103963205,212,18.7,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281435,22,1,1,1,21,chu9blh367xs3yumct5tqto2q,1,59.8,87.4,2023-03-18T06:03:40.628Z,2023-03-18T06:03:41Z,4103963211,56,Left,4103963215,141,93.8,4103963213,140,61.2,4103963217,212,4.6,4103963219,213,1.2,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281439,23,1,1,1,22,chu9blh367xs3yumct5tqto2q,1,61.2,93.8,2023-03-18T06:03:41.237Z,2023-03-18T06:03:43Z,4103963239,213,0.2,4103963237,212,12.7,4103963235,141,97.7,4103963233,140,73.0,4103963231,56,Left,,,,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281441,24,61,1,1,24,chu9blh367xs3yumct5tqto2q,0,73,97.7,2023-03-18T06:03:43.316Z,2023-03-18T06:35:28Z,4103963243,56,Left,,,,,,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281487,13,5,1,1,25,cuj4qahgk4idsme4dg8clk6gw,1,22.3,-1.5,2023-03-18T06:03:44.371Z,2023-03-18T07:03:20Z,4103963423,56,Back,4103963425,347,,4103963439,233,25,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281449,25,5,1,1,25,chu9blh367xs3yumct5tqto2q,0,77.7,101.5,2023-03-18T06:03:44.371Z,2023-03-18T06:03:58Z,4103963443,233,13,4103963265,347,,4103963263,56,Left,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281509,14,1,1,1,38,cuj4qahgk4idsme4dg8clk6gw,1,20.3,0,2023-03-18T06:03:57.503Z,2023-03-18T06:04:02Z,4103963521,212,28.5,4103963523,213,0.4,4103963513,107,,4103963525,1,,4103963519,141,16.7,4103963515,56,Back,4103963517,140,44.8,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281513,15,1,1,1,43,cuj4qahgk4idsme4dg8clk6gw,0,38.6,16.7,2023-03-18T06:04:02.687Z,2023-03-18T13:39:32Z,4104926133,141,23.9,4104926137,213,1.2,4104926131,140,40.2,4103963533,56,Back,4104926135,212,5.2,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281531,16,4,1,1,45,cuj4qahgk4idsme4dg8clk6gw,1,42.2,26,2023-03-18T06:04:04.576Z,2023-03-18T06:04:08Z,4103963595,152,,4103963591,10,,4103963597,286,,4103963593,56,Back,4103963645,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281541,26,4,1,1,45,chu9blh367xs3yumct5tqto2q,0,57.8,74,2023-03-18T06:04:04.577Z,2023-03-18T06:35:21Z,4103963631,10,,4103963635,152,,4103963633,56,Center,4103963637,285,,4103963659,233,16,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281553,27,43,1,1,49,chu9blh367xs3yumct5tqto2q,1,0,0,2023-03-18T06:04:08.564Z,2023-03-18T06:04:10Z,4103963657,56,Center,4103963731,144,56,,,,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281619,17,1,1,1,56,cuj4qahgk4idsme4dg8clk6gw,1,40,35.4,2023-03-18T06:04:15.871Z,2023-03-18T06:04:18Z,4103963943,140,60.0,4103963947,212,21.6,4103963939,152,,4103963941,56,Center,4103963945,141,27.9,4103963949,213,6.0,4103963937,5,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281635,18,1,1,1,59,cuj4qahgk4idsme4dg8clk6gw,1,60,27.9,2023-03-18T06:04:18.671Z,2023-03-18T06:04:20Z,4103964013,56,Back,4103964017,141,30.4,4103964015,140,38.6,4103964019,212,22.5,4103964021,213,3.1,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281673,19,1,1,2,1,cuj4qahgk4idsme4dg8clk6gw,1,38,30.3,2023-03-18T06:04:20.656Z,2023-03-18T06:04:27Z,4103964199,213,1.8,4103964193,140,33.3,4103964197,212,22.0,4103964191,56,Back,4103964195,141,61.8,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281693,20,1,1,2,7,cuj4qahgk4idsme4dg8clk6gw,0,38,70.9,2023-03-18T06:04:27.135Z,2023-03-18T06:04:29Z,4103964269,1,,4103964257,155,,4103964261,140,73.2,4103964265,212,53.3,4103964263,141,14.4,4103964259,56,Right,4103964267,213,5.5,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281705,28,1,1,2,10,chu9blh367xs3yumct5tqto2q,1,24.7,85.3,2023-03-18T06:04:30.068Z,2023-03-18T06:04:31Z,4103964309,56,Back,4103964313,141,90.0,4103964311,140,34.9,4103964307,3,,4103964317,213,0.3,4103964315,212,11.2,,,,,,,ccof41jyzj4bnh14u8goyjutx,J. Hoffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281709,29,49,1,2,12,chu9blh367xs3yumct5tqto2q,1,35.2,90.6,2023-03-18T06:04:31.444Z,2023-03-18T06:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281749,30,1,1,2,14,chu9blh367xs3yumct5tqto2q,0,36.6,94.2,2023-03-18T06:04:33.428Z,2023-03-18T06:36:33Z,4103964479,1,,4103964477,213,0.1,4103964469,56,Left,4103964473,141,98.7,4103964475,212,40.9,4103964471,140,75.4,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281757,21,49,1,2,19,cuj4qahgk4idsme4dg8clk6gw,1,16.9,2,2023-03-18T06:04:38.655Z,2023-03-18T06:04:38Z,,,,,,,,,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281773,22,1,1,2,19,cuj4qahgk4idsme4dg8clk6gw,1,16.9,2,2023-03-18T06:04:39.120Z,2023-03-18T06:04:42Z,4103964559,56,Back,4103964563,141,32.5,4103964567,213,2.1,4103964561,140,6.0,4103964565,212,23.7,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281779,23,1,1,2,22,cuj4qahgk4idsme4dg8clk6gw,0,6,32.5,2023-03-18T06:04:41.889Z,2023-03-18T06:04:42Z,4103964605,140,37.4,4103964601,157,,4103964607,141,30.6,4103964603,56,Back,4103964611,213,6.2,4103964613,1,,4103964609,212,33.0,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281799,31,1,1,2,25,chu9blh367xs3yumct5tqto2q,0,73.6,74,2023-03-18T06:04:44.947Z,2023-03-18T13:40:51Z,4103964677,213,5.9,4103964675,212,25.0,4103965017,3,,4103964669,56,Center,4103964673,141,60.4,4103964671,140,95.7,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281829,24,52,1,2,29,cuj4qahgk4idsme4dg8clk6gw,1,2.3,39.5,2023-03-18T06:04:48.527Z,2023-03-18T13:40:55Z,4104935031,376,,,,,,,,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281917,25,80,1,2,48,cuj4qahgk4idsme4dg8clk6gw,0,14.6,57.6,2023-03-18T06:05:07.344Z,2023-03-18T06:05:18Z,4103965519,189,,,,,,,,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281943,26,1,1,2,49,cuj4qahgk4idsme4dg8clk6gw,1,19.7,59.7,2023-03-18T06:05:08.703Z,2023-03-18T06:05:19Z,4103965247,198,,4103965259,1,,4103965245,157,,4103965257,213,0.2,4103965253,141,76.7,4103965249,56,Center,4103965255,212,51.5,4103965251,140,67.5,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281959,27,1,1,2,53,cuj4qahgk4idsme4dg8clk6gw,0,67.6,77.9,2023-03-18T06:05:12.207Z,2023-03-18T06:05:13Z,4103965315,56,Center,4103965317,140,58.2,4103965321,212,10.9,4103965319,141,71.1,4103965323,213,3.6,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521281953,32,49,1,2,54,chu9blh367xs3yumct5tqto2q,1,40.6,24.1,2023-03-18T06:05:13.235Z,2023-03-18T06:05:13Z,,,,,,,,,,,,,,,,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
