id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2469346365,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-09T00:46:09.036Z,2022-10-09T02:27:58Z,3830023507,30,"8bp03i0tjmh836ud5jekv2aui, 5jj95ojkl5antavm5xboygokq, 5c2z04q3s8o3p3718hiluxzo5, 3qwtpnlm38xo5f1u36a30kus5, 9l5seuy6ggcvpqnt5ekxn1pii, a5y5w6rclo7jen1tg6xhfgewa, bidqgybf8b93bdsi4t4kzeuhh, 2kig0lwusomobls6p3am0l7qi, 7svze93i8mizkw3h8wsdbxkgl, 4j4nenchzzxi4a96o7jqdpgid, 9p4eptchs6yk33mzve5acbth, 6np04cprm5wsvs4prp8ehirro, c0f9jho2nsyygravyp7f19i3t, 8t39sfyi8s85bs1ptjymmbd1x, 8wt0rz1iw4aon12zj6axq1sk5, bdubw4m7kqyerzclhw8s8zpp1, 410fzkckxjcw6b02nkcvpvitw, d3n1fqp2aq9yjtzvwistpecyc",3830023517,194,9p4eptchs6yk33mzve5acbth,3830023519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830180901,197,874,3830023511,59,"46, 2, 21, 8, 13, 41, 26, 6, 14, 10, 7, 49, 1, 3, 11, 28, 47, 55",3830023509,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3830023515,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3830023513,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469351381,1,34,16,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-10-09T00:59:19.016Z,2022-10-09T02:07:58Z,3830054891,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3830054893,194,56p368h15z4s1izxoz3pvu4et,3830054895,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830054887,59,"20, 6, 12, 13, 4, 21, 31, 5, 7, 9, 11, 3, 8, 17, 18, 23, 24, 40",3830054885,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3830181077,197,882,3830054883,30,"56p368h15z4s1izxoz3pvu4et, 3sqlv5wy64mmcnmr5bepafefp, 6hqb04t5w85e576dgf44vn71m, 4xkq0dt99xipecd4tbm74kq1, 4ljmkn447genzakxxuzkn5iol, b1hpmuxmbcegdii4cbq5l8kwl, dkqmon0xrrwdhcy66htkf1xwp, 30xc2y82d5xu8hkfhqrjw1z9x, 7wy9lh4qgnim12456qttxn85, ekjy3o3ymld0zkjdaynb4itat, 7ex2ik73ntprjkatncipscudx, 9ydsdzboc7zbdq7vpxx63alm, jvxwzywn4geyzpj2tzxssmsq, ueklj0jop1moq303rq5vnca1, e713hl3clivldop8wln53rsyy, 578n9sc6cucs81focurtu36c5, 3s29k3e5nvxhiiwntw8mynb6y, 82tyg0nqfcncdgw3g474a37fu",3830054889,130,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376223,2,32,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-10-09T02:05:54.161Z,2022-10-09T15:30:50Z,3830185455,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376221,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-09T02:05:54.161Z,2022-10-09T02:05:54Z,3830185453,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376229,3,1,1,0,1,6lezh5aazy0xca1800e5dqxwl,1,50.1,49.2,2022-10-09T02:05:55.261Z,2022-10-09T02:22:30Z,3830185497,141,51.4,3830185495,140,38.3,3830185493,56,Back,3830185503,279,S,3830185499,212,12.5,3830185501,213,3.0,,,,,,,7svze93i8mizkw3h8wsdbxkgl,G. Blackwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376247,4,1,1,0,3,6lezh5aazy0xca1800e5dqxwl,1,43.6,50,2022-10-09T02:05:57.783Z,2022-10-09T02:06:05Z,3830185625,56,Back,3830185633,213,1.6,3830185631,212,27.4,3830185629,141,90.3,3830185627,140,42.5,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376267,5,1,1,0,11,6lezh5aazy0xca1800e5dqxwl,1,44.7,81.8,2022-10-09T02:06:05.239Z,2022-10-09T02:06:08Z,3830185737,212,14.8,3830185733,140,34.8,3830185735,141,66.3,3830185731,56,Back,3830185739,213,3.9,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376275,6,1,1,0,14,6lezh5aazy0xca1800e5dqxwl,1,34.3,65.1,2022-10-09T02:06:08.279Z,2022-10-09T02:06:10Z,3830185803,140,32.3,3830185805,141,32.1,3830185801,56,Back,3830185811,213,4.6,3830185809,212,22.5,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376285,7,1,1,0,16,6lezh5aazy0xca1800e5dqxwl,1,32.5,31.1,2022-10-09T02:06:10.726Z,2022-10-09T02:06:36Z,3830185871,141,61.9,3830185869,140,32.2,3830185875,213,1.6,3830185873,212,20.9,3830185867,56,Back,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469376297,8,1,1,0,20,6lezh5aazy0xca1800e5dqxwl,1,37.5,72,2022-10-09T02:06:15.143Z,2022-10-09T02:06:17Z,3830185985,212,9.8,3830185983,141,85.7,3830185979,56,Back,3830185987,213,1.2,3830185981,140,40.5,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
