id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,assist,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/value
2503527629,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-02-04T04:44:16.444Z,2023-02-04T06:05:22Z,4010230997,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4010230991,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4010290377,197,877,4010230993,59,"20, 15, 2, 6, 25, 3, 11, 4, 98, 9, 7, 31, 13, 21, 22, 23, 24, 28",4010230989,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, b64xe0hw5h2k79a52awusbkve, 7qwmlcxsxlxmq01g7dkt7v14a, 6iohupgr9c0l4xy19b02kgsx6, 5l9ozhnxtdp4w8dawcskpx5ud, e5ycwhcy49624czidh67ihiad, 4p3oumqahcdjl66oqw3jwjsdm, 36gq011by1cjkem274ahdfg89, 4l0se1iapxcmd1jb4851aj6c5, b3wugaop1bb4php1irwf6zqei, 7u4b1qrfl77crswls2ix35o89, 3hfu7zxdbwlshk4wc87379ul0, 34dwjcubokyikikcect9v4wve, 7hew5ue5j22q9voqfewjcrgus, 3py7ky3kq3ikgy0fl2g2rrtre, 7ucilzbc870tvzy8iqxlk8kbt, dtjh9j9whua6r6ms05cls3iwa",4010230995,130,2,4010231001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010230999,194,bgl8h2ygh9ztbnzt79wv178ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503528373,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-02-04T04:51:08.465Z,2023-02-05T07:54:17Z,4010237427,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4010237431,130,3,4010237437,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4010290735,197,14753,4010237433,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4010237425,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, cr52lkk2tjwlz0gd34b0klyad, 9634dv110vlqnf02k4yif14np, bgzao2jp59jygdic68s5iudat, aiehjyb5unahdn0somr3ewa1h, c243bbqbc7agln9jpv0faa6dx, b255io6lia16l5dzuxfpruhud, bu8z6ig5wrrtgsm1qhe4fxe51, 4rg5d1oo8rtclemhci81i6xg5, cuaqqokt0c82wz0bc0tt10rxm, c18ruk8qqfggqv7s0mzyq6yhg, 53g522ox4zpljnu57fcf4meei, 8b5ohtv882jce0823nuo0ugvd, 4ehmmuuxljgliiz7f7298h61h, emzxhx2ki2r67c5l33hfv8844, 49ctudxdwjkrhz6n3ykjpmdey",4010237429,59,"1, 23, 18, 8, 2, 4, 10, 17, 9, 22, 11, 12, 16, 19, 20, 26, 28, 29",4010237435,194,bgzao2jp59jygdic68s5iudat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537831,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-02-04T06:00:55.377Z,2023-02-04T06:00:56Z,4010291627,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537827,3,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-02-04T06:00:55.377Z,2023-02-05T06:04:12Z,4010291621,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537837,4,1,1,0,0,38ui5tfi8anjuh533emny2tz1,1,50,50,2023-02-04T06:00:55.477Z,2023-02-04T06:00:57Z,4010291651,140,31.6,4010291657,213,3.1,4010291649,56,Back,4010291659,279,S,4010291655,212,19.3,4010291653,141,50.1,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537853,5,1,1,0,2,38ui5tfi8anjuh533emny2tz1,1,31.6,50.1,2023-02-04T06:00:57.740Z,2023-02-04T06:01:04Z,4010291723,141,20.1,4010291725,212,21.8,4010291721,140,38.9,4010291719,56,Back,4010291727,213,5.1,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537855,6,1,1,0,7,38ui5tfi8anjuh533emny2tz1,1,56.4,18.5,2023-02-04T06:01:02.604Z,2023-02-05T07:47:11Z,4010291737,140,61.3,4010291741,212,11.5,4010291739,141,3.4,4010291735,56,Right,4010291743,213,5.2,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537861,7,1,1,0,8,38ui5tfi8anjuh533emny2tz1,1,54.7,5.2,2023-02-04T06:01:04.268Z,2023-02-05T07:47:14Z,4010291763,213,1.6,4010291757,140,53.7,4010291755,56,Center,4010291761,212,14.0,4010291759,141,25.8,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537867,8,1,1,0,10,38ui5tfi8anjuh533emny2tz1,1,58.3,27.7,2023-02-04T06:01:06.196Z,2023-02-05T07:47:20Z,4010291793,212,16.2,4010291787,56,Back,4010291791,141,9.9,4010291795,213,4.0,4010291789,140,48.0,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537875,9,1,1,0,12,38ui5tfi8anjuh533emny2tz1,1,47.3,8.7,2023-02-04T06:01:08.220Z,2023-02-05T07:47:26Z,4010291827,140,28.1,4010291831,212,20.3,4010291833,213,3.0,4010291825,56,Back,4010291829,141,12.6,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537883,10,1,1,0,15,38ui5tfi8anjuh533emny2tz1,1,21.4,20.9,2023-02-04T06:01:11.053Z,2023-02-04T06:01:14Z,4010291877,56,Back,4010291883,212,25.8,4010291879,140,23.0,4010291881,141,58.8,4010291885,213,1.5,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537891,11,1,1,0,19,38ui5tfi8anjuh533emny2tz1,1,24,70,2023-02-04T06:01:14.444Z,2023-02-04T06:01:18Z,4010291907,140,39.1,4010291911,212,24.3,4010291913,213,0.9,4010291905,56,Back,4010291909,141,97.1,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537899,12,1,1,0,22,38ui5tfi8anjuh533emny2tz1,1,37,95.6,2023-02-04T06:01:18.172Z,2023-02-04T06:01:21Z,4010291943,140,27.1,4010291941,56,Back,4010291949,213,4.5,4010291945,141,37.0,4010291951,1,,4010291947,212,41.2,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537905,13,1,1,0,26,38ui5tfi8anjuh533emny2tz1,1,25.6,23.9,2023-02-04T06:01:21.692Z,2023-02-04T06:01:23Z,4010291973,212,16.1,4010291971,141,4.9,4010291975,213,5.4,4010291969,140,34.8,4010291965,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537909,14,1,1,0,28,38ui5tfi8anjuh533emny2tz1,1,34.7,5.5,2023-02-04T06:01:23.612Z,2023-02-04T06:01:26Z,4010291995,141,6.4,4010291999,213,0.0,4010291991,56,Back,4010291997,212,13.0,4010291993,140,47.1,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537923,15,1,1,0,30,38ui5tfi8anjuh533emny2tz1,1,47.1,6.4,2023-02-04T06:01:25.980Z,2023-02-05T06:07:48Z,4014068597,156,,4010292053,212,14.1,4010292051,141,21.9,4010292055,213,2.3,4010292049,140,38.2,4010292047,56,Back,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504258863,792,3,1,0,34,38ui5tfi8anjuh533emny2tz1,1,45.8,6.6,2023-02-04T06:01:29.607Z,2023-02-05T07:45:29Z,4014069735,56,Back,4014069737,286,,4014171043,233,803,4014069821,465,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504258865,803,45,1,0,34,c4ygb6mnh53kpl2mpxe52l8jw,0,54.2,93.4,2023-02-04T06:01:29.607Z,2023-02-05T07:45:29Z,4014069741,285,,4014171047,233,792,4014069739,56,Left,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537933,17,1,1,0,35,38ui5tfi8anjuh533emny2tz1,0,53.1,2.3,2023-02-04T06:01:30.404Z,2023-02-05T06:08:53Z,4010292093,140,56.8,4010292097,212,3.9,4010292095,141,2.9,4010292099,213,0.1,4010292091,56,Right,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503545575,429,8,1,0,35,c4ygb6mnh53kpl2mpxe52l8jw,1,44.8,96.3,2023-02-04T06:01:30.477Z,2023-02-05T06:09:04Z,4014070093,383,,4010334779,56,Back,,,,,,,,,,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
