id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,assist,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/value
2503537919,3,49,1,0,36,c4ygb6mnh53kpl2mpxe52l8jw,1,45,95.6,2023-02-04T06:01:32.128Z,2023-02-04T06:55:26Z,,,,,,,,,,,,,,,,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537937,4,3,1,0,37,c4ygb6mnh53kpl2mpxe52l8jw,0,49.3,96.8,2023-02-04T06:01:32.843Z,2023-02-05T07:45:27Z,4010292185,233,16,4014070841,464,,4010292107,286,,4010292105,56,Back,,,,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537929,16,7,1,0,37,38ui5tfi8anjuh533emny2tz1,0,50.7,3.2,2023-02-04T06:01:32.844Z,2023-02-05T07:45:27Z,4010292071,56,Right,4010292183,285,,4014170999,233,4,4014071059,385,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537943,5,1,1,0,41,c4ygb6mnh53kpl2mpxe52l8jw,1,42.5,93.6,2023-02-04T06:01:37.311Z,2023-02-04T06:01:37Z,4010292147,213,3.9,4010292141,140,33.3,4010292145,212,13.0,4010292139,56,Back,4010292143,141,80.9,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537949,6,1,1,0,44,c4ygb6mnh53kpl2mpxe52l8jw,1,33.2,79.6,2023-02-04T06:01:39.423Z,2023-02-04T06:01:42Z,4010292171,140,30.4,4010292169,56,Back,4010292177,213,4.6,4010292175,212,20.3,4010292173,141,50.0,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537951,7,1,1,0,49,c4ygb6mnh53kpl2mpxe52l8jw,1,36.9,28.6,2023-02-04T06:01:44.850Z,2023-02-04T06:01:44Z,4010292193,56,Right,4010292197,141,5.0,4010292201,213,5.5,4010292195,140,53.6,4010292199,212,23.8,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537953,8,1,1,0,50,c4ygb6mnh53kpl2mpxe52l8jw,0,54.1,4.4,2023-02-04T06:01:46.319Z,2023-02-04T06:01:47Z,4010292207,140,55.2,4010292233,233,18,4010292211,212,1.2,4010292213,213,6.1,4010292237,286,,4010292231,236,,4010292209,141,4.0,4010292205,56,Right,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537957,18,74,1,0,50,38ui5tfi8anjuh533emny2tz1,1,47.2,97.4,2023-02-04T06:01:46.320Z,2023-02-04T06:20:50Z,4010292225,56,Back,4010292243,233,8,4010292227,285,,,,,,,,,,,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537971,9,5,1,0,52,c4ygb6mnh53kpl2mpxe52l8jw,1,56.6,-1.6,2023-02-04T06:01:48.332Z,2023-02-04T06:20:56Z,4010292283,347,,4010292281,56,Right,4010292289,233,19,,,,,,,,,,,,,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503537965,19,5,1,0,52,38ui5tfi8anjuh533emny2tz1,0,43.4,101.6,2023-02-04T06:01:48.332Z,2023-02-04T06:01:52Z,4010292255,347,,4010292293,233,9,4010292253,56,Back,,,,,,,,,,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538009,10,1,1,1,3,c4ygb6mnh53kpl2mpxe52l8jw,0,63.9,0,2023-02-04T06:01:59.360Z,2023-02-04T06:03:22Z,4010292403,140,80.9,4010292409,213,0.8,4010292405,141,25.5,4010292399,107,,4010292411,1,,4010292401,56,Center,4010292407,212,25.4,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538015,20,49,1,1,5,38ui5tfi8anjuh533emny2tz1,1,22.3,73.3,2023-02-04T06:02:00.844Z,2023-02-04T06:02:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538023,21,1,1,1,5,38ui5tfi8anjuh533emny2tz1,1,22.3,73.3,2023-02-04T06:02:01.342Z,2023-02-04T06:02:03Z,4010292443,212,15.4,4010292439,140,14.4,4010292441,141,92.3,4010292445,213,2.1,4010292437,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538033,22,1,1,1,7,38ui5tfi8anjuh533emny2tz1,1,11.5,94.2,2023-02-04T06:02:03.131Z,2023-02-04T06:02:06Z,4010292505,141,91.8,4010292509,213,6.2,4010292501,56,Back,4010292507,212,17.0,4010292503,140,27.6,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538041,23,1,1,1,10,38ui5tfi8anjuh533emny2tz1,1,27.7,90.9,2023-02-04T06:02:06.364Z,2023-02-04T06:02:07Z,4010292553,213,2.3,4010292545,56,Back,4010292549,141,98.0,4010292551,212,6.4,4010292547,140,23.7,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538051,24,1,1,1,12,38ui5tfi8anjuh533emny2tz1,1,24.4,98,2023-02-04T06:02:07.803Z,2023-02-05T06:12:25Z,4010292583,140,32.1,4010292587,212,9.9,4010292581,56,Back,4010292589,213,5.7,4010292585,141,89.6,,,,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538057,25,1,1,1,14,38ui5tfi8anjuh533emny2tz1,0,35.4,96.2,2023-02-04T06:02:10.140Z,2023-02-04T06:02:11Z,4010292603,140,37.6,4010292613,233,11,4010292605,141,96.2,4010292609,213,0,4010292617,286,,4010292611,236,,4010292607,212,2.3,4010292601,56,Back,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538047,11,74,1,1,14,c4ygb6mnh53kpl2mpxe52l8jw,1,58.9,2.6,2023-02-04T06:02:10.141Z,2023-02-04T06:55:58Z,4010292569,56,Right,4010292571,285,,4010292621,233,25,,,,,,,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538053,12,61,1,1,14,c4ygb6mnh53kpl2mpxe52l8jw,1,57.1,4.1,2023-02-04T06:02:10.318Z,2023-02-04T06:02:17Z,4010292595,56,Right,,,,,,,,,,,,,,,,,,,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504260303,793,1,1,1,15,38ui5tfi8anjuh533emny2tz1,1,44,93.4,2023-02-04T06:02:10.604Z,2023-02-05T06:14:10Z,4014076803,56,Back,4014076805,140,39.0,4014076809,212,8.5,4014076811,213,4.0,4014076807,141,83.6,,,,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538073,26,4,1,1,19,38ui5tfi8anjuh533emny2tz1,1,47.5,96,2023-02-04T06:02:15.085Z,2023-02-04T06:56:20Z,4010292657,13,,4010292665,286,,4010332271,295,,4010292667,233,13,4010292661,152,,4010292659,56,Back,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538067,13,4,1,1,19,c4ygb6mnh53kpl2mpxe52l8jw,0,52.5,4,2023-02-04T06:02:15.086Z,2023-02-04T06:56:16Z,4010292639,13,,4010292643,152,,4010292671,233,26,4010292641,56,Right,4010292647,285,,4010332251,295,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538153,27,1,1,1,40,38ui5tfi8anjuh533emny2tz1,1,47.7,96.2,2023-02-04T06:02:35.555Z,2023-02-05T06:14:55Z,4010292989,56,Back,4010292985,5,,4010292995,212,28.4,4014077491,189,,4010292993,141,77.3,4010292997,213,3.6,4010292987,152,,4010292991,140,23.6,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538159,28,1,1,1,41,38ui5tfi8anjuh533emny2tz1,1,23.6,77.3,2023-02-04T06:02:36.739Z,2023-02-05T06:14:56Z,4010293025,213,0.5,4010293017,56,Back,4010293023,212,25.2,4010293021,141,95.0,4010293019,140,44.7,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538161,29,1,1,1,42,38ui5tfi8anjuh533emny2tz1,0,44.7,95,2023-02-04T06:02:37.388Z,2023-02-05T06:14:56Z,4010293033,56,Center,4010293041,213,5.7,4010293031,155,,4010293039,212,24.4,4010293035,140,64.0,4010293037,141,75.0,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538163,14,1,1,1,43,c4ygb6mnh53kpl2mpxe52l8jw,0,42.6,30.1,2023-02-04T06:02:39.213Z,2023-02-04T06:02:40Z,4010293051,3,,4010293057,141,53.6,4010293053,56,Back,4010293061,213,1.4,4010293059,212,16.4,4010293055,140,45.9,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538181,30,1,1,1,46,38ui5tfi8anjuh533emny2tz1,1,54.4,47.5,2023-02-04T06:02:41.979Z,2023-02-04T06:02:47Z,4010293141,1,,4010293135,141,3.7,4010293139,213,5.1,4010293131,56,Right,4010293137,212,32.8,4010293133,140,67.4,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538183,31,3,1,1,51,38ui5tfi8anjuh533emny2tz1,0,75.2,19,2023-02-04T06:02:47.082Z,2023-02-05T06:15:28Z,4014079025,465,,4010293149,56,Right,4010293151,286,,4010293167,233,15,,,,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538185,15,7,1,1,51,c4ygb6mnh53kpl2mpxe52l8jw,0,24.8,81,2023-02-04T06:02:47.083Z,2023-02-05T06:15:32Z,4010293163,233,31,4014079177,385,,4010293159,56,Back,4010293161,285,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538191,32,1,1,1,54,38ui5tfi8anjuh533emny2tz1,1,46.1,19.5,2023-02-04T06:02:49.723Z,2023-02-04T06:02:53Z,4010293189,140,63.6,4010293195,213,5.8,4010293191,141,3.7,4010293187,56,Right,4010293193,212,21.3,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538193,33,1,1,1,58,38ui5tfi8anjuh533emny2tz1,1,63.9,5.9,2023-02-04T06:02:53.611Z,2023-02-05T07:49:50Z,4010293207,141,17.7,4010293211,213,1.5,4010293209,212,8.0,4010293205,140,64.3,4010293203,56,Right,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538203,34,1,1,1,59,38ui5tfi8anjuh533emny2tz1,1,64.3,17.7,2023-02-04T06:02:54.459Z,2023-02-04T06:02:59Z,4010293267,56,Right,4010293275,213,5.9,4010293273,212,14.7,4010293269,140,77.4,4010293271,141,10.1,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503538207,35,1,1,2,4,38ui5tfi8anjuh533emny2tz1,1,75.2,4,2023-02-04T06:02:59.803Z,2023-02-05T07:49:59Z,4010293287,56,Center,4010293291,141,26.0,4010293295,213,1.7,4010293289,140,72.7,4010293293,212,15.2,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504261077,794,61,1,2,5,38ui5tfi8anjuh533emny2tz1,1,73.9,27.4,2023-02-04T06:03:00.903Z,2023-02-05T06:16:00Z,4014079907,56,Center,,,,,,,,,,,,,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
