id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/12/value,qualifier/14/value,qualifier/16/value,assist,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2496835577,11,1,1,0,43,7jv344gvcvgqg7oeuc9u554dm,0,53.8,8.3,2023-01-13T08:45:55.636Z,2023-01-13T08:46:00Z,3975043479,56,Right,3975043477,155,,3975043481,140,90.4,3975043489,1,,3975043487,213,0.1,3975043483,141,15.6,3975043485,212,38.7,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835579,7,49,1,0,48,c4ygb6mnh53kpl2mpxe52l8jw,1,4.9,76.3,2023-01-13T08:46:01.019Z,2023-01-13T08:46:01Z,,,,,,,,,,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835581,8,61,1,0,53,c4ygb6mnh53kpl2mpxe52l8jw,0,19,75,2023-01-13T08:46:05.100Z,2023-01-13T08:46:45Z,3975043505,56,Back,,,,,,,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835583,12,1,1,0,54,7jv344gvcvgqg7oeuc9u554dm,0,77.2,28.9,2023-01-13T08:46:06.081Z,2023-02-08T12:45:30Z,3975043521,212,2.1,3975043515,56,Center,4019884809,233,9,3975043517,140,78.2,3975043519,141,31.6,4019856377,236,,4019856379,286,,3975043523,213,1.1,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835585,9,74,1,0,54,c4ygb6mnh53kpl2mpxe52l8jw,1,18.5,70.8,2023-01-13T08:46:06.082Z,2023-02-08T12:45:31Z,4019884813,233,12,4019856321,285,,3975043529,56,Back,,,,,,,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835591,13,49,1,0,55,7jv344gvcvgqg7oeuc9u554dm,1,87.5,18,2023-01-13T08:46:07.697Z,2023-01-13T08:46:07Z,,,,,,,,,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835593,14,1,1,0,57,7jv344gvcvgqg7oeuc9u554dm,0,95.8,17.7,2023-01-13T08:46:10.017Z,2023-01-14T11:26:51Z,3975043553,213,0.9,3976399445,224,,3975043547,140,96.5,3975043543,155,,3975043569,286,,3975043565,233,10,3976399447,20,,3975043545,56,Right,1nrqzt5f33akpl06zanky83bp,U. Dávila,3975043549,141,19.1,3975043551,212,1.2,3975043541,2,3975043563,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835595,10,12,1,0,58,c4ygb6mnh53kpl2mpxe52l8jw,1,1.5,79.7,2023-01-13T08:46:10.117Z,2023-01-13T08:46:11Z,3975043577,233,14,3975043561,56,Back,3975043559,185,,,,,,,,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835599,11,6,1,0,59,c4ygb6mnh53kpl2mpxe52l8jw,0,2.5,80.3,2023-01-13T08:46:11.202Z,2023-01-14T11:27:00Z,3975043583,73,,3975043595,233,15,3975043581,56,Back,,,,,,,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835601,15,6,1,0,59,7jv344gvcvgqg7oeuc9u554dm,1,97.5,19.7,2023-01-13T08:46:11.202Z,2023-01-13T08:46:12Z,3975043589,233,11,3975043587,75,,3975043585,56,Right,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835633,16,1,1,1,48,7jv344gvcvgqg7oeuc9u554dm,0,99.5,0.5,2023-01-13T08:47:00.131Z,2023-01-14T11:27:12Z,3976399765,20,,3975043819,2,,3975043831,141,44.5,3975043821,6,,3975043833,212,30.9,3975043825,224,,3975043835,213,1.8,3975043829,140,92.1,f3z4grszald48qd1fidjycidw,J. Drew,3975043823,155,,3975043827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835631,12,44,1,1,49,c4ygb6mnh53kpl2mpxe52l8jw,1,7.8,53.8,2023-01-13T08:47:01.974Z,2023-01-14T11:27:07Z,3975043817,285,,3975043815,56,Back,3975043843,233,17,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835635,17,44,1,1,49,7jv344gvcvgqg7oeuc9u554dm,0,92.2,46.2,2023-01-13T08:47:01.975Z,2023-01-14T11:27:08Z,3975043839,56,Center,3975043841,286,,3975043847,233,12,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835637,13,12,1,1,50,c4ygb6mnh53kpl2mpxe52l8jw,1,7.6,52.1,2023-01-13T08:47:02.486Z,2023-01-14T11:27:09Z,3975043863,213,5.2,3975043899,15,,3975043873,167,,3975043861,212,42.0,3975043855,56,Back,3975043859,141,0.0,3975043857,140,27.1,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835639,14,5,1,1,55,c4ygb6mnh53kpl2mpxe52l8jw,0,24.6,-1.5,2023-01-13T08:47:07.087Z,2023-01-13T08:47:30Z,3975043865,56,Back,3975043867,347,,3975043943,233,18,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835649,18,5,1,1,55,7jv344gvcvgqg7oeuc9u554dm,1,75.4,101.5,2023-01-13T08:47:07.087Z,2023-01-13T09:38:56Z,3975043937,347,,3975043939,233,14,3975043935,56,Left,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835653,19,1,1,2,17,7jv344gvcvgqg7oeuc9u554dm,1,76,100,2023-01-13T08:47:29.652Z,2023-01-13T08:47:31Z,3975043955,140,78.3,3975043957,141,85.1,3975043953,56,Left,3975043959,212,11.3,3975043961,213,4.9,3975043951,107,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835655,20,1,1,2,19,7jv344gvcvgqg7oeuc9u554dm,1,78.3,85.1,2023-01-13T08:47:31.331Z,2023-02-08T12:01:13Z,3975043975,212,5.6,3975043973,141,92.0,3975043977,213,2.1,3975043969,56,Left,3975043971,140,75.4,,,,,,,,,,du99hpqe1ikml2wohv8ei0hxx,B. Arabuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835657,21,1,1,2,20,7jv344gvcvgqg7oeuc9u554dm,1,75.3,92.4,2023-01-13T08:47:32.915Z,2023-01-13T08:47:34Z,3975044005,141,86.3,3975044003,140,65.8,3975044007,212,10.8,3975044009,213,3.5,3975044001,56,Left,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835659,22,1,1,2,21,7jv344gvcvgqg7oeuc9u554dm,0,66.1,86.3,2023-01-13T08:47:33.243Z,2023-02-08T12:01:56Z,3975044025,141,88.3,3975044029,213,0.1,3975044027,212,12.8,3975044023,140,78.2,3976400247,155,,3975044021,56,Left,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835661,15,1,1,2,22,c4ygb6mnh53kpl2mpxe52l8jw,1,23.6,11.9,2023-01-13T08:47:34.959Z,2023-01-13T08:47:36Z,3975044051,212,7.6,3975044053,213,0.4,3975044045,56,Back,3975044049,141,15.8,3975044043,3,,3975044047,140,30.4,,,,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835663,16,49,1,2,23,c4ygb6mnh53kpl2mpxe52l8jw,1,30.4,15.9,2023-01-13T08:47:35.143Z,2023-02-08T12:02:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835665,17,1,1,2,24,c4ygb6mnh53kpl2mpxe52l8jw,1,30.4,15.9,2023-01-13T08:47:36.479Z,2023-01-13T08:47:37Z,3975044071,56,Back,3975044075,141,24.1,3975044073,140,29.1,3975044079,213,1.8,3975044077,212,5.7,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835667,18,1,1,2,25,c4ygb6mnh53kpl2mpxe52l8jw,0,29.1,24.1,2023-01-13T08:47:37.328Z,2023-01-13T08:47:37Z,3975044091,140,35.6,3975044089,56,Back,3975044087,3,,3975044095,212,8.6,3975044093,141,31.9,3975044097,213,0.7,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835669,23,8,1,2,26,7jv344gvcvgqg7oeuc9u554dm,1,68.6,65.2,2023-01-13T08:47:38.122Z,2023-02-08T12:02:17Z,3976400583,384,,3975044099,56,Center,,,,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835673,24,61,1,2,27,7jv344gvcvgqg7oeuc9u554dm,0,69,61.4,2023-01-13T08:47:40.029Z,2023-01-13T08:47:53Z,3975044137,56,Center,,,,,,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835671,19,1,1,2,28,c4ygb6mnh53kpl2mpxe52l8jw,1,29.6,39,2023-01-13T08:47:40.063Z,2023-01-13T08:49:25Z,3975045091,140,24.4,3975044125,56,Back,3975045097,213,2.1,3975045093,141,51.8,3975045095,212,10.3,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835675,25,43,1,2,28,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-13T08:47:40.064Z,2023-01-13T08:49:24Z,3975044155,233,19,3975044143,56,Center,3975044145,286,0,3975045085,144,7,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835679,20,1,1,2,29,c4ygb6mnh53kpl2mpxe52l8jw,0,26.2,49,2023-01-13T08:47:41.536Z,2023-01-13T08:47:45Z,3975044209,155,,3975044221,1,,3975044215,141,90.5,3975044219,213,0.7,3975044213,140,61.1,3975044217,212,46.3,3975044211,56,Left,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835677,26,49,1,2,31,7jv344gvcvgqg7oeuc9u554dm,1,38.4,12.6,2023-01-13T08:47:43.692Z,2023-01-14T11:28:17Z,,,,,,,,,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835685,27,2,1,2,32,7jv344gvcvgqg7oeuc9u554dm,1,42.6,12.6,2023-01-13T08:47:44.797Z,2023-02-08T12:02:53Z,3975044293,141,20.2,3975044285,7,du99hpqe1ikml2wohv8ei0hxx,3975044289,56,Right,3975044291,140,71.4,3975054085,189,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835683,21,55,1,2,32,c4ygb6mnh53kpl2mpxe52l8jw,1,31.2,71.1,2023-01-13T08:47:44.798Z,2023-01-14T14:11:48Z,3975045337,189,,,,,,,,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835693,22,1,1,2,46,c4ygb6mnh53kpl2mpxe52l8jw,1,28.4,92.6,2023-01-13T08:47:58.256Z,2023-01-13T08:48:03Z,3975044395,5,,3975044397,241,,3975044399,56,Back,3975044405,212,14.4,3975044403,141,75.1,3975044407,213,4.1,3975044401,140,20.6,3975044485,189,,b8ptjj6m4jh83ixhtny9o2v4k,J. Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835697,23,1,1,2,47,c4ygb6mnh53kpl2mpxe52l8jw,1,20.6,75.1,2023-01-13T08:47:59.216Z,2023-01-13T08:48:03Z,3975044473,213,4.0,3975044469,141,50.3,3975044471,212,21.6,3975044467,140,7.8,3975044465,56,Back,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835701,24,1,1,2,51,c4ygb6mnh53kpl2mpxe52l8jw,1,1.3,48.1,2023-01-13T08:48:03.841Z,2023-01-13T08:48:07Z,3975044553,212,23.9,3975044549,140,11.2,3975044547,56,Back,3975044555,213,5.2,3975044551,141,16.5,,,,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835705,25,1,1,2,54,c4ygb6mnh53kpl2mpxe52l8jw,1,16.2,14.6,2023-01-13T08:48:06.912Z,2023-01-13T08:48:08Z,3975044595,141,22.5,3975044597,212,11.6,3975044593,140,26.0,3975044601,213,0.5,3975044591,56,Back,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835709,26,1,1,2,56,c4ygb6mnh53kpl2mpxe52l8jw,1,26,23.7,2023-01-13T08:48:08.465Z,2023-01-13T08:48:10Z,3975044659,56,Back,3975044661,140,34.3,3975044665,212,11.0,3975044667,213,0.7,3975044663,141,33.6,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835711,27,1,1,2,58,c4ygb6mnh53kpl2mpxe52l8jw,1,32.7,40.4,2023-01-13T08:48:10.785Z,2023-01-13T08:48:15Z,3975044753,140,30.0,3975044759,213,1.7,3975044757,212,18.3,3975044755,141,67.0,3975044751,56,Back,,,,,,,,,,4l0se1iapxcmd1jb4851aj6c5,J. Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835721,28,1,1,3,3,c4ygb6mnh53kpl2mpxe52l8jw,1,29.8,74.1,2023-01-13T08:48:15.313Z,2023-01-13T08:48:18Z,3975044807,213,3.8,3975044803,141,55.5,3975044805,212,20.6,3975044801,140,14.3,3975044799,56,Back,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835727,29,1,1,3,6,c4ygb6mnh53kpl2mpxe52l8jw,1,14.3,55.5,2023-01-13T08:48:18.497Z,2023-01-13T08:48:23Z,3975044831,141,39.8,3975044827,56,Back,3975044829,140,27.0,3975044835,213,5.6,3975044833,212,17.1,,,,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496835729,30,1,1,3,10,c4ygb6mnh53kpl2mpxe52l8jw,1,29.8,53.4,2023-01-13T08:48:22.993Z,2023-01-13T08:52:49Z,3975044847,141,53.4,3975044849,212,8.8,3975044843,56,Back,3975044845,140,38.2,3975044851,213,0,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
