id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2536910103,4,1,1,0,17,7p460lrzt1kmp4rsofqa47eqy,1,22.2,100,2023-04-22T09:55:34.107Z,2023-04-22T09:55:36Z,4207703697,212,17.2,4207703689,107,,4207703699,213,6.1,4207703693,140,38.3,4207703695,141,96.6,4207703691,56,Back,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910105,5,44,1,0,19,7p460lrzt1kmp4rsofqa47eqy,1,40.4,93.2,2023-04-22T09:55:35.850Z,2023-04-23T17:07:06Z,4207703705,285,,4207703725,233,8,4207703703,56,Back,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910113,8,44,1,0,19,c33jm806py6adse5wv9wx6ch1,0,59.6,6.8,2023-04-22T09:55:35.851Z,2023-04-23T17:16:02Z,4207703723,286,,4214843781,233,5,4207703721,56,Right,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910107,6,61,1,0,20,7p460lrzt1kmp4rsofqa47eqy,1,38.3,96.6,2023-04-22T09:55:36.299Z,2023-04-23T17:07:09Z,4207703707,56,Back,,,,,,,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538247071,1215,61,1,0,20,c33jm806py6adse5wv9wx6ch1,1,58.6,12.4,2023-04-22T09:55:36.757Z,2023-04-23T17:07:05Z,4214787991,56,Right,,,,,,,,,,,,,,,,,,,,,,cqoz8o1pse9uspkqvq3cmges5,S. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910115,7,1,1,0,22,7p460lrzt1kmp4rsofqa47eqy,0,38.3,96.9,2023-04-22T09:55:38.411Z,2023-04-22T09:55:39Z,4207703739,212,9.7,4207703737,141,90.6,4207703735,140,46.6,4207703741,213,5.8,4207703733,56,Back,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910121,9,1,1,0,24,c33jm806py6adse5wv9wx6ch1,1,54.5,9.7,2023-04-22T09:55:40.364Z,2023-04-22T10:03:17Z,4207703767,212,4.4,4207703769,213,5.3,4207703765,141,4.3,4207703763,140,56.8,4207703761,56,Right,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910125,10,49,1,0,25,c33jm806py6adse5wv9wx6ch1,1,56.8,4.4,2023-04-22T09:55:41.995Z,2023-04-22T09:55:42Z,,,,,,,,,,,,,,,,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910127,11,1,1,0,25,c33jm806py6adse5wv9wx6ch1,0,56.8,4.4,2023-04-22T09:55:42.244Z,2023-04-22T09:55:44Z,4207703799,212,8.3,4207703797,141,15.3,4207703795,140,60.3,4207703793,56,Right,4207703801,213,1.1,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910129,8,49,1,0,27,7p460lrzt1kmp4rsofqa47eqy,1,44.9,80.8,2023-04-22T09:55:43.572Z,2023-04-22T09:55:43Z,,,,,,,,,,,,,,,,,,,,,,,,,6f92up63vg0nzl9qqlm0rl6uh,S. Pasquali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910137,9,1,1,0,28,7p460lrzt1kmp4rsofqa47eqy,0,44.9,80.8,2023-04-22T09:55:44.867Z,2023-04-22T09:55:45Z,4207703845,213,0.5,4207703839,140,54.6,4207703843,212,11.7,4207703841,141,89.4,4207703837,56,Left,,,,,,,,,,6f92up63vg0nzl9qqlm0rl6uh,S. Pasquali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910139,12,49,1,0,29,c33jm806py6adse5wv9wx6ch1,1,43.5,10.1,2023-04-22T09:55:45.635Z,2023-04-22T09:55:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cqoz8o1pse9uspkqvq3cmges5,S. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910163,13,1,1,0,32,c33jm806py6adse5wv9wx6ch1,1,34.6,8.6,2023-04-22T09:55:48.556Z,2023-04-22T09:55:54Z,4207703931,56,Back,4207703945,213,2.4,4207703941,212,31.1,4207703933,140,13.5,4207703937,141,40.7,,,,,,,,,,cqoz8o1pse9uspkqvq3cmges5,S. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910171,14,1,1,0,37,c33jm806py6adse5wv9wx6ch1,1,13.5,40.7,2023-04-22T09:55:53.667Z,2023-04-22T09:55:57Z,4207703981,212,24.1,4207703979,141,74.7,4207703977,140,20.0,4207703983,213,1.3,4207703975,56,Back,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910187,15,1,1,0,40,c33jm806py6adse5wv9wx6ch1,1,21.1,76.6,2023-04-22T09:55:57.244Z,2023-04-22T09:56:01Z,4207704035,141,97.7,4207704033,140,29.0,4207704031,56,Back,4207704037,212,16.6,4207704039,213,1.0,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910193,16,1,1,0,42,c33jm806py6adse5wv9wx6ch1,1,29.1,97.2,2023-04-22T09:55:58.751Z,2023-04-23T17:08:54Z,4207704063,212,12.3,4207704065,213,4.2,4207704057,56,Back,4207704059,140,23.2,4207704061,141,81.5,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910207,17,1,1,0,45,c33jm806py6adse5wv9wx6ch1,1,23.2,81.4,2023-04-22T09:56:01.884Z,2023-04-23T17:09:06Z,4207704087,56,Back,4207704091,141,76.0,4207704089,140,34.3,4207704095,213,6.0,4207704093,212,12.2,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910217,18,1,1,0,46,c33jm806py6adse5wv9wx6ch1,1,31.6,74.4,2023-04-22T09:56:02.924Z,2023-04-23T17:09:13Z,4207704143,140,12.7,4207704145,141,71.3,4207704141,56,Back,4207704147,212,20.0,4207704149,213,3.2,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910367,32,1,1,0,48,c33jm806py6adse5wv9wx6ch1,1,15.8,69.7,2023-04-22T09:56:05.028Z,2023-04-23T17:09:23Z,4207715033,213,4.5,4207715025,56,Back,4207715031,212,14.8,4207715029,141,48.5,4207715027,140,12.8,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910237,19,1,1,0,53,c33jm806py6adse5wv9wx6ch1,1,12.6,45.4,2023-04-22T09:56:09.508Z,2023-04-23T17:09:41Z,4207704221,56,Back,4207704223,140,22.6,4207704225,141,70.6,4207704229,213,1.0,4207704227,212,20.1,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910245,20,1,1,0,59,c33jm806py6adse5wv9wx6ch1,1,24.5,69.9,2023-04-22T09:56:15.779Z,2023-04-22T10:05:38Z,4207704271,56,Back,4207704279,213,4.4,4207704273,140,21.3,4207704275,141,53.3,4207704277,212,11.8,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910251,21,1,1,1,2,c33jm806py6adse5wv9wx6ch1,1,21.3,51.2,2023-04-22T09:56:18.692Z,2023-04-22T09:56:20Z,4207704307,213,5.1,4207704301,140,23.5,4207704303,141,42.8,4207704305,212,6.2,4207704299,56,Back,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910273,22,1,1,1,5,c33jm806py6adse5wv9wx6ch1,1,25,40.1,2023-04-22T09:56:21.540Z,2023-04-22T10:06:03Z,4207704371,56,Back,4207704379,213,1.2,4207704377,212,17.0,4207704375,141,63.7,4207704373,140,30.4,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910277,23,1,1,1,10,c33jm806py6adse5wv9wx6ch1,1,30.4,63.7,2023-04-22T09:56:26.396Z,2023-04-22T09:56:28Z,4207704397,212,17.6,4207704399,213,4.3,4207704393,140,23.5,4207704395,141,40.1,4207704391,56,Back,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910279,24,1,1,1,11,c33jm806py6adse5wv9wx6ch1,1,23.5,40.1,2023-04-22T09:56:27.947Z,2023-04-22T10:06:06Z,4207704415,213,4.8,4207704413,212,23.8,4207704409,140,25.3,4207704407,56,Back,4207704411,141,5.2,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910281,25,1,1,1,13,c33jm806py6adse5wv9wx6ch1,0,27.2,4.3,2023-04-22T09:56:30.244Z,2023-04-22T09:56:34Z,4207704431,140,66.2,4207704435,212,41.6,4207704433,141,15.2,4207704439,1,,4207704427,155,,4207704437,213,0.2,4207704429,56,Right,,,,cqoz8o1pse9uspkqvq3cmges5,S. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536912935,90,49,1,1,16,7p460lrzt1kmp4rsofqa47eqy,1,37.9,81,2023-04-22T09:56:32.296Z,2023-04-22T10:07:33Z,,,,,,,,,,,,,,,,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910285,10,1,1,1,17,7p460lrzt1kmp4rsofqa47eqy,0,42.1,86.9,2023-04-22T09:56:33.715Z,2023-04-22T10:07:32Z,4207704467,140,62.8,4207704469,141,95.6,4207718667,155,,4207704465,56,Left,4207704473,213,0.3,4207704471,212,22.5,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910289,26,44,1,1,18,c33jm806py6adse5wv9wx6ch1,1,35.5,3.8,2023-04-22T09:56:35.251Z,2023-04-22T09:56:36Z,4207704497,56,Back,4207704505,233,11,4207704499,285,,,,,,,,,,,,,,,,,cqoz8o1pse9uspkqvq3cmges5,S. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910287,11,44,1,1,18,7p460lrzt1kmp4rsofqa47eqy,0,64.5,96.2,2023-04-22T09:56:35.252Z,2023-04-22T09:56:37Z,4207704491,286,,4207704487,56,Left,4207704525,233,26,,,,,,,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910291,27,1,1,1,19,c33jm806py6adse5wv9wx6ch1,0,32.9,3.8,2023-04-22T09:56:35.965Z,2023-04-22T10:07:49Z,4207704509,3,,4207704513,140,42.0,4207704515,141,27.7,4207704511,56,Back,4207704517,212,18.9,4207704519,213,1.0,,,,,,,cqoz8o1pse9uspkqvq3cmges5,S. Galloway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910293,28,43,1,1,22,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-04-22T09:56:38.380Z,2023-04-22T10:07:46Z,4207718999,144,61,4207704531,56,Back,,,,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910295,12,43,1,1,23,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-04-22T09:56:39.995Z,2023-04-22T10:08:02Z,4207719397,144,49,,,,,,,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910299,13,1,1,1,24,7p460lrzt1kmp4rsofqa47eqy,0,69.1,73,2023-04-22T09:56:40.428Z,2023-04-22T09:56:41Z,4207704567,1,,4207704555,155,,4207704557,56,Center,4207704565,213,5.2,4207704563,212,32.8,4207704559,140,82.8,4207704561,141,29.7,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910301,29,49,1,1,26,c33jm806py6adse5wv9wx6ch1,1,10.7,83.3,2023-04-22T09:56:43.036Z,2023-04-22T09:56:43Z,,,,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910307,30,12,1,1,28,c33jm806py6adse5wv9wx6ch1,1,2,84.8,2023-04-22T09:56:44.860Z,2023-04-22T09:56:47Z,4207704599,56,Back,4207704607,213,0.9,4207704625,167,,4207704605,212,14.7,4207704603,141,100.0,4207704601,140,11.1,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910309,14,5,1,1,29,7p460lrzt1kmp4rsofqa47eqy,1,90.1,-1.2,2023-04-22T09:56:46.101Z,2023-04-22T10:00:54Z,4207704613,347,,4207704621,233,31,4207704611,56,Right,,,,,,,,,,,,,,,,cfkv8xhbb3j2e0wulp49i1jvt,D. Pierias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910311,31,5,1,1,29,c33jm806py6adse5wv9wx6ch1,0,9.9,101.2,2023-04-22T09:56:46.101Z,2023-04-22T09:56:47Z,4207704617,347,,4207704615,56,Back,4207704627,233,14,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910347,15,1,1,1,41,7p460lrzt1kmp4rsofqa47eqy,1,88.3,0,2023-04-22T09:56:57.996Z,2023-04-22T09:56:59Z,4207704787,212,6.8,4207704789,213,1.9,4207704783,140,86.0,4207704785,141,7.4,4207704781,56,Right,4207704779,107,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910349,16,1,1,1,42,7p460lrzt1kmp4rsofqa47eqy,0,85.9,7.6,2023-04-22T09:56:58.916Z,2023-04-22T10:10:15Z,4207704793,56,Right,4207704795,140,87.2,4207722413,233,34,4207704801,213,5.4,4207704797,141,5.3,4207704799,212,2.1,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910369,33,61,1,1,43,c33jm806py6adse5wv9wx6ch1,1,12.4,90.5,2023-04-22T09:57:00.164Z,2023-04-22T10:09:31Z,4207721057,56,Back,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910361,17,1,1,1,44,7p460lrzt1kmp4rsofqa47eqy,0,88.1,5.8,2023-04-22T09:57:01.147Z,2023-04-22T10:10:19Z,4207722809,236,,4207704867,213,3.1,4207722815,233,34,4207722811,286,,4207704865,212,0.8,4207704863,141,5.8,4207704859,56,Right,4207704861,140,87.3,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910371,34,74,1,1,44,c33jm806py6adse5wv9wx6ch1,1,12.5,89.4,2023-04-22T09:57:01.148Z,2023-04-22T10:13:00Z,4207722405,285,,4207722403,56,Back,4207722503,233,17,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536913875,191,49,1,1,46,c33jm806py6adse5wv9wx6ch1,1,11.1,91.7,2023-04-22T09:57:02.365Z,2023-04-22T10:11:44Z,,,,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536913873,190,1,1,1,46,c33jm806py6adse5wv9wx6ch1,0,10,91.5,2023-04-22T09:57:03.228Z,2023-04-22T10:11:46Z,4207725105,1,,4207725103,213,0.2,4207725099,141,100.0,4207725101,212,33.3,4207725097,140,41.0,4207725093,155,,4207725095,56,Back,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910377,18,5,1,1,49,7p460lrzt1kmp4rsofqa47eqy,1,44.6,-2,2023-04-22T09:57:05.987Z,2023-04-22T09:57:09Z,4207704911,56,Back,4207704995,233,35,4207704913,347,,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910391,35,5,1,1,49,c33jm806py6adse5wv9wx6ch1,0,55.4,102,2023-04-22T09:57:05.987Z,2023-04-22T10:00:54Z,4207708831,233,18,4207704981,347,,4207704979,56,Left,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2536910419,19,1,1,2,8,7p460lrzt1kmp4rsofqa47eqy,0,53.2,0,2023-04-22T09:57:24.843Z,2023-04-22T09:57:29Z,4207705159,56,Right,4207705161,140,69.8,4207705163,141,3.5,4207705165,212,17.8,4207705157,107,,4207705167,213,0.2,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
