id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2468246665,1,34,16,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2022-10-07T07:09:25.673Z,2022-10-07T08:52:40Z,3824094845,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3824094837,30,"77gcx1qotysu9hbi2hw2gjsvd, aeberiw2itt147h2mpjvd5rai, bwxn7o8ved1xo5bmfkfgzekiy, bcytv86dp6kqrsosu6gck9q7d, bdo2grdx1mgm63gii3zar50id, 8wbljx8706rh6uyhf8eegl1w5, af7c4t8wp0341io4x0dl02ac5, 7nhzkoa6bywrlkj9nc3f5ylii, 31v9w4cyk1fxlig452kuc65ed, 446scvw0ckoxnvnsqcqocve1h, 7cdvlgpi8g3e8ttspzvr1k251, cqoz8o1pse9uspkqvq3cmges5, 7q8urr40blud747zzb3io8w5x, 5wz8hmh6szarsa6j0thdxeane, c00r3yls3lf245nbo93m9d6cq, 5wivkupbnot9s6z48c31an42y, chx78g4kh1xfr7wp84etip016, 1q1gfw2mh9tb52nvg2ilxvxwq",3824094843,130,8,3824094847,194,8wbljx8706rh6uyhf8eegl1w5,3824094849,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824094841,59,"1, 25, 38, 13, 6, 3, 15, 16, 9, 14, 7, 2, 8, 18, 23, 33, 35, 36",3824254065,197,886,3824094839,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468247381,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-10-07T07:11:11.372Z,2022-10-07T08:42:23Z,3824098171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3824253167,197,6264,3824098161,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3824098169,194,bj77m6u2q7jd9nf67dleq2tp1,3824098167,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3824098163,59,"1, 19, 17, 10, 6, 4, 8, 88, 14, 9, 11, 5, 7, 26, 27, 37, 38, 44",3824098159,30,"do3hflya9zwcdzxiev0m2cclx, bj77m6u2q7jd9nf67dleq2tp1, f4dbx6c236nuk9f1p2qqi3x79, ak7gkgt0ysr3p9e5vvq036i8l, 8alirbm4n482p155zi3174fyt, d2xblktxmr8illac50p2gcmhh, bfw1ktidkogubiuvx2c0qqtbd, bknqxl16j0tm4dggbwjmzb2t, 8wrppgiwivlivxryo6rvocamt, 43o49py4g8fmyg5pawvjsf8tm, cqwfvlrzbld40ce3s1qmdniz9, cfkv8xhbb3j2e0wulp49i1jvt, d9fmhxd6637ihfqc9qvsnmjth, bb4iwletl36hvcn0rthlrm8a2, 30eyww0b75hsid71kihac79pl, 8yyosfgv4yj0g7k2rwk743fft, 8sknvoifu8w9wpso5xije0b56, 6xe2j75i29sgwbu11cp526uad",3824098165,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280415,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-10-07T08:46:47.095Z,2022-10-07T08:46:47Z,3824259279,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280453,2,32,1,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2022-10-07T08:46:47.095Z,2022-10-08T08:50:45Z,3824259421,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280449,3,1,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,50.1,50,2022-10-07T08:46:47.195Z,2022-10-07T10:50:42Z,3824259395,56,Center,3824259403,213,5.8,3824259405,279,S,3824259397,140,54.2,3824259399,141,46.6,3824259401,212,4.9,,,,,,,43o49py4g8fmyg5pawvjsf8tm,D. Wenzel-Halls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280467,4,1,1,0,2,7p460lrzt1kmp4rsofqa47eqy,0,54.2,46.6,2022-10-07T08:46:49.964Z,2022-10-07T08:46:53Z,3824259485,141,100.0,3824259479,155,,3824259491,1,,3824259483,140,87.1,3824259487,212,50.8,3824259481,56,Left,3824259489,213,0.8,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280531,3,5,1,0,6,c33jm806py6adse5wv9wx6ch1,1,14.3,-1.2,2022-10-07T08:46:53.561Z,2022-10-07T08:49:49Z,3824259763,233,5,3824259757,347,,3824259755,56,Back,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280469,5,5,1,0,6,7p460lrzt1kmp4rsofqa47eqy,0,85.7,101.2,2022-10-07T08:46:53.561Z,2022-10-07T08:47:05Z,3824259769,233,3,3824259497,56,Left,3824259499,347,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280559,4,1,1,0,15,c33jm806py6adse5wv9wx6ch1,1,18.4,0,2022-10-07T08:47:02.257Z,2022-10-08T08:59:36Z,3824259907,213,0.4,3824259897,107,,3824259903,141,5.2,3824259905,212,12,3824259899,56,Back,3824259901,140,29.1,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468670177,895,1,1,0,16,c33jm806py6adse5wv9wx6ch1,0,30.5,7.2,2022-10-07T08:47:04.088Z,2022-10-08T08:59:50Z,3826362627,168,,3826362631,140,39.0,3826362637,212,8.9,3826362641,213,0.1,3826362633,141,8.1,3826362625,3,,3826362629,56,Back,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280539,6,49,1,0,19,7p460lrzt1kmp4rsofqa47eqy,1,65.3,86.9,2022-10-07T08:47:06.140Z,2022-10-07T08:47:06Z,,,,,,,,,,,,,,,,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280555,7,1,1,0,19,7p460lrzt1kmp4rsofqa47eqy,1,65.3,86.9,2022-10-07T08:47:06.459Z,2022-10-07T08:47:07Z,3824259877,56,Center,3824259881,140,69.4,3824259883,141,72.0,3824259887,213,5.1,3824259885,212,11.0,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280565,8,1,1,0,20,7p460lrzt1kmp4rsofqa47eqy,1,69.4,72,2022-10-07T08:47:07.883Z,2022-10-08T09:00:04Z,3824259935,212,8.2,3824259937,213,1.1,3824259929,56,Left,3824259933,141,82.6,3824259931,140,73.1,,,,,,,,,,43o49py4g8fmyg5pawvjsf8tm,D. Wenzel-Halls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280577,9,1,1,0,21,7p460lrzt1kmp4rsofqa47eqy,0,72.4,82,2022-10-07T08:47:08.939Z,2022-10-08T09:00:55Z,3824259989,212,17.2,3824259981,155,,3824259985,140,79.5,3824259987,141,59.2,3824259991,213,5.2,3824259983,56,Center,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280563,5,43,1,0,22,c33jm806py6adse5wv9wx6ch1,1,0,0,2022-10-07T08:47:09.337Z,2022-10-08T09:00:46Z,3824259915,3,0,3824259925,212,7.8,3824259927,213,0.1,3824259923,141,5.5,3824259917,168,0,3824259919,56,Back,3824259921,140,35.0,3826363263,144,1,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280587,6,1,1,0,24,c33jm806py6adse5wv9wx6ch1,0,22.8,44.3,2022-10-07T08:47:11.409Z,2022-10-08T09:00:21Z,3824260047,140,30.1,3824260051,212,14.9,3824260043,3,,3824260053,213,1.0,3824260049,141,63.1,3824260045,56,Back,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280853,18,3,1,0,25,7p460lrzt1kmp4rsofqa47eqy,1,65.6,36.6,2022-10-07T08:47:12.095Z,2022-10-08T09:01:07Z,3824367739,286,,3824261267,56,Center,3824367757,233,399,3826363403,465,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468300455,374,43,1,0,25,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-10-07T08:47:12.095Z,2022-10-07T09:44:30Z,3824366685,56,Center,3824366699,233,399,3824366687,286,0,3824367637,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468299205,399,45,1,0,25,c33jm806py6adse5wv9wx6ch1,0,34.4,63.4,2022-10-07T08:47:12.095Z,2022-10-07T09:44:33Z,3824359863,56,Back,3824367761,233,18,3824359865,285,,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468281487,48,49,1,0,26,7p460lrzt1kmp4rsofqa47eqy,1,64.2,32.7,2022-10-07T08:47:13.984Z,2022-10-07T08:50:11Z,,,,,,,,,,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468281517,49,1,1,0,27,7p460lrzt1kmp4rsofqa47eqy,1,64.2,32.7,2022-10-07T08:47:14.176Z,2022-10-07T08:50:03Z,3824264317,140,80.7,3824264323,213,5.9,3824264315,56,Center,3824264321,212,18.4,3824264319,141,23.6,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280645,10,1,1,0,28,7p460lrzt1kmp4rsofqa47eqy,1,84.8,24.2,2022-10-07T08:47:15.795Z,2022-10-08T09:01:46Z,3824261885,210,15,3824260311,141,46.6,3824261887,154,,3824260307,56,Center,3824260309,140,85.9,3824260315,213,1.5,3824260313,212,15.3,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468280647,11,15,1,0,29,7p460lrzt1kmp4rsofqa47eqy,1,85.5,47.2,2022-10-07T08:47:16.963Z,2022-10-08T09:01:46Z,3824261891,29,,3824261901,103,3.2,3824261895,55,10,3824260323,17,,3824261905,146,98.1,3824261179,72,,3824260321,22,,3824261899,102,50.3,8wrppgiwivlivxryo6rvocamt,J. Troisi,,3824261907,147,48.7,3824261903,328,3824261889,78,3824260325,56,Center,3824261893,154,3824261929,233,7,,,,,,,,,,,,,,,,,,,,,
2468280625,7,10,1,0,29,c33jm806py6adse5wv9wx6ch1,1,3.6,49.9,2022-10-07T08:47:17.063Z,2022-10-08T09:01:52Z,3826363953,376,,3824260225,182,,3824260489,179,,3824260227,56,Back,3824260487,174,,3824261207,233,11,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
