id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist
2484417997,31,61,1,0,8,38ui5tfi8anjuh533emny2tz1,1,30.3,76.6,2022-11-12T08:51:39.813Z,2022-11-12T08:54:17Z,3909528527,56,Back,,,,,,,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484428163,467,61,1,0,9,6h553bwfqkoxayuv80uikkn42,1,75.7,19.2,2022-11-12T08:51:40.612Z,2022-11-12T09:42:03Z,3909582503,56,Right,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417589,7,49,1,0,10,6h553bwfqkoxayuv80uikkn42,1,61.4,20.7,2022-11-12T08:51:41.682Z,2022-11-13T10:16:00Z,,,,,,,,,,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417593,8,1,1,0,11,6h553bwfqkoxayuv80uikkn42,1,61.8,20.1,2022-11-12T08:51:43.194Z,2022-11-13T10:16:09Z,3909525961,141,6.5,3909525965,213,5.4,3909525957,56,Right,3909525959,140,68.7,3909525963,212,11.7,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417587,6,43,1,0,12,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-11-12T08:51:43.785Z,2022-11-12T09:42:08Z,3909525941,141,20.7,3909525945,213,2.9,3909525937,56,Right,3909582607,144,1,3909525939,140,61.5,3909525943,212,7.9,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417597,9,50,1,0,15,6h553bwfqkoxayuv80uikkn42,1,70,13.2,2022-11-12T08:51:47.319Z,2022-11-12T08:51:49Z,3909526005,233,6,3909525981,56,Right,3909525983,286,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417599,6,7,1,0,15,38ui5tfi8anjuh533emny2tz1,1,30,86.8,2022-11-12T08:51:47.320Z,2022-11-13T10:16:19Z,3909525989,56,Back,3909525995,233,9,3909525991,285,,3913376213,383,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417601,7,49,1,0,16,38ui5tfi8anjuh533emny2tz1,1,31.9,79,2022-11-12T08:51:48.247Z,2022-11-12T08:51:48Z,,,,,,,,,,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417609,8,1,1,0,19,38ui5tfi8anjuh533emny2tz1,1,40.2,68.2,2022-11-12T08:51:50.785Z,2022-11-12T08:51:52Z,3909526039,213,4.1,3909526033,140,37.5,3909526037,212,4.9,3909526031,56,Back,3909526035,141,62.3,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417613,9,1,1,0,20,38ui5tfi8anjuh533emny2tz1,0,37.5,62,2022-11-12T08:51:51.640Z,2022-11-13T10:16:24Z,3909526049,140,36.4,3909526053,212,1.3,3909526051,141,62.9,3909526055,213,2.7,3909526047,56,Back,,,,,,,,,,c18ruk8qqfggqv7s0mzyq6yhg,P. Yazbek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417619,10,49,1,0,21,6h553bwfqkoxayuv80uikkn42,1,64.4,40.9,2022-11-12T08:51:53.250Z,2022-11-13T10:16:30Z,,,,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417627,11,50,1,0,24,6h553bwfqkoxayuv80uikkn42,1,64.2,45.6,2022-11-12T08:51:56.503Z,2022-11-12T09:42:41Z,3909583355,233,10,3909526109,56,Center,3909526111,286,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417639,10,7,1,0,24,38ui5tfi8anjuh533emny2tz1,1,35.8,54.4,2022-11-12T08:51:56.504Z,2022-11-13T10:16:39Z,3913376609,384,,3909526151,285,,3909526159,233,11,3909526149,56,Back,,,,,,,,,,,,,c18ruk8qqfggqv7s0mzyq6yhg,P. Yazbek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417641,11,61,1,0,25,38ui5tfi8anjuh533emny2tz1,1,36.4,51.6,2022-11-12T08:51:56.643Z,2022-11-13T10:16:44Z,3909526157,56,Back,,,,,,,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484430613,434,61,1,0,26,38ui5tfi8anjuh533emny2tz1,0,34.2,47.6,2022-11-12T08:51:57.612Z,2022-11-13T10:16:48Z,3909593577,56,Back,,,,,,,,,,,,,,,,,,,,,,c18ruk8qqfggqv7s0mzyq6yhg,P. Yazbek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417643,12,1,1,0,27,6h553bwfqkoxayuv80uikkn42,1,68,56.3,2022-11-12T08:51:59.466Z,2022-11-12T08:52:00Z,3909526177,140,62.4,3909526183,213,2.1,3909526175,56,Center,3909526179,141,70.0,3909526181,212,11.0,,,,,,,,,,2tmu6esf1xub0sja4gwnakvyt,S. Krpić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417655,13,1,1,0,29,6h553bwfqkoxayuv80uikkn42,1,62.4,70,2022-11-12T08:52:00.682Z,2022-11-12T08:52:03Z,3909526239,140,53.1,3909526243,212,10.3,3909526237,56,Center,3909526245,213,3.5,3909526241,141,65.1,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417663,14,1,1,0,32,6h553bwfqkoxayuv80uikkn42,1,53.1,64.6,2022-11-12T08:52:03.626Z,2022-11-12T08:52:05Z,3909526271,56,Back,3909526275,141,38.2,3909526279,213,4.0,3909526277,212,23.2,3909526273,140,39.1,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417677,15,1,1,0,34,6h553bwfqkoxayuv80uikkn42,1,39.1,38.2,2022-11-12T08:52:05.738Z,2022-11-12T08:52:10Z,3909526341,213,1.7,3909526337,141,66.7,3909526335,140,36.0,3909526333,56,Back,3909526339,212,19.7,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417685,16,1,1,0,38,6h553bwfqkoxayuv80uikkn42,1,42.9,74.5,2022-11-12T08:52:10.091Z,2022-11-12T08:52:13Z,3909526399,213,0.2,3909526395,141,83.0,3909526391,56,Left,3909526393,140,71.6,3909526389,155,,3909526397,212,30.7,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485150381,954,44,1,0,39,6h553bwfqkoxayuv80uikkn42,1,75.9,83.9,2022-11-12T08:52:11.588Z,2022-11-13T10:17:33Z,3913377679,56,Left,3913377681,233,936,3913377687,286,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485150359,936,44,1,0,39,38ui5tfi8anjuh533emny2tz1,0,24.1,16.1,2022-11-12T08:52:11.589Z,2022-11-13T10:17:34Z,3913377593,56,Back,3913377695,233,954,3913377595,285,,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417695,18,1,1,0,40,6h553bwfqkoxayuv80uikkn42,0,71.6,83,2022-11-12T08:52:11.678Z,2022-11-13T10:17:42Z,3909526429,213,5.8,3909526423,140,87.8,3909526421,56,Center,3909526425,141,68.5,3909526427,212,19.7,3909526419,3,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417689,17,43,1,0,41,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-11-12T08:52:13.339Z,2022-11-12T08:52:26Z,3909526409,286,0,3909526407,56,Left,3909526629,144,44,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417699,12,1,1,0,42,38ui5tfi8anjuh533emny2tz1,0,15.6,25.9,2022-11-12T08:52:13.632Z,2022-11-13T10:17:55Z,3909526445,157,,3909526455,213,6.1,3909526451,141,20.1,3909526449,140,31.9,3909526447,56,Back,3909526457,1,,3909526453,212,17.6,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417715,19,1,1,0,43,6h553bwfqkoxayuv80uikkn42,0,70.3,74.7,2022-11-12T08:52:15.259Z,2022-11-13T10:17:58Z,3909526523,155,,3909526531,212,16.4,3909526527,140,85.5,3909526529,141,69.1,3909526533,213,6.0,3909526525,56,Center,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417709,13,44,1,0,46,38ui5tfi8anjuh533emny2tz1,1,14.2,29.4,2022-11-12T08:52:18.040Z,2022-11-12T09:52:01Z,3909526499,56,Back,3909526549,233,20,3909526501,285,,,,,,,,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417717,20,44,1,0,46,6h553bwfqkoxayuv80uikkn42,0,85.8,70.6,2022-11-12T08:52:18.041Z,2022-11-12T08:52:20Z,3909526541,56,Center,3909526543,286,,3909526553,233,13,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417711,14,1,1,0,46,38ui5tfi8anjuh533emny2tz1,0,13.5,28.6,2022-11-12T08:52:18.376Z,2022-11-12T08:52:18Z,3909526507,56,Back,3909526511,141,27.3,3909526515,213,4.7,3909526513,212,0.9,3909526505,3,,3909526509,140,13.5,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417719,21,61,1,0,47,6h553bwfqkoxayuv80uikkn42,1,85.1,69.3,2022-11-12T08:52:18.718Z,2022-11-13T10:18:04Z,3909526557,56,Center,,,,,,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417723,22,43,1,0,48,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-11-12T08:52:19.754Z,2022-11-12T08:52:21Z,3909526559,56,Center,3909526573,144,61,,,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417721,15,49,1,0,48,38ui5tfi8anjuh533emny2tz1,1,13.2,12.9,2022-11-12T08:52:20.377Z,2022-11-13T10:18:06Z,,,,,,,,,,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417735,16,1,1,0,49,38ui5tfi8anjuh533emny2tz1,0,13.2,12.9,2022-11-12T08:52:20.777Z,2022-11-12T08:52:25Z,3909526619,212,47.3,3909526623,1,,3909526611,157,,3909526615,140,57.6,3909526621,213,0.2,3909526613,56,Center,3909526617,141,24.3,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417747,23,1,1,0,54,6h553bwfqkoxayuv80uikkn42,1,37.8,76.6,2022-11-12T08:52:26.147Z,2022-11-13T10:18:14Z,3909526689,213,0.5,3909526683,140,41.4,3909526687,212,4.2,3909526681,56,Back,3909526685,141,79.4,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417759,24,1,1,0,58,6h553bwfqkoxayuv80uikkn42,0,42.4,70.2,2022-11-12T08:52:30.187Z,2022-11-12T08:52:34Z,3909526751,1,,3909526745,141,12.0,3909526741,56,Right,3909526747,212,51.7,3909526739,155,,3909526743,140,74.1,3909526749,213,5.4,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417763,17,44,1,1,1,38ui5tfi8anjuh533emny2tz1,1,25.5,87.3,2022-11-12T08:52:33.386Z,2022-11-12T08:52:34Z,3909526787,233,25,3909526785,285,,3909526783,56,Back,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417761,25,44,1,1,1,6h553bwfqkoxayuv80uikkn42,0,74.5,12.7,2022-11-12T08:52:33.387Z,2022-11-12T08:52:34Z,3909526757,286,,3909526755,56,Right,3909526805,233,17,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417765,18,1,1,1,2,38ui5tfi8anjuh533emny2tz1,1,25.1,87.1,2022-11-12T08:52:33.817Z,2022-11-12T08:52:34Z,3909526791,3,,3909526795,140,30.8,3909526799,212,6.6,3909526797,141,83.0,3909526801,213,5.8,3909526793,56,Back,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417767,19,49,1,1,3,38ui5tfi8anjuh533emny2tz1,1,31.5,81.2,2022-11-12T08:52:34.945Z,2022-11-12T08:52:35Z,,,,,,,,,,,,,,,,,,,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417773,20,50,1,1,4,38ui5tfi8anjuh533emny2tz1,1,31.8,77.7,2022-11-12T08:52:36.057Z,2022-11-12T08:52:40Z,3909526873,233,26,3909526831,285,,3909526829,56,Back,,,,,,,,,,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417779,26,7,1,1,4,6h553bwfqkoxayuv80uikkn42,1,68.2,22.3,2022-11-12T08:52:36.058Z,2022-11-13T10:18:28Z,3909526859,286,,3913378737,384,,3909526855,233,20,3909526845,56,Center,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417781,27,49,1,1,5,6h553bwfqkoxayuv80uikkn42,1,63.4,31.2,2022-11-12T08:52:37.084Z,2022-11-13T10:18:33Z,,,,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417789,28,1,1,1,7,6h553bwfqkoxayuv80uikkn42,1,60.9,31.3,2022-11-12T08:52:38.627Z,2022-11-13T10:18:37Z,3909526879,140,66.4,3909526885,213,0.6,3909526881,141,37.7,3909526883,212,7.2,3909526877,56,Center,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417791,29,1,1,1,9,6h553bwfqkoxayuv80uikkn42,1,64.8,44,2022-11-12T08:52:41.371Z,2022-11-12T08:52:43Z,3909526901,141,37.9,3909526905,213,3.5,3909526899,140,52.6,3909526897,56,Center,3909526903,212,13.5,,,,,,,,,,2tmu6esf1xub0sja4gwnakvyt,S. Krpić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417799,30,1,1,1,11,6h553bwfqkoxayuv80uikkn42,1,53.6,38.8,2022-11-12T08:52:43.099Z,2022-11-13T10:18:47Z,3909526941,213,3.8,3909526937,141,22.7,3909526935,140,41.2,3909526933,56,Back,3909526939,212,17.0,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417813,31,1,1,1,13,6h553bwfqkoxayuv80uikkn42,1,38.9,20.7,2022-11-12T08:52:44.851Z,2022-11-13T10:18:51Z,3909527039,141,5.6,3909527043,213,5.9,3909527035,56,Right,3909527037,140,61.3,3909527041,212,25.7,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417815,32,1,1,1,21,6h553bwfqkoxayuv80uikkn42,1,80.3,6.4,2022-11-12T08:52:53.523Z,2022-11-13T10:19:23Z,3909527055,140,76.4,3909527061,213,2.7,3909527057,141,9.4,3909527059,212,4.6,3909527053,56,Right,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417819,33,3,1,1,23,6h553bwfqkoxayuv80uikkn42,0,76.5,11.3,2022-11-12T08:52:55.288Z,2022-11-13T10:19:28Z,3909527081,233,21,3909527073,286,,3913379957,464,,3909527071,56,Right,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417817,21,7,1,1,23,38ui5tfi8anjuh533emny2tz1,0,23.5,88.7,2022-11-12T08:52:55.289Z,2022-11-13T10:19:32Z,3913380037,385,,3909527077,233,33,3909527067,285,,3909527065,56,Back,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484417829,34,61,1,1,27,6h553bwfqkoxayuv80uikkn42,0,75.9,14.1,2022-11-12T08:52:58.883Z,2022-11-13T10:19:37Z,3909527127,56,Right,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
