id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2520882441,9,1,1,0,22,6lezh5aazy0xca1800e5dqxwl,0,80.7,85,2023-03-17T08:46:19.075Z,2023-03-17T08:46:20Z,4101833971,212,10.1,4101833969,141,75.6,4101833967,140,88.2,4101833965,56,Center,4101833973,213,5.6,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882443,3,61,1,0,23,6j4xzc2g1eeafo6v1f38d4x22,1,18.6,19.7,2023-03-17T08:46:19.144Z,2023-03-17T09:48:11Z,4101833975,56,Back,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882451,4,43,1,0,23,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-03-17T08:46:19.452Z,2023-03-18T08:27:18Z,4104172973,144,49,,,,,,,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882455,5,1,1,0,24,6j4xzc2g1eeafo6v1f38d4x22,1,12.9,22.3,2023-03-17T08:46:20.549Z,2023-03-17T09:44:43Z,4101834035,212,9.5,4101834025,56,Back,4101834037,213,6.1,4101834027,140,21.7,4101834031,141,19.3,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521323733,958,49,1,0,24,6j4xzc2g1eeafo6v1f38d4x22,1,15.5,17.9,2023-03-17T08:46:20.862Z,2023-03-18T08:27:37Z,,,,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882465,6,1,1,0,25,6j4xzc2g1eeafo6v1f38d4x22,1,21.7,19.3,2023-03-17T08:46:21.508Z,2023-03-17T09:44:46Z,4101834079,212,7.1,4101834077,141,29.2,4101834075,140,19.6,4101834073,56,Back,4101834081,213,1.9,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882471,7,1,1,0,26,6j4xzc2g1eeafo6v1f38d4x22,1,19.8,29.2,2023-03-17T08:46:23.092Z,2023-03-17T09:44:51Z,4101834113,213,5.7,4101834105,56,Back,4101834109,141,4.6,4101834107,140,45.2,4101834111,212,31.5,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520891615,492,1,1,0,27,6j4xzc2g1eeafo6v1f38d4x22,1,30.6,28.6,2023-03-17T08:46:23.111Z,2023-03-17T09:45:05Z,4101885111,141,2.8,4101885115,213,5.3,4101885109,140,41.1,4101885113,212,20.7,4101885107,56,Back,,,,,,,,,,7wy9lh4qgnim12456qttxn85,K. Barbarouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882473,8,3,1,0,30,6j4xzc2g1eeafo6v1f38d4x22,1,41.4,4,2023-03-17T08:46:26.284Z,2023-03-18T08:28:26Z,4101834123,286,,4101834145,233,10,4101834121,56,Back,4104173645,464,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882477,10,45,1,0,30,6lezh5aazy0xca1800e5dqxwl,0,58.6,96,2023-03-17T08:46:26.284Z,2023-03-17T09:48:21Z,4101834135,285,,4101834133,56,Left,4101834153,233,8,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882481,9,1,1,0,31,6j4xzc2g1eeafo6v1f38d4x22,1,40.9,7.1,2023-03-17T08:46:27.781Z,2023-03-17T09:45:13Z,4101834161,56,Back,4101834169,213,0.9,4101834167,212,6.1,4101834163,140,44.4,4101834165,141,14.3,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882501,10,1,1,0,34,6j4xzc2g1eeafo6v1f38d4x22,1,46.3,26.2,2023-03-17T08:46:30.876Z,2023-03-17T09:45:22Z,4101834271,212,21.0,4101834269,141,16.7,4101834267,140,65.3,4101834265,56,Right,4101834273,213,6.0,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521323909,817,43,1,0,41,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-03-17T08:46:37.411Z,2023-03-18T12:58:29Z,4104677139,144,3,4104174133,467,89428,4104174131,464,0,4104174127,56,Back,4104174129,285,0,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521424279,969,3,1,0,42,6j4xzc2g1eeafo6v1f38d4x22,0,87.7,15,2023-03-17T08:46:38.462Z,2023-03-18T12:58:22Z,4104676967,467,86sqmnbenft8ugq57q2i2wzbp,4104676957,56,Right,4104676965,464,,4104676961,286,,,,,,,,,,,,,,7wy9lh4qgnim12456qttxn85,K. Barbarouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882503,11,1,1,0,44,6j4xzc2g1eeafo6v1f38d4x22,1,87.2,12.8,2023-03-17T08:46:40.124Z,2023-03-17T08:46:40Z,4101834293,213,3.1,4101834287,140,79.8,4101834289,141,13.7,4101834291,212,7.8,4101834285,56,Right,,,,,,,,,,7wy9lh4qgnim12456qttxn85,K. Barbarouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882507,12,1,1,0,44,6j4xzc2g1eeafo6v1f38d4x22,1,79.5,13.4,2023-03-17T08:46:40.845Z,2023-03-18T08:29:51Z,4101834311,140,79.2,4101834309,56,Right,4101834317,213,4.6,4101834315,212,3.7,4101834313,141,8.0,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882527,13,1,1,0,45,6j4xzc2g1eeafo6v1f38d4x22,1,79.3,7.6,2023-03-17T08:46:41.444Z,2023-03-17T09:45:54Z,4101834423,141,9.5,4101834425,212,11.9,4101834419,56,Right,4101834427,213,3.0,4101834421,140,68.0,,,,,,,,,,7wy9lh4qgnim12456qttxn85,K. Barbarouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882529,14,1,1,0,47,6j4xzc2g1eeafo6v1f38d4x22,1,67.8,9.1,2023-03-17T08:46:43.892Z,2023-03-17T09:45:55Z,4101834439,213,2.4,4101834437,212,7.7,4101834435,141,16.3,4101834433,140,62.2,4101834431,56,Right,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882535,15,1,1,0,48,6j4xzc2g1eeafo6v1f38d4x22,1,60.3,16.1,2023-03-17T08:46:44.773Z,2023-03-18T08:30:03Z,4101834469,213,0.9,4101834467,212,6.0,4101834461,56,Center,4101834463,140,63.7,4101834465,141,23.2,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882539,16,1,1,0,50,6j4xzc2g1eeafo6v1f38d4x22,1,63.7,23.2,2023-03-17T08:46:46.445Z,2023-03-18T08:30:07Z,4101834497,213,3.8,4101834491,140,57.9,4101834493,141,16.4,4101834495,212,7.6,4101834489,56,Right,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882557,17,1,1,0,54,6j4xzc2g1eeafo6v1f38d4x22,1,54,30.4,2023-03-17T08:46:50.141Z,2023-03-17T08:46:54Z,4101834553,212,18.7,4101834555,213,2.1,4101834549,140,45.7,4101834547,56,Back,4101834551,141,54.8,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882563,18,1,1,0,58,6j4xzc2g1eeafo6v1f38d4x22,1,45.9,56.7,2023-03-17T08:46:54.316Z,2023-03-17T08:46:55Z,4101834575,56,Back,4101834581,212,12.4,4101834583,213,4.3,4101834579,141,39.7,4101834577,140,41.6,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882569,19,1,1,0,59,6j4xzc2g1eeafo6v1f38d4x22,1,41.4,42.5,2023-03-17T08:46:55.884Z,2023-03-17T08:46:58Z,4101834613,212,11.7,4101834615,213,1.6,4101834607,56,Back,4101834609,140,41.5,4101834611,141,59.7,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882573,20,1,1,1,2,6j4xzc2g1eeafo6v1f38d4x22,1,42,63.5,2023-03-17T08:46:58.428Z,2023-03-17T08:47:00Z,4101834623,56,Back,4101834625,140,45.0,4101834631,213,1.4,4101834629,212,19.4,4101834627,141,91.7,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882591,21,1,1,1,3,6j4xzc2g1eeafo6v1f38d4x22,1,45,91.7,2023-03-17T08:46:59.980Z,2023-03-17T08:47:04Z,4101834705,56,Back,4101834713,213,4.2,4101834709,141,69.0,4101834707,140,36.4,4101834711,212,17.9,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882595,22,1,1,1,8,6j4xzc2g1eeafo6v1f38d4x22,1,31,68.3,2023-03-17T08:47:04.332Z,2023-03-17T08:47:05Z,4101834739,213,5.2,4101834737,212,7.7,4101834733,140,34.6,4101834735,141,58.5,4101834731,56,Back,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882603,23,1,1,1,9,6j4xzc2g1eeafo6v1f38d4x22,1,34.9,60,2023-03-17T08:47:05.613Z,2023-03-17T08:47:07Z,4101834775,141,67.2,4101834773,140,31.1,4101834779,213,2.3,4101834777,212,6.3,4101834771,56,Back,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882611,24,1,1,1,10,6j4xzc2g1eeafo6v1f38d4x22,1,31.1,65.3,2023-03-17T08:47:06.957Z,2023-03-17T08:47:09Z,4101834811,56,Back,4101834815,141,35.2,4101834813,140,27.8,4101834817,212,20.8,4101834819,213,4.5,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882627,25,1,1,1,13,6j4xzc2g1eeafo6v1f38d4x22,1,30.9,30.1,2023-03-17T08:47:09.644Z,2023-03-17T08:47:12Z,4101834873,141,4.3,4101834875,212,20.9,4101834869,56,Back,4101834877,213,5.3,4101834871,140,41.8,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882633,26,1,1,1,16,6j4xzc2g1eeafo6v1f38d4x22,1,43.8,4.9,2023-03-17T08:47:12.813Z,2023-03-17T08:47:15Z,4101834911,141,24.5,4101834913,212,17.2,4101834915,213,2.3,4101834909,140,33.4,4101834907,56,Back,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882651,27,1,1,1,19,6j4xzc2g1eeafo6v1f38d4x22,1,34.1,27.7,2023-03-17T08:47:15.260Z,2023-03-17T08:47:22Z,4101834991,141,49.4,4101834987,56,Back,4101834989,140,33.0,4101834993,212,14.8,4101834995,213,1.6,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882657,28,1,1,1,26,6j4xzc2g1eeafo6v1f38d4x22,1,35.6,52.8,2023-03-17T08:47:22.316Z,2023-03-17T08:47:23Z,4101835011,212,10.0,4101835007,140,35.2,4101835009,141,67.5,4101835013,213,1.6,4101835005,56,Back,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882663,29,1,1,1,27,6j4xzc2g1eeafo6v1f38d4x22,1,36.2,66.6,2023-03-17T08:47:23.292Z,2023-03-17T08:47:25Z,4101835037,140,32.2,4101835039,141,56.7,4101835043,213,4.2,4101835035,56,Back,4101835041,212,7.9,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882675,30,1,1,1,29,6j4xzc2g1eeafo6v1f38d4x22,1,30.8,46.9,2023-03-17T08:47:25.628Z,2023-03-17T08:47:31Z,4101835119,212,31.7,4101835117,141,4.0,4101835121,213,5.1,4101835113,56,Back,4101835115,140,42.6,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882685,31,1,1,1,34,6j4xzc2g1eeafo6v1f38d4x22,1,44.6,10.4,2023-03-17T08:47:31.101Z,2023-03-17T08:47:33Z,4101835171,213,2.3,4101835167,141,25.1,4101835169,212,13.8,4101835165,140,35.5,4101835163,56,Back,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882699,32,1,1,1,39,6j4xzc2g1eeafo6v1f38d4x22,1,34.5,30.2,2023-03-17T08:47:35.853Z,2023-03-17T08:47:40Z,4101835231,140,47.3,4101835229,56,Back,4101835227,155,,4101835239,1,,4101835237,213,1.2,4101835233,141,89.3,4101835235,212,42.4,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882711,33,1,1,1,44,6j4xzc2g1eeafo6v1f38d4x22,1,53.7,92.3,2023-03-17T08:47:40.828Z,2023-03-17T09:47:37Z,4101835299,212,11.7,4101835297,141,84.8,4101835295,140,43.7,4101835293,56,Back,4101835301,213,3.6,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882717,34,1,1,1,48,6j4xzc2g1eeafo6v1f38d4x22,1,38.6,72.8,2023-03-17T08:47:44.652Z,2023-03-17T09:47:41Z,4101835337,213,4.8,4101835331,140,40.6,4101835329,56,Back,4101835335,212,22.8,4101835333,141,39.4,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882719,35,1,1,1,50,6j4xzc2g1eeafo6v1f38d4x22,1,40,41,2023-03-17T08:47:46.828Z,2023-03-17T09:47:46Z,4101835341,56,Back,4101835349,213,2.4,4101835347,212,6.5,4101835343,140,35.5,4101835345,141,47.6,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882733,36,1,1,1,52,6j4xzc2g1eeafo6v1f38d4x22,1,34.3,53.8,2023-03-17T08:47:48.605Z,2023-03-17T09:47:51Z,4101835433,213,5.0,4101835425,56,Back,4101835431,212,14.9,4101835429,141,32.8,4101835427,140,38.5,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882737,37,1,1,1,54,6j4xzc2g1eeafo6v1f38d4x22,1,40,35.5,2023-03-17T08:47:51.035Z,2023-03-17T09:48:00Z,4101835455,213,0.3,4101835453,212,14.3,4101835447,56,Center,4101835449,140,52.8,4101835451,141,42.7,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882755,38,1,1,1,56,6j4xzc2g1eeafo6v1f38d4x22,1,52.9,42.7,2023-03-17T08:47:52.876Z,2023-03-18T08:32:13Z,4101835499,213,3.8,4101835497,212,7.4,4101835491,56,Back,4101835733,210,13,4101835493,140,47.1,4101835495,141,36.4,,,,,,,7wy9lh4qgnim12456qttxn85,K. Barbarouses,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882757,11,45,1,2,0,6lezh5aazy0xca1800e5dqxwl,0,33.6,50.3,2023-03-17T08:47:56.956Z,2023-03-17T08:48:00Z,4101835565,233,39,4101835507,56,Back,4101835509,285,,,,,,,,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882763,39,3,1,2,0,6j4xzc2g1eeafo6v1f38d4x22,1,66.4,49.7,2023-03-17T08:47:56.956Z,2023-03-18T08:31:20Z,4101835557,233,11,4101835529,286,,4101835527,56,Center,4104175327,465,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520882765,40,13,1,2,1,6j4xzc2g1eeafo6v1f38d4x22,1,73.3,50.7,2023-03-17T08:47:57.461Z,2023-03-18T08:32:13Z,4101835749,230,98.2,4101835659,72,,4101835543,18,,4101835743,102,45.4,4101835739,55,38,4101835747,215,,4101835545,56,Center,4101835735,85,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,4101835541,22,4101835745,103,52.8,4101835737,29,4101835751,231,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
