id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2514805687,1,34,16,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-03-04T00:57:17.807Z,2023-03-04T02:02:47Z,4069663797,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069715747,197,882,4069663801,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069663791,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4069663795,130,2,4069663793,59,"20, 17, 12, 14, 4, 6, 31, 5, 9, 10, 11, 7, 8, 13, 15, 21, 24, 40",4069663799,194,ak2u5d2qrp9ka1b8qyy9ne3md,4069663789,30,"56p368h15z4s1izxoz3pvu4et, ueklj0jop1moq303rq5vnca1, 6hqb04t5w85e576dgf44vn71m, ak2u5d2qrp9ka1b8qyy9ne3md, 4ljmkn447genzakxxuzkn5iol, 3sqlv5wy64mmcnmr5bepafefp, dkqmon0xrrwdhcy66htkf1xwp, 30xc2y82d5xu8hkfhqrjw1z9x, ekjy3o3ymld0zkjdaynb4itat, 42xmd4lhr1zub89n0ormclv4l, 7ex2ik73ntprjkatncipscudx, 7wy9lh4qgnim12456qttxn85, jvxwzywn4geyzpj2tzxssmsq, 4xkq0dt99xipecd4tbm74kq1, 5uaqcfkubn92hz2hq5ovyurit, b1hpmuxmbcegdii4cbq5l8kwl, 3s29k3e5nvxhiiwntw8mynb6y, 82tyg0nqfcncdgw3g474a37fu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514805833,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-03-04T00:59:52.520Z,2023-03-04T02:03:12Z,4069664513,194,bpm5mr9bgqdsnc5cesnf2ga1h,4069664511,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4069664515,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4069715711,197,873,4069664507,59,"1, 2, 3, 32, 25, 5, 11, 6, 7, 17, 4, 8, 14, 18, 20, 22, 33, 39",4069664509,130,2,4069664503,30,"30x4bcy7zsqgreti63wpds0yd, dmk1iij050mf8g3sdc3cvhazt, ccof41jyzj4bnh14u8goyjutx, 9lh56gt4nxb29rm416rb6lv1m, a9a2obtq50arrgfe7m0cd0qtx, bpm5mr9bgqdsnc5cesnf2ga1h, 7zbq77fks307ubp7bxvghxdqt, 37ymn40mii3xfovk1iyg6mthx, 1u9k9c9uuoj9ktx8ctacv2ajt, 6lu5jfgq3rxunqnbbxpu8ztyi, 305har0fmf8wye7e3wbpfqcid, 8q4a3xz1plwm6f06jawwvo5ih, uqoseczs2k03doablx2zuusq, djh55twz4lsp63j6858ea97xm, 4epapct9t0a0skf8522jyerjd, 8d9kq8ab5olsc1w1swicqemay, 3gpp1g8587gh95uzripmv9pwq, b64xe0hw5h2k79a52awusbkve",4069664505,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815971,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-03-04T02:00:18.202Z,2023-03-04T02:00:20Z,4069717937,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815969,2,32,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-03-04T02:00:18.202Z,2023-03-04T07:31:55Z,4069717935,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815975,3,1,1,0,1,chu9blh367xs3yumct5tqto2q,1,50,50,2023-03-04T02:00:19.302Z,2023-03-04T07:32:00Z,4069717957,141,53.4,4069717961,213,3.0,4069717963,279,S,4069717959,212,14.2,4069717953,56,Back,4069717955,140,36.7,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815977,4,1,1,0,3,chu9blh367xs3yumct5tqto2q,1,39.5,55,2023-03-04T02:00:21.840Z,2023-03-04T07:47:26Z,4069717977,56,Back,4069717979,140,39.6,4069717981,141,13.0,4069717985,213,4.7,4069717983,212,28.6,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815987,5,1,1,0,5,chu9blh367xs3yumct5tqto2q,1,35.4,10,2023-03-04T02:00:23.457Z,2023-03-04T02:52:38Z,4069718019,141,9.7,4069718013,155,,4069718015,56,Right,4069718023,213,6.3,4069718025,1,,4069718021,212,65.4,4069718017,140,97.7,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815989,6,61,1,0,12,chu9blh367xs3yumct5tqto2q,0,97.7,9.7,2023-03-04T02:00:30.288Z,2023-03-04T02:00:30Z,4069718029,56,Right,,,,,,,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815993,3,5,1,0,12,6j4xzc2g1eeafo6v1f38d4x22,1,-0.9,85.8,2023-03-04T02:00:31.009Z,2023-03-04T02:12:37Z,4069718035,56,Back,4069718037,233,7,4069718041,346,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514815991,7,5,1,0,12,chu9blh367xs3yumct5tqto2q,0,100.9,14.2,2023-03-04T02:00:31.009Z,2023-03-04T02:00:32Z,4069718033,346,,4069718031,56,Right,4069718045,233,3,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
