id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/14/value,qualifier/15/value
2534311725,6,1,1,0,17,38ui5tfi8anjuh533emny2tz1,0,32.3,8.3,2023-04-16T05:01:03.995Z,2023-04-16T05:12:09Z,4193959921,56,Back,4193959929,213,0.9,4193959925,141,13.7,4193959927,212,4.6,4193959919,3,,4193959923,140,35.0,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311727,6,8,1,0,18,cuj4qahgk4idsme4dg8clk6gw,1,66.4,83.2,2023-04-16T05:01:04.933Z,2023-04-17T21:38:31Z,4199176569,384,,4193959949,56,Left,4199176531,15,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311729,7,61,1,0,19,cuj4qahgk4idsme4dg8clk6gw,0,71.5,68.8,2023-04-16T05:01:05.542Z,2023-04-16T05:14:33Z,4193959963,56,Center,,,,,,,,,,,,,,,,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534314785,174,1,1,0,20,38ui5tfi8anjuh533emny2tz1,1,27.8,22.3,2023-04-16T05:01:06.345Z,2023-04-16T05:15:44Z,4193976719,213,0.9,4193976711,56,Back,4193976715,141,28.7,4193976713,140,30.8,4193976717,212,5.4,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534314337,115,43,1,0,21,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-16T05:01:07.272Z,2023-04-16T05:14:34Z,4193975223,144,61,4193974543,56,Center,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311737,7,49,1,0,21,38ui5tfi8anjuh533emny2tz1,1,36.1,25.5,2023-04-16T05:01:07.296Z,2023-04-17T21:39:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535308329,908,45,1,0,21,cuj4qahgk4idsme4dg8clk6gw,0,65.9,70.9,2023-04-16T05:01:07.741Z,2023-04-18T02:31:09Z,4199177089,56,Center,4199428383,233,910,4199177091,285,,,,,,,,,,,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535308327,910,3,1,0,21,38ui5tfi8anjuh533emny2tz1,1,34.1,29.1,2023-04-16T05:01:07.741Z,2023-04-18T02:31:08Z,4199177085,56,Back,4199177097,465,,4199428375,233,908,4199177087,286,,,,,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311741,8,1,1,0,25,38ui5tfi8anjuh533emny2tz1,1,35.6,27.2,2023-04-16T05:01:12.159Z,2023-04-17T21:39:53Z,4193960041,212,10.8,4193960039,141,18.4,4193960035,56,Back,4193960037,140,44.2,4193960043,213,5.7,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311753,9,1,1,0,27,38ui5tfi8anjuh533emny2tz1,1,53.9,10.6,2023-04-16T05:01:13.649Z,2023-04-16T05:01:16Z,4193960121,141,3.5,4193960117,140,61.0,4193960125,213,5.7,4193960115,56,Right,4193960123,212,8.9,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311767,10,1,1,0,29,38ui5tfi8anjuh533emny2tz1,1,65.2,5.5,2023-04-16T05:01:15.988Z,2023-04-16T05:01:18Z,4193960171,140,63.2,4193960175,212,8.7,4193960169,56,Right,4193960173,141,17.9,4193960177,213,1.8,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311777,11,1,1,0,31,38ui5tfi8anjuh533emny2tz1,1,61.5,17.4,2023-04-16T05:01:18.045Z,2023-04-16T05:01:21Z,4193960215,140,53.7,4193960213,56,Right,4193960221,213,3.9,4193960217,141,4.9,4193960219,212,11.8,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311787,12,1,1,0,34,38ui5tfi8anjuh533emny2tz1,1,53.7,4.9,2023-04-16T05:01:20.967Z,2023-04-16T05:01:23Z,4193960281,140,39.0,4193960285,212,21.8,4193960279,56,Back,4193960287,213,2.4,4193960283,141,27.6,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311801,13,1,1,0,37,38ui5tfi8anjuh533emny2tz1,1,38.6,28.8,2023-04-16T05:01:23.257Z,2023-04-16T05:01:26Z,4193960361,213,1.7,4193960359,212,22.6,4193960353,56,Back,4193960357,141,61.5,4193960355,140,35.0,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311811,14,1,1,0,39,38ui5tfi8anjuh533emny2tz1,1,36.2,63.9,2023-04-16T05:01:26.149Z,2023-04-16T05:01:28Z,4193960421,213,6.2,4193960417,141,62.6,4193960413,56,Back,4193960415,140,44.0,4193960419,212,8.2,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311817,15,1,1,0,41,38ui5tfi8anjuh533emny2tz1,1,44,62.6,2023-04-16T05:01:28.188Z,2023-04-16T05:01:29Z,4193960463,213,4.1,4193960459,141,41.9,4193960455,56,Back,4193960457,140,34.7,4193960461,212,17.1,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311841,16,1,1,0,43,38ui5tfi8anjuh533emny2tz1,1,34.6,38,2023-04-16T05:01:29.744Z,2023-04-16T05:01:34Z,4193960553,141,15.6,4193960557,213,4.9,4193960551,140,36.8,4193960555,212,15.4,4193960549,56,Back,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311845,17,1,1,0,47,38ui5tfi8anjuh533emny2tz1,1,36.1,20.9,2023-04-16T05:01:33.887Z,2023-04-16T05:18:25Z,4193960579,56,Back,4193960583,141,23.1,4193960587,213,0.3,4193960581,140,41.3,4193960585,212,5.7,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311851,18,1,1,0,48,38ui5tfi8anjuh533emny2tz1,1,41.3,23.1,2023-04-16T05:01:35.089Z,2023-04-17T21:40:35Z,4193960621,140,37.4,4193960625,212,9.7,4193960623,141,10.1,4193960619,56,Back,4193960627,213,4.3,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311861,19,1,1,0,51,38ui5tfi8anjuh533emny2tz1,1,39.3,4.9,2023-04-16T05:01:37.280Z,2023-04-16T05:18:38Z,4193960671,140,55.5,4193960675,212,18.6,4193960677,213,0.4,4193960669,56,Right,4193960673,141,15.9,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311867,20,1,1,0,54,38ui5tfi8anjuh533emny2tz1,0,56.7,13.4,2023-04-16T05:01:40.260Z,2023-04-16T05:01:41Z,4193960711,212,19.4,4193960705,56,Center,4193960709,141,25.6,4193960707,140,73.4,4193960713,213,0.4,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311871,8,8,1,0,55,cuj4qahgk4idsme4dg8clk6gw,1,24.4,72,2023-04-16T05:01:41.813Z,2023-04-17T21:40:54Z,4193960719,56,Back,4199177857,383,,4193980703,14,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311881,9,49,1,0,56,cuj4qahgk4idsme4dg8clk6gw,1,26.5,69.7,2023-04-16T05:01:43.173Z,2023-04-16T05:01:43Z,,,,,,,,,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311917,10,1,1,0,58,cuj4qahgk4idsme4dg8clk6gw,1,26.5,71.8,2023-04-16T05:01:44.644Z,2023-04-16T05:01:51Z,4193960921,140,35.6,4193960925,212,13.9,4193960919,56,Back,4193960923,141,86.6,4193960927,213,0.8,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311923,11,1,1,1,5,cuj4qahgk4idsme4dg8clk6gw,1,49.2,84.1,2023-04-16T05:01:51.332Z,2023-04-17T21:42:29Z,4193960959,212,15.3,4193960961,213,5.9,4193960955,140,62.6,4193960953,56,Center,4193960957,141,75.1,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311943,12,1,1,1,6,cuj4qahgk4idsme4dg8clk6gw,1,63.5,78.4,2023-04-16T05:01:52.917Z,2023-04-16T05:01:57Z,4193961071,140,65.2,4193961075,212,7.9,4193961073,141,89.7,4193961069,56,Left,4193961077,213,1.3,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311949,13,1,1,1,10,cuj4qahgk4idsme4dg8clk6gw,1,79.9,86.5,2023-04-16T05:01:56.885Z,2023-04-16T05:19:23Z,4193961119,213,4.8,4193961115,141,73.8,4193961111,56,Center,4193961113,140,80.6,4193961117,212,8.7,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311951,14,1,1,1,12,cuj4qahgk4idsme4dg8clk6gw,0,80.6,73.8,2023-04-16T05:01:58.261Z,2023-04-16T05:01:59Z,4193961129,141,73.2,4193961133,213,3.2,4193961125,56,Center,4193961131,212,5.0,4193961127,140,75.9,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311957,21,8,1,1,14,38ui5tfi8anjuh533emny2tz1,1,22.9,25,2023-04-16T05:02:00.786Z,2023-04-17T21:42:47Z,4199179133,384,,4193961149,56,Back,,,,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311965,15,5,1,1,15,cuj4qahgk4idsme4dg8clk6gw,1,74.6,101.5,2023-04-16T05:02:01.942Z,2023-04-16T05:02:04Z,4193961199,56,Left,4193961201,347,,4193961219,233,22,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311969,22,5,1,1,15,38ui5tfi8anjuh533emny2tz1,0,25.4,-1.5,2023-04-16T05:02:01.942Z,2023-04-16T05:08:04Z,4193961211,56,Back,4193961213,347,,4193961225,233,15,,,,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312001,16,1,1,1,27,cuj4qahgk4idsme4dg8clk6gw,0,76.8,100,2023-04-16T05:02:13.892Z,2023-04-16T05:02:18Z,4193961371,212,16.7,4193961373,213,4.9,4193961369,141,77.5,4193961363,107,,4193961367,140,79.7,4193961365,56,Center,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534311999,23,44,1,1,28,38ui5tfi8anjuh533emny2tz1,1,21.6,24.4,2023-04-16T05:02:15.050Z,2023-04-16T05:21:11Z,4193961361,285,,4193961399,233,17,4193961359,56,Back,,,,,,,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312003,17,44,1,1,28,cuj4qahgk4idsme4dg8clk6gw,0,78.4,75.6,2023-04-16T05:02:15.051Z,2023-04-16T05:21:12Z,4193961387,286,,4193961417,233,23,4193961385,56,Center,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312007,24,1,1,1,29,38ui5tfi8anjuh533emny2tz1,0,22.8,21.3,2023-04-16T05:02:15.436Z,2023-04-16T05:21:14Z,4193961413,213,1.4,4193961403,3,,4193961407,140,23.8,4193961409,141,33.4,4193961411,212,8.3,4193961405,56,Back,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534316013,169,3,1,1,30,cuj4qahgk4idsme4dg8clk6gw,0,74.2,65.3,2023-04-16T05:02:16.375Z,2023-04-17T21:43:13Z,4199179429,464,,4193984211,56,Center,4193984213,286,,4193984301,233,25,,,,,,,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312019,25,7,1,1,30,38ui5tfi8anjuh533emny2tz1,0,25.8,34.7,2023-04-16T05:02:16.376Z,2023-04-17T21:43:16Z,4199179447,383,,4193984295,233,169,4193961449,285,,4193961447,56,Back,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534316021,171,1,1,1,31,cuj4qahgk4idsme4dg8clk6gw,0,73.4,68.2,2023-04-16T05:02:17.727Z,2023-04-17T21:44:16Z,4199180175,140,75.5,4199180179,212,4.8,4199180177,141,74.4,4199180181,213,1.1,4193985123,56,Center,,,,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312021,26,43,1,1,32,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-04-16T05:02:18.566Z,2023-04-17T21:44:01Z,4199179921,144,50,4193961453,56,Back,4193961455,285,0,4193961523,233,19,,,,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312031,19,43,1,1,32,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-16T05:02:18.567Z,2023-04-17T21:44:04Z,4193961501,286,0,4193961499,56,Center,4199179957,144,7,,,,,,,,,,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312011,18,43,1,1,32,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-16T05:02:19.059Z,2023-04-16T05:25:30Z,4193988505,144,61,4193961427,56,Center,,,,,,,,,,,,,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534316989,260,8,1,1,33,38ui5tfi8anjuh533emny2tz1,1,24.8,24.2,2023-04-16T05:02:19.249Z,2023-04-17T21:44:27Z,4193988969,56,Back,4199180331,385,,,,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312041,20,1,1,1,37,cuj4qahgk4idsme4dg8clk6gw,1,77.6,71.4,2023-04-16T05:02:24.069Z,2023-04-16T05:02:25Z,4193961539,141,76.1,4193961541,212,5.9,4193961535,56,Center,4193961537,140,72.9,4193961543,213,2.6,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312045,21,1,1,1,39,cuj4qahgk4idsme4dg8clk6gw,1,72.9,76.1,2023-04-16T05:02:25.301Z,2023-04-16T05:02:28Z,4193961575,213,3.9,4193961571,141,55.1,4193961567,56,Center,4193961569,140,57.1,4193961573,212,21.9,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312065,22,1,1,1,42,cuj4qahgk4idsme4dg8clk6gw,1,57.1,55.1,2023-04-16T05:02:28.372Z,2023-04-16T05:02:33Z,4193961665,56,Center,4193961669,141,73.3,4193961673,213,1.6,4193961671,212,12.4,4193961667,140,56.5,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312073,23,1,1,1,47,cuj4qahgk4idsme4dg8clk6gw,1,56.8,71.7,2023-04-16T05:02:33.269Z,2023-04-16T05:02:36Z,4193961725,212,6.6,4193961721,140,55.4,4193961723,141,62.3,4193961719,56,Center,4193961727,213,4.5,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312083,24,1,1,1,50,cuj4qahgk4idsme4dg8clk6gw,1,54.1,57.6,2023-04-16T05:02:36.244Z,2023-04-16T05:02:38Z,4193961753,56,Back,4193961757,141,38.2,4193961755,140,44.2,4193961761,213,4.0,4193961759,212,16.8,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534312089,25,1,1,1,51,cuj4qahgk4idsme4dg8clk6gw,1,44.2,38.2,2023-04-16T05:02:38.068Z,2023-04-16T05:02:41Z,4193961799,141,67.8,4193961803,213,1.6,4193961797,140,43.5,4193961801,212,20.1,4193961795,56,Back,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
