id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist
2527198667,3,1,1,0,31,chu9blh367xs3yumct5tqto2q,0,60.3,75.1,2023-04-02T05:01:48.209Z,2023-04-02T05:01:49Z,4156132483,56,Left,4156132491,213,0.8,4156132489,212,24.9,4156132487,141,100.0,4156132481,3,,4156132485,140,77.1,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198669,4,5,1,0,31,chu9blh367xs3yumct5tqto2q,0,77.3,101,2023-04-02T05:01:48.247Z,2023-04-02T05:05:48Z,4156132495,56,Left,4156132625,233,12,4156132497,347,,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198689,12,5,1,0,31,c33jm806py6adse5wv9wx6ch1,1,22.7,-1,2023-04-02T05:01:48.247Z,2023-04-02T05:02:00Z,4156132611,56,Back,4156132621,233,4,4156132613,347,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198693,13,1,1,0,43,c33jm806py6adse5wv9wx6ch1,0,23.6,0,2023-04-02T05:01:59.702Z,2023-04-02T05:02:02Z,4156132667,213,0.2,4156132665,212,14.5,4156132659,56,Back,4156132661,140,37.2,4156132663,141,2.5,4156132657,107,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198699,5,1,1,0,45,chu9blh367xs3yumct5tqto2q,0,61.3,95.3,2023-04-02T05:02:01.791Z,2023-04-02T05:02:04Z,4156132703,140,67.9,4156132709,213,6.3,4156132705,141,95.0,4156132701,56,Left,4156132699,3,,4156132707,212,6.9,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198709,14,61,1,0,49,c33jm806py6adse5wv9wx6ch1,1,36,2.6,2023-04-02T05:02:05.714Z,2023-04-02T05:02:05Z,4156132741,56,Back,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198721,15,1,1,0,50,c33jm806py6adse5wv9wx6ch1,0,31.8,1.9,2023-04-02T05:02:06.855Z,2023-04-02T05:02:09Z,4156132817,56,Back,4156132815,157,,4156132821,140,47.3,4156132825,212,16.3,4156132827,213,6.3,4156132829,1,,4156132823,141,1.3,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198725,6,1,1,0,52,chu9blh367xs3yumct5tqto2q,0,48.1,97.4,2023-04-02T05:02:08.702Z,2023-04-02T05:02:10Z,4156132845,213,5.9,4156132841,141,89.0,4156132843,212,13.8,4156132839,140,60.1,4156132837,56,Left,4156132835,3,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198733,16,1,1,0,54,c33jm806py6adse5wv9wx6ch1,0,38.8,8.2,2023-04-02T05:02:10.831Z,2023-04-02T05:02:18Z,4156132893,3,,4156132901,212,12.5,4156132903,213,0.1,4156132899,141,10.3,4156132895,56,Right,4156132897,140,50.6,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198741,7,1,1,0,55,chu9blh367xs3yumct5tqto2q,1,44,87.2,2023-04-02T05:02:12.430Z,2023-04-02T05:09:53Z,4156132939,3,,4156132943,140,55.7,4156132949,213,0.0,4156132947,212,12.3,4156132941,56,Left,4156132945,141,88.0,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198747,8,1,1,0,57,chu9blh367xs3yumct5tqto2q,1,55.7,88,2023-04-02T05:02:13.567Z,2023-04-02T05:02:15Z,4156132985,213,5.5,4156132981,141,75.3,4156132973,3,,4156132975,168,,4156132977,56,Center,4156132979,140,64.6,4156132983,212,12.7,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198749,9,1,1,0,58,chu9blh367xs3yumct5tqto2q,0,64.6,75.3,2023-04-02T05:02:15.022Z,2023-04-02T05:09:56Z,4156133005,213,3.3,4156133001,141,74.4,4156132999,140,61.7,4156132997,56,Center,4156133003,212,3.1,4156138223,3,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199749,62,61,1,0,59,c33jm806py6adse5wv9wx6ch1,1,50,50,2023-04-02T05:02:16.369Z,2023-04-02T05:09:28Z,4156141107,56,Center,,,,,,,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198757,10,43,1,1,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-04-02T05:02:16.974Z,2023-04-02T05:52:36Z,4156191035,144,1,4156133073,141,73.2,4156133079,213,3.5,4156133067,56,Center,4156133075,212,1.2,4156133069,140,60.0,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198771,11,1,1,1,1,chu9blh367xs3yumct5tqto2q,1,60,73.2,2023-04-02T05:02:17.839Z,2023-04-02T05:52:42Z,4156133165,213,5.6,4156133159,140,62.3,4156133161,141,70.3,4156133163,212,3.1,4156133157,56,Center,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198773,12,61,1,1,4,chu9blh367xs3yumct5tqto2q,0,62.4,70.9,2023-04-02T05:02:21.134Z,2023-04-02T05:02:21Z,4156133169,56,Center,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198781,17,50,1,1,5,c33jm806py6adse5wv9wx6ch1,1,36,30.6,2023-04-02T05:02:21.901Z,2023-04-02T05:53:40Z,4156133205,56,Back,4156133207,286,,4156133219,233,13,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198775,13,7,1,1,5,chu9blh367xs3yumct5tqto2q,0,64,69.4,2023-04-02T05:02:21.902Z,2023-04-02T05:02:23Z,4156133177,56,Center,4156133215,233,17,4156133179,285,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198783,18,43,1,1,6,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-04-02T05:02:23.111Z,2023-04-02T05:02:37Z,4156133213,286,0,4156133541,144,50,4156133211,56,Back,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198789,19,1,1,1,7,c33jm806py6adse5wv9wx6ch1,1,36.7,22.7,2023-04-02T05:02:23.967Z,2023-04-02T05:02:25Z,4156133245,212,5.7,4156133241,140,40.9,4156133247,213,0.7,4156133243,141,27.9,4156133239,56,Back,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198791,20,49,1,1,7,c33jm806py6adse5wv9wx6ch1,1,40.9,27.9,2023-04-02T05:02:24.111Z,2023-04-02T05:53:56Z,,,,,,,,,,,,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198795,21,1,1,1,8,c33jm806py6adse5wv9wx6ch1,0,40.9,27.9,2023-04-02T05:02:24.702Z,2023-04-02T05:11:52Z,4156133275,236,,4156133271,213,0.5,4156133277,233,14,4156133269,212,2.4,4156133267,141,29.5,4156133265,140,42.9,4156133281,286,,4156133263,56,Back,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198787,14,74,1,1,8,chu9blh367xs3yumct5tqto2q,1,61.7,62.6,2023-04-02T05:02:24.703Z,2023-04-02T05:02:26Z,4156133291,233,21,4156133233,285,,4156133231,56,Center,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198815,22,1,1,1,9,c33jm806py6adse5wv9wx6ch1,0,41.6,43,2023-04-02T05:02:25.831Z,2023-04-02T05:54:06Z,4156133409,141,48.7,4156133413,213,0.6,4156133407,140,46.9,4156133405,56,Back,4156133411,212,6.8,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198803,15,49,1,1,11,chu9blh367xs3yumct5tqto2q,1,41.9,31.6,2023-04-02T05:02:28.495Z,2023-04-02T05:02:28Z,,,,,,,,,,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198813,16,1,1,1,12,chu9blh367xs3yumct5tqto2q,1,45.7,34,2023-04-02T05:02:29.294Z,2023-04-02T05:02:31Z,4156133399,212,18.8,4156133391,56,Back,4156133395,140,35.7,4156133401,213,2.2,4156133397,141,56.9,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198817,17,1,1,1,14,chu9blh367xs3yumct5tqto2q,1,35.1,57.6,2023-04-02T05:02:30.927Z,2023-04-02T05:02:32Z,4156133423,56,Back,4156133433,213,0.7,4156133429,141,63.7,4156133427,140,40.2,4156133431,212,6.8,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198835,18,1,1,1,16,chu9blh367xs3yumct5tqto2q,1,43.2,67.2,2023-04-02T05:02:32.671Z,2023-04-02T05:02:37Z,4156133551,213,1.4,4156133547,141,94.8,4156133545,140,46.8,4156133543,56,Back,4156133549,212,19.1,,,,,,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198837,19,3,1,1,20,chu9blh367xs3yumct5tqto2q,1,62,95.9,2023-04-02T05:02:37.487Z,2023-04-02T05:02:40Z,4156133625,233,23,4156133555,56,Left,4156133557,286,,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198847,23,45,1,1,20,c33jm806py6adse5wv9wx6ch1,0,38,4.1,2023-04-02T05:02:37.487Z,2023-04-02T05:02:40Z,4156133607,56,Back,4156133629,233,19,4156133609,285,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198849,20,1,1,1,21,chu9blh367xs3yumct5tqto2q,1,56.4,95.3,2023-04-02T05:02:37.999Z,2023-04-02T05:02:40Z,4156133619,213,3.2,4156133613,140,42.4,4156133617,212,14.7,4156133611,56,Back,4156133615,141,94.1,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198859,21,1,1,1,23,chu9blh367xs3yumct5tqto2q,0,42.8,93.2,2023-04-02T05:02:40.112Z,2023-04-02T05:02:44Z,4156133689,213,5.9,4156133691,1,,4156133681,140,85.3,4156133685,141,69.3,4156133687,212,47.5,4156133677,56,Center,4156133675,155,,,,,62ln44wo6iw2dweq0aqq04ded,B. Mikeltadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198869,24,52,1,1,29,c33jm806py6adse5wv9wx6ch1,1,14.9,30.6,2023-04-02T05:02:45.856Z,2023-04-02T05:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198899,25,1,1,1,33,c33jm806py6adse5wv9wx6ch1,1,15.1,33.1,2023-04-02T05:02:50.097Z,2023-04-02T05:02:55Z,4156133873,140,20.6,4156133879,213,1.4,4156133869,123,,4156133877,212,28.7,4156133875,141,74.4,4156133871,56,Back,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198927,26,1,1,1,38,c33jm806py6adse5wv9wx6ch1,1,28.4,81.5,2023-04-02T05:02:55.346Z,2023-04-02T05:03:03Z,4156134081,212,19.4,4156134083,213,0.6,4156134079,141,97.5,4156134077,140,43.7,4156134075,56,Back,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198929,27,50,1,1,46,c33jm806py6adse5wv9wx6ch1,1,93.3,76,2023-04-02T05:03:03.208Z,2023-04-02T05:03:09Z,4156134091,56,Center,4156134093,286,,4156134241,233,22,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198953,22,7,1,1,46,chu9blh367xs3yumct5tqto2q,0,6.7,24,2023-04-02T05:03:03.209Z,2023-04-02T05:03:08Z,4156134209,285,,4156134207,56,Back,4156134231,233,27,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198951,28,61,1,1,47,c33jm806py6adse5wv9wx6ch1,1,93.4,75.9,2023-04-02T05:03:03.945Z,2023-04-02T05:03:23Z,4156134197,56,Center,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198961,23,5,1,1,52,chu9blh367xs3yumct5tqto2q,1,-0.4,28.7,2023-04-02T05:03:09.130Z,2023-04-02T05:05:49Z,4156134253,56,Back,4156134257,233,29,4156134255,346,,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527198959,29,5,1,1,52,c33jm806py6adse5wv9wx6ch1,0,100.4,71.3,2023-04-02T05:03:09.130Z,2023-04-02T05:03:10Z,4156134251,346,,4156134263,233,23,4156134249,56,Center,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199015,24,1,1,2,5,chu9blh367xs3yumct5tqto2q,0,3.4,45.8,2023-04-02T05:03:22.400Z,2023-04-02T05:05:17Z,4156134539,237,,4156134529,140,23.8,4156134527,56,Back,4156134525,124,,4156134535,213,5.4,4156134531,141,9.8,4156134537,1,,4156134533,212,32.5,4epapct9t0a0skf8522jyerjd,M. Weier,4156134725,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199383,38,1,1,2,6,chu9blh367xs3yumct5tqto2q,0,24.8,20.4,2023-04-02T05:03:22.619Z,2023-04-02T05:05:12Z,4156136515,236,,4156136477,56,Back,4156136481,141,19.8,4156136487,1,,4156136517,233,30,4156136521,286,,4156136475,157,,4156136483,212,2.6,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,4156136479,140,27.2,4156136485,213,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199023,30,74,1,2,6,c33jm806py6adse5wv9wx6ch1,1,75.2,84.5,2023-04-02T05:03:22.620Z,2023-04-02T05:55:08Z,4156134563,56,Left,4156136523,233,38,4156136497,285,,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199029,25,5,1,2,13,chu9blh367xs3yumct5tqto2q,1,-0.9,20.2,2023-04-02T05:03:30.112Z,2023-04-02T05:03:31Z,4156134597,233,31,4156134585,56,Back,4156134587,346,,,,,,,,,,,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199031,31,5,1,2,13,c33jm806py6adse5wv9wx6ch1,0,100.9,79.8,2023-04-02T05:03:30.112Z,2023-04-02T05:05:49Z,4156134601,233,25,4156134589,56,Left,4156134591,346,,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199079,26,1,1,2,20,chu9blh367xs3yumct5tqto2q,1,3.7,49.4,2023-04-02T05:03:36.624Z,2023-04-02T05:53:10Z,4156134807,237,,4156134801,212,18.4,4156134799,141,72.7,4156134791,124,,4156134797,140,12.6,4156134793,56,Back,4156134803,213,1.0,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527199085,27,1,1,2,25,chu9blh367xs3yumct5tqto2q,1,12.6,72.7,2023-04-02T05:03:41.649Z,2023-04-02T05:53:15Z,4156134837,213,0.2,4156134835,212,21.9,4156134831,140,32.9,4156134829,56,Back,4156134833,141,80.3,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
