id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/14/value
2481508833,6,1,1,0,17,c33jm806py6adse5wv9wx6ch1,0,29.4,95.3,2022-11-05T06:00:22.405Z,2022-11-06T10:28:22Z,3894367085,140,45.0,3894367089,212,16.9,3894367081,155,,3894367087,141,100.0,3894367091,213,0.3,3894367083,56,Back,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508837,6,5,1,0,20,cuj4qahgk4idsme4dg8clk6gw,1,53.2,-1.8,2022-11-05T06:00:25.805Z,2022-11-05T06:29:49Z,3894367103,56,Right,3894367105,347,,3894367107,233,7,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508835,7,5,1,0,20,c33jm806py6adse5wv9wx6ch1,0,46.8,101.8,2022-11-05T06:00:25.805Z,2022-11-05T06:00:28Z,3894367093,56,Back,3894367111,233,6,3894367095,347,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508843,7,1,1,0,27,cuj4qahgk4idsme4dg8clk6gw,0,54.2,0,2022-11-05T06:00:32.160Z,2022-11-06T10:30:24Z,3894367139,107,,3894367145,141,8.0,3894367149,213,0.3,3894367141,56,Right,3894367151,1,,3894367147,212,21.8,3894367143,140,74.0,,,,4oqiyxgv3i7lhki54wqjtyqz8,J. Forde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508847,8,1,1,0,29,c33jm806py6adse5wv9wx6ch1,0,32.1,88.3,2022-11-05T06:00:34.836Z,2022-11-06T10:32:21Z,3894367165,212,9.8,3894367161,140,41.4,3894367159,56,Back,3894367163,141,87.1,3894367157,3,,3894367167,213,6.2,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508855,8,1,1,0,30,cuj4qahgk4idsme4dg8clk6gw,1,63.3,9.2,2022-11-05T06:00:35.311Z,2022-11-06T10:30:24Z,3894367223,56,Right,3894367231,213,4.9,3894367227,141,1.7,3894367225,140,64.3,3894367229,212,5.2,3894367221,3,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508859,9,4,1,0,36,cuj4qahgk4idsme4dg8clk6gw,1,58.6,13,2022-11-05T06:00:41.520Z,2022-11-06T10:30:24Z,3894367243,152,,3894367247,286,,3894367241,56,Right,3894367249,233,9,3894367245,265,,3894367239,13,,,,,,,,4oqiyxgv3i7lhki54wqjtyqz8,J. Forde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508853,9,4,1,0,36,c33jm806py6adse5wv9wx6ch1,0,41.4,87,2022-11-05T06:00:41.521Z,2022-11-06T10:32:21Z,3894367219,285,,3894367215,152,,3894367217,265,,3894367211,13,,3894367255,233,9,3894367213,56,Back,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508897,10,1,1,1,3,cuj4qahgk4idsme4dg8clk6gw,1,57.4,22.1,2022-11-05T06:01:08.687Z,2022-11-06T10:32:57Z,3894367517,5,,3894367537,1,,3894367529,141,80.0,3894367525,56,Left,3894367527,140,84.3,3894367535,213,0.9,3894367519,155,,3894367531,212,48.5,adhfs6658xx5hpxur1496kv6d,D. Lachman,3894367523,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481528417,345,44,1,1,6,cuj4qahgk4idsme4dg8clk6gw,1,85,80.4,2022-11-05T06:01:10.850Z,2022-11-06T10:33:00Z,3894471839,286,,3894471837,56,Left,3894471841,233,10,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508909,10,44,1,1,6,c33jm806py6adse5wv9wx6ch1,0,15,19.6,2022-11-05T06:01:10.851Z,2022-11-06T10:33:00Z,3894471849,233,345,3894367591,56,Back,3894367593,285,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508899,11,1,1,1,6,cuj4qahgk4idsme4dg8clk6gw,0,84.2,80.8,2022-11-05T06:01:11.559Z,2022-11-06T10:33:03Z,3894367553,213,5.1,3894367545,56,Center,3894367549,141,55.7,3894367547,140,90.8,3894367551,212,18.4,3894367543,3,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508921,11,12,1,1,7,c33jm806py6adse5wv9wx6ch1,1,13,30.3,2022-11-05T06:01:11.931Z,2022-11-06T10:33:09Z,3894367683,56,Back,3894367691,213,5.8,3894367687,141,11.9,3894367689,212,28.2,3894367685,140,37.1,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508915,12,1,1,1,12,cuj4qahgk4idsme4dg8clk6gw,0,62.4,88.9,2022-11-05T06:01:17.063Z,2022-11-06T10:33:17Z,3894367633,141,87.1,3894367637,213,6.0,3894367629,56,Left,3894367635,212,5.2,3894367627,3,,3894367631,140,67.2,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508937,15,49,1,1,13,c33jm806py6adse5wv9wx6ch1,1,41.5,11.4,2022-11-05T06:01:18.253Z,2022-11-06T10:33:21Z,,,,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508931,13,61,1,1,14,c33jm806py6adse5wv9wx6ch1,0,39.9,2.6,2022-11-05T06:01:19.732Z,2022-11-06T10:33:24Z,3894367735,56,Back,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508927,12,43,1,1,18,c33jm806py6adse5wv9wx6ch1,1,0,0,2022-11-05T06:01:23.133Z,2022-11-05T06:02:03Z,3894367725,213,5.4,3894367721,141,2.6,3894367717,56,Back,3894368209,144,1,3894367719,140,39.9,3894367715,157,0,3894367727,1,0,3894367723,212,9.4,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508951,13,5,1,1,18,cuj4qahgk4idsme4dg8clk6gw,1,63.4,101.2,2022-11-05T06:01:23.486Z,2022-11-06T10:30:22Z,3894367843,347,,3894367849,233,14,3894367841,56,Left,,,,,,,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508933,14,5,1,1,18,c33jm806py6adse5wv9wx6ch1,0,36.6,-1.2,2022-11-05T06:01:23.486Z,2022-11-06T10:32:19Z,3894367743,347,,3894367859,233,13,3894367741,56,Back,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508961,14,1,1,1,28,cuj4qahgk4idsme4dg8clk6gw,1,66.7,100,2022-11-05T06:01:32.942Z,2022-11-06T10:30:22Z,3894367923,140,78.2,3894367919,107,,3894367927,212,20.9,3894367925,141,76.7,3894367929,213,5.3,3894367921,56,Center,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508963,15,4,1,1,31,cuj4qahgk4idsme4dg8clk6gw,1,75.1,78.1,2022-11-05T06:01:36.783Z,2022-11-06T10:30:22Z,3894367935,294,,3894367939,152,,3894367981,233,16,3894367943,286,,3894367933,13,,3894367937,56,Center,,,,,,,cvdhc9zsyh87cn8hbc9f4hjp,B. Azubel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481508969,16,4,1,1,31,c33jm806py6adse5wv9wx6ch1,0,24.9,21.9,2022-11-05T06:01:36.784Z,2022-11-06T10:32:19Z,3894367969,294,,3894367971,56,Back,3894367975,285,,3894367973,152,,3894367989,233,15,3894367967,13,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509039,16,2,1,2,9,cuj4qahgk4idsme4dg8clk6gw,1,73.8,85.9,2022-11-05T06:02:14.046Z,2022-11-06T10:33:52Z,3898498547,224,,3894368457,152,,3894368453,2,,3894368463,141,33.6,3894368451,1,,3898498549,72,,3894368461,140,94.4,3894368459,56,Center,8gzsegmgy3fjcluzdci515j2t,J. Clisby,3894368455,5,3894368449,7,cvdhc9zsyh87cn8hbc9f4hjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509045,17,55,1,2,9,c33jm806py6adse5wv9wx6ch1,1,7.8,57.7,2022-11-05T06:02:14.047Z,2022-11-06T10:32:19Z,,,,,,,,,,,,,,,,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509079,18,1,1,2,31,c33jm806py6adse5wv9wx6ch1,1,5.5,63.9,2022-11-05T06:02:35.956Z,2022-11-06T10:34:25Z,3894368727,212,49.5,3894368715,5,,3894368719,56,Back,3894368731,1,,3894477441,189,,3894368717,241,,3894368721,140,35.8,3894368729,213,5.4,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,3894368725,141,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509083,19,1,1,2,34,c33jm806py6adse5wv9wx6ch1,1,35.8,8.2,2022-11-05T06:02:39.068Z,2022-11-06T10:34:29Z,3894368737,140,56.9,3894368741,212,22.2,3894368735,56,Right,3894368739,141,5.5,3894368743,213,6.2,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509085,20,1,1,2,36,c33jm806py6adse5wv9wx6ch1,1,56.9,5.5,2022-11-05T06:02:41.084Z,2022-11-06T10:34:35Z,3894368747,56,Back,3894368753,212,15.3,3894368749,140,43.7,3894368755,213,2.7,3894368751,141,15.2,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509093,21,1,1,2,39,c33jm806py6adse5wv9wx6ch1,0,43.7,15.2,2022-11-05T06:02:43.932Z,2022-11-06T10:34:43Z,3894368793,213,4.6,3894368789,141,11.0,3894368785,56,Back,3894368791,212,2.9,3894368787,140,43.4,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509091,17,61,1,2,40,cuj4qahgk4idsme4dg8clk6gw,1,61.8,93.3,2022-11-05T06:02:45.647Z,2022-11-06T10:30:21Z,3894368783,56,Left,,,,,,,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481529629,465,1,1,2,41,c33jm806py6adse5wv9wx6ch1,1,46.2,13.1,2022-11-05T06:02:45.850Z,2022-11-06T10:32:18Z,3894478793,141,5.9,3894478789,56,Back,3894478797,213,3.8,3894478795,212,8.2,3894478791,140,39.9,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509111,22,1,1,2,42,c33jm806py6adse5wv9wx6ch1,1,40,3.6,2022-11-05T06:02:47.459Z,2022-11-06T10:35:08Z,3894368857,213,2.5,3894368853,141,19.6,3894368855,212,18.2,3894368851,140,26.1,3894368849,56,Back,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509115,23,1,1,2,43,c33jm806py6adse5wv9wx6ch1,1,29.3,19,2022-11-05T06:02:48.084Z,2022-11-06T10:35:04Z,3894368885,56,Back,3894368889,141,65.1,3894368893,213,1.6,3894368887,140,29.2,3894368891,212,31.3,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509125,24,1,1,2,47,c33jm806py6adse5wv9wx6ch1,1,29.2,65.1,2022-11-05T06:02:51.923Z,2022-11-06T10:32:17Z,3894368943,140,37.7,3894368949,213,1.1,3894368945,141,90.5,3894368947,212,19.4,3894368941,56,Back,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509131,25,1,1,2,50,c33jm806py6adse5wv9wx6ch1,1,44.6,93.2,2022-11-05T06:02:54.899Z,2022-11-06T10:32:16Z,3894368981,140,65.0,3894368985,212,21.4,3894368987,213,0.0,3894368983,141,94.7,3894368979,56,Left,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509139,26,1,1,2,53,c33jm806py6adse5wv9wx6ch1,0,57.5,89.9,2022-11-05T06:02:57.956Z,2022-11-06T10:32:16Z,3894369009,56,Center,3894369013,141,78.1,3894369017,213,5.9,3894369007,155,,3894369011,140,78.4,3894369015,212,23.4,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509141,18,8,1,2,55,cuj4qahgk4idsme4dg8clk6gw,1,23.5,30,2022-11-05T06:02:59.870Z,2022-11-06T10:35:22Z,3894369021,56,Back,3894369031,15,,3898501021,383,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509143,19,49,1,2,56,cuj4qahgk4idsme4dg8clk6gw,1,22.4,26.8,2022-11-05T06:03:01.038Z,2022-11-06T10:30:21Z,,,,,,,,,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509151,20,1,1,2,57,cuj4qahgk4idsme4dg8clk6gw,1,22.4,26.8,2022-11-05T06:03:02.646Z,2022-11-06T10:35:25Z,3894369123,213,4.1,3894369119,141,6.8,3894369115,56,Back,3894369121,212,16.7,3894369117,140,13.1,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509153,21,4,1,3,0,cuj4qahgk4idsme4dg8clk6gw,1,9,9.9,2022-11-05T06:03:05.022Z,2022-11-06T10:30:20Z,3894369133,265,,3894369141,233,27,3894369131,152,,3894369129,56,Back,3894369135,285,,3894369127,13,,,,,,,,4oqiyxgv3i7lhki54wqjtyqz8,J. Forde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509149,27,4,1,3,0,c33jm806py6adse5wv9wx6ch1,0,91,90.1,2022-11-05T06:03:05.023Z,2022-11-06T10:32:16Z,3894369107,56,Left,3894369151,233,21,3894369111,265,,3894369113,286,,3894369105,13,,3894369109,152,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509213,22,1,1,3,28,cuj4qahgk4idsme4dg8clk6gw,0,7.1,18.2,2022-11-05T06:03:33.798Z,2022-11-06T10:35:44Z,3894369533,212,67.8,3894369537,1,,3894369529,140,71.7,3894369525,152,,3894369521,5,,3894369523,155,,3894369531,141,20.2,3894369535,213,0.0,90cmfctiu1b17s790t26ddcd1,L. Reddy,3894369527,56,,,,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509221,28,44,1,3,29,c33jm806py6adse5wv9wx6ch1,1,27.3,81.6,2022-11-05T06:03:34.813Z,2022-11-06T10:35:52Z,3894369777,233,23,3894369567,56,Back,3894369569,285,,,,,,,,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509217,23,44,1,3,29,cuj4qahgk4idsme4dg8clk6gw,0,72.7,18.4,2022-11-05T06:03:34.814Z,2022-11-06T10:35:55Z,3894369621,286,,3894369781,233,28,3894369549,56,Right,,,,,,,,,,,,,,,,cvdhc9zsyh87cn8hbc9f4hjp,B. Azubel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509223,29,1,1,3,30,c33jm806py6adse5wv9wx6ch1,0,26.1,80,2022-11-05T06:03:35.149Z,2022-11-06T10:36:02Z,3894369575,3,,3894369579,140,27.9,3894369583,212,2.1,3894369577,56,Back,3894369585,213,0.5,3894369581,141,81.4,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509219,24,61,1,3,31,cuj4qahgk4idsme4dg8clk6gw,1,72.2,18,2022-11-05T06:03:36.143Z,2022-11-06T10:36:07Z,3894369563,56,Right,,,,,,,,,,,,,,,,,,,,,,cvdhc9zsyh87cn8hbc9f4hjp,B. Azubel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509233,25,1,1,3,34,cuj4qahgk4idsme4dg8clk6gw,0,73.3,24.6,2022-11-05T06:03:39.346Z,2022-11-06T10:30:19Z,3894369633,140,74.6,3894369767,233,30,3894369637,212,1.4,3894369771,286,,3894369631,56,Center,3894369765,236,,3894369639,213,0,3894369635,141,24.6,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481509227,30,74,1,3,34,c33jm806py6adse5wv9wx6ch1,1,22.3,81.1,2022-11-05T06:03:39.347Z,2022-11-06T10:32:15Z,3894369601,285,,3894369599,56,Back,3894369627,233,25,,,,,,,,,,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
