id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/12/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2509666275,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-02-19T03:11:44.196Z,2023-02-19T04:17:37Z,4042520595,30,"98blyfvs09u1j6m7ltbqai9xx, b9etmvw7ljdrjbsw632ey0nhl, 4rv3p2e0scrkce2l3budvzqol, dxb1r4gqgxkngb0pzvfby9iol, 9iebtrpherpydugn7m9hrcl3p, 3ivpa9dqlbrg7dc71nsmaw1d5, dreyp9vpkgl8t38erpkrfwsbu, 6fx6x1x0v02v094w754htlfx1, evh60twv2ab6si0q78fqi9coa, pc2pewu255axe28t955qjcnp, 9xqw0h9piwsalgt47y5m6fr2t, af9qi36c0nm8eso8z5ah8yyuh, e8iey6bpyyfd0u8lovucrc2xh, dmj5oe18blqnxozkfd8q5myfp, bb4iwletl36hvcn0rthlrm8a2, 2v9zl8rrcoi432p8iy1ngwlt6, 3n3jrt6gx6o1z1q2nq0qmaxhw, 9vu1fxor0nsvt0n80zn2wtgtm",4042520601,130,3,4042520605,194,9iebtrpherpydugn7m9hrcl3p,4042520603,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4042520607,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4042520599,59,"20, 2, 3, 4, 5, 16, 28, 8, 9, 26, 17, 1, 10, 11, 14, 21, 33, 36",4042520597,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4042574367,197,17160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509666557,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-02-19T03:13:09.743Z,2023-02-19T03:56:25Z,4042522305,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, 8xkw7djsy38p9rck0ysxtfdd6, a5y5w6rclo7jen1tg6xhfgewa, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, 6b31g4lw3ste6xrg1kwwn5iol, 4j4nenchzzxi4a96o7jqdpgid, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 2kig0lwusomobls6p3am0l7qi, 9l5seuy6ggcvpqnt5ekxn1pii, 5eqoaq3vo99bk6w8rda67iw6i, 410fzkckxjcw6b02nkcvpvitw, d3n1fqp2aq9yjtzvwistpecyc, 2c81wahtsfjksewt89ccirris",4042522315,194,8wt0rz1iw4aon12zj6axq1sk5,4042522311,130,8,4042571699,197,874,4042522313,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4042522309,59,"46, 21, 7, 27, 41, 3, 26, 8, 9, 10, 11, 1, 6, 13, 36, 47, 55, 66",4042522307,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4042522317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675429,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-02-19T04:00:27.033Z,2023-02-19T04:00:27Z,4042577115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675431,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-02-19T04:00:27.033Z,2023-02-19T08:18:47Z,4042577117,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675447,3,1,1,0,0,6h553bwfqkoxayuv80uikkn42,1,50,50,2023-02-19T04:00:27.524Z,2023-02-19T04:00:29Z,4042577171,213,3.4,4042577169,212,13.4,4042577163,56,Back,4042577167,141,44.0,4042577165,140,37.8,4042577173,279,S,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675453,4,1,1,0,2,6h553bwfqkoxayuv80uikkn42,1,37.8,44,2023-02-19T04:00:29.723Z,2023-02-19T04:01:20Z,4042577193,141,56.6,4042577197,213,0.6,4042577195,212,15.8,4042577191,140,50.4,4042577189,56,Center,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675465,5,1,1,0,3,6h553bwfqkoxayuv80uikkn42,1,50.4,56.6,2023-02-19T04:00:30.460Z,2023-02-19T04:01:28Z,4042577263,212,11.2,4042577261,141,40.7,4042577265,213,4.4,4042577259,140,47.5,4042577257,56,Back,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675469,6,1,1,0,6,6h553bwfqkoxayuv80uikkn42,0,47.5,40.7,2023-02-19T04:00:33.195Z,2023-02-19T08:39:02Z,4042577277,56,Center,4042577279,140,64.7,4042848241,1,,4042577281,141,60.5,4042577285,213,0.6,4042848239,157,,4042577283,212,22.5,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509675475,3,1,1,0,6,6lezh5aazy0xca1800e5dqxwl,0,26.9,39.1,2023-02-19T04:00:33.417Z,2023-02-19T04:00:36Z,4042577331,213,0.1,4042577323,56,Center,4042577329,212,28.8,4042577327,141,42.4,4042577321,3,,4042577325,140,54.2,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509725429,916,61,1,0,8,6h553bwfqkoxayuv80uikkn42,1,46.4,57.6,2023-02-19T04:00:35.996Z,2023-02-19T08:39:28Z,4042848811,56,Back,,,,,,,,,,,,,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
