id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2540020799,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-04-28T08:41:55.361Z,2023-04-28T09:02:53Z,4231162759,130,8,4231162767,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4231162757,59,"46, 21, 7, 6, 13, 3, 26, 8, 35, 37, 11, 1, 14, 31, 36, 41, 55, 66",4231162763,194,8wt0rz1iw4aon12zj6axq1sk5,4231162753,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, 2kig0lwusomobls6p3am0l7qi, 9l5seuy6ggcvpqnt5ekxn1pii, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, evf4z0xf7cd5nidnq6q4x8w7o, btbsot4krojohgz7cjpoqc9p0, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 7svze93i8mizkw3h8wsdbxkgl, 5jeurk4kzk1s8aio8ufwu12sq, 5eqoaq3vo99bk6w8rda67iw6i, a5y5w6rclo7jen1tg6xhfgewa, d3n1fqp2aq9yjtzvwistpecyc, 2c81wahtsfjksewt89ccirris",4231162765,197,874,4231162755,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4231162761,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540021195,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-04-28T08:45:21.111Z,2023-04-28T09:49:35Z,4231164541,59,"20, 15, 5, 4, 25, 3, 7, 6, 9, 98, 11, 31, 10, 13, 18, 23, 39, 40",4231164539,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4231164543,130,2,4231164537,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, 4qdcbp2hdy7ap97sas98x3g0l, 4p3oumqahcdjl66oqw3jwjsdm, 6iohupgr9c0l4xy19b02kgsx6, 5l9ozhnxtdp4w8dawcskpx5ud, b3wugaop1bb4php1irwf6zqei, 7qwmlcxsxlxmq01g7dkt7v14a, 4l0se1iapxcmd1jb4851aj6c5, 36gq011by1cjkem274ahdfg89, e5ycwhcy49624czidh67ihiad, 7u4b1qrfl77crswls2ix35o89, 9r6w1mv6tillg43qthh9p5ap6, 3hfu7zxdbwlshk4wc87379ul0, b8ptjj6m4jh83ixhtny9o2v4k, 3py7ky3kq3ikgy0fl2g2rrtre, 3onwo3iof7iyuwrvbszlfhu6s, 5lz0zlszxh51oxohq4tjlop3o",4231164545,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4231164547,194,bgl8h2ygh9ztbnzt79wv178ph,4231164551,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4231164549,197,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044081,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-04-28T09:45:36.826Z,2023-04-28T13:43:57Z,4231369461,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044075,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-04-28T09:45:36.826Z,2023-04-28T09:45:37Z,4231369433,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044099,3,1,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,50,50,2023-04-28T09:45:36.926Z,2023-04-28T09:49:57Z,4231369579,213,4.1,4231369575,141,47.5,4231369573,140,48.8,4231369581,279,S,4231369571,56,Back,4231369577,212,2.1,,,,,,,36gq011by1cjkem274ahdfg89,Marco Túlio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044109,4,1,1,0,3,c4ygb6mnh53kpl2mpxe52l8jw,1,48.8,46.3,2023-04-28T09:45:40.318Z,2023-04-28T09:47:46Z,4231369625,56,Back,4231369629,141,76.7,4231369631,212,21.3,4231369633,213,1.8,4231369627,140,43.9,,,,,,,,,,4l0se1iapxcmd1jb4851aj6c5,J. Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044119,5,1,1,0,5,c4ygb6mnh53kpl2mpxe52l8jw,1,43.9,76.7,2023-04-28T09:45:42.766Z,2023-04-28T09:45:43Z,4231369691,141,72.3,4231369689,140,26.7,4231369693,212,18.3,4231369687,56,Back,4231369695,213,3.3,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044127,6,1,1,0,6,c4ygb6mnh53kpl2mpxe52l8jw,1,26.2,72.1,2023-04-28T09:45:43.790Z,2023-04-28T09:45:45Z,4231369777,140,23.3,4231369781,212,22.0,4231369779,141,40.1,4231369783,213,4.6,4231369775,56,Back,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044159,7,1,1,0,8,c4ygb6mnh53kpl2mpxe52l8jw,1,23.3,39.5,2023-04-28T09:45:45.278Z,2023-04-28T09:45:49Z,4231369949,56,Back,4231369957,213,1.7,4231369951,140,21.4,4231369955,212,17.4,4231369953,141,64.9,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044171,8,1,1,0,12,c4ygb6mnh53kpl2mpxe52l8jw,1,22.5,63.6,2023-04-28T09:45:49.326Z,2023-04-28T09:45:53Z,4231370025,141,30.4,4231370023,140,21.9,4231370021,56,Back,4231370029,213,4.7,4231370027,212,22.6,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044193,9,1,1,0,16,c4ygb6mnh53kpl2mpxe52l8jw,1,25,29.5,2023-04-28T09:45:52.925Z,2023-04-28T09:45:58Z,4231370115,56,Back,4231370123,213,1.7,4231370119,141,62.3,4231370117,140,22.3,4231370121,212,22.5,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044203,10,1,1,0,21,c4ygb6mnh53kpl2mpxe52l8jw,0,28.9,49.6,2023-04-28T09:45:58.238Z,2023-04-28T09:46:00Z,4231370161,141,23.0,4231370163,212,37.1,4231370155,155,,4231370165,213,5.8,4231370157,56,Center,4231370167,1,,4231370159,140,59.8,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540044213,3,49,1,0,24,6lezh5aazy0xca1800e5dqxwl,1,29.1,83.3,2023-04-28T09:46:01.564Z,2023-04-28T09:46:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
