id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value,qualifier/14/value
2472672583,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2022-10-16T05:18:25.925Z,2022-10-16T06:15:10Z,3847738489,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3847738487,194,4ehmmuuxljgliiz7f7298h61h,3847818035,197,870,3847738481,59,"1, 23, 18, 26, 2, 29, 10, 16, 9, 17, 11, 8, 12, 20, 21, 22, 25, 28",3847738485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3847738483,130,7,3847738477,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, 4ehmmuuxljgliiz7f7298h61h, 9634dv110vlqnf02k4yif14np, 49ctudxdwjkrhz6n3ykjpmdey, aiehjyb5unahdn0somr3ewa1h, c18ruk8qqfggqv7s0mzyq6yhg, b255io6lia16l5dzuxfpruhud, c243bbqbc7agln9jpv0faa6dx, 4rg5d1oo8rtclemhci81i6xg5, cr52lkk2tjwlz0gd34b0klyad, cuaqqokt0c82wz0bc0tt10rxm, 8b5ohtv882jce0823nuo0ugvd, d3ghkzq3ztaeno4lh8sj7o86i, bu8z6ig5wrrtgsm1qhe4fxe51, ctrffnfu5yqmqf9nqyex5ky22, emzxhx2ki2r67c5l33hfv8844",3847738479,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472672657,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-10-16T05:18:37.257Z,2022-10-16T06:07:19Z,3847805581,197,6264,3847738777,194,bj77m6u2q7jd9nf67dleq2tp1,3847738779,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3847738767,30,"do3hflya9zwcdzxiev0m2cclx, bj77m6u2q7jd9nf67dleq2tp1, f4dbx6c236nuk9f1p2qqi3x79, bknqxl16j0tm4dggbwjmzb2t, d2xblktxmr8illac50p2gcmhh, 6xe2j75i29sgwbu11cp526uad, bfw1ktidkogubiuvx2c0qqtbd, ak7gkgt0ysr3p9e5vvq036i8l, 43o49py4g8fmyg5pawvjsf8tm, 8wrppgiwivlivxryo6rvocamt, cqwfvlrzbld40ce3s1qmdniz9, cfkv8xhbb3j2e0wulp49i1jvt, d9fmhxd6637ihfqc9qvsnmjth, 6f92up63vg0nzl9qqlm0rl6uh, bb4iwletl36hvcn0rthlrm8a2, 30eyww0b75hsid71kihac79pl, 8yyosfgv4yj0g7k2rwk743fft, 8sknvoifu8w9wpso5xije0b56",3847738769,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3847738773,130,8,3847738775,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3847738771,59,"1, 19, 17, 88, 4, 44, 8, 10, 9, 14, 11, 5, 7, 21, 26, 27, 37, 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687785,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-10-16T06:00:31.539Z,2022-10-17T06:37:48Z,3847795857,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687777,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2022-10-16T06:00:31.539Z,2022-10-16T06:00:44Z,3847795825,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687857,3,1,1,0,1,38ui5tfi8anjuh533emny2tz1,1,50.1,49.9,2022-10-16T06:00:33.420Z,2022-10-16T07:00:54Z,3847878553,279,S,3847878519,212,8.8,3847878517,141,57.3,3847878521,213,2.5,3847878515,140,43.2,3847878513,56,Back,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687859,4,1,1,0,3,38ui5tfi8anjuh533emny2tz1,1,46.3,72.8,2022-10-16T06:00:34.569Z,2022-10-16T08:01:05Z,3847878765,56,Back,3847878769,141,85.9,3847878767,140,41.9,3847878775,213,2.0,3847878771,212,10.0,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687861,5,1,1,0,5,38ui5tfi8anjuh533emny2tz1,1,42.9,82.6,2022-10-16T06:00:36.689Z,2022-10-17T06:38:46Z,3847878909,212,33.6,3847878907,141,37.5,3847878913,1,,3847878905,140,29.8,3847878911,213,4.3,3847878903,56,Back,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687863,6,1,1,0,6,38ui5tfi8anjuh533emny2tz1,1,38.9,35.7,2022-10-16T06:00:37.834Z,2022-10-16T08:01:06Z,3847879079,140,33.0,3847879077,56,Back,3847879083,212,17.9,3847879081,141,60.4,3847879085,213,1.9,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687865,7,1,1,0,14,38ui5tfi8anjuh533emny2tz1,0,28.6,66.6,2022-10-16T06:00:45.960Z,2022-10-17T06:39:41Z,3847879319,213,0.2,3847879317,212,44.4,3847879309,155,,3847879321,1,,3847879313,140,70.2,3847879315,141,78.3,3847879311,56,Center,,,,49ctudxdwjkrhz6n3ykjpmdey,A. Gurd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472700123,430,1,1,0,15,7p460lrzt1kmp4rsofqa47eqy,0,40.4,16.4,2022-10-16T06:00:46.539Z,2022-10-17T06:39:38Z,3847866229,212,10.1,3847866227,141,25.3,3847866223,56,Back,3847866221,3,,3847866225,140,48.1,3847866231,213,0.6,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687867,8,1,1,0,15,38ui5tfi8anjuh533emny2tz1,0,54.4,77.1,2022-10-16T06:00:47.057Z,2022-10-16T08:01:12Z,3847947755,56,Center,3847947763,213,6.1,3847947757,140,68.7,3847947761,212,15.2,3847947759,141,73.4,,,,,,,,,,c243bbqbc7agln9jpv0faa6dx,A. Cáceres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687871,9,43,1,0,15,38ui5tfi8anjuh533emny2tz1,1,0,0,2022-10-16T06:00:47.233Z,2022-10-16T08:01:33Z,3847948235,144,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472687909,3,49,1,0,20,7p460lrzt1kmp4rsofqa47eqy,1,39.2,20.9,2022-10-16T06:00:51.981Z,2022-10-16T06:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
