id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2472624577,9,1,1,0,14,c4ygb6mnh53kpl2mpxe52l8jw,1,38.1,43.6,2022-10-16T02:00:32.733Z,2022-10-16T02:00:36Z,3847481477,141,46.4,3847481475,140,13.3,3847481481,213,3.1,3847481479,212,26.1,3847481473,56,Back,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624589,10,1,1,0,17,c4ygb6mnh53kpl2mpxe52l8jw,0,13.3,45.8,2022-10-16T02:00:36.157Z,2022-10-16T02:00:40Z,3847481583,140,56.0,3847481591,1,,3847481587,212,45.2,3847481579,157,,3847481589,213,0.1,3847481585,141,53.9,3847481581,56,Center,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624585,3,44,1,0,20,6j4xzc2g1eeafo6v1f38d4x22,1,44.2,45.6,2022-10-16T02:00:39.245Z,2022-10-16T02:00:42Z,3847481567,56,Back,3847481569,285,,3847481601,233,11,,,,,,,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624591,11,44,1,0,20,c4ygb6mnh53kpl2mpxe52l8jw,0,55.8,54.4,2022-10-16T02:00:39.246Z,2022-10-16T03:58:20Z,3847481673,233,3,3847481597,56,Center,3847481599,286,,,,,,,,,,,,,,,,,1udr2rsx6qqszasls0ghqll,P. Ayongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624593,4,1,1,0,21,6j4xzc2g1eeafo6v1f38d4x22,1,45,45.2,2022-10-16T02:00:39.819Z,2022-10-16T02:00:42Z,3847481615,56,Center,3847481619,141,51.0,3847481621,212,24.2,3847481617,140,67.7,3847481623,213,0.2,3847481613,3,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624607,5,1,1,0,23,6j4xzc2g1eeafo6v1f38d4x22,1,67.8,51.5,2022-10-16T02:00:41.835Z,2022-10-16T02:00:44Z,3847481701,56,Center,3847481705,141,57.3,3847481709,213,2.2,3847481707,212,4.9,3847481703,140,65.0,3847481699,3,,,,,,,,e713hl3clivldop8wln53rsyy,B. Waine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624613,6,44,1,0,25,6j4xzc2g1eeafo6v1f38d4x22,1,67.6,56.2,2022-10-16T02:00:43.804Z,2022-10-16T02:00:45Z,3847481725,56,Center,3847481727,286,,3847481737,233,12,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624611,12,44,1,0,25,c4ygb6mnh53kpl2mpxe52l8jw,0,32.4,43.8,2022-10-16T02:00:43.805Z,2022-10-16T02:00:45Z,3847481749,233,6,3847481723,285,,3847481719,56,Back,,,,,,,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624621,7,1,1,0,26,6j4xzc2g1eeafo6v1f38d4x22,0,63.4,59.4,2022-10-16T02:00:44.459Z,2022-10-16T02:00:45Z,3847481763,141,59.1,3847481759,56,Center,3847481757,3,,3847481765,212,2.2,3847481761,140,65.5,3847481767,213,6.2,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624615,13,61,1,0,26,c4ygb6mnh53kpl2mpxe52l8jw,1,30,45.5,2022-10-16T02:00:44.504Z,2022-10-16T02:00:44Z,3847481729,56,Back,,,,,,,,,,,,,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624623,14,1,1,0,27,c4ygb6mnh53kpl2mpxe52l8jw,0,31,45.1,2022-10-16T02:00:45.662Z,2022-10-16T03:57:31Z,3847481783,1,,3847481775,140,36.3,3847481771,157,,3847481779,212,13.1,3847481773,56,Back,3847481781,213,5.2,3847481777,141,27.7,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624633,8,44,1,0,28,6j4xzc2g1eeafo6v1f38d4x22,1,63.7,69.8,2022-10-16T02:00:47.229Z,2022-10-16T02:00:50Z,3847481811,233,15,3847481803,56,Center,3847481805,286,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624625,15,44,1,0,28,c4ygb6mnh53kpl2mpxe52l8jw,0,36.3,30.2,2022-10-16T02:00:47.230Z,2022-10-16T02:00:50Z,3847481787,56,Back,3847481821,233,8,3847481789,285,,,,,,,,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624639,9,61,1,0,29,6j4xzc2g1eeafo6v1f38d4x22,1,61.2,69.4,2022-10-16T02:00:47.723Z,2022-10-16T02:01:19Z,3847481827,56,Center,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624677,10,1,1,0,30,6j4xzc2g1eeafo6v1f38d4x22,0,60.9,82.3,2022-10-16T02:00:48.883Z,2022-10-16T02:16:58Z,3847482063,56,Left,3847482069,212,3.5,3847482065,140,64.1,3847482071,213,0.3,3847482067,141,83.8,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624631,16,8,1,0,32,c4ygb6mnh53kpl2mpxe52l8jw,1,34.6,21.2,2022-10-16T02:00:50.285Z,2022-10-16T09:03:41Z,3847481801,56,Back,3848041163,383,,,,,,,,,,,,,,,,,,,,e5ycwhcy49624czidh67ihiad,B. Nkololo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624637,17,49,1,0,33,c4ygb6mnh53kpl2mpxe52l8jw,1,30.1,4.4,2022-10-16T02:00:51.446Z,2022-10-16T03:57:46Z,,,,,,,,,,,,,,,,,,,,,,,,,e5ycwhcy49624czidh67ihiad,B. Nkololo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624647,18,1,1,0,35,c4ygb6mnh53kpl2mpxe52l8jw,1,27.6,5.2,2022-10-16T02:00:54.157Z,2022-10-16T02:00:55Z,3847481871,140,17.4,3847481875,212,11.4,3847481869,56,Back,3847481877,213,2.8,3847481873,141,11.0,,,,,,,,,,e5ycwhcy49624czidh67ihiad,B. Nkololo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624653,19,1,1,0,36,c4ygb6mnh53kpl2mpxe52l8jw,1,17,11.4,2022-10-16T02:00:55.069Z,2022-10-16T02:00:57Z,3847481931,56,Back,3847481935,141,20.6,3847481939,213,2.5,3847481933,140,9.4,3847481937,212,10.1,,,,,,,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624661,20,1,1,0,38,c4ygb6mnh53kpl2mpxe52l8jw,1,7.4,21.2,2022-10-16T02:00:57.198Z,2022-10-16T02:00:58Z,3847481989,212,15.1,3847481985,140,21.8,3847481983,56,Back,3847481987,141,20.9,3847481991,213,6.3,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624669,21,1,1,0,39,c4ygb6mnh53kpl2mpxe52l8jw,1,21.8,20.9,2022-10-16T02:00:58.254Z,2022-10-16T09:04:13Z,3847482031,213,4.1,3847482025,140,14.2,3847482029,212,13.0,3847482023,56,Back,3847482027,141,5.8,,,,,,,,,,7qwmlcxsxlxmq01g7dkt7v14a,M. Balard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624707,22,1,1,0,41,c4ygb6mnh53kpl2mpxe52l8jw,1,14,5.9,2022-10-16T02:00:59.454Z,2022-10-16T02:01:10Z,3847482213,56,Back,3847482217,141,18.9,3847482221,212,12.0,3847482225,213,2.3,3847482215,140,6.3,,,,,,,,,,8h8ihiytz6xko4a4fzrpqz8ph,S. Roux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624729,23,1,1,0,52,c4ygb6mnh53kpl2mpxe52l8jw,1,34.6,60.8,2022-10-16T02:01:10.798Z,2022-10-16T02:01:16Z,3847482349,56,Back,3847482353,141,77.2,3847482357,213,1.5,3847482351,140,35.7,3847482355,212,11.2,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624751,24,1,1,0,58,c4ygb6mnh53kpl2mpxe52l8jw,1,37.4,67.6,2022-10-16T02:01:16.846Z,2022-10-16T02:01:22Z,3847482503,140,37.1,3847482509,213,4.7,3847482501,56,Back,3847482505,141,49.1,3847482507,212,12.6,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624759,25,1,1,1,4,c4ygb6mnh53kpl2mpxe52l8jw,1,45.4,39.7,2022-10-16T02:01:22.414Z,2022-10-16T02:01:24Z,3847482547,140,41.0,3847482553,213,1.8,3847482551,212,18.7,3847482549,141,66.3,3847482545,56,Back,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624773,26,1,1,1,6,c4ygb6mnh53kpl2mpxe52l8jw,1,41,66.3,2022-10-16T02:01:24.574Z,2022-10-16T02:01:29Z,3847482623,141,45.2,3847482619,56,Back,3847482625,212,28.4,3847482621,140,17.7,3847482627,213,3.7,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624779,27,1,1,1,10,c4ygb6mnh53kpl2mpxe52l8jw,0,17.7,45.2,2022-10-16T02:01:29.022Z,2022-10-16T03:58:57Z,3847482653,155,,3847482657,140,58.7,3847482663,213,5.8,3847482661,212,49.2,3847482665,1,,3847482659,141,10.1,3847482655,56,Right,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624781,28,44,1,1,13,c4ygb6mnh53kpl2mpxe52l8jw,1,57.6,11.2,2022-10-16T02:01:31.642Z,2022-10-17T13:09:25Z,3847482673,56,Right,3847482727,233,11,3847482675,286,,,,,,,,,,,,,,,,,e5ycwhcy49624czidh67ihiad,B. Nkololo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624777,11,44,1,1,13,6j4xzc2g1eeafo6v1f38d4x22,0,42.4,88.8,2022-10-16T02:01:31.643Z,2022-10-16T09:06:16Z,3847482699,233,28,3847482647,56,Back,3847482649,285,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472731121,785,1,1,1,13,c4ygb6mnh53kpl2mpxe52l8jw,0,56.8,7.8,2022-10-16T02:01:31.698Z,2022-10-16T09:06:30Z,3848047149,3,,3848047161,212,3.2,3848047159,141,8.1,3848047151,168,,3848047153,56,Right,3848047163,213,0.1,3848047157,140,59.8,,,,e5ycwhcy49624czidh67ihiad,B. Nkololo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624783,12,61,1,1,13,6j4xzc2g1eeafo6v1f38d4x22,1,45.6,86.9,2022-10-16T02:01:32.155Z,2022-10-16T09:06:33Z,3847482679,56,Back,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624785,13,49,1,1,14,6j4xzc2g1eeafo6v1f38d4x22,1,49,74.8,2022-10-16T02:01:33.260Z,2022-10-16T02:01:33Z,,,,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624787,14,1,1,1,15,6j4xzc2g1eeafo6v1f38d4x22,1,46.4,74.6,2022-10-16T02:01:33.548Z,2022-10-16T02:49:29Z,3847482705,140,53.1,3847482709,212,8.3,3847482703,56,Left,3847482711,213,0.6,3847482707,141,81.0,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624805,15,1,1,1,18,6j4xzc2g1eeafo6v1f38d4x22,1,57.2,89.4,2022-10-16T02:01:37.035Z,2022-10-16T02:01:39Z,3847482845,141,93.6,3847482841,56,Left,3847482849,213,0.1,3847482847,212,26.2,3847482843,140,82.0,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624807,16,1,1,1,21,6j4xzc2g1eeafo6v1f38d4x22,1,85.4,92.4,2022-10-16T02:01:39.595Z,2022-10-16T09:07:12Z,3847482871,212,22.0,3847484355,210,15,3847484357,154,,3847482875,213,5.0,3847482861,56,Center,3848047907,224,,3847482867,141,61.2,3847482863,140,90.8,6hqb04t5w85e576dgf44vn71m,L. Mauragis,1,3848047909,72,3847482857,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624821,17,15,1,1,25,6j4xzc2g1eeafo6v1f38d4x22,1,88.8,50.2,2022-10-16T02:01:43.467Z,2022-10-16T09:07:12Z,3847484373,103,19,3847484377,146,91.9,3847484381,230,98.8,3847482965,56,Center,3847484383,231,49.8,3847484029,20,,3847484379,147,50.2,3847484365,154,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,3847484371,102,3847484363,29,50.1,3847484367,55,16,3847482963,17,3847484397,233,29,3847482961,22,3847484375,82,3847484361,78,,,,,,,,,,,,,,,,,,,,
2472624823,29,10,1,1,25,c4ygb6mnh53kpl2mpxe52l8jw,1,13.4,42.7,2022-10-16T02:01:43.567Z,2022-10-16T03:58:56Z,3847484413,233,17,3847482979,56,Back,3847482977,94,,,,,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624833,18,50,1,1,26,6j4xzc2g1eeafo6v1f38d4x22,1,85.9,55.9,2022-10-16T02:01:45.158Z,2022-10-16T02:02:53Z,3847483021,56,Center,3847483023,286,,3847483041,233,30,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624831,30,7,1,1,26,c4ygb6mnh53kpl2mpxe52l8jw,0,14.1,44.1,2022-10-16T02:01:45.159Z,2022-10-16T09:07:17Z,3848048987,385,,3847483005,285,,3847483031,233,18,3847483003,56,Back,,,,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624835,19,61,1,1,27,6j4xzc2g1eeafo6v1f38d4x22,1,85.2,54.5,2022-10-16T02:01:45.303Z,2022-10-16T02:02:55Z,3847483037,56,Center,,,,,,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624851,31,12,1,1,29,c4ygb6mnh53kpl2mpxe52l8jw,1,11.6,37.7,2022-10-16T02:01:47.887Z,2022-10-16T02:01:52Z,3847483133,140,11.4,3847483139,212,10.5,3847483135,141,53.1,3847483141,213,1.6,3847483131,56,Back,,,,,,,,,,bg3cipkody9urtfobt10d9y7e,K. John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472731649,786,12,1,1,32,c4ygb6mnh53kpl2mpxe52l8jw,1,4.2,51.3,2022-10-16T02:01:50.655Z,2022-10-16T09:07:41Z,3848049813,56,Back,3848049821,213,1.0,3848049815,140,6.0,3848049819,212,3.5,3848049817,141,55.6,,,,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624853,32,52,1,1,34,c4ygb6mnh53kpl2mpxe52l8jw,1,11.9,62.3,2022-10-16T02:01:52.399Z,2022-10-16T09:07:41Z,3848049827,376,,,,,,,,,,,,,,,,,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624877,33,80,1,1,41,c4ygb6mnh53kpl2mpxe52l8jw,0,11,61.8,2022-10-16T02:01:59.280Z,2022-10-16T02:01:59Z,,,,,,,,,,,,,,,,,,,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624891,34,1,1,1,44,c4ygb6mnh53kpl2mpxe52l8jw,1,12.5,50.3,2022-10-16T02:02:03.103Z,2022-10-16T02:02:04Z,3847483373,212,16.9,3847483367,56,Back,3847483379,189,,3847483369,140,27.3,3847483371,141,60.0,3847483375,213,0.4,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472624907,35,1,1,1,47,c4ygb6mnh53kpl2mpxe52l8jw,1,43.1,69.9,2022-10-16T02:02:05.727Z,2022-10-16T02:02:10Z,3847483449,56,Back,3847483453,141,84.2,3847483455,212,10.2,3847483451,140,46.1,3847483457,213,1.3,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
