id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/8/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/15/value,qualifier/17/value
2495433523,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-01-07T04:59:46.279Z,2023-01-07T06:05:29Z,3967693365,59,"1, 23, 18, 8, 2, 6, 22, 16, 9, 17, 11, 5, 12, 19, 20, 25, 28, 29",3967693363,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3967693361,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, cr52lkk2tjwlz0gd34b0klyad, 9634dv110vlqnf02k4yif14np, 7nkjqwtji300a54ubhxn5f179, bu8z6ig5wrrtgsm1qhe4fxe51, c18ruk8qqfggqv7s0mzyq6yhg, b255io6lia16l5dzuxfpruhud, c243bbqbc7agln9jpv0faa6dx, 4rg5d1oo8rtclemhci81i6xg5, dgffw31wnpl5u0304dpdet52h, cuaqqokt0c82wz0bc0tt10rxm, 53g522ox4zpljnu57fcf4meei, 8b5ohtv882jce0823nuo0ugvd, ctrffnfu5yqmqf9nqyex5ky22, emzxhx2ki2r67c5l33hfv8844, 49ctudxdwjkrhz6n3ykjpmdey",3967693369,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3967726133,197,14753,3967693371,194,jjqk412zl7b2lbfqfkva3utx,3967693373,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967693367,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495434023,1,34,16,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-01-07T05:06:16.832Z,2023-01-07T06:04:02Z,3967695581,59,"20, 17, 12, 14, 4, 6, 7, 23, 9, 10, 11, 5, 8, 13, 21, 24, 31, 40",3967695579,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3967695585,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3967730611,197,18054,3967695583,130,2,3967695589,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3967695577,30,"56p368h15z4s1izxoz3pvu4et, ueklj0jop1moq303rq5vnca1, 6hqb04t5w85e576dgf44vn71m, ak2u5d2qrp9ka1b8qyy9ne3md, 4ljmkn447genzakxxuzkn5iol, 3sqlv5wy64mmcnmr5bepafefp, 7wy9lh4qgnim12456qttxn85, 578n9sc6cucs81focurtu36c5, ekjy3o3ymld0zkjdaynb4itat, 42xmd4lhr1zub89n0ormclv4l, 7ex2ik73ntprjkatncipscudx, 30xc2y82d5xu8hkfhqrjw1z9x, jvxwzywn4geyzpj2tzxssmsq, 4xkq0dt99xipecd4tbm74kq1, b1hpmuxmbcegdii4cbq5l8kwl, 3s29k3e5nvxhiiwntw8mynb6y, dkqmon0xrrwdhcy66htkf1xwp, 82tyg0nqfcncdgw3g474a37fu",3967695587,194,ak2u5d2qrp9ka1b8qyy9ne3md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440221,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-01-07T06:00:09.858Z,2023-01-08T06:03:26Z,3967727217,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440219,2,32,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-01-07T06:00:09.858Z,2023-01-07T06:00:10Z,3967727215,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440223,3,1,1,0,1,38ui5tfi8anjuh533emny2tz1,1,50,50.1,2023-01-07T06:00:10.958Z,2023-01-08T06:14:55Z,3967727231,279,S,3967727227,212,10.4,3967727221,56,Back,3967727223,140,40.2,3967727225,141,51.8,3967727229,213,3.0,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440231,4,1,1,0,2,38ui5tfi8anjuh533emny2tz1,1,36.2,42.4,2023-01-07T06:00:12.847Z,2023-01-08T06:15:05Z,3967727267,212,24.3,3967727269,213,5.2,3967727261,56,Back,3967727265,141,10.3,3967727263,140,46.3,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440237,5,1,1,0,7,38ui5tfi8anjuh533emny2tz1,1,51.1,21.6,2023-01-07T06:00:17.760Z,2023-01-07T06:00:20Z,3967727289,141,54.6,3967727285,56,Back,3967727287,140,35.9,3967727293,213,2.2,3967727291,212,27.5,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440247,6,1,1,0,10,38ui5tfi8anjuh533emny2tz1,1,35.6,55.7,2023-01-07T06:00:20.512Z,2023-01-07T06:00:23Z,3967727319,212,12.7,3967727313,56,Back,3967727315,140,36.2,3967727317,141,37.0,3967727321,213,4.8,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440251,7,1,1,0,13,38ui5tfi8anjuh533emny2tz1,1,36.2,37,2023-01-07T06:00:23.088Z,2023-01-07T06:00:25Z,3967727337,213,1.7,3967727331,140,34.5,3967727329,56,Back,3967727335,212,21.6,3967727333,141,68.7,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495440257,8,1,1,0,15,38ui5tfi8anjuh533emny2tz1,1,34.5,69,2023-01-07T06:00:25.088Z,2023-01-07T06:00:27Z,3967727357,140,38.4,3967727363,213,1.3,3967727359,141,90.9,3967727361,212,15.4,3967727355,56,Back,,,,,,,,,,7nkjqwtji300a54ubhxn5f179,J. Rodwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
