id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/11/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2526312285,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-04-01T07:54:54.819Z,2023-04-02T08:32:53Z,4151408867,130,4,4151422067,197,14753,4151408861,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4151408869,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151408865,59,"1, 23, 18, 26, 6, 4, 22, 28, 11, 10, 17, 3, 9, 12, 19, 20, 25, 29",4151408873,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151408871,194,bgzao2jp59jygdic68s5iudat,4151408859,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, 4ehmmuuxljgliiz7f7298h61h, 7nkjqwtji300a54ubhxn5f179, bgzao2jp59jygdic68s5iudat, bu8z6ig5wrrtgsm1qhe4fxe51, emzxhx2ki2r67c5l33hfv8844, 4rg5d1oo8rtclemhci81i6xg5, aiehjyb5unahdn0somr3ewa1h, c243bbqbc7agln9jpv0faa6dx, 9dxuc4hj1ovd3mpjrxombnm22, b255io6lia16l5dzuxfpruhud, cuaqqokt0c82wz0bc0tt10rxm, 53g522ox4zpljnu57fcf4meei, 8b5ohtv882jce0823nuo0ugvd, ctrffnfu5yqmqf9nqyex5ky22, 49ctudxdwjkrhz6n3ykjpmdey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526312999,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-04-01T08:04:53.266Z,2023-04-01T08:41:41Z,4151422069,197,6265,4151412645,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151412633,30,"do3hflya9zwcdzxiev0m2cclx, 8alirbm4n482p155zi3174fyt, f4dbx6c236nuk9f1p2qqi3x79, d9fmhxd6637ihfqc9qvsnmjth, d2xblktxmr8illac50p2gcmhh, 6xe2j75i29sgwbu11cp526uad, cfkv8xhbb3j2e0wulp49i1jvt, ak7gkgt0ysr3p9e5vvq036i8l, dpre9cmklv12i80xbyqnku505, bfw1ktidkogubiuvx2c0qqtbd, cqwfvlrzbld40ce3s1qmdniz9, 34dwjcubokyikikcect9v4wve, 5p3y4bh0mdmymeceltd1fpw8a, 6f92up63vg0nzl9qqlm0rl6uh, 68z86n999vjdyb7mlj8nnlp05, 30eyww0b75hsid71kihac79pl, 8yyosfgv4yj0g7k2rwk743fft, 8sknvoifu8w9wpso5xije0b56",4151412637,59,"1, 6, 17, 7, 4, 44, 5, 10, 99, 8, 11, 9, 20, 21, 23, 27, 37, 38",4151412643,194,6xe2j75i29sgwbu11cp526uad,4151412641,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4151412635,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4151412639,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314763,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-04-01T08:45:51.792Z,2023-04-02T10:03:07Z,4151423325,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314765,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-04-01T08:45:51.792Z,2023-04-01T08:45:54Z,4151423329,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314767,3,1,1,0,1,38ui5tfi8anjuh533emny2tz1,1,50,50,2023-04-01T08:45:52.892Z,2023-04-02T05:35:07Z,4151423339,213,2.7,4151423335,141,56.5,4151423341,279,S,4151423337,212,10.8,4151423333,140,40.6,4151423331,56,Back,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314773,4,1,1,0,3,38ui5tfi8anjuh533emny2tz1,1,40.6,57.9,2023-04-01T08:45:55.596Z,2023-04-01T08:45:59Z,4151423379,56,Back,4151423385,212,17.5,4151423381,140,42.7,4151423383,141,83.4,4151423387,213,1.4,,,,,,,,,,emzxhx2ki2r67c5l33hfv8844,J. Girdwood-Reich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314777,5,1,1,0,7,38ui5tfi8anjuh533emny2tz1,1,42.7,83.4,2023-04-01T08:45:59.004Z,2023-04-01T09:34:56Z,4151423407,56,Back,4151423415,213,4.2,4151423409,140,37.9,4151423411,141,70.7,4151423413,212,10.0,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314785,6,1,1,0,9,38ui5tfi8anjuh533emny2tz1,1,37.9,70.7,2023-04-01T08:46:01.051Z,2023-04-01T08:46:03Z,4151423439,56,Back,4151423445,212,24.7,4151423441,140,36.6,4151423447,213,4.7,4151423443,141,34.5,,,,,,,,,,emzxhx2ki2r67c5l33hfv8844,J. Girdwood-Reich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314791,7,1,1,0,11,38ui5tfi8anjuh533emny2tz1,1,36.9,33.5,2023-04-01T08:46:03.404Z,2023-04-01T08:46:09Z,4151423491,213,5.5,4151423485,140,57.4,4151423489,212,29.6,4151423487,141,3.6,4151423483,56,Right,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526314793,8,1,1,0,14,38ui5tfi8anjuh533emny2tz1,1,54.4,8.1,2023-04-01T08:46:06.532Z,2023-04-02T05:42:23Z,4151423505,1,,4151423497,140,33.0,4151423503,213,2.3,4151423499,141,42.6,4151423501,212,32.5,4151423495,56,Back,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
