id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,assist,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/12/value,qualifier/16/value
2492915415,98,1,1,9,27,6j4xzc2g1eeafo6v1f38d4x22,1,34.8,23.2,2022-12-23T11:40:09.024Z,2022-12-23T11:40:10Z,3954378141,213,1.8,3954378133,56,Back,3954378137,141,48.8,3954378135,140,30.8,3954378139,212,17.9,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915417,99,1,1,9,28,6j4xzc2g1eeafo6v1f38d4x22,1,30.2,52.1,2022-12-23T11:40:10.623Z,2022-12-23T11:40:12Z,3954378155,213,1.3,3954378149,140,36.8,3954378147,56,Back,3954378151,141,87.9,3954378153,212,25.3,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915423,100,1,1,9,30,6j4xzc2g1eeafo6v1f38d4x22,1,38.6,90.9,2022-12-23T11:40:12.624Z,2022-12-23T11:40:28Z,3954378209,212,34.8,3954378207,141,93.8,3954378213,1,,3954378205,140,71.7,3954378211,213,0.1,3954378201,155,,3954378203,56,Left,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915427,102,61,1,9,40,6j4xzc2g1eeafo6v1f38d4x22,0,69.2,96.3,2022-12-23T11:40:22.920Z,2022-12-23T11:41:03Z,3954378223,56,Left,,,,,,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915425,101,43,1,9,41,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-12-23T11:40:23.060Z,2022-12-23T11:41:02Z,3954378217,56,Left,3954378371,144,50,3954378219,286,0,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915419,87,43,1,9,41,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-12-23T11:40:23.061Z,2022-12-23T11:41:01Z,3954378189,167,0,3954378191,56,Back,3954378193,285,0,3954378369,144,7,3954378233,233,101,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915421,88,5,1,9,42,cuj4qahgk4idsme4dg8clk6gw,1,32.7,-1.6,2022-12-23T11:40:24.516Z,2022-12-23T11:40:35Z,3954378255,233,103,3954378195,56,Back,3954378197,347,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915429,103,5,1,9,42,6j4xzc2g1eeafo6v1f38d4x22,0,67.3,101.6,2022-12-23T11:40:24.516Z,2022-12-23T12:19:14Z,3954378231,347,,3954378229,56,Left,3954378259,233,88,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915431,89,1,1,9,50,cuj4qahgk4idsme4dg8clk6gw,1,31.2,0,2022-12-23T11:40:32.852Z,2022-12-23T11:40:35Z,3954378241,107,,3954378243,56,Back,3954378245,140,17.5,3954378251,213,2.6,3954378247,141,10.6,3954378249,212,16.7,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915433,90,1,1,9,53,cuj4qahgk4idsme4dg8clk6gw,1,16.7,10.7,2022-12-23T11:40:35.045Z,2022-12-23T11:40:40Z,3954378271,212,20.7,3954378273,213,2.2,3954378269,141,35.8,3954378265,56,Back,3954378267,140,5.5,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915435,91,1,1,9,58,cuj4qahgk4idsme4dg8clk6gw,0,4.3,30.3,2022-12-23T11:40:40.101Z,2022-12-24T06:08:26Z,3954378283,141,36.9,3954378281,140,45.3,3954378285,212,43.3,3954378277,155,,3954378287,213,0.1,3954378289,1,,3954378279,56,Back,,,,90cmfctiu1b17s790t26ddcd1,L. Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915437,104,1,1,10,0,6j4xzc2g1eeafo6v1f38d4x22,1,55,62,2022-12-23T11:40:42.609Z,2022-12-24T06:08:38Z,3954378291,3,,3954378293,56,Center,3954378297,141,66.0,3954378295,140,63.0,3954378301,213,0.3,3954378299,212,8.8,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915439,105,1,1,10,2,6j4xzc2g1eeafo6v1f38d4x22,0,64.1,59.9,2022-12-23T11:40:44.128Z,2022-12-23T11:40:47Z,3954378319,213,5.5,3954378315,141,32.6,3954378317,212,26.3,3954378311,56,Center,3954378313,140,81.9,3954378309,3,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915443,92,12,1,10,5,cuj4qahgk4idsme4dg8clk6gw,1,17.5,71.5,2022-12-23T11:40:47.421Z,2022-12-23T11:50:38Z,3954378329,141,100.0,3954378325,56,Back,3954378327,140,24.4,3954378339,167,,3954378333,213,1.2,3954378331,212,21.5,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915445,93,5,1,10,6,cuj4qahgk4idsme4dg8clk6gw,0,24.8,100.9,2022-12-23T11:40:48.224Z,2022-12-23T12:19:14Z,3954378335,56,Back,3954378345,233,106,3954378337,347,,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915441,106,5,1,10,6,6j4xzc2g1eeafo6v1f38d4x22,1,75.2,-0.9,2022-12-23T11:40:48.224Z,2022-12-23T11:40:50Z,3954378321,56,Right,3954378323,347,,3954378341,233,93,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915449,107,1,1,10,26,6j4xzc2g1eeafo6v1f38d4x22,1,67.3,0,2022-12-23T11:41:08.785Z,2022-12-23T11:41:10Z,3954378387,107,,3954378389,56,Back,3954378391,140,47.0,3954378393,141,13.3,3954378397,213,2.7,3954378395,212,23.5,3954378399,1,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915451,108,1,1,10,28,6j4xzc2g1eeafo6v1f38d4x22,1,47,14.6,2022-12-23T11:41:10.177Z,2022-12-23T11:41:11Z,3954378409,141,59.4,3954378407,140,49.2,3954378411,212,30.6,3954378405,56,Back,3954378413,213,1.5,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915453,109,1,1,10,29,6j4xzc2g1eeafo6v1f38d4x22,1,49.2,59.6,2022-12-23T11:41:11.793Z,2022-12-23T11:41:13Z,3954378425,213,5.9,3954378417,56,Center,3954378421,141,54.6,3954378423,212,8.4,3954378419,140,56.5,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915455,110,1,1,10,31,6j4xzc2g1eeafo6v1f38d4x22,1,57.3,54.9,2022-12-23T11:41:13.082Z,2022-12-23T11:41:15Z,3954378431,140,52.5,3954378433,141,66.2,3954378429,56,Center,3954378437,213,2.2,3954378435,212,9.2,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915457,111,1,1,10,33,6j4xzc2g1eeafo6v1f38d4x22,0,52.8,66.8,2022-12-23T11:41:15.026Z,2022-12-23T11:41:18Z,3954378441,155,,3954378443,56,Center,3954378447,141,78.6,3954378451,213,0.2,3954378453,1,,3954378445,140,100.0,3954378449,212,51.1,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915461,94,5,1,10,36,cuj4qahgk4idsme4dg8clk6gw,1,-1.2,22.2,2022-12-23T11:41:18.408Z,2022-12-23T12:19:14Z,3954378463,233,112,3954378461,346,,3954378459,56,Back,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915459,112,5,1,10,36,6j4xzc2g1eeafo6v1f38d4x22,0,101.2,77.8,2022-12-23T11:41:18.408Z,2022-12-23T11:41:20Z,3954378467,233,94,3954378457,346,,3954378455,56,Center,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915463,95,1,1,11,8,cuj4qahgk4idsme4dg8clk6gw,0,4.9,46.3,2022-12-23T11:41:50.343Z,2022-12-23T11:41:54Z,3954378485,56,Center,3954378487,140,66.5,3954378489,141,26.2,3954378493,213,6.1,3954378491,212,66.1,3954378497,74,,3954378495,1,,3954378483,124,,90cmfctiu1b17s790t26ddcd1,L. Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915465,113,1,1,11,13,6j4xzc2g1eeafo6v1f38d4x22,1,35.2,65.9,2022-12-23T11:41:55.106Z,2022-12-23T11:42:00Z,3954378509,140,55.8,3954378511,141,61.5,3954378513,212,21.8,3954378505,3,,3954378507,56,Center,3954378515,213,6.1,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915467,114,1,1,11,15,6j4xzc2g1eeafo6v1f38d4x22,0,55.8,61.5,2022-12-23T11:41:57.307Z,2022-12-23T11:42:05Z,3954378525,56,Center,3954378527,140,73.9,3954378529,141,54.2,3954378531,212,19.6,3954378533,213,6.0,3954378521,3,,3954378523,168,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915469,96,1,1,11,16,cuj4qahgk4idsme4dg8clk6gw,1,33.9,44.5,2022-12-23T11:41:58.746Z,2022-12-24T06:10:22Z,3954378537,140,9.1,3954378535,56,Back,3954378539,141,46.4,3954378543,213,3.1,3954378541,212,26.1,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915471,97,1,1,11,20,cuj4qahgk4idsme4dg8clk6gw,1,7.4,44.6,2022-12-23T11:42:02.535Z,2022-12-23T11:42:07Z,3954378551,155,,3954378553,56,Back,3954378559,212,36.6,3954378557,141,4.0,3954378563,1,,3954378555,140,30.3,3954378561,213,5.4,,,,90cmfctiu1b17s790t26ddcd1,L. Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915473,98,1,1,11,25,cuj4qahgk4idsme4dg8clk6gw,1,30,5.5,2022-12-23T11:42:07.191Z,2022-12-23T11:42:09Z,3954378567,56,Back,3954378575,213,2.6,3954378569,140,23.8,3954378571,141,11.4,3954378573,212,7.6,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915475,99,1,1,11,26,cuj4qahgk4idsme4dg8clk6gw,0,24,11.9,2022-12-23T11:42:08.968Z,2022-12-23T11:42:11Z,3954378583,140,69.4,3954378581,56,Right,3954378591,1,,3954378579,155,,3954378589,213,0.0,3954378587,212,47.7,3954378585,141,12.2,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915477,115,49,1,11,30,6j4xzc2g1eeafo6v1f38d4x22,1,29.6,79.4,2022-12-23T11:42:12.215Z,2022-12-23T11:42:12Z,,,,,,,,,,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915479,116,1,1,11,30,6j4xzc2g1eeafo6v1f38d4x22,0,29,79.4,2022-12-23T11:42:12.772Z,2022-12-23T11:42:16Z,3954378599,141,85.7,3954378605,1,,3954378595,56,Left,3954378597,140,55.5,3954378593,157,,3954378601,212,28.2,3954378603,213,0.2,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915481,100,1,1,11,33,cuj4qahgk4idsme4dg8clk6gw,1,38.3,20.1,2022-12-23T11:42:15.784Z,2022-12-23T11:42:17Z,3954378615,212,25.7,3954378617,213,5.8,3954378613,141,4.0,3954378611,140,60.4,3954378607,3,,3954378609,56,Right,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915483,101,61,1,11,35,cuj4qahgk4idsme4dg8clk6gw,0,60.4,4,2022-12-23T11:42:17.447Z,2022-12-23T11:42:17Z,3954378621,56,Right,,,,,,,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915485,117,49,1,11,37,6j4xzc2g1eeafo6v1f38d4x22,1,35.8,89.9,2022-12-23T11:42:19.636Z,2022-12-23T11:42:19Z,,,,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915489,118,1,1,11,37,6j4xzc2g1eeafo6v1f38d4x22,0,36,89.6,2022-12-23T11:42:19.779Z,2022-12-23T11:42:25Z,3954378625,140,45.7,3954378627,141,77.3,3954378631,213,5.6,3954378629,212,13.2,3954378623,56,Back,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915487,102,49,1,11,38,cuj4qahgk4idsme4dg8clk6gw,1,52.2,28.3,2022-12-23T11:42:20.919Z,2022-12-23T11:42:21Z,,,,,,,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915493,103,1,1,11,39,cuj4qahgk4idsme4dg8clk6gw,1,52.3,27.3,2022-12-23T11:42:21.272Z,2022-12-23T11:42:22Z,3954378639,140,51.2,3954378643,212,15.4,3954378641,141,4.7,3954378645,213,4.6,3954378637,56,Right,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915495,104,1,1,11,40,cuj4qahgk4idsme4dg8clk6gw,1,51.3,6.8,2022-12-23T11:42:22.567Z,2022-12-23T11:42:24Z,3954378657,213,2.6,3954378655,212,16.0,3954378649,56,Back,3954378651,140,38.6,3954378653,141,19.7,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915497,105,1,1,11,42,cuj4qahgk4idsme4dg8clk6gw,1,38.6,23.7,2022-12-23T11:42:24.568Z,2022-12-23T11:42:26Z,3954378663,140,34.8,3954378669,213,2.0,3954378661,56,Back,3954378667,212,9.7,3954378665,141,36.7,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915499,106,1,1,11,44,cuj4qahgk4idsme4dg8clk6gw,1,32.2,45.1,2022-12-23T11:42:26.791Z,2022-12-23T11:42:31Z,3954378677,141,69.3,3954378675,140,32.4,3954378679,212,16.5,3954378681,213,1.6,3954378673,56,Back,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915501,107,1,1,11,48,cuj4qahgk4idsme4dg8clk6gw,1,37.4,68.1,2022-12-23T11:42:30.936Z,2022-12-23T11:42:32Z,3954378693,213,4.5,3954378691,212,13.9,3954378689,141,48.1,3954378687,140,34.6,3954378685,56,Back,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915503,108,1,1,11,50,cuj4qahgk4idsme4dg8clk6gw,1,34.7,47.6,2022-12-23T11:42:32.695Z,2022-12-23T11:42:35Z,3954378717,140,39.7,3954378715,56,Back,3954378723,213,0.3,3954378721,212,5.5,3954378719,141,49.9,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915505,109,1,1,11,53,cuj4qahgk4idsme4dg8clk6gw,1,41.1,43.3,2022-12-23T11:42:35.880Z,2022-12-23T11:42:41Z,3954378733,212,18.5,3954378731,141,17.7,3954378727,56,Back,3954378729,140,47.2,3954378735,213,5.1,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915507,110,1,1,11,59,cuj4qahgk4idsme4dg8clk6gw,1,60.6,11.3,2022-12-23T11:42:41.208Z,2022-12-23T11:42:42Z,3954378747,140,68.8,3954378751,212,10.4,3954378753,213,0.6,3954378745,56,Right,3954378749,141,20.0,,,,,,,,,,bnpu23zlwzn5gtr4t8j8qtnh0,J. Muir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915509,111,1,1,12,0,cuj4qahgk4idsme4dg8clk6gw,0,68.8,20,2022-12-23T11:42:42.360Z,2022-12-23T11:42:43Z,3954378757,56,Right,3954378761,141,0.0,3954378763,212,19.4,3954378759,140,80.6,3954378765,213,5.4,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915511,112,5,1,12,1,cuj4qahgk4idsme4dg8clk6gw,0,79,-1.4,2022-12-23T11:42:43.670Z,2022-12-23T11:42:46Z,3954378779,233,119,3954378769,347,,3954378767,56,Right,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915513,119,5,1,12,1,6j4xzc2g1eeafo6v1f38d4x22,1,21,101.4,2022-12-23T11:42:43.670Z,2022-12-23T12:19:15Z,3954378771,56,Back,3954378773,347,,3954378775,233,112,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915515,120,1,1,12,14,6j4xzc2g1eeafo6v1f38d4x22,1,24.8,100,2022-12-23T11:42:56.501Z,2022-12-23T11:43:00Z,3954378789,140,44.3,3954378791,141,94.4,3954378793,212,21.1,3954378785,107,,3954378787,56,Back,3954378795,213,6.0,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915519,121,1,1,12,16,6j4xzc2g1eeafo6v1f38d4x22,0,44.3,94.4,2022-12-23T11:42:58.852Z,2022-12-23T11:43:04Z,3954378807,212,2.9,3954378805,141,90.2,3954378809,213,5.0,3954378799,3,,3954378801,56,Back,3954378803,140,45.0,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915517,113,49,1,12,19,cuj4qahgk4idsme4dg8clk6gw,1,53.6,21,2022-12-23T11:43:01.065Z,2022-12-23T11:43:01Z,,,,,,,,,,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915521,114,1,1,12,19,cuj4qahgk4idsme4dg8clk6gw,1,53.6,21,2022-12-23T11:43:01.353Z,2022-12-23T11:43:03Z,3954378813,56,Back,3954378817,141,27.1,3954378815,140,38.1,3954378821,213,2.9,3954378819,212,16.8,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915523,115,1,1,12,20,cuj4qahgk4idsme4dg8clk6gw,1,34.8,28,2022-12-23T11:43:02.937Z,2022-12-23T11:43:10Z,3954378839,56,Back,3954378847,213,2.5,3954378845,212,26.0,3954378841,140,15.1,3954378843,141,51.2,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915525,116,1,1,12,28,cuj4qahgk4idsme4dg8clk6gw,1,10.6,68.1,2022-12-23T11:43:10.105Z,2022-12-23T11:43:13Z,3954378853,155,,3954378857,140,27.9,3954378855,56,Back,3954378863,213,0.8,3954378861,212,25.7,3954378859,141,94.8,,,,,,,90cmfctiu1b17s790t26ddcd1,L. Reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915527,117,1,1,12,31,cuj4qahgk4idsme4dg8clk6gw,0,26.8,94.6,2022-12-23T11:43:13.289Z,2022-12-24T06:14:09Z,3954968199,213,0.2,3954968193,140,30.9,3954378867,56,Back,3954968195,141,95.8,3954968197,212,4.4,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915529,122,49,1,12,31,6j4xzc2g1eeafo6v1f38d4x22,1,68.7,3.2,2022-12-23T11:43:13.876Z,2022-12-24T06:15:43Z,,,,,,,,,,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493028095,825,50,1,12,32,6j4xzc2g1eeafo6v1f38d4x22,1,70.7,5.5,2022-12-23T11:43:14.626Z,2022-12-24T09:00:43Z,3954968541,56,Right,3954968543,286,,3955000347,233,875,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493028101,875,7,1,12,32,cuj4qahgk4idsme4dg8clk6gw,0,29.3,94.5,2022-12-23T11:43:14.627Z,2022-12-24T09:00:42Z,3954968573,285,,3954968571,56,Back,3955000343,233,825,3954968641,385,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915531,123,50,1,12,33,6j4xzc2g1eeafo6v1f38d4x22,1,68.4,3.3,2022-12-23T11:43:15.672Z,2022-12-24T06:14:45Z,3954378871,286,,3954378869,56,Right,3954378889,233,118,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915533,118,7,1,12,33,cuj4qahgk4idsme4dg8clk6gw,1,31.6,96.7,2022-12-23T11:43:15.673Z,2022-12-24T06:16:21Z,3954378883,233,123,3954378873,167,,3954968443,385,,3954378877,285,,3954378875,56,Back,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915535,119,5,1,12,36,cuj4qahgk4idsme4dg8clk6gw,0,31.7,102,2022-12-23T11:43:18.313Z,2022-12-23T11:43:21Z,3954378899,233,124,3954378879,56,Back,3954378881,347,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915537,124,5,1,12,36,6j4xzc2g1eeafo6v1f38d4x22,1,68.3,-2,2022-12-23T11:43:18.313Z,2022-12-23T12:19:15Z,3954378895,233,119,3954378891,56,Right,3954378893,347,,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915539,125,1,1,12,41,6j4xzc2g1eeafo6v1f38d4x22,1,65.9,0,2022-12-23T11:43:23.381Z,2022-12-23T11:43:28Z,3954378917,1,,3954378915,213,2.8,3954378909,140,32.9,3954378907,56,Back,3954378913,212,36.4,3954378911,141,14.8,3954378905,107,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915541,126,1,1,12,46,6j4xzc2g1eeafo6v1f38d4x22,1,35.4,26.2,2022-12-23T11:43:28.357Z,2022-12-23T11:43:30Z,3954378929,213,0.5,3954378927,212,11.1,3954378925,141,34.0,3954378923,140,44.7,3954378921,56,Back,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915543,127,1,1,12,48,6j4xzc2g1eeafo6v1f38d4x22,1,45,34,2022-12-23T11:43:30.133Z,2022-12-23T11:43:31Z,3954378933,56,Back,3954378941,213,3.5,3954378939,212,8.8,3954378937,141,29.0,3954378935,140,37.3,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915545,128,1,1,12,49,6j4xzc2g1eeafo6v1f38d4x22,1,37.4,29,2022-12-23T11:43:31.636Z,2022-12-23T11:43:35Z,3954378957,140,45.2,3954378955,56,Back,3954378961,212,8.5,3954378963,213,6.0,3954378959,141,25.4,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492915549,129,1,1,12,53,6j4xzc2g1eeafo6v1f38d4x22,1,45.2,25.4,2022-12-23T11:43:35.525Z,2022-12-23T11:43:37Z,3954378975,212,13.0,3954378977,213,3.3,3954378969,56,Back,3954378973,141,22.9,3954378971,140,32.9,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
