id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2504231463,81,1,1,7,42,7p460lrzt1kmp4rsofqa47eqy,1,41.8,60.3,2023-02-05T04:09:09.917Z,2023-02-05T04:09:12Z,4013926465,213,0.6,4013926459,140,47.3,4013926457,56,Back,4013926463,212,7.0,4013926461,141,66.1,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231467,82,1,1,7,44,7p460lrzt1kmp4rsofqa47eqy,1,52.8,67.3,2023-02-05T04:09:12.637Z,2023-02-05T04:09:15Z,4013926487,140,60.8,4013926485,56,Left,4013926489,141,91.4,4013926493,213,1.1,4013926491,212,18.4,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231469,83,1,1,7,47,7p460lrzt1kmp4rsofqa47eqy,1,60.4,93,2023-02-05T04:09:15.340Z,2023-02-05T04:09:16Z,4013926511,212,11.5,4013926505,56,Left,4013926513,213,0.1,4013926507,140,71.3,4013926509,141,94.1,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231471,84,1,1,7,48,7p460lrzt1kmp4rsofqa47eqy,1,71.3,94.1,2023-02-05T04:09:16.396Z,2023-02-05T04:09:17Z,4013926541,140,70.0,4013926539,56,Left,4013926543,141,89.4,4013926545,212,3.5,4013926547,213,4.3,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231475,85,1,1,7,49,7p460lrzt1kmp4rsofqa47eqy,1,69.5,89.3,2023-02-05T04:09:17.356Z,2023-02-05T04:09:19Z,4013926561,140,94.0,4013926559,56,Left,4013926567,213,6.2,4013926565,212,25.9,4013926563,141,85.0,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231479,86,1,1,7,51,7p460lrzt1kmp4rsofqa47eqy,0,94.1,85.1,2023-02-05T04:09:19.820Z,2023-02-05T08:27:18Z,4013926597,141,39.4,4013926595,140,89.6,4014198719,72,,4013926593,56,Center,4013926589,2,,4013926601,213,4.6,4014198717,224,,4013926591,155,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,4013926599,212,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231487,85,12,1,7,54,6h553bwfqkoxayuv80uikkn42,1,9.9,57,2023-02-05T04:09:22.167Z,2023-02-05T04:09:28Z,4013926631,140,22.3,4013926633,141,100.0,4013926657,167,,4013926671,15,,4013926629,56,Back,4013926635,212,33.0,4013926637,213,1.2,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231493,86,5,1,7,58,6h553bwfqkoxayuv80uikkn42,0,26.2,101.5,2023-02-05T04:09:26.303Z,2023-02-05T04:09:42Z,4013926757,233,87,4013926651,347,,4013926649,56,Back,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231511,87,5,1,7,58,7p460lrzt1kmp4rsofqa47eqy,1,73.8,-1.5,2023-02-05T04:09:26.303Z,2023-02-05T04:25:16Z,4013926741,56,Right,4013926743,347,,4013926745,233,86,,,,,,,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231517,88,1,1,8,13,7p460lrzt1kmp4rsofqa47eqy,1,71.1,0,2023-02-05T04:09:41.612Z,2023-02-05T04:09:42Z,4013926771,56,Right,4013926779,213,0.6,4013926769,107,,4013926773,140,78.0,4013926775,141,5.9,4013926777,212,8.7,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231519,89,1,1,8,14,7p460lrzt1kmp4rsofqa47eqy,1,78.4,6.2,2023-02-05T04:09:42.636Z,2023-02-05T04:09:43Z,4013926783,56,Right,4013926791,213,3.2,4013926785,140,74.7,4013926787,141,5.8,4013926789,212,3.9,4013926795,156,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231531,90,1,1,8,17,7p460lrzt1kmp4rsofqa47eqy,0,73.5,7.1,2023-02-05T04:09:44.908Z,2023-02-05T04:09:46Z,4013926821,212,9.3,4013926815,56,Right,4013926823,213,6.3,4013926817,140,82.4,4013926819,141,6.7,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231525,87,8,1,8,17,6h553bwfqkoxayuv80uikkn42,1,12.7,96.3,2023-02-05T04:09:44.950Z,2023-02-05T08:27:45Z,4014199019,384,,4013926805,56,Back,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231529,88,49,1,8,18,6h553bwfqkoxayuv80uikkn42,1,14.4,96.3,2023-02-05T04:09:45.846Z,2023-02-05T04:09:45Z,,,,,,,,,,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231539,89,1,1,8,18,6h553bwfqkoxayuv80uikkn42,1,14.4,96.3,2023-02-05T04:09:45.974Z,2023-02-05T04:09:47Z,4013926845,213,4.2,4013926837,56,Back,4013926841,141,86.6,4013926843,212,7.8,4013926839,140,10.5,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231541,90,1,1,8,19,6h553bwfqkoxayuv80uikkn42,1,9.9,83.8,2023-02-05T04:09:47.398Z,2023-02-05T04:09:49Z,4013926859,141,70.2,4013926857,140,6.2,4013926863,213,4.3,4013926861,212,10.0,4013926855,56,Back,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231547,91,1,1,8,21,6h553bwfqkoxayuv80uikkn42,1,6.2,70.2,2023-02-05T04:09:49.606Z,2023-02-05T04:09:52Z,4013926879,56,Back,4013926881,140,13.6,4013926883,141,69.4,4013926887,213,6.2,4013926885,212,7.8,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231553,92,1,1,8,24,6h553bwfqkoxayuv80uikkn42,1,14.9,72.6,2023-02-05T04:09:51.958Z,2023-02-05T04:09:54Z,4013926913,56,Back,4013926915,140,29.2,4013926917,141,96.0,4013926919,212,21.9,4013926921,213,0.8,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231555,93,1,1,8,26,6h553bwfqkoxayuv80uikkn42,1,28.3,95.4,2023-02-05T04:09:54.166Z,2023-02-05T04:09:55Z,4013926937,213,3.9,4013926929,56,Back,4013926935,212,11.4,4013926933,141,83.8,4013926931,140,20.5,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231557,94,1,1,8,27,6h553bwfqkoxayuv80uikkn42,1,20.5,83.8,2023-02-05T04:09:55.558Z,2023-02-05T04:09:56Z,4013926949,141,70.3,4013926951,212,10.5,4013926947,140,25.4,4013926953,213,5.2,4013926945,56,Back,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231563,95,1,1,8,28,6h553bwfqkoxayuv80uikkn42,1,25.6,69.3,2023-02-05T04:09:56.694Z,2023-02-05T04:09:58Z,4013926973,141,58.2,4013926977,213,5.6,4013926975,212,12.1,4013926971,140,34.6,4013926969,56,Back,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231575,96,1,1,8,30,6h553bwfqkoxayuv80uikkn42,1,35.3,54,2023-02-05T04:09:58.822Z,2023-02-05T04:12:23Z,4013927019,56,Back,4013927021,140,41.7,4013927027,213,5.0,4013927025,212,24.8,4013927023,141,18.9,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231589,97,1,1,8,38,6h553bwfqkoxayuv80uikkn42,0,74.8,29.7,2023-02-05T04:10:05.958Z,2023-02-05T04:10:07Z,4013927127,140,81.5,4013927125,56,Center,4013927133,213,0.3,4013927131,212,7.3,4013927129,141,32.8,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231737,99,8,1,8,39,7p460lrzt1kmp4rsofqa47eqy,1,22,64.9,2023-02-05T04:10:07.604Z,2023-02-05T08:28:09Z,4013927817,56,Back,4014199347,385,,,,,,,,,,,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231593,98,61,1,8,40,6h553bwfqkoxayuv80uikkn42,1,81.3,32.1,2023-02-05T04:10:08.018Z,2023-02-05T04:10:08Z,4013927141,56,Center,,,,,,,,,,,,,,,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231621,91,12,1,8,41,7p460lrzt1kmp4rsofqa47eqy,1,7.8,49.6,2023-02-05T04:10:09.068Z,2023-02-05T04:10:19Z,4013927283,141,64.5,4013927281,140,29.5,4013927279,56,Back,4013927285,212,24.9,4013927287,213,0.4,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231611,99,1,1,8,43,6h553bwfqkoxayuv80uikkn42,0,74.4,31,2023-02-05T04:10:11.382Z,2023-02-05T04:10:19Z,4013927223,155,,4013927227,140,98.6,4013927231,212,45.2,4013927225,56,Left,4013927235,1,,4013927229,141,86.0,4013927233,213,1.0,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231625,92,49,1,8,51,7p460lrzt1kmp4rsofqa47eqy,1,4.2,14.7,2023-02-05T04:10:19.458Z,2023-02-05T04:10:19Z,,,,,,,,,,,,,,,,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231635,93,1,1,8,52,7p460lrzt1kmp4rsofqa47eqy,1,4.2,14.4,2023-02-05T04:10:19.852Z,2023-02-05T04:10:24Z,4013927335,140,28.8,4013927337,141,19.7,4013927333,56,Back,4013927339,212,26.1,4013927341,213,0.1,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231643,94,3,1,8,56,7p460lrzt1kmp4rsofqa47eqy,1,36.2,15.6,2023-02-05T04:10:24.092Z,2023-02-05T08:28:31Z,4014199735,465,,4013927379,233,100,4013927371,56,Back,4013927375,286,,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231637,100,45,1,8,56,6h553bwfqkoxayuv80uikkn42,0,63.8,84.4,2023-02-05T04:10:24.092Z,2023-02-05T04:10:27Z,4013927383,233,94,4013927345,56,Left,4013927347,285,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231655,95,1,1,8,58,7p460lrzt1kmp4rsofqa47eqy,1,32.6,24.4,2023-02-05T04:10:26.668Z,2023-02-05T04:10:35Z,4013927451,1,,4013927439,196,,4013927449,213,1.3,4013927441,56,Back,4013927447,212,49.7,4013927437,155,,4013927445,141,93.8,4013927443,140,47.5,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231659,96,1,1,9,7,7p460lrzt1kmp4rsofqa47eqy,1,71.7,92.3,2023-02-05T04:10:35.084Z,2023-02-05T08:28:46Z,4013927467,213,5.2,4013927459,56,Left,4013927465,212,10.1,4013927463,141,79.3,4013927461,140,76.4,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231661,97,1,1,9,8,7p460lrzt1kmp4rsofqa47eqy,1,76.1,75.3,2023-02-05T04:10:36.252Z,2023-02-05T04:10:37Z,4013927485,213,3.0,4013927477,56,Center,4013927481,141,77.6,4013927483,212,9.3,4013927479,140,67.4,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231663,98,1,1,9,9,7p460lrzt1kmp4rsofqa47eqy,0,68.4,77,2023-02-05T04:10:37.580Z,2023-02-05T04:10:39Z,4013927497,141,78.7,4013927495,140,82.5,4013927501,213,0.1,4013927499,212,14.9,4013927493,56,Center,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231665,101,49,1,9,11,6h553bwfqkoxayuv80uikkn42,1,17.1,18.5,2023-02-05T04:10:39.237Z,2023-02-05T04:10:39Z,,,,,,,,,,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231669,102,1,1,9,11,6h553bwfqkoxayuv80uikkn42,1,17.1,18.5,2023-02-05T04:10:39.382Z,2023-02-05T04:10:41Z,4013927513,141,27.4,4013927517,213,0.8,4013927509,56,Back,4013927515,212,8.6,4013927511,140,22.9,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231673,103,1,1,9,13,6h553bwfqkoxayuv80uikkn42,1,26.8,29.4,2023-02-05T04:10:41.574Z,2023-02-05T04:10:43Z,4013927541,212,6.2,4013927543,213,0.9,4013927539,141,36.7,4013927537,140,30.4,4013927535,56,Back,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231679,104,1,1,9,15,6h553bwfqkoxayuv80uikkn42,1,30.4,36.7,2023-02-05T04:10:43.109Z,2023-02-05T04:10:44Z,4013927559,141,32.5,4013927561,212,6.6,4013927557,140,24.7,4013927563,213,3.6,4013927555,56,Back,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231683,105,1,1,9,16,6h553bwfqkoxayuv80uikkn42,1,24.6,32.4,2023-02-05T04:10:44.134Z,2023-02-05T04:10:45Z,4013927575,141,43.0,4013927577,212,7.5,4013927571,56,Back,4013927579,213,1.3,4013927573,140,26.6,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231687,106,1,1,9,17,6h553bwfqkoxayuv80uikkn42,1,26.6,43,2023-02-05T04:10:45.014Z,2023-02-05T04:10:46Z,4013927593,140,22.4,4013927597,212,6.8,4013927595,141,35.4,4013927599,213,4.0,4013927591,56,Back,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231693,107,1,1,9,18,6h553bwfqkoxayuv80uikkn42,1,22.9,34.6,2023-02-05T04:10:45.894Z,2023-02-05T04:10:49Z,4013927629,212,8.8,4013927631,213,6.0,4013927625,140,31.0,4013927627,141,31.2,4013927623,56,Back,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231703,108,1,1,9,21,6h553bwfqkoxayuv80uikkn42,1,36.5,35.8,2023-02-05T04:10:48.966Z,2023-02-05T04:10:53Z,4013927673,212,7.2,4013927667,56,Back,4013927675,213,1.1,4013927671,141,45.1,4013927669,140,39.7,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231709,109,1,1,9,25,6h553bwfqkoxayuv80uikkn42,1,39.7,45.1,2023-02-05T04:10:53.701Z,2023-02-05T04:10:54Z,4013927691,140,37.6,4013927693,141,35.7,4013927689,56,Back,4013927697,213,4.4,4013927695,212,6.8,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231711,110,1,1,9,26,6h553bwfqkoxayuv80uikkn42,1,37.6,35.7,2023-02-05T04:10:54.470Z,2023-02-05T04:14:13Z,4013927715,213,5.0,4013927709,140,43.0,4013927707,56,Back,4013927711,141,8.6,4013927713,212,19.3,,,,,,,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231715,111,1,1,9,27,6h553bwfqkoxayuv80uikkn42,1,43,8.6,2023-02-05T04:10:55.670Z,2023-02-05T04:14:14Z,4013927735,141,34.8,4013927737,212,19.4,4013927733,140,35.6,4013927731,56,Back,4013927739,213,2.0,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231729,112,1,1,9,30,6h553bwfqkoxayuv80uikkn42,1,35.3,36,2023-02-05T04:10:58.278Z,2023-02-05T04:11:22Z,4013927791,213,0.7,4013927783,56,Back,4013927787,141,49.0,4013927785,140,46.3,4013927789,212,14.5,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231731,113,1,1,9,34,6h553bwfqkoxayuv80uikkn42,1,58.4,37,2023-02-05T04:11:02.069Z,2023-02-05T04:14:22Z,4013927799,141,30.0,4013927795,56,Center,4013927801,212,11.2,4013927797,140,68.1,4013927803,213,5.8,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231739,114,1,1,9,36,6h553bwfqkoxayuv80uikkn42,1,68.1,30,2023-02-05T04:11:03.846Z,2023-02-05T04:11:05Z,4013927829,212,13.6,4013927831,213,5.0,4013927825,140,71.5,4013927827,141,10.7,4013927823,56,Right,,,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231747,115,1,1,9,37,6h553bwfqkoxayuv80uikkn42,0,75.2,10.4,2023-02-05T04:11:05.509Z,2023-02-05T08:29:18Z,4013927861,140,88.4,4014200325,224,,4013927857,155,,4013927855,2,,4014200327,20,,4013927865,212,25.0,4013927867,213,1.0,4013927859,56,Center,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,4013927863,141,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231759,100,12,1,9,38,7p460lrzt1kmp4rsofqa47eqy,1,10.6,52.5,2023-02-05T04:11:06.300Z,2023-02-05T08:29:32Z,4013927901,141,81.4,4013927903,212,23.9,4013927899,140,23.6,4013927905,213,1.0,4013927897,56,Back,4013927907,15,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504288293,889,49,1,9,40,7p460lrzt1kmp4rsofqa47eqy,1,29.9,87.6,2023-02-05T04:11:08.375Z,2023-02-05T08:29:45Z,,,,,,,,,,,,,,,,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231765,101,1,1,9,42,7p460lrzt1kmp4rsofqa47eqy,1,24.8,84.7,2023-02-05T04:11:10.772Z,2023-02-05T04:11:18Z,4013927927,213,5.8,4013927925,212,11.6,4013927923,141,77.3,4013927919,56,Back,4013927921,140,34.8,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231767,102,3,1,9,43,7p460lrzt1kmp4rsofqa47eqy,0,36.1,77,2023-02-05T04:11:10.980Z,2023-02-05T09:57:09Z,4013927931,56,Back,4013927933,286,,4014200789,465,,4014287161,233,116,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231761,116,7,1,9,43,6h553bwfqkoxayuv80uikkn42,0,63.9,23,2023-02-05T04:11:10.981Z,2023-02-05T08:30:15Z,4013927909,56,Center,4013927939,233,102,4013927911,285,,4014200857,385,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231773,103,3,1,9,47,7p460lrzt1kmp4rsofqa47eqy,0,33.3,90,2023-02-05T04:11:14.860Z,2023-02-05T09:57:09Z,4014287165,233,117,4013927963,285,,4013927961,56,Back,4014201033,464,,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231775,117,7,1,9,47,6h553bwfqkoxayuv80uikkn42,1,66.7,10,2023-02-05T04:11:14.861Z,2023-02-05T08:30:32Z,4014201071,385,,4013927977,286,,4013928089,167,,4013927973,233,103,4013927969,56,Right,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231779,104,43,1,9,47,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-02-05T04:11:15.669Z,2023-02-05T04:11:30Z,4013927983,56,Back,4013928087,144,61,,,,,,,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231781,105,5,1,9,48,7p460lrzt1kmp4rsofqa47eqy,1,32.4,101.2,2023-02-05T04:11:16.101Z,2023-02-05T04:25:16Z,4013927989,56,Back,4013927991,347,,4013928117,361,,4013928003,233,118,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231783,118,5,1,9,48,6h553bwfqkoxayuv80uikkn42,0,67.6,-1.2,2023-02-05T04:11:16.101Z,2023-02-05T04:25:12Z,4013927997,233,105,4013927995,347,,4013928099,361,,4013927993,56,Right,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231835,106,1,1,10,9,7p460lrzt1kmp4rsofqa47eqy,1,31.6,100,2023-02-05T04:11:37.356Z,2023-02-05T04:11:40Z,4013928165,140,42.2,4013928167,141,87.8,4013928163,56,Back,4013928171,213,5.6,4013928161,107,,4013928169,212,14.7,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231843,107,1,1,10,13,7p460lrzt1kmp4rsofqa47eqy,1,33,75.9,2023-02-05T04:11:40.859Z,2023-02-05T04:11:49Z,4013928209,56,Back,4013928215,212,37.2,4013928217,213,5.0,4013928213,141,23.1,4013928219,1,,4013928211,140,42.4,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231849,108,1,1,10,22,7p460lrzt1kmp4rsofqa47eqy,1,68.3,18.6,2023-02-05T04:11:49.852Z,2023-02-05T04:11:52Z,4013928249,56,Right,4013928251,140,79.4,4013928255,212,14.3,4013928257,213,5.7,4013928253,141,6.4,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231851,109,1,1,10,24,7p460lrzt1kmp4rsofqa47eqy,1,83.4,7.1,2023-02-05T04:11:52.683Z,2023-02-05T04:11:53Z,4013928269,213,2.0,4013928261,56,Center,4013928263,140,78.5,4013928265,141,22.4,4013928267,212,11.6,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231855,110,1,1,10,25,7p460lrzt1kmp4rsofqa47eqy,1,78,22.4,2023-02-05T04:11:53.724Z,2023-02-05T04:11:57Z,4013928285,56,Right,4013928287,140,70.6,4013928293,213,4.0,4013928289,141,9.8,4013928291,212,11.6,,,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231861,111,1,1,10,28,7p460lrzt1kmp4rsofqa47eqy,1,70.9,10.1,2023-02-05T04:11:55.907Z,2023-02-05T04:25:22Z,4013928311,140,76.0,4013928313,141,18.6,4013928317,213,0.8,4013928309,56,Right,4013928315,212,7.9,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504231865,112,1,1,10,29,7p460lrzt1kmp4rsofqa47eqy,0,75.8,19.1,2023-02-05T04:11:57.347Z,2023-02-05T04:25:21Z,4013928335,213,0.1,4013928329,140,91.6,4013928327,56,Right,4013928331,141,20.9,4013928333,212,16.6,4013928325,155,,,,,,,,30eyww0b75hsid71kihac79pl,J. Tratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
