id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,assist
2489813919,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-09T07:42:56.511Z,2022-12-09T08:51:54Z,3937965719,197,17861,3937915175,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3937915183,194,9p4eptchs6yk33mzve5acbth,3937915179,130,8,3937915173,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, bdubw4m7kqyerzclhw8s8zpp1, 9l5seuy6ggcvpqnt5ekxn1pii, a5y5w6rclo7jen1tg6xhfgewa, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, 6b31g4lw3ste6xrg1kwwn5iol, d3n1fqp2aq9yjtzvwistpecyc, 8xkw7djsy38p9rck0ysxtfdd6, c0f9jho2nsyygravyp7f19i3t, 86sqmnbenft8ugq57q2i2wzbp, 2kig0lwusomobls6p3am0l7qi, 7svze93i8mizkw3h8wsdbxkgl, 5eqoaq3vo99bk6w8rda67iw6i, btbsot4krojohgz7cjpoqc9p0, 2c81wahtsfjksewt89ccirris",3937915185,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3937915177,59,"46, 21, 7, 28, 13, 41, 26, 8, 9, 55, 27, 1, 4, 6, 14, 36, 37, 66",3937915181,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489813949,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2022-12-09T07:43:31.629Z,2022-12-09T08:51:04Z,3937915383,59,"1, 19, 3, 27, 5, 2, 8, 26, 10, 9, 7, 6, 13, 17, 23, 28, 29, 35",3937915391,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3937915379,30,"26vm9o1w3l4behscs3hk4d8x6, 4gn22fnshsmgxyayuj2p77v85, bhl2kwvi52osrdsdnbtw45lyi, dhnssdf1iuorniavvla5zbwx6, 3zl5ec82f8zebkxkfdz16e3th, 7mgwfxva7w88k90jhjd1wx3o5, czbwauhn3z2a0t8t6qreuq1yi, abfwfqsv8o9xsnkor896869cl, bcb8xguyk226cmw4wvkkxpgix, dbtn3hglkg6kfkvkz6gvs6x1x, cl816ciqmvh4bjzm9vjq4wyga, ez47kkcz2wgypddldq97yz2dx, 1hcnrw2udxcdff6bre73sv1pm, uyhh5u2ezau9f095symdh3sa, cb0y1hi0ozn1rx00vx6a1xr6x, 4s2umn33b5fo5zcpkwjcbry7d, dby4dlsu0mcjg51czovmyjvxm, 6jri9zzc1ccwcof95srv8h4pg",3937964761,197,879,3937915387,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3937915385,130,10,3937915381,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3937915389,194,3zl5ec82f8zebkxkfdz16e3th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823283,2,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2022-12-09T08:45:31.557Z,2022-12-10T09:14:13Z,3937967497,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823285,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-09T08:45:31.557Z,2022-12-09T08:45:32Z,3937967501,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823293,3,1,1,0,0,v046no35g7ebk8lytdjmfb43,1,50.1,49.7,2022-12-09T08:45:31.657Z,2022-12-09T08:45:35Z,3937967521,140,34.2,3937967529,279,S,3937967525,212,16.7,3937967527,213,3.2,3937967519,56,Back,3937967523,141,48.7,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823319,4,1,1,0,3,v046no35g7ebk8lytdjmfb43,1,33.5,44.6,2022-12-09T08:45:35.010Z,2022-12-09T08:45:40Z,3937967653,141,14.3,3937967657,213,4.5,3937967655,212,21.1,3937967651,140,29.0,3937967649,56,Back,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823325,5,1,1,0,8,v046no35g7ebk8lytdjmfb43,0,29.5,9.7,2022-12-09T08:45:40.451Z,2022-12-09T09:43:37Z,3937967675,140,76.1,3937967673,56,Center,3937967683,1,,3937967679,212,49.6,3937967677,141,22.0,3937967671,155,,3937967681,213,0.2,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823335,3,1,1,0,11,6lezh5aazy0xca1800e5dqxwl,1,22.5,71.1,2022-12-09T08:45:43.287Z,2022-12-09T08:45:46Z,3937967745,212,21.4,3937967741,140,2.2,3937967739,56,Back,3937967743,141,68.5,3937967747,213,3.2,3937967737,3,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823339,4,49,1,0,14,6lezh5aazy0xca1800e5dqxwl,1,2.2,68.5,2022-12-09T08:45:46.326Z,2022-12-09T08:45:46Z,,,,,,,,,,,,,,,,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823349,5,1,1,0,15,6lezh5aazy0xca1800e5dqxwl,1,2.9,65.5,2022-12-09T08:45:47.095Z,2022-12-09T08:45:49Z,3937967793,140,8.2,3937967795,141,37.0,3937967799,213,5.0,3937967797,212,20.2,3937967791,56,Back,,,,,,,,,,8bp03i0tjmh836ud5jekv2aui,J. Gauci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823361,6,1,1,0,18,6lezh5aazy0xca1800e5dqxwl,1,9.8,34.3,2022-12-09T08:45:49.718Z,2022-12-09T08:45:54Z,3937967853,140,17.4,3937967855,141,11.0,3937967857,212,17.7,3937967859,213,5.2,3937967851,56,Back,,,,,,,,,,9l5seuy6ggcvpqnt5ekxn1pii,L. Barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2489823375,7,1,1,0,22,6lezh5aazy0xca1800e5dqxwl,1,21.2,21.9,2022-12-09T08:45:54.183Z,2022-12-09T08:46:01Z,3937967947,140,13.9,3937967953,213,1.9,3937967951,212,26.4,3937967949,141,59.1,3937967945,56,Back,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
