id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value
2494044619,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-12-30T07:52:42.195Z,2022-12-30T08:50:03Z,3960394313,59,"1, 19, 17, 88, 6, 4, 8, 7, 99, 23, 11, 5, 9, 26, 27, 37, 38, 42",3960394315,130,6,3960394321,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960394309,30,"do3hflya9zwcdzxiev0m2cclx, bj77m6u2q7jd9nf67dleq2tp1, f4dbx6c236nuk9f1p2qqi3x79, bknqxl16j0tm4dggbwjmzb2t, 8alirbm4n482p155zi3174fyt, d2xblktxmr8illac50p2gcmhh, bfw1ktidkogubiuvx2c0qqtbd, d9fmhxd6637ihfqc9qvsnmjth, dpre9cmklv12i80xbyqnku505, 68z86n999vjdyb7mlj8nnlp05, cqwfvlrzbld40ce3s1qmdniz9, cfkv8xhbb3j2e0wulp49i1jvt, 43o49py4g8fmyg5pawvjsf8tm, bb4iwletl36hvcn0rthlrm8a2, 30eyww0b75hsid71kihac79pl, 8yyosfgv4yj0g7k2rwk743fft, 8sknvoifu8w9wpso5xije0b56, d5wx8rvjfaw1arn69fdd64d90",3960394317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3960394319,194,68z86n999vjdyb7mlj8nnlp05,3960422931,197,6264,3960394311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494044671,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2022-12-30T07:54:53.962Z,2022-12-30T08:58:40Z,3960394909,130,13,3960394911,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3960394907,59,"23, 28, 3, 6, 5, 2, 26, 27, 10, 13, 17, 1, 7, 8, 11, 19, 29, 35",3960394915,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3960422913,197,16726,3960394913,194,3zl5ec82f8zebkxkfdz16e3th,3960394905,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3960394903,30,"cb0y1hi0ozn1rx00vx6a1xr6x, 4s2umn33b5fo5zcpkwjcbry7d, bhl2kwvi52osrdsdnbtw45lyi, ez47kkcz2wgypddldq97yz2dx, 3zl5ec82f8zebkxkfdz16e3th, 7mgwfxva7w88k90jhjd1wx3o5, abfwfqsv8o9xsnkor896869cl, dhnssdf1iuorniavvla5zbwx6, bcb8xguyk226cmw4wvkkxpgix, 1hcnrw2udxcdff6bre73sv1pm, uyhh5u2ezau9f095symdh3sa, 26vm9o1w3l4behscs3hk4d8x6, cl816ciqmvh4bjzm9vjq4wyga, czbwauhn3z2a0t8t6qreuq1yi, 11kqna4zthfmc592eudehj3oq, 4gn22fnshsmgxyayuj2p77v85, dby4dlsu0mcjg51czovmyjvxm, 6jri9zzc1ccwcof95srv8h4pg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050083,2,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2022-12-30T08:46:23.672Z,2022-12-30T08:46:23Z,3960425515,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050087,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-12-30T08:46:23.672Z,2022-12-30T19:09:12Z,3960425517,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050093,3,1,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,50,50,2022-12-30T08:46:23.772Z,2022-12-30T19:16:15Z,3960919325,189,,3960425543,140,39.7,3960425545,141,47.6,3960425541,56,Back,3960425549,213,3.3,3960425547,212,10.9,3960425551,279,S,,,,dpre9cmklv12i80xbyqnku505,A. Prijović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050095,4,1,1,0,2,7p460lrzt1kmp4rsofqa47eqy,1,39.7,46,2022-12-30T08:46:26.309Z,2022-12-30T19:16:30Z,3960425567,213,4.9,3960425563,141,20.0,3960425565,212,17.9,3960425559,56,Back,3960425561,140,42.3,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050097,5,1,1,0,5,7p460lrzt1kmp4rsofqa47eqy,1,43.7,19.4,2022-12-30T08:46:29.085Z,2022-12-30T19:17:07Z,3960425579,213,5.5,3960425571,56,Right,3960425577,212,16.7,3960425573,140,55.3,3960425575,141,2.5,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050099,6,1,1,0,6,7p460lrzt1kmp4rsofqa47eqy,1,56.3,2.7,2022-12-30T08:46:29.677Z,2022-12-30T19:17:14Z,3960425587,56,Back,3960425589,140,46.0,3960425593,212,12.0,3960425595,213,2.7,3960425591,141,10.4,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050103,7,1,1,0,7,7p460lrzt1kmp4rsofqa47eqy,1,44.9,8.3,2022-12-30T08:46:31.269Z,2022-12-30T19:17:22Z,3960425619,212,16.4,3960425613,56,Back,3960425615,140,35.3,3960425617,141,27.4,3960425621,213,2.2,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494050109,8,1,1,0,8,7p460lrzt1kmp4rsofqa47eqy,1,36,35.5,2022-12-30T08:46:32.093Z,2022-12-30T19:17:53Z,3960425639,141,59.4,3960425637,140,34.3,3960425641,212,16.3,3960425643,213,1.7,3960425635,56,Back,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
