id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/14/value,keyPass,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,assist
2497073495,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-01-14T10:14:36.637Z,2023-01-14T19:36:02Z,3976312179,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 974s3rwvb2ls1k1no4hlaz8ph, 4ehmmuuxljgliiz7f7298h61h, 9634dv110vlqnf02k4yif14np, 49ctudxdwjkrhz6n3ykjpmdey, c243bbqbc7agln9jpv0faa6dx, bu8z6ig5wrrtgsm1qhe4fxe51, b255io6lia16l5dzuxfpruhud, aiehjyb5unahdn0somr3ewa1h, 4rg5d1oo8rtclemhci81i6xg5, dgffw31wnpl5u0304dpdet52h, cr52lkk2tjwlz0gd34b0klyad, cuaqqokt0c82wz0bc0tt10rxm, 53g522ox4zpljnu57fcf4meei, 8b5ohtv882jce0823nuo0ugvd, ctrffnfu5yqmqf9nqyex5ky22, 1jztjm4e2ram1rrx1meaqu44q",3976312191,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976312183,59,"1, 23, 18, 26, 2, 29, 17, 22, 9, 10, 11, 5, 8, 12, 19, 20, 25, 27",3976312185,130,4,3976312189,194,4ehmmuuxljgliiz7f7298h61h,3976400735,197,868,3976312187,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976312181,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497073835,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-01-14T10:16:20.915Z,2023-01-14T11:34:26Z,3976313951,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3976400363,197,884,3976313945,130,11,3976313949,194,7vq2cctowa657lg0v740lhtjp,3976313947,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3976313941,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3976313939,30,"1vr7xk50jy6ytnogke8h6ciga, 5pjrdhytzrteyqxxcvxxhjqax, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, bnpu23zlwzn5gtr4t8j8qtnh0, cufgsqfkltgeb7ak2uan2dqdx, 7vq2cctowa657lg0v740lhtjp, djz5cm1g7ouen2y4o7w35jbl6, 9sczcrp79182vio8prnrw5kdm, 4wk0sw7u4c17v2owhx5bhmusq, 5c8v9xugyq3jm2kik1eeoptnu, 61rdelnm1qf1rh24z6omazu1h, 869lv47g5aohwwzeyzx9xmt7u, 1e1wh213cg8q6lsqa3kvbjdka, 90cmfctiu1b17s790t26ddcd1, 4oqiyxgv3i7lhki54wqjtyqz8, d1vlidmmd1z2oc6h24i2v5fro",3976313943,59,"13, 2, 14, 5, 29, 37, 7, 8, 12, 4, 16, 3, 18, 19, 20, 33, 36, 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093509,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-01-14T11:30:14.868Z,2023-01-14T18:49:48Z,3976402821,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093501,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-01-14T11:30:14.868Z,2023-01-14T11:30:15Z,3976402783,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093521,3,1,1,0,1,38ui5tfi8anjuh533emny2tz1,1,50,50,2023-01-14T11:30:15.968Z,2023-01-14T19:34:57Z,3976402885,140,37.1,3976402891,212,13.5,3976402899,279,S,3976402889,141,50.1,3976402881,56,Back,3976402895,213,3.1,,,,,,,b255io6lia16l5dzuxfpruhud,A. Le Fondre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093529,4,1,1,0,3,38ui5tfi8anjuh533emny2tz1,1,37.1,50.1,2023-01-14T11:30:17.873Z,2023-01-14T11:30:20Z,3976402923,56,Back,3976402925,140,34.8,3976402931,213,4.6,3976402929,212,19.5,3976402927,141,21.6,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093533,5,1,1,0,5,38ui5tfi8anjuh533emny2tz1,1,34.7,21.6,2023-01-14T11:30:19.969Z,2023-01-14T11:30:21Z,3976402945,212,12.5,3976402947,213,0.7,3976402941,140,44.1,3976402943,141,32.8,3976402939,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093541,6,1,1,0,6,38ui5tfi8anjuh533emny2tz1,1,44.1,32.5,2023-01-14T11:30:21.057Z,2023-01-14T11:30:25Z,3976403015,212,12.6,3976403009,56,Back,3976403013,141,22.7,3976403011,140,33.9,3976403017,213,3.7,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093549,7,1,1,0,10,38ui5tfi8anjuh533emny2tz1,1,31.4,34.5,2023-01-14T11:30:24.930Z,2023-01-14T11:30:27Z,3976403045,213,1.7,3976403039,140,29.0,3976403043,212,18.5,3976403041,141,61.5,3976403037,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497093557,8,1,1,0,12,38ui5tfi8anjuh533emny2tz1,1,29,61.7,2023-01-14T11:30:27.569Z,2023-01-14T11:30:30Z,3976403091,140,29.1,3976403093,141,34.2,3976403097,213,4.7,3976403089,56,Back,3976403095,212,18.7,,,,,,,,,,49ctudxdwjkrhz6n3ykjpmdey,A. Gurd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
