id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/13/value
2468633007,252,3,1,27,9,v046no35g7ebk8lytdjmfb43,0,92,92.4,2022-10-08T06:29:18.724Z,2022-10-08T06:29:19Z,3826165889,286,,3826165887,56,Left,3826165905,211,,,,,,,,,,,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633015,244,49,1,27,11,7jv344gvcvgqg7oeuc9u554dm,1,6.8,25.5,2022-10-08T06:29:20.350Z,2022-10-08T06:29:20Z,,,,,,,,,,,,,,,,,,,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633091,245,1,1,27,13,7jv344gvcvgqg7oeuc9u554dm,1,7.5,24.9,2022-10-08T06:29:23.053Z,2022-10-08T06:29:28Z,3826166295,140,25.3,3826166291,56,Back,3826166303,212,20.4,3826166307,213,5.9,3826166297,141,12.9,,,,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633103,246,1,1,27,19,7jv344gvcvgqg7oeuc9u554dm,0,11.1,1.9,2022-10-08T06:29:28.525Z,2022-10-08T06:29:30Z,3826166391,56,Back,3826166395,141,23.9,3826166399,213,0.5,3826166397,212,31.1,3826166393,140,37.1,,,,,,,,,,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633107,253,49,1,27,21,v046no35g7ebk8lytdjmfb43,1,61,74.4,2022-10-08T06:29:30.428Z,2022-10-08T06:29:30Z,,,,,,,,,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633125,254,1,1,27,22,v046no35g7ebk8lytdjmfb43,1,66.8,66.8,2022-10-08T06:29:31.836Z,2022-10-08T06:29:33Z,3826166517,212,13.1,3826166519,213,0.4,3826166513,140,78.4,3826166511,56,Center,3826166515,141,73.8,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633133,255,1,1,27,24,v046no35g7ebk8lytdjmfb43,1,78.2,73.8,2022-10-08T06:29:33.115Z,2022-10-08T06:29:34Z,3826166569,141,78.5,3826166563,56,Center,3826166565,140,75.5,3826166573,213,2.3,3826166571,212,4.3,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633147,256,1,1,27,25,v046no35g7ebk8lytdjmfb43,1,75.5,78.5,2022-10-08T06:29:34.436Z,2022-10-08T06:29:36Z,3826166653,140,93.4,3826166651,56,Center,3826166655,141,68.4,3826166657,212,20.0,3826166659,213,5.9,3826166649,155,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633167,257,1,1,27,27,v046no35g7ebk8lytdjmfb43,0,94.1,68.6,2022-10-08T06:29:36.837Z,2022-10-08T06:29:40Z,3826166759,141,29.2,3826166769,213,4.8,3826166765,212,26.9,3826166753,56,Center,3826166755,140,96.7,3826166751,155,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633179,247,49,1,27,31,7jv344gvcvgqg7oeuc9u554dm,1,3.2,75.1,2022-10-08T06:29:40.724Z,2022-10-08T06:29:40Z,,,,,,,,,,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633209,248,1,1,27,31,7jv344gvcvgqg7oeuc9u554dm,0,3.2,75.1,2022-10-08T06:29:41.111Z,2022-10-08T06:44:25Z,3826166953,141,59.4,3826166951,140,47.2,3826166955,212,47.4,3826166957,213,6.1,3826166959,1,,3826166947,157,,3826166949,56,Back,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633211,249,43,1,27,35,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-08T06:29:44.574Z,2022-10-08T06:30:36Z,3826166969,285,0,3826166967,56,Back,3826169069,144,44,,,,,,,,,,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633221,258,44,1,27,35,v046no35g7ebk8lytdjmfb43,1,54.2,40.4,2022-10-08T06:29:44.677Z,2022-10-08T06:29:45Z,3826167021,233,250,3826167001,56,Center,3826167003,286,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633215,250,44,1,27,35,7jv344gvcvgqg7oeuc9u554dm,0,45.8,59.6,2022-10-08T06:29:44.678Z,2022-10-08T06:29:46Z,3826167031,233,258,3826166985,285,,3826166983,56,Back,,,,,,,,,,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633247,259,1,1,27,36,v046no35g7ebk8lytdjmfb43,1,55.5,40.1,2022-10-08T06:29:45.219Z,2022-10-08T06:29:48Z,3826167143,56,Center,3826167151,213,0.8,3826167145,140,71.1,3826167141,3,,3826167147,141,63.9,3826167149,212,23.0,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633249,260,49,1,27,38,v046no35g7ebk8lytdjmfb43,1,71.1,63.9,2022-10-08T06:29:48.069Z,2022-10-08T06:29:48Z,,,,,,,,,,,,,,,,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633269,261,1,1,27,39,v046no35g7ebk8lytdjmfb43,1,71.1,63.9,2022-10-08T06:29:48.356Z,2022-10-08T06:29:50Z,3826167275,140,77.2,3826167273,56,Center,3826167277,141,78.7,3826167279,212,11.9,3826167281,213,1.0,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633293,262,1,1,27,41,v046no35g7ebk8lytdjmfb43,1,77.2,78.7,2022-10-08T06:29:50.228Z,2022-10-08T06:29:52Z,3826167409,212,16.6,3826167407,141,81.1,3826167411,213,0.1,3826167403,56,Left,3826167405,140,92.9,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633303,263,1,1,27,43,v046no35g7ebk8lytdjmfb43,0,97,77.1,2022-10-08T06:29:52.461Z,2022-10-08T06:29:54Z,3826167479,140,96.8,3826167475,56,Center,3826167483,212,14.1,3826167469,2,,3826167485,213,4.7,3826167481,141,56.3,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633363,251,12,1,27,44,7jv344gvcvgqg7oeuc9u554dm,1,3,42.5,2022-10-08T06:29:53.863Z,2022-10-08T06:30:53Z,3826167767,56,Back,3826167769,140,0.0,3826169721,167,,3826167775,213,4.3,3826167771,141,24.4,3826167773,212,13.2,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633397,252,6,1,27,45,7jv344gvcvgqg7oeuc9u554dm,0,1.6,29.2,2022-10-08T06:29:54.727Z,2022-10-08T06:30:08Z,3826168023,56,Back,3826168025,73,,3826168117,233,264,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633341,264,6,1,27,45,v046no35g7ebk8lytdjmfb43,1,98.4,70.8,2022-10-08T06:29:54.727Z,2022-10-08T06:49:09Z,3826167665,73,,3826167663,56,Center,3826168105,233,252,,,,,,,,,,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633583,265,1,1,28,27,v046no35g7ebk8lytdjmfb43,0,99.5,99.5,2022-10-08T06:30:36.902Z,2022-10-08T06:30:38Z,3826169177,140,97.1,3826169179,141,56.0,3826169167,2,,3826169169,6,,3826169183,213,4.6,3826169181,212,29.7,3826169173,223,,3826169175,56,Center,abfwfqsv8o9xsnkor896869cl,J. O'Shea,3826169171,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633605,253,12,1,28,30,7jv344gvcvgqg7oeuc9u554dm,1,4.2,41.9,2022-10-08T06:30:40.040Z,2022-10-08T06:30:41Z,3826169313,15,,3826169305,140,25.5,3826169311,213,6.2,3826169303,56,Back,3826169309,212,22.6,3826169307,141,37.6,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633611,266,61,1,28,33,v046no35g7ebk8lytdjmfb43,1,69.5,59.4,2022-10-08T06:30:42.750Z,2022-10-08T06:30:42Z,3826169329,56,Center,,,,,,,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633633,267,4,1,28,35,v046no35g7ebk8lytdjmfb43,1,69.7,64.5,2022-10-08T06:30:44.407Z,2022-10-08T06:30:46Z,3826169441,152,,3826169445,286,,3826169443,265,,3826169455,233,254,3826169439,56,Center,3826169437,13,,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633625,254,4,1,28,35,7jv344gvcvgqg7oeuc9u554dm,0,30.3,35.5,2022-10-08T06:30:44.408Z,2022-10-08T06:30:46Z,3826169475,233,267,3826169413,265,,3826169415,285,,3826169409,56,Back,3826169411,152,,3826169407,13,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633881,268,1,1,29,15,v046no35g7ebk8lytdjmfb43,1,70.2,73,2022-10-08T06:31:24.983Z,2022-10-08T06:45:42Z,3826170921,213,5.6,3826170909,155,,3826171547,210,13,3826170917,141,38.8,3826170915,140,95.9,3826170911,152,,3826204235,1,,3826170907,5,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,3826171549,154,3826170919,212,,1,35.6,3826170905,2,3826170913,56,,Center,,,,,,,,,,,,,,,,
2468633893,269,44,1,29,19,v046no35g7ebk8lytdjmfb43,1,95.9,40.8,2022-10-08T06:31:28.263Z,2022-10-08T06:31:34Z,3826170973,286,,3826170971,56,Center,3826171005,233,255,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633887,255,44,1,29,19,7jv344gvcvgqg7oeuc9u554dm,0,4.1,59.2,2022-10-08T06:31:28.264Z,2022-10-08T06:31:41Z,3826171027,233,269,3826170939,56,Back,3826170941,285,,,,,,,,,,,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633895,270,13,1,29,19,v046no35g7ebk8lytdjmfb43,1,95.2,38.6,2022-10-08T06:31:28.583Z,2022-10-08T06:45:42Z,3826171557,154,,3826171569,231,45.7,3826205847,84,,3826171563,102,41.7,3826171555,29,,3826171551,24,,3826171559,55,268,3826171239,15,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,3826171567,230,3826170979,60,98.8,,,3826171565,103,3826170981,56,15.3,Center,3826171243,328,,,,,,,,,,,,,,
2468633903,256,5,1,29,20,7jv344gvcvgqg7oeuc9u554dm,1,-0.6,60.9,2022-10-08T06:31:29.799Z,2022-10-08T06:54:58Z,3826171021,56,Back,3826171023,346,,3826171613,361,,3826171049,233,271,,,,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468633905,271,5,1,29,20,v046no35g7ebk8lytdjmfb43,0,100.6,39.1,2022-10-08T06:31:29.799Z,2022-10-08T06:31:46Z,3826171053,233,256,3826171035,346,,3826171615,361,,3826171033,56,Center,,,,,,,,,,,,,dbtn3hglkg6kfkvkz6gvs6x1x,C. Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634089,257,1,1,29,42,7jv344gvcvgqg7oeuc9u554dm,1,4.1,57.3,2022-10-08T06:31:51.899Z,2022-10-08T06:32:04Z,3826172189,213,0.1,3826172187,212,55.9,3826172191,1,,3826172195,74,,3826172183,140,56.8,3826172181,56,Center,3826172185,141,69.3,3826172179,124,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634093,258,4,1,29,49,7jv344gvcvgqg7oeuc9u554dm,1,59.9,74.8,2022-10-08T06:31:58.922Z,2022-10-08T06:32:01Z,3826172215,286,,3826172207,13,,3826172211,56,Center,3826172209,294,,3826172213,152,,3826172219,233,272,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634091,272,4,1,29,49,v046no35g7ebk8lytdjmfb43,0,40.1,25.2,2022-10-08T06:31:58.923Z,2022-10-08T06:32:01Z,3826172203,152,,3826172197,13,,3826172199,294,,3826172205,285,,3826172201,56,Back,3826172225,233,258,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634157,259,1,1,30,4,7jv344gvcvgqg7oeuc9u554dm,1,66.1,73.6,2022-10-08T06:32:14.026Z,2022-10-08T06:32:16Z,3826172645,140,59.9,3826172643,56,Left,3826172651,213,2.0,3826172639,152,,3826172637,5,,3826172649,212,14.2,3826172647,141,92.1,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634169,260,1,1,30,7,7jv344gvcvgqg7oeuc9u554dm,1,58.5,91.2,2022-10-08T06:32:16.466Z,2022-10-08T06:32:19Z,3826172707,213,3.4,3826172699,56,Back,3826172703,141,85.6,3826172701,140,41.4,3826172705,212,18.4,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634201,261,1,1,30,9,7jv344gvcvgqg7oeuc9u554dm,1,40,84.7,2022-10-08T06:32:18.946Z,2022-10-08T06:32:24Z,3826172913,212,36.3,3826172915,213,4.7,3826172911,141,31.3,3826172917,1,,3826172907,56,Back,3826172909,140,40.8,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634213,262,1,1,30,14,7jv344gvcvgqg7oeuc9u554dm,1,44.4,21,2022-10-08T06:32:23.899Z,2022-10-08T06:32:26Z,3826173017,140,40.8,3826173019,141,9.1,3826173015,56,Back,3826173021,212,8.9,3826173023,213,4.3,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634217,263,1,1,30,17,7jv344gvcvgqg7oeuc9u554dm,0,39.9,1.6,2022-10-08T06:32:26.387Z,2022-10-08T06:32:27Z,3826173077,213,6.1,3826173073,141,0.0,3826173071,140,53.0,3826173075,212,13.9,3826173067,155,,3826173069,56,Right,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634219,264,5,1,30,18,7jv344gvcvgqg7oeuc9u554dm,0,48.8,-1.8,2022-10-08T06:32:27.688Z,2022-10-08T06:32:37Z,3826173437,233,273,3826173085,347,,3826173083,56,Back,,,,,,,,,,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634259,273,5,1,30,18,v046no35g7ebk8lytdjmfb43,1,51.2,101.8,2022-10-08T06:32:27.688Z,2022-10-08T06:54:58Z,3826173405,56,Left,3826173407,347,,3826173415,233,264,,,,,,,,,,,,,,,,7mgwfxva7w88k90jhjd1wx3o5,S. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634273,274,1,1,30,27,v046no35g7ebk8lytdjmfb43,1,40.1,100,2022-10-08T06:32:36.921Z,2022-10-08T06:32:37Z,3826173469,56,Back,3826173467,107,,3826173475,212,11.8,3826173471,140,40.5,3826173473,141,84.7,3826173477,213,4.7,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634285,275,1,1,30,28,v046no35g7ebk8lytdjmfb43,1,40.5,84.7,2022-10-08T06:32:37.721Z,2022-10-08T06:32:38Z,3826173525,213,1.6,3826173523,212,7.2,3826173519,141,95.3,3826173511,56,Back,3826173515,140,40.6,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634303,276,1,1,30,29,v046no35g7ebk8lytdjmfb43,1,40.6,95.3,2022-10-08T06:32:38.465Z,2022-10-08T06:32:42Z,3826173701,212,13.3,3826173703,213,3.2,3826173697,140,28.0,3826173699,141,94.2,3826173695,56,Back,,,,,,,,,,uyhh5u2ezau9f095symdh3sa,C. Armiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634337,277,1,1,30,33,v046no35g7ebk8lytdjmfb43,1,26.6,76.7,2022-10-08T06:32:42.570Z,2022-10-08T06:32:47Z,3826173913,140,10.9,3826173919,213,3.9,3826173917,212,23.5,3826173915,141,52.0,3826173911,56,Back,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634357,278,1,1,30,37,v046no35g7ebk8lytdjmfb43,0,12.9,46.8,2022-10-08T06:32:47.058Z,2022-10-08T06:32:51Z,3826174079,155,,3826174085,141,8.5,3826174081,56,Back,3826174083,140,46.4,3826174091,1,,3826174089,213,5.6,3826174087,212,43.8,,,,cb0y1hi0ozn1rx00vx6a1xr6x,J. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634351,265,44,1,30,41,7jv344gvcvgqg7oeuc9u554dm,1,53,91.9,2022-10-08T06:32:50.460Z,2022-10-08T06:32:52Z,3826174055,56,Left,3826174057,286,,3826174153,233,279,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634363,279,44,1,30,41,v046no35g7ebk8lytdjmfb43,0,47,8.1,2022-10-08T06:32:50.461Z,2022-10-08T06:32:52Z,3826174161,233,265,3826174119,285,,3826174117,56,Back,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634361,266,1,1,30,41,7jv344gvcvgqg7oeuc9u554dm,0,52.7,89.6,2022-10-08T06:32:50.723Z,2022-10-08T06:32:51Z,3826174109,212,3.9,3826174107,141,89.9,3826174111,213,0.1,3826174103,56,Left,3826174101,3,,3826174105,140,56.4,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634367,280,61,1,30,42,v046no35g7ebk8lytdjmfb43,1,46.4,8.5,2022-10-08T06:32:51.641Z,2022-10-08T06:32:52Z,3826174147,56,Back,,,,,,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634375,267,1,1,30,43,7jv344gvcvgqg7oeuc9u554dm,0,37,81.5,2022-10-08T06:32:52.980Z,2022-10-08T06:32:53Z,3826174193,1,,3826174191,213,0.3,3826174183,56,Back,3826174189,212,4.8,3826174187,141,83.5,3826174185,140,41.4,3826174181,157,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634373,281,61,1,30,43,v046no35g7ebk8lytdjmfb43,1,53,14.1,2022-10-08T06:32:53.026Z,2022-10-08T06:32:53Z,3826174175,56,Right,,,,,,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634377,268,49,1,30,44,7jv344gvcvgqg7oeuc9u554dm,1,36.2,73.9,2022-10-08T06:32:53.965Z,2022-10-08T06:32:54Z,,,,,,,,,,,,,,,,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634385,269,1,1,30,45,7jv344gvcvgqg7oeuc9u554dm,1,39.9,76.6,2022-10-08T06:32:54.524Z,2022-10-08T06:32:56Z,3826174253,140,46.3,3826174251,56,Back,3826174255,141,68.8,3826174259,213,5.6,3826174257,212,8.6,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634389,270,1,1,30,47,7jv344gvcvgqg7oeuc9u554dm,0,46.3,68.8,2022-10-08T06:32:56.236Z,2022-10-08T06:32:56Z,3826174283,140,59.0,3826174287,212,13.3,3826174285,141,68.4,3826174281,56,Center,3826174291,213,6.3,,,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634391,282,8,1,30,47,v046no35g7ebk8lytdjmfb43,1,36.6,27.4,2022-10-08T06:32:56.722Z,2022-10-08T06:32:56Z,3826174297,56,Back,,,,,,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634395,283,49,1,30,48,v046no35g7ebk8lytdjmfb43,1,36.6,27.4,2022-10-08T06:32:57.210Z,2022-10-08T06:32:57Z,,,,,,,,,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634417,284,1,1,30,50,v046no35g7ebk8lytdjmfb43,1,51.1,24.2,2022-10-08T06:32:59.642Z,2022-10-08T06:33:00Z,3826174501,56,Center,3826174505,141,24.2,3826174503,140,59.9,3826174509,213,0,3826174507,212,9.2,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634437,285,1,1,30,51,v046no35g7ebk8lytdjmfb43,1,59.9,24.2,2022-10-08T06:33:00.378Z,2022-10-08T06:33:05Z,3826174605,56,Right,3826174613,213,4.6,3826174609,141,5.2,3826174611,212,13.0,3826174607,140,58.4,,,,,,,,,,czbwauhn3z2a0t8t6qreuq1yi,R. Danzaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634439,286,61,1,30,55,v046no35g7ebk8lytdjmfb43,1,63.8,4.7,2022-10-08T06:33:05.011Z,2022-10-08T06:33:05Z,3826174621,56,Right,,,,,,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634453,287,1,1,30,57,v046no35g7ebk8lytdjmfb43,0,70.7,3.1,2022-10-08T06:33:06.730Z,2022-10-08T06:33:08Z,3826174709,1,,3826174707,213,1.1,3826174697,155,,3826174699,56,Center,3826174701,140,86.1,3826174705,212,34.1,3826174703,141,47.3,3826174695,2,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634467,271,61,1,31,0,7jv344gvcvgqg7oeuc9u554dm,1,14.6,53.6,2022-10-08T06:33:09.725Z,2022-10-08T06:33:09Z,3826174787,56,Back,,,,,,,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634469,272,49,1,31,1,7jv344gvcvgqg7oeuc9u554dm,1,10.3,72.3,2022-10-08T06:33:10.831Z,2022-10-08T06:33:10Z,,,,,,,,,,,,,,,,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634477,273,1,1,31,1,7jv344gvcvgqg7oeuc9u554dm,1,10.3,72.3,2022-10-08T06:33:10.996Z,2022-10-08T06:33:13Z,3826174833,56,Back,3826174835,140,8.6,3826174841,213,1.7,3826174839,212,11.7,3826174837,141,89.3,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634479,274,1,1,31,4,7jv344gvcvgqg7oeuc9u554dm,0,11.6,92.9,2022-10-08T06:33:13.341Z,2022-10-08T06:33:16Z,3826174885,56,Center,3826174883,155,,3826174887,140,57.1,3826174889,141,78.2,3826174895,1,,3826174891,212,48.8,3826174893,213,6.1,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634481,288,1,1,31,7,v046no35g7ebk8lytdjmfb43,0,45,18.8,2022-10-08T06:33:16.626Z,2022-10-08T06:33:17Z,3826174907,213,0.1,3826174899,56,Center,3826174897,3,,3826174903,141,22.0,3826174901,140,60.3,3826174905,212,16.2,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634493,275,1,1,31,9,7jv344gvcvgqg7oeuc9u554dm,0,36.9,72.7,2022-10-08T06:33:18.916Z,2022-10-08T06:33:19Z,3826175007,140,56.1,3826175009,141,70.6,3826175011,212,20.2,3826175003,3,,3826175013,213,6.2,3826175005,56,Center,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468634495,289,49,1,31,11,v046no35g7ebk8lytdjmfb43,1,42.4,27.8,2022-10-08T06:33:20.771Z,2022-10-08T06:33:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
