id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2533430815,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-04-15T08:41:30.773Z,2023-04-15T09:55:37Z,4189282429,194,e8iey6bpyyfd0u8lovucrc2xh,4189282425,130,15,4189282431,197,891,4189282421,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4189282419,30,"98blyfvs09u1j6m7ltbqai9xx, 26h572pq2qiac1raqk6g0jvh0, 4rv3p2e0scrkce2l3budvzqol, dxb1r4gqgxkngb0pzvfby9iol, 9iebtrpherpydugn7m9hrcl3p, 3ivpa9dqlbrg7dc71nsmaw1d5, pc2pewu255axe28t955qjcnp, dreyp9vpkgl8t38erpkrfwsbu, e8iey6bpyyfd0u8lovucrc2xh, 1yqlkot5sh85ot3eemo67djv9, evh60twv2ab6si0q78fqi9coa, af9qi36c0nm8eso8z5ah8yyuh, b9etmvw7ljdrjbsw632ey0nhl, 6fx6x1x0v02v094w754htlfx1, dmj5oe18blqnxozkfd8q5myfp, bb4iwletl36hvcn0rthlrm8a2, 9xqw0h9piwsalgt47y5m6fr2t, 3n3jrt6gx6o1z1q2nq0qmaxhw",4189282423,59,"20, 31, 3, 4, 5, 16, 26, 28, 10, 23, 9, 1, 2, 8, 11, 14, 17, 33",4189282433,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189282427,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533432153,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-15T08:45:47.415Z,2023-04-15T08:45:52Z,4189288399,30,"dmxzug2enscx331w5vmdzn2s5, 2g39f2y5dqwg3q4sw2jf6x6g9, 2wnqoxtt8xlglpndyjb5rb622, w8u1a5hrtitytfof3jk0zbh1, 46acb400oivj94jwu3i3lrxsl, yhkueqgsvvd5fzdffg9nky51, 5hylntpne6d7xwey2v9d9lg8a, vfwu1evhxgeeza1pvkyaxgph, cl3z842ngppg6uu3tlusruep5, njzhdtpegev8seam0oe0zpp1, 91lwbi9gd4crrnmt30yld307p, 3ff82uwwa2eb4k4yh7f1144id, 2nn6berxelojkxb2rjjnqw4id, c575swutxi9er3j9txklhrzoq, ez47kkcz2wgypddldq97yz2dx, bzzknt1y8qkmcon3vw7hdadp1, 5ub4d2vf2s1fujgoa2at29aay, 21ngdkjv2nhbacznidnyq82ui",4189288411,197,17986,4189288401,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4189288405,130,2,4189288409,194,w8u1a5hrtitytfof3jk0zbh1,4189288403,59,"20, 16, 3, 8, 5, 21, 24, 4, 19, 10, 7, 1, 6, 11, 14, 18, 26, 46",4189288413,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189288407,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533445265,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2023-04-15T09:45:22.881Z,2023-04-15T09:45:23Z,4189339673,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533445267,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-04-15T09:45:22.881Z,2023-04-15T12:52:29Z,4189339687,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533445277,3,1,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,50,50,2023-04-15T09:45:22.981Z,2023-04-15T09:45:25Z,4189339731,56,Back,4189339739,213,3.1,4189339735,141,50.0,4189339733,140,32.4,4189339743,279,S,4189339737,212,18.5,,,,,,,cl3z842ngppg6uu3tlusruep5,F. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533445301,4,1,1,0,1,9xmhnv6im8h7c9e17oqvcx8gl,1,32.4,50,2023-04-15T09:45:24.862Z,2023-04-15T09:45:28Z,4189339827,56,Back,4189339833,212,3.3,4189339831,141,45.1,4189339829,140,32.1,4189339835,213,4.6,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533445331,5,1,1,0,5,9xmhnv6im8h7c9e17oqvcx8gl,0,34.9,46.6,2023-04-15T09:45:28.382Z,2023-04-15T09:45:34Z,4189339993,141,89.4,4189339991,140,79.7,4189339999,1,,4189339989,56,Left,4189339995,212,55.3,4189339987,155,,4189339997,213,0.6,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533446221,45,44,1,0,6,6h553bwfqkoxayuv80uikkn42,1,21.9,11.8,2023-04-15T09:45:28.975Z,2023-04-15T12:34:15Z,4189344865,56,Back,4189344867,285,,4189344877,233,44,,,,,,,,,,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533446247,44,44,1,0,6,9xmhnv6im8h7c9e17oqvcx8gl,0,78.1,88.2,2023-04-15T09:45:28.976Z,2023-04-15T12:34:15Z,4189344721,233,45,4189344715,56,Left,4189344717,286,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533445347,3,1,1,0,6,6h553bwfqkoxayuv80uikkn42,1,18,8.8,2023-04-15T09:45:29.308Z,2023-04-15T15:12:59Z,4189340065,213,0.8,4189340061,141,25.2,4189340057,56,Back,4189340063,212,15.2,4189340055,3,,4189340059,140,27.8,,,,,,,26h572pq2qiac1raqk6g0jvh0,A. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
