id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2474890715,188,12,1,18,28,7p460lrzt1kmp4rsofqa47eqy,1,13.8,51.8,2022-10-21T09:03:40.097Z,2022-10-22T16:32:52Z,3859403433,56,Back,3859403455,15,,3859403437,141,70.3,3859403435,140,37.1,3859403439,212,27.5,3859403441,213,0.5,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890739,185,1,1,18,31,7jv344gvcvgqg7oeuc9u554dm,1,65.3,33.9,2022-10-21T09:03:43.124Z,2022-10-22T11:53:36Z,3859403545,213,2.6,3859403543,212,22.6,3859403539,140,47.3,3859403541,141,52.2,3859403537,56,Back,,,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890749,186,1,1,18,33,7jv344gvcvgqg7oeuc9u554dm,1,53.7,56.9,2022-10-21T09:03:45.108Z,2022-10-22T11:53:36Z,3859403615,212,13.8,3859403617,213,1.4,3859403611,140,55.9,3859403609,56,Center,3859403613,141,76.9,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890765,187,1,1,18,36,7jv344gvcvgqg7oeuc9u554dm,1,54.3,80.6,2022-10-21T09:03:47.524Z,2022-10-22T12:47:57Z,3859403705,141,79.8,3859403701,56,Left,3859403707,212,11.2,3859403709,213,6.2,3859403703,140,65.0,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890781,188,1,1,18,38,7jv344gvcvgqg7oeuc9u554dm,1,63.8,80,2022-10-21T09:03:49.972Z,2022-10-22T12:48:03Z,3859403789,212,15.1,3859403785,140,61.4,3859403787,141,58.1,3859403791,213,4.5,3859403783,56,Center,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890803,189,1,1,18,41,7jv344gvcvgqg7oeuc9u554dm,1,61.7,60.2,2022-10-21T09:03:52.837Z,2022-10-22T12:48:07Z,3859403945,140,56.1,3859403951,213,4.5,3859403947,141,25.5,3859403949,212,24.3,3859403943,56,Center,,,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890817,190,1,1,18,45,7jv344gvcvgqg7oeuc9u554dm,0,58,18.5,2022-10-21T09:03:56.836Z,2022-10-22T11:53:35Z,3859404013,141,7.3,3859404009,56,Right,3859404017,213,5.9,3859404011,140,74.0,3859404015,212,18.4,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890835,189,8,1,18,49,7p460lrzt1kmp4rsofqa47eqy,1,29,97.4,2022-10-21T09:04:00.458Z,2022-10-22T12:48:14Z,3861761067,385,,3859404149,56,Back,,,,,,,,,,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890863,191,1,1,18,50,7jv344gvcvgqg7oeuc9u554dm,1,57.4,5.2,2022-10-21T09:04:01.859Z,2022-10-22T11:53:35Z,3859404307,141,16.4,3859404309,212,8.4,3859404303,56,Right,3859404305,140,60.8,3859404311,213,1.1,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890887,192,1,1,18,54,7jv344gvcvgqg7oeuc9u554dm,1,49.9,29.1,2022-10-21T09:04:05.429Z,2022-10-22T12:48:29Z,3859404435,213,1.9,3859404433,212,26.0,3859404429,140,40.9,3859404431,141,64.7,3859404427,56,Back,,,,,,,,,,6cke7ckocw7epjg5gj6exuytx,C. Noone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890911,193,1,1,18,57,7jv344gvcvgqg7oeuc9u554dm,1,44.8,65.1,2022-10-21T09:04:08.388Z,2022-10-22T11:53:34Z,3859404593,140,44.4,3859404591,56,Back,3859404597,212,14.2,3859404595,141,86.0,3859404599,213,1.6,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890917,194,1,1,19,2,7jv344gvcvgqg7oeuc9u554dm,1,46.4,86.6,2022-10-21T09:04:13.620Z,2022-10-22T11:53:34Z,3859404619,56,Center,3859404623,141,66.6,3859404625,212,15.2,3859404627,213,5.2,3859404621,140,52.9,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890921,195,1,1,19,3,7jv344gvcvgqg7oeuc9u554dm,0,52.9,66.6,2022-10-21T09:04:15.125Z,2022-10-22T11:53:34Z,3859404655,213,0.4,3859404649,140,59.8,3859404647,56,Center,3859404651,141,70.5,3859404653,212,7.7,3859404645,155,,,,,,,,6cke7ckocw7epjg5gj6exuytx,C. Noone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890951,190,61,1,19,7,7p460lrzt1kmp4rsofqa47eqy,1,40.5,42.8,2022-10-21T09:04:18.778Z,2022-10-22T11:52:06Z,3859404797,56,Back,,,,,,,,,,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474890967,191,49,1,19,10,7p460lrzt1kmp4rsofqa47eqy,1,36.3,68.7,2022-10-21T09:04:22.331Z,2022-10-22T11:52:06Z,,,,,,,,,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891013,192,1,1,19,11,7p460lrzt1kmp4rsofqa47eqy,1,32.5,69.9,2022-10-21T09:04:22.505Z,2022-10-22T12:48:54Z,3859405105,141,82.9,3859405107,212,18.0,3859405101,56,Back,3859405109,213,0.5,3859405103,140,47.4,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891029,193,1,1,19,17,7p460lrzt1kmp4rsofqa47eqy,1,85.3,73.9,2022-10-21T09:04:28.425Z,2022-10-22T11:52:05Z,3859405173,212,18.0,3859405171,141,48.1,3859405167,56,Center,3859405169,140,89.3,3859405175,213,4.9,,,,,,,,,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891043,194,1,1,19,18,7p460lrzt1kmp4rsofqa47eqy,1,89.3,48.1,2022-10-21T09:04:30.170Z,2022-10-22T11:52:05Z,3859405235,212,6.5,3859405229,56,Center,3859405237,213,4.0,3859405231,140,85.4,3859405233,141,40.6,,,,,,,,,,43o49py4g8fmyg5pawvjsf8tm,D. Wenzel-Halls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891071,195,1,1,19,20,7p460lrzt1kmp4rsofqa47eqy,1,85.4,40.6,2022-10-21T09:04:31.610Z,2022-10-22T11:52:05Z,3859405353,56,Center,3859405361,213,5.7,3859405355,140,92.6,3859405357,141,33.1,3859405359,212,9.1,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891099,196,1,1,19,21,7p460lrzt1kmp4rsofqa47eqy,1,92.6,33.1,2022-10-21T09:04:32.625Z,2022-10-22T12:50:14Z,3859405513,213,1.8,3859405511,212,19.7,3861768897,195,,3859405501,56,Center,3859405507,141,61.1,3859405689,154,,3859405503,140,87.9,3859405687,210,15,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
2474891101,197,15,1,19,22,7p460lrzt1kmp4rsofqa47eqy,1,87.9,61.1,2022-10-21T09:04:33.625Z,2022-10-22T12:49:45Z,3859405719,154,,3859405717,29,,3859405721,55,196,3859405731,146,99.0,3859405757,233,196,3859405725,102,54.1,3859405735,147,53.1,3859405545,20,,cqwfvlrzbld40ce3s1qmdniz9,C. Pain,3859405727,103,7.0,3859405729,328,3859405521,17,,,3859405715,76,,3859405519,22,,,3859405523,56,Center,,,,,,,,,,,,,
2474891079,196,10,1,19,22,7jv344gvcvgqg7oeuc9u554dm,1,1.5,46.4,2022-10-21T09:04:33.725Z,2022-10-22T12:49:58Z,3859405411,182,,3859405669,233,197,3859405643,179,,3859405413,56,Back,3859405407,173,,3861767773,376,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891095,197,52,1,19,23,7jv344gvcvgqg7oeuc9u554dm,1,2.5,49,2022-10-21T09:04:35.051Z,2022-10-22T12:50:01Z,3861768013,377,,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891267,198,1,1,19,45,7jv344gvcvgqg7oeuc9u554dm,0,11.6,53,2022-10-21T09:04:57.044Z,2022-10-22T11:53:33Z,3859406383,140,74.8,3859406391,1,,3859406385,141,33.7,3859406387,212,67.6,3859406381,56,Center,3859406379,199,,3859406389,213,6.1,3859406529,189,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891287,198,43,1,19,46,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-10-21T09:04:58.331Z,2022-10-21T09:05:56Z,3859406491,285,0,3859406489,56,Back,3859408813,144,44,,,,,,,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891275,199,43,1,19,46,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-21T09:04:58.332Z,2022-10-21T09:05:45Z,3859408453,144,44,3859406505,233,198,3859406413,286,0,3859406409,56,Center,,,,,,,,,,,,,906itj33c7nzyzhkvxswvaxas,L. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891303,199,1,1,19,50,7p460lrzt1kmp4rsofqa47eqy,1,25.7,75.6,2022-10-21T09:05:01.881Z,2022-10-22T11:52:04Z,3859406573,140,12.3,3859406577,212,17.0,3859406571,56,Back,3859408751,3,,3859406579,213,3.7,3859406575,141,61.5,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891307,200,52,1,19,53,7p460lrzt1kmp4rsofqa47eqy,1,12.3,59.7,2022-10-21T09:05:04.441Z,2022-10-22T12:50:31Z,3861769871,377,,,,,,,,,,,,,,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891329,201,1,1,19,53,7p460lrzt1kmp4rsofqa47eqy,1,12.3,59.7,2022-10-21T09:05:04.665Z,2022-10-22T12:50:39Z,3859406683,141,36.0,3859406677,123,,3859406687,213,4.9,3859406679,56,Back,3859406681,140,15.8,3859406685,212,16.5,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891375,202,1,1,19,56,7p460lrzt1kmp4rsofqa47eqy,1,22.1,34,2022-10-21T09:05:07.529Z,2022-10-22T11:52:03Z,3859406891,212,26.0,3859406887,140,38.0,3859406889,141,4.6,3859406893,213,5.4,3859406885,56,Back,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891379,203,50,1,20,0,7p460lrzt1kmp4rsofqa47eqy,1,35.8,8.6,2022-10-21T09:05:12.153Z,2022-10-22T11:52:03Z,3859406903,56,Back,3859406907,286,,3859406973,233,200,,,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891389,200,7,1,20,0,7jv344gvcvgqg7oeuc9u554dm,0,64.2,91.4,2022-10-21T09:05:12.154Z,2022-10-22T12:51:09Z,3859406963,233,203,3861771859,385,,3859406941,285,,3859406939,56,Left,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891387,204,3,1,20,1,7p460lrzt1kmp4rsofqa47eqy,0,38,4.7,2022-10-21T09:05:12.761Z,2022-10-22T12:51:42Z,3859406937,56,Back,3861772855,211,,3861772751,286,,3861773741,465,,,,,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891415,201,49,1,20,2,7jv344gvcvgqg7oeuc9u554dm,1,63.7,94.4,2022-10-21T09:05:14.221Z,2022-10-22T12:51:45Z,,,,,,,,,,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891445,202,4,1,20,3,7jv344gvcvgqg7oeuc9u554dm,1,62.4,95,2022-10-21T09:05:15.304Z,2022-10-22T13:13:52Z,3859407197,56,Left,3859407199,152,,3859407193,13,,3859407195,295,,3859407201,286,,3859407203,233,205,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891443,205,4,1,20,3,7p460lrzt1kmp4rsofqa47eqy,0,37.6,5,2022-10-21T09:05:15.305Z,2022-10-22T12:51:54Z,3859407179,56,Back,3859407181,152,,3859407177,295,,3859407183,285,,3859407237,233,202,3859407175,13,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891463,203,1,1,20,9,7jv344gvcvgqg7oeuc9u554dm,1,63.7,94.4,2022-10-21T09:05:20.931Z,2022-10-22T11:53:32Z,3859407315,152,,3859407325,213,3.6,3859407317,56,Back,3859407319,140,45.8,3859407323,212,20.8,3859407313,5,,3859407329,189,,3859407321,141,81.4,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891473,204,1,1,20,11,7jv344gvcvgqg7oeuc9u554dm,1,39.9,79.3,2022-10-21T09:05:23.316Z,2022-10-22T12:52:15Z,3859407387,212,24.4,3859407385,141,43.5,3859407381,56,Back,3859407389,213,4.6,3859407383,140,37.9,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891497,205,1,1,20,13,7jv344gvcvgqg7oeuc9u554dm,1,38.6,44.1,2022-10-21T09:05:24.804Z,2022-10-22T12:52:19Z,3859407543,213,5.1,3859407539,141,12.0,3859407541,212,23.4,3859407537,140,46.6,3859407535,56,Back,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891525,206,1,1,20,16,7jv344gvcvgqg7oeuc9u554dm,1,46.4,12.9,2022-10-21T09:05:27.828Z,2022-10-22T11:53:31Z,3859407671,141,31.8,3859407673,212,15.0,3859407675,213,2.1,3859407667,56,Back,3859407669,140,39.0,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891569,207,1,1,20,19,7jv344gvcvgqg7oeuc9u554dm,1,38.1,35.2,2022-10-21T09:05:30.515Z,2022-10-22T11:53:31Z,3859407905,56,Back,3859407913,213,1.7,3859407911,212,20.2,3859407909,141,64.8,3859407907,140,36.2,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891603,208,1,1,20,22,7jv344gvcvgqg7oeuc9u554dm,1,38,63.3,2022-10-21T09:05:34.131Z,2022-10-22T12:52:33Z,3859408075,140,36.3,3859408085,212,18.7,3859408071,56,Back,3859408087,213,4.6,3859408081,141,35.9,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891619,209,1,1,20,25,7jv344gvcvgqg7oeuc9u554dm,0,34.6,34.5,2022-10-21T09:05:37.173Z,2022-10-22T12:52:44Z,3861777205,1,,3859408143,56,Center,3859408149,212,32.3,3859408141,155,,3859408147,141,21.7,3859408151,213,6.0,3859408145,140,64.2,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891641,206,49,1,20,29,7p460lrzt1kmp4rsofqa47eqy,1,36,78.3,2022-10-21T09:05:40.617Z,2022-10-22T12:52:47Z,,,,,,,,,,,,,,,,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891657,207,1,1,20,29,7p460lrzt1kmp4rsofqa47eqy,1,37.3,80.2,2022-10-21T09:05:41.001Z,2022-10-22T12:52:55Z,3859408355,213,6.1,3859408349,140,60.1,3859408347,56,Center,3859408351,141,75.4,3859408353,212,24.2,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891679,208,1,1,20,32,7p460lrzt1kmp4rsofqa47eqy,1,59.4,86.2,2022-10-21T09:05:43.465Z,2022-10-22T11:52:01Z,3859408469,56,Back,3859408473,141,75.6,3859408477,213,3.5,3859408475,212,20.7,3859408471,140,40.9,,,,,,,,,,43o49py4g8fmyg5pawvjsf8tm,D. Wenzel-Halls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891691,209,1,1,20,34,7p460lrzt1kmp4rsofqa47eqy,1,40.9,75.6,2022-10-21T09:05:46.345Z,2022-10-22T11:52:01Z,3859408547,212,30.5,3859408545,141,71.4,3859408549,213,6.2,3859408537,56,Center,3859408543,140,69.8,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891693,210,61,1,20,37,7p460lrzt1kmp4rsofqa47eqy,0,69.8,71.4,2022-10-21T09:05:48.537Z,2022-10-22T11:52:01Z,3859408557,56,Center,,,,,,,,,,,,,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891695,210,49,1,20,38,7jv344gvcvgqg7oeuc9u554dm,1,34.2,32.7,2022-10-21T09:05:49.813Z,2022-10-22T11:53:30Z,,,,,,,,,,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891727,211,1,1,20,40,7jv344gvcvgqg7oeuc9u554dm,1,27.3,35.1,2022-10-21T09:05:51.747Z,2022-10-22T11:53:30Z,3859408703,141,54.9,3859408699,56,Back,3859408707,213,1.7,3859408701,140,25.7,3859408705,212,13.6,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891739,212,1,1,20,42,7jv344gvcvgqg7oeuc9u554dm,1,27.9,58.1,2022-10-21T09:05:53.907Z,2022-10-22T12:53:33Z,3859408771,213,1.7,3859408763,56,Back,3859408769,212,11.7,3859408767,141,75.2,3859408765,140,26.9,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891773,213,1,1,20,44,7jv344gvcvgqg7oeuc9u554dm,1,26.2,74.8,2022-10-21T09:05:56.003Z,2022-10-22T12:53:37Z,3859408951,213,5.2,3859408945,140,33.2,3859408943,56,Back,3859408949,212,15.5,3859408947,141,54.8,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891795,214,1,1,20,48,7jv344gvcvgqg7oeuc9u554dm,0,33.6,56,2022-10-21T09:06:00.197Z,2022-10-22T12:53:40Z,3859409075,213,6.0,3859409069,140,88.3,3859409067,56,Center,3859409077,1,,3859409071,141,31.5,3859409073,212,59.8,3859409065,155,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891811,211,52,1,20,53,7p460lrzt1kmp4rsofqa47eqy,1,11.9,75.9,2022-10-21T09:06:04.441Z,2022-10-22T12:53:46Z,3861780319,377,,,,,,,,,,,,,,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891887,212,1,1,20,58,7p460lrzt1kmp4rsofqa47eqy,1,12.8,56.1,2022-10-21T09:06:09.672Z,2022-10-22T11:52:00Z,3859409525,141,71.8,3859409521,56,Back,3859409527,212,11.0,3859409529,213,1.3,3859409523,140,15.4,3859409519,123,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891903,213,1,1,21,1,7p460lrzt1kmp4rsofqa47eqy,1,15.5,71.4,2022-10-21T09:06:12.537Z,2022-10-22T11:52:00Z,3859409589,140,6.1,3859409593,212,16.5,3859409587,56,Back,3859409591,141,51.9,3859409595,213,4.1,,,,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891915,214,1,1,21,2,7p460lrzt1kmp4rsofqa47eqy,1,6.1,51.9,2022-10-21T09:06:13.913Z,2022-10-22T11:52:00Z,3859409667,212,13.5,3859409665,141,34.6,3859409661,56,Back,3859409669,213,5.2,3859409663,140,12.4,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891953,215,1,1,21,4,7p460lrzt1kmp4rsofqa47eqy,1,10.8,36.1,2022-10-21T09:06:16.104Z,2022-10-22T12:54:17Z,3859409877,140,5.1,3859409879,141,48.8,3859409881,212,10.5,3859409883,213,2.2,3859409875,56,Back,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474891975,216,1,1,21,8,7p460lrzt1kmp4rsofqa47eqy,1,4.4,49.9,2022-10-21T09:06:19.864Z,2022-10-22T12:54:39Z,3859409965,213,1.0,3861782891,155,,3859409959,140,21.3,3859409957,56,Back,3859409967,1,,3859409961,141,95.3,3859409963,212,35.6,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892023,217,1,1,21,10,7p460lrzt1kmp4rsofqa47eqy,1,20.7,95.3,2022-10-21T09:06:21.769Z,2022-10-22T11:51:59Z,3859410213,213,3.5,3859410205,56,Back,3859410211,212,16.8,3859410207,140,5.9,3859410209,141,86.0,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892095,218,1,1,21,14,7p460lrzt1kmp4rsofqa47eqy,1,13.2,88,2022-10-21T09:06:26.056Z,2022-10-22T11:51:59Z,3859410661,1,,3859410653,140,45.4,3859410659,213,6.2,3859410655,141,85.1,3859410657,212,33.9,3859410651,56,Back,,,,,,,6xe2j75i29sgwbu11cp526uad,N. Topor-Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892101,219,4,1,21,19,7p460lrzt1kmp4rsofqa47eqy,1,41.8,78.6,2022-10-21T09:06:30.418Z,2022-10-22T12:55:23Z,3859410695,152,,3859410707,233,215,3859410697,265,,3859410691,13,,3859410699,286,,3859410693,56,Back,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892089,215,4,1,21,19,7jv344gvcvgqg7oeuc9u554dm,0,58.2,21.4,2022-10-21T09:06:30.419Z,2022-10-22T12:55:24Z,3859410609,13,,3859410615,265,,3859410731,233,219,3859410613,152,,3859410617,285,,3859410611,56,Center,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892247,216,17,1,21,25,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-21T09:06:37.324Z,2022-10-22T12:57:07Z,3861788151,392,,3859411375,31,,3859411379,13,243,,,,,,,,,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892297,220,1,1,21,44,7p460lrzt1kmp4rsofqa47eqy,1,42.5,80.5,2022-10-21T09:06:55.528Z,2022-10-22T11:51:58Z,3859411635,141,93.8,3859411639,213,0.4,3859411793,189,,3859411629,152,,3859411637,212,21.2,3859411627,5,,3859411631,56,Left,3859411633,140,60.8,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892311,221,1,1,21,45,7p460lrzt1kmp4rsofqa47eqy,0,72,92.9,2022-10-21T09:06:57.272Z,2022-10-22T12:55:57Z,3859411695,155,,3861786111,224,,3859411703,212,37.3,3859411707,1,,3861786113,72,,3859411701,141,54.3,3859411699,140,97.2,3859411697,56,Center,8wrppgiwivlivxryo6rvocamt,J. Troisi,3859411705,213,5.5,3859411693,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474892325,217,52,1,21,47,7jv344gvcvgqg7oeuc9u554dm,1,2.2,48.5,2022-10-21T09:06:59.059Z,2022-10-22T12:56:00Z,3861786169,377,,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
