id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2479207591,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-30T03:02:36.690Z,2022-10-30T04:12:07Z,3882324413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3882324411,130,15,3882324415,194,8wt0rz1iw4aon12zj6axq1sk5,3882364037,197,874,3882324417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3882324409,59,"46, 21, 7, 8, 41, 3, 2, 6, 9, 26, 11, 1, 14, 28, 36, 47, 55, 66",3882324405,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, 3qwtpnlm38xo5f1u36a30kus5, a5y5w6rclo7jen1tg6xhfgewa, 8t39sfyi8s85bs1ptjymmbd1x, 5jj95ojkl5antavm5xboygokq, 2kig0lwusomobls6p3am0l7qi, 6b31g4lw3ste6xrg1kwwn5iol, bidqgybf8b93bdsi4t4kzeuhh, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 7svze93i8mizkw3h8wsdbxkgl, bdubw4m7kqyerzclhw8s8zpp1, 5eqoaq3vo99bk6w8rda67iw6i, 410fzkckxjcw6b02nkcvpvitw, d3n1fqp2aq9yjtzvwistpecyc, 2c81wahtsfjksewt89ccirris",3882324407,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479207881,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-10-30T03:09:56.693Z,2022-10-30T04:13:53Z,3882329697,59,"33, 7, 10, 5, 29, 2, 19, 23, 20, 11, 6, 3, 4, 16, 18, 30, 36, 43",3882329693,30,"90cmfctiu1b17s790t26ddcd1, cufgsqfkltgeb7ak2uan2dqdx, f35u25047d9vmzt6j20fd29cl, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, 5pjrdhytzrteyqxxcvxxhjqax, 869lv47g5aohwwzeyzx9xmt7u, 5twougbt4bs0s6f7l6osmvh1, 1e1wh213cg8q6lsqa3kvbjdka, cvdhc9zsyh87cn8hbc9f4hjp, 5ik9yg42hblwa27q4p29awyj9, 5c8v9xugyq3jm2kik1eeoptnu, 9sczcrp79182vio8prnrw5kdm, 4wk0sw7u4c17v2owhx5bhmusq, 61rdelnm1qf1rh24z6omazu1h, dq73n90z7dgfp2bhh7y3d8161, 4oqiyxgv3i7lhki54wqjtyqz8, d1vlidmmd1z2oc6h24i2v5fro",3882366999,197,17190,3882329695,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3882329699,130,18,3882329703,194,68mqljqiwgzgextvvyncb3avp,3882329701,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3882329705,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479214991,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-30T04:03:33.760Z,2022-10-30T07:22:11Z,3882369285,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479214995,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-10-30T04:03:33.760Z,2022-10-30T04:03:35Z,3882369293,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479215013,4,1,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,50,50,2022-10-30T04:03:33.860Z,2022-10-30T04:03:37Z,3882369357,279,S,3882369349,140,36.4,3882369355,213,3.0,3882369347,56,Back,3882369353,212,14.5,3882369351,141,53.4,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479215009,3,43,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-30T04:03:34.360Z,2022-10-30T04:04:16Z,3882369333,56,Center,3882370143,144,7,3882369335,285,0,,,,,,,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479215025,5,1,1,0,3,6lezh5aazy0xca1800e5dqxwl,1,36.4,53.4,2022-10-30T04:03:37.524Z,2022-10-30T04:58:31Z,3882369407,212,24.1,3882369403,140,43.6,3882369401,56,Back,3882369405,141,19.8,3882369409,213,5.0,,,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479215035,6,1,1,0,6,6lezh5aazy0xca1800e5dqxwl,1,54.5,16.2,2022-10-30T04:03:40.372Z,2022-10-30T04:58:34Z,3882369439,56,Right,3882369445,212,7.8,3882369443,141,6.1,3882369441,140,58.1,3882369447,213,5.2,,,,,,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479215045,7,1,1,0,8,6lezh5aazy0xca1800e5dqxwl,1,58.1,6.1,2022-10-30T04:03:42.372Z,2022-10-30T04:58:44Z,3882369509,213,2.4,3882369505,212,27.7,3882369501,140,38.0,3882369503,141,32.4,3882369499,56,Back,,,,,,,,,,5jj95ojkl5antavm5xboygokq,H. Van der Saag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479215057,8,1,1,0,12,6lezh5aazy0xca1800e5dqxwl,1,40,33.3,2022-10-30T04:03:45.812Z,2022-10-30T04:03:47Z,3882369547,212,15.3,3882369543,140,37.5,3882369541,56,Back,3882369549,213,1.7,3882369545,141,55.4,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
