id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,keyPass
2501119239,3,1,1,0,12,cuj4qahgk4idsme4dg8clk6gw,0,30.9,14.6,2023-01-28T02:00:25.252Z,2023-01-28T02:00:52Z,3997603575,56,Back,3997603577,140,45.0,3997603583,213,0.4,3997603573,3,,3997603579,141,25.0,3997603581,212,16.4,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119249,9,8,1,0,13,6j4xzc2g1eeafo6v1f38d4x22,1,61.4,66,2023-01-28T02:00:26.425Z,2023-01-28T15:45:54Z,3999196341,15,,3999196785,384,,3997603627,56,Center,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119261,10,1,1,0,14,6j4xzc2g1eeafo6v1f38d4x22,1,37.7,67.6,2023-01-28T02:00:27.857Z,2023-01-28T02:00:29Z,3997603683,141,42.8,3997603679,56,Back,3997603685,212,17.1,3997603687,213,4.5,3997603681,140,34.8,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119285,11,1,1,0,16,6j4xzc2g1eeafo6v1f38d4x22,1,34.6,42.8,2023-01-28T02:00:29.578Z,2023-01-28T02:00:34Z,3997603851,213,4.8,3997603843,56,Back,3997603849,212,19.4,3997603845,140,35.8,3997603847,141,14.4,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119297,12,1,1,0,21,6j4xzc2g1eeafo6v1f38d4x22,1,53,9.5,2023-01-28T02:00:34.473Z,2023-01-28T02:00:36Z,3997603929,212,16.4,3997603925,140,38.8,3997603927,141,19.7,3997603923,56,Back,3997603931,213,2.7,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119311,13,1,1,0,23,6j4xzc2g1eeafo6v1f38d4x22,1,38.7,20.3,2023-01-28T02:00:36.441Z,2023-01-28T02:00:38Z,3997603993,213,1.7,3997603987,140,37.4,3997603985,56,Back,3997603991,212,9.6,3997603989,141,34.3,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119335,14,1,1,0,24,6j4xzc2g1eeafo6v1f38d4x22,1,37.5,35.5,2023-01-28T02:00:38.049Z,2023-01-28T02:00:42Z,3997604121,141,68.7,3997604125,213,1.6,3997604123,212,22.6,3997604119,140,37.7,3997604117,56,Back,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119343,15,1,1,0,29,6j4xzc2g1eeafo6v1f38d4x22,0,38.2,72.9,2023-01-28T02:00:42.666Z,2023-01-28T02:00:44Z,3997604153,140,74.9,3997604161,1,,3997604149,155,,3997604151,56,Center,3997604159,213,0.1,3997604155,141,75.9,3997604157,212,38.6,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119359,4,1,1,0,31,cuj4qahgk4idsme4dg8clk6gw,0,21.7,8.5,2023-01-28T02:00:44.658Z,2023-01-28T02:01:03Z,3997604239,212,12.7,3997604231,3,,3997604241,213,5.7,3997604237,141,0.0,3997604235,140,32.0,3997604233,56,Back,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119361,5,5,1,0,31,cuj4qahgk4idsme4dg8clk6gw,0,34.4,-1.5,2023-01-28T02:00:44.755Z,2023-01-28T02:00:59Z,3997604245,347,,3997604243,56,Back,3997604337,233,16,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119387,16,5,1,0,31,6j4xzc2g1eeafo6v1f38d4x22,1,65.6,101.5,2023-01-28T02:00:44.755Z,2023-01-28T02:20:59Z,3997604319,347,,3997604333,233,5,3997604317,56,Left,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119407,17,1,1,0,39,6j4xzc2g1eeafo6v1f38d4x22,1,63,100,2023-01-28T02:00:52.921Z,2023-01-28T03:02:43Z,3997604415,140,46.6,3997604417,141,93.6,3997604411,107,,3997604419,212,18.0,3997604421,213,3.4,3997604413,56,Back,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119417,18,1,1,0,43,6j4xzc2g1eeafo6v1f38d4x22,1,44.6,89.6,2023-01-28T02:00:56.945Z,2023-01-28T02:00:59Z,3997604459,56,Back,3997604461,140,37.5,3997604465,212,25.7,3997604467,213,4.4,3997604463,141,53.4,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119453,19,1,1,0,46,6j4xzc2g1eeafo6v1f38d4x22,1,37.5,52.4,2023-01-28T02:00:59.625Z,2023-01-28T02:01:04Z,3997604589,140,53.5,3997604587,56,Right,3997604593,212,33.0,3997604595,213,5.2,3997604597,1,,3997604591,141,10.7,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119465,20,1,1,0,51,6j4xzc2g1eeafo6v1f38d4x22,1,53.9,11.4,2023-01-28T02:01:04.313Z,2023-01-28T02:01:06Z,3997604639,213,2.4,3997604631,56,Back,3997604635,141,26.4,3997604637,212,14.6,3997604633,140,43.9,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119485,21,1,1,0,53,6j4xzc2g1eeafo6v1f38d4x22,1,43.4,24.6,2023-01-28T02:01:06.849Z,2023-01-28T02:01:08Z,3997604711,140,53.4,3997604717,213,0.2,3997604715,212,10.7,3997604713,141,27.6,3997604709,56,Center,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119497,22,1,1,0,55,6j4xzc2g1eeafo6v1f38d4x22,0,53.2,32.1,2023-01-28T02:01:08.850Z,2023-01-28T02:09:09Z,3997604767,155,,3997604769,56,Center,3997604773,141,64.0,3997604777,213,0.5,3997604775,212,44.5,3997604771,140,90.2,3997604779,1,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119505,6,52,1,1,1,cuj4qahgk4idsme4dg8clk6gw,1,8.5,30.4,2023-01-28T02:01:14.289Z,2023-01-28T15:46:49Z,3999205761,377,,,,,,,,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119545,7,1,1,1,8,cuj4qahgk4idsme4dg8clk6gw,1,7.3,45.2,2023-01-28T02:01:21.425Z,2023-01-28T02:01:23Z,3997604979,213,6.1,3997604977,212,7.3,3997604969,140,14.1,3997604959,123,,3997604973,141,42.8,3997604965,56,Back,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119567,8,1,1,1,10,cuj4qahgk4idsme4dg8clk6gw,1,14,44.3,2023-01-28T02:01:23.363Z,2023-01-28T02:01:28Z,3997605067,141,74.4,3997605065,140,21.1,3997605071,213,1.2,3997605069,212,21.8,3997605063,56,Back,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119577,9,1,1,1,14,cuj4qahgk4idsme4dg8clk6gw,0,26.9,79.1,2023-01-28T02:01:28.114Z,2023-01-28T02:01:32Z,3997605115,212,68.0,3997605117,213,6.0,3997605149,155,,3997605119,1,,3997605111,140,89.8,3997605107,56,Center,3997605113,141,55.4,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119581,23,52,1,1,18,6j4xzc2g1eeafo6v1f38d4x22,1,11.2,44.5,2023-01-28T02:01:31.993Z,2023-01-28T15:47:22Z,3999210403,377,,,,,,,,,,,,,,,,,,,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119627,24,1,1,1,21,6j4xzc2g1eeafo6v1f38d4x22,1,11.2,44.5,2023-01-28T02:01:34.777Z,2023-01-28T02:01:41Z,3997605287,212,19.2,3997605285,141,26.8,3997605281,56,Back,3997605289,213,5.6,3997605279,123,,3997605283,140,25.4,,,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119645,25,1,1,1,27,6j4xzc2g1eeafo6v1f38d4x22,1,31.8,14.9,2023-01-28T02:01:40.953Z,2023-01-28T02:01:43Z,3997605345,212,9.8,3997605347,213,5.6,3997605339,56,Back,3997605341,140,38.8,3997605343,141,5.3,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119649,26,1,1,1,30,6j4xzc2g1eeafo6v1f38d4x22,0,38.8,5.3,2023-01-28T02:01:43.408Z,2023-01-28T15:47:57Z,3999215735,155,,3997605361,212,30.9,3997605359,141,21.0,3997605355,56,Right,3997605357,140,66.4,3997605363,213,0.4,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119665,10,49,1,1,33,cuj4qahgk4idsme4dg8clk6gw,1,33.9,77.3,2023-01-28T02:01:46.913Z,2023-01-28T02:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119679,11,1,1,1,34,cuj4qahgk4idsme4dg8clk6gw,1,33.9,77.3,2023-01-28T02:01:47.185Z,2023-01-28T03:14:02Z,3997605465,213,6.3,3997605457,56,Center,3997605461,141,77.0,3997605459,140,53.8,3997605463,212,20.9,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119677,27,43,1,1,35,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-01-28T02:01:48.472Z,2023-01-28T02:10:00Z,3997613381,144,74,3997605453,56,Back,3997613181,285,0,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119693,12,1,1,1,35,cuj4qahgk4idsme4dg8clk6gw,0,53.3,78.3,2023-01-28T02:01:48.473Z,2023-01-28T15:48:27Z,3997606575,213,0.9,3997605517,56,Left,3997606571,141,80.0,3997606569,140,54.1,3997606573,212,1.4,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501439699,752,61,1,1,35,6j4xzc2g1eeafo6v1f38d4x22,1,41.8,22.2,2023-01-28T02:01:48.689Z,2023-01-28T15:48:46Z,3999221245,56,Back,,,,,,,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119695,13,1,1,1,36,cuj4qahgk4idsme4dg8clk6gw,1,58.8,93.4,2023-01-28T02:01:49.281Z,2023-01-28T03:14:23Z,3997605533,141,77.7,3997605531,140,61.8,3997605529,56,Center,3997605535,212,11.1,3997605537,213,5.0,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119775,14,1,1,1,38,cuj4qahgk4idsme4dg8clk6gw,1,61.3,67.6,2023-01-28T02:01:51.313Z,2023-01-28T02:02:18Z,3997605863,141,74.5,3997605865,212,5.1,3997605867,213,2.0,3997605859,56,Center,3997605861,140,59.5,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119899,19,1,1,1,39,cuj4qahgk4idsme4dg8clk6gw,0,59.8,66.6,2023-01-28T02:01:52.624Z,2023-01-28T03:14:25Z,3997606353,140,61.3,3997606359,213,4.8,3997606351,56,Center,3997606355,141,42.9,3997606357,212,16.2,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119705,28,49,1,1,40,6j4xzc2g1eeafo6v1f38d4x22,1,39.9,78.4,2023-01-28T02:01:53.513Z,2023-01-28T02:01:53Z,,,,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119727,29,1,1,1,41,6j4xzc2g1eeafo6v1f38d4x22,1,39.6,78.7,2023-01-28T02:01:54.664Z,2023-01-28T02:01:57Z,3997605657,141,69.4,3997605655,140,27.3,3997605659,212,14.4,3997605661,213,3.6,3997605653,56,Back,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119747,30,1,1,1,43,6j4xzc2g1eeafo6v1f38d4x22,1,27.3,69.4,2023-01-28T02:01:57.016Z,2023-01-28T02:01:59Z,3997605723,140,29.6,3997605729,213,5.0,3997605721,56,Back,3997605725,141,58.1,3997605727,212,8.1,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119753,31,1,1,1,46,6j4xzc2g1eeafo6v1f38d4x22,1,29.6,54,2023-01-28T02:01:59.432Z,2023-01-28T02:02:02Z,3997605753,141,32.1,3997605757,213,4.8,3997605755,212,14.9,3997605751,140,30.4,3997605749,56,Back,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119759,32,1,1,1,48,6j4xzc2g1eeafo6v1f38d4x22,1,30.9,31.9,2023-01-28T02:02:01.952Z,2023-01-28T02:02:04Z,3997605789,141,7.0,3997605793,213,5.2,3997605787,140,38.7,3997605785,56,Back,3997605791,212,18.8,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119769,33,1,1,1,51,6j4xzc2g1eeafo6v1f38d4x22,1,38.4,6.7,2023-01-28T02:02:04.512Z,2023-01-28T02:02:06Z,3997605831,140,37.5,3997605837,213,1.7,3997605835,212,10.8,3997605829,56,Back,3997605833,141,22.5,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119783,34,1,1,1,52,6j4xzc2g1eeafo6v1f38d4x22,0,37.5,22.5,2023-01-28T02:02:05.920Z,2023-01-28T02:02:09Z,3997605917,141,24.1,3997605915,140,75.9,3997605923,1,,3997605911,155,,3997605919,212,40.3,3997605913,56,Center,3997605921,213,0.0,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119787,15,49,1,1,57,cuj4qahgk4idsme4dg8clk6gw,1,19.7,79,2023-01-28T02:02:10.833Z,2023-01-28T03:14:24Z,,,,,,,,,,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119793,16,1,1,1,58,cuj4qahgk4idsme4dg8clk6gw,1,19.7,79,2023-01-28T02:02:11.409Z,2023-01-28T03:15:00Z,3997605949,141,60.6,3997605953,213,3.7,3997605951,212,22.1,3997605947,140,2.4,3997605945,56,Back,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119797,17,1,1,2,0,cuj4qahgk4idsme4dg8clk6gw,0,2.4,60.6,2023-01-28T02:02:13.265Z,2023-01-28T03:15:04Z,3997605967,141,100.0,3997605965,140,30.9,3997605971,213,0.8,3997605961,157,,3997605969,212,40.9,3997605963,56,Back,3997605973,1,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119799,18,5,1,2,1,cuj4qahgk4idsme4dg8clk6gw,0,34.6,101.3,2023-01-28T02:02:14.206Z,2023-01-28T02:02:38Z,3997605975,56,Back,3997605977,347,,3997606213,233,35,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119861,35,5,1,2,1,6j4xzc2g1eeafo6v1f38d4x22,1,65.4,-1.3,2023-01-28T02:02:14.206Z,2023-01-28T02:20:59Z,3997606201,56,Right,3997606209,233,18,3997606203,347,,,,,,,,,,,,,,,,,ak2u5d2qrp9ka1b8qyy9ne3md,A. Rufer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119875,36,1,1,2,15,6j4xzc2g1eeafo6v1f38d4x22,1,68.4,0,2023-01-28T02:02:28.992Z,2023-01-28T15:49:41Z,3997606255,107,,3997606265,213,2.9,3997606257,56,Back,3997606261,141,4.6,3997606259,140,48.1,3997606263,212,21.7,3999228285,1,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501119883,37,1,1,2,19,6j4xzc2g1eeafo6v1f38d4x22,1,46.1,11.4,2023-01-28T02:02:33.048Z,2023-01-28T02:02:35Z,3997606279,56,Back,3997606283,141,36.4,3997606287,213,2.0,3997606285,212,18.5,3997606281,140,39.2,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
