id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2492248965,1,34,16,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-12-18T05:16:37.025Z,2022-12-18T06:05:46Z,3950856481,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3950856485,130,2,3950856479,30,"4hdho3gfrydh4fzf3ydggef9x, 44cqwwuueirgp57r8ks0725t5, 92ey6tqofzafadpm9y7af2ort, 7gt275zxk4hkh4zvdtmo3xpzp, qdjzxk5jrjnbbq6edbavp2p5, c3u652s3v8u1q4qid5mkbtyw9, am6xykrxjymw2qpqli6upysq, 4lk250c1xd4xsowjrdi0uuevp, 1nrqzt5f33akpl06zanky83bp, du99hpqe1ikml2wohv8ei0hxx, ebsxh1pvxhmt8olxtapkrf7xl, 4llft8t2rwgm3uewbwyaq5ckp, btyconkxo00p1gkf87mn70lpl, ceea6ndbo2sq5cvucg5j31oq2, brm3r6uywyf21o3cnuizwofvu, 6f9jrka1qz3j5mfx4x3a5ubfu, f3z4grszald48qd1fidjycidw, cz6tcx6dqmlj45s9d9wxvcnh1",3950856483,59,"12, 44, 13, 11, 6, 5, 35, 7, 10, 9, 99, 1, 2, 8, 24, 27, 37, 94",3950856491,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3950867453,197,9894,3950856487,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3950856489,194,1nrqzt5f33akpl06zanky83bp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492249207,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-12-18T05:19:01.573Z,2022-12-18T05:56:54Z,3950857489,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3950857487,194,7vq2cctowa657lg0v740lhtjp,3950857483,130,11,3950857479,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3950857481,59,"33, 10, 14, 5, 29, 37, 7, 8, 18, 6, 16, 2, 11, 13, 19, 25, 28, 36",3950857477,30,"90cmfctiu1b17s790t26ddcd1, f35u25047d9vmzt6j20fd29cl, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, bnpu23zlwzn5gtr4t8j8qtnh0, cufgsqfkltgeb7ak2uan2dqdx, 7vq2cctowa657lg0v740lhtjp, 61rdelnm1qf1rh24z6omazu1h, 5ik9yg42hblwa27q4p29awyj9, 4wk0sw7u4c17v2owhx5bhmusq, 5pjrdhytzrteyqxxcvxxhjqax, cvdhc9zsyh87cn8hbc9f4hjp, 1vr7xk50jy6ytnogke8h6ciga, 869lv47g5aohwwzeyzx9xmt7u, 9o5hfmwoffdqmnrrf4ao1b5nu, 1smjjhc426d9s9ly2g41cqvl6, 4oqiyxgv3i7lhki54wqjtyqz8",3950857485,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3950867443,197,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250985,2,32,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-12-18T06:00:14.085Z,2022-12-18T09:24:40Z,3950867557,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250987,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-12-18T06:00:14.085Z,2022-12-18T06:00:15Z,3950867559,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250989,3,1,1,0,1,7jv344gvcvgqg7oeuc9u554dm,1,49.7,50.3,2022-12-18T06:00:15.185Z,2022-12-18T09:25:28Z,3950867563,140,45.3,3950867569,213,3.0,3950867567,212,4.7,3950867565,141,51.6,3950867571,279,S,3950867561,56,Back,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250991,4,1,1,0,2,7jv344gvcvgqg7oeuc9u554dm,1,45.5,51.9,2022-12-18T06:00:16.985Z,2022-12-18T09:25:26Z,3950867583,212,11.3,3950867579,140,45.0,3950867585,213,1.6,3950867577,56,Back,3950867581,141,68.5,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250995,5,1,1,0,4,7jv344gvcvgqg7oeuc9u554dm,1,45,68.8,2022-12-18T06:00:18.593Z,2022-12-18T09:32:13Z,3950867597,212,19.8,3950867599,213,0.9,3950867595,141,91.8,3950867591,56,Left,3950867593,140,56.5,,,,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250997,6,1,1,0,5,7jv344gvcvgqg7oeuc9u554dm,0,56.1,91.2,2022-12-18T06:00:19.593Z,2022-12-18T09:32:43Z,3950867609,213,5.5,3950867603,140,63.7,3950867601,56,Left,3950867607,212,11.2,3950867605,141,79.7,,,,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250993,3,49,1,0,6,cuj4qahgk4idsme4dg8clk6gw,1,36.3,22.4,2022-12-18T06:00:20.774Z,2022-12-18T06:00:20Z,,,,,,,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492250999,4,1,1,0,7,cuj4qahgk4idsme4dg8clk6gw,0,36.2,21.2,2022-12-18T06:00:21.206Z,2022-12-18T06:00:25Z,3950867629,212,57.1,3950867633,1,,3950867627,141,23.8,3950867631,213,0.0,3950867623,56,Center,3950867625,140,90.6,3950867621,157,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
