id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId
2469395133,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-10-09T03:11:40.648Z,2022-10-09T04:33:31Z,3830287027,130,8,3830287021,30,"98blyfvs09u1j6m7ltbqai9xx, b9etmvw7ljdrjbsw632ey0nhl, 4rv3p2e0scrkce2l3budvzqol, 9xqw0h9piwsalgt47y5m6fr2t, 9iebtrpherpydugn7m9hrcl3p, 6xvmp9q79f0fjjtvd6rcz00d1, pc2pewu255axe28t955qjcnp, dreyp9vpkgl8t38erpkrfwsbu, 2tmu6esf1xub0sja4gwnakvyt, e8iey6bpyyfd0u8lovucrc2xh, evh60twv2ab6si0q78fqi9coa, af9qi36c0nm8eso8z5ah8yyuh, 5p3y4bh0mdmymeceltd1fpw8a, 1x6l08ntcq6rpjghegacvtbzd, 2v9zl8rrcoi432p8iy1ngwlt6, 3n3jrt6gx6o1z1q2nq0qmaxhw, v9xcxlic45xllm9t5gvxf1ii, bfz6cqvrhregc09eq5bymtt04",3830287031,194,6xvmp9q79f0fjjtvd6rcz00d1,3830287033,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830287023,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3830351933,197,891,3830287025,59,"20, 2, 3, 17, 5, 6, 26, 28, 11, 10, 9, 1, 7, 12, 21, 33, 35, 37",3830287029,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469396459,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-10-09T03:15:55.931Z,2022-10-09T04:11:08Z,3830294273,59,"33, 2, 14, 8, 29, 5, 7, 19, 9, 6, 10, 30, 12, 18, 23, 25, 36, 77",3830294275,130,6,3830294281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3830294279,194,7vq2cctowa657lg0v740lhtjp,3830294277,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3830359633,197,17190,3830294269,30,"90cmfctiu1b17s790t26ddcd1, 5pjrdhytzrteyqxxcvxxhjqax, 8gzsegmgy3fjcluzdci515j2t, 7vq2cctowa657lg0v740lhtjp, adhfs6658xx5hpxur1496kv6d, 68mqljqiwgzgextvvyncb3avp, cufgsqfkltgeb7ak2uan2dqdx, 869lv47g5aohwwzeyzx9xmt7u, njzhdtpegev8seam0oe0zpp1, 5ik9yg42hblwa27q4p29awyj9, f35u25047d9vmzt6j20fd29cl, dq73n90z7dgfp2bhh7y3d8161, djz5cm1g7ouen2y4o7w35jbl6, 61rdelnm1qf1rh24z6omazu1h, 5twougbt4bs0s6f7l6osmvh1, 9o5hfmwoffdqmnrrf4ao1b5nu, 4oqiyxgv3i7lhki54wqjtyqz8, 3sp7zm2r3v81h4rxprphfmdt6",3830294271,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407237,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2022-10-09T04:03:05.035Z,2022-10-10T08:41:23Z,3830360347,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407243,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-10-09T04:03:05.035Z,2022-10-09T04:03:06Z,3830360385,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407249,3,1,1,0,0,6h553bwfqkoxayuv80uikkn42,1,49.9,50,2022-10-09T04:03:05.135Z,2022-10-10T08:41:28Z,3830360419,212,1.3,3830360415,140,48.9,3830360423,279,S,3830360413,56,Back,3830360421,213,2.5,3830360417,141,51.2,,,,,,,2tmu6esf1xub0sja4gwnakvyt,S. Krpić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407257,4,1,1,0,2,6h553bwfqkoxayuv80uikkn42,1,52.8,42.8,2022-10-09T04:03:07.657Z,2022-10-09T04:10:20Z,3830360471,212,18.6,3830360469,141,15.5,3830360473,213,4.8,3830360467,140,54.2,3830360465,56,Right,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407265,5,1,1,0,4,6h553bwfqkoxayuv80uikkn42,1,59.2,11.7,2022-10-09T04:03:09.801Z,2022-10-09T04:10:23Z,3830360517,141,3.1,3830360521,213,5.3,3830360513,56,Right,3830360515,140,62.7,3830360519,212,6.9,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407269,6,1,1,0,6,6h553bwfqkoxayuv80uikkn42,1,62.7,3.1,2022-10-09T04:03:11.944Z,2022-10-09T04:12:00Z,3830360551,212,8.0,3830360549,141,3.5,3830360545,56,Right,3830360553,213,3.1,3830360547,140,55.1,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407287,7,1,1,0,8,6h553bwfqkoxayuv80uikkn42,1,54.9,6.1,2022-10-09T04:03:13.657Z,2022-10-09T04:11:58Z,3830360649,213,2.6,3830360645,141,14.9,3830360643,140,45.5,3830360641,56,Back,3830360647,212,11.5,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407289,8,1,1,0,13,6h553bwfqkoxayuv80uikkn42,1,45.5,14.9,2022-10-09T04:03:18.265Z,2022-10-09T04:12:01Z,3830360665,56,Back,3830360667,140,32.3,3830360673,213,2.4,3830360669,141,33.7,3830360671,212,18.9,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407303,9,1,1,0,14,6h553bwfqkoxayuv80uikkn42,1,32.3,33.7,2022-10-09T04:03:19.432Z,2022-10-09T04:12:07Z,3830360715,56,Back,3830360725,213,1.6,3830360717,140,31.7,3830360723,212,18.8,3830360719,141,61.4,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407309,10,1,1,0,17,6h553bwfqkoxayuv80uikkn42,1,32.8,70.8,2022-10-09T04:03:22.152Z,2022-10-09T04:12:07Z,3830360759,140,35.2,3830360761,141,95.1,3830360767,213,1.4,3830360763,212,16.7,3830360757,56,Back,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407327,11,1,1,0,18,6h553bwfqkoxayuv80uikkn42,1,35.2,95.1,2022-10-09T04:03:23.369Z,2022-10-09T04:12:09Z,3830360885,140,56.6,3830360883,56,Left,3830360889,212,22.5,3830360891,213,0.1,3830360887,141,97.4,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407329,12,3,1,0,20,6h553bwfqkoxayuv80uikkn42,1,64.3,94.8,2022-10-09T04:03:25.150Z,2022-10-10T08:43:39Z,3830360901,56,Left,3834715627,465,,3830373341,233,98,3830360903,286,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469409365,98,45,1,0,20,cuj4qahgk4idsme4dg8clk6gw,0,35.7,5.2,2022-10-09T04:03:25.150Z,2022-10-09T04:12:51Z,3830373303,56,Back,3830373305,285,,3830373345,233,12,,,,,,,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407333,13,3,1,0,23,6h553bwfqkoxayuv80uikkn42,0,64.6,92.3,2022-10-09T04:03:28.519Z,2022-10-10T08:43:42Z,3834715709,465,,3830373095,286,,3830360915,56,Left,3830373533,233,3,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407339,3,7,1,0,23,cuj4qahgk4idsme4dg8clk6gw,0,35.4,7.7,2022-10-09T04:03:28.520Z,2022-10-10T08:43:48Z,3830360939,56,Back,3834715873,385,,3830373525,285,,3830373527,233,13,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469409411,90,61,1,0,24,6h553bwfqkoxayuv80uikkn42,1,65.1,97.2,2022-10-09T04:03:29.709Z,2022-10-09T04:13:07Z,3830373633,56,Left,,,,,,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407351,4,5,1,0,27,cuj4qahgk4idsme4dg8clk6gw,1,26.2,-1.4,2022-10-09T04:03:32.619Z,2022-10-09T04:05:20Z,3830363619,233,14,3830361005,56,Back,3830361007,347,,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407373,14,5,1,0,27,6h553bwfqkoxayuv80uikkn42,0,73.8,101.4,2022-10-09T04:03:32.619Z,2022-10-09T04:20:07Z,3830361113,56,Left,3830361115,347,,3830363623,233,4,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407381,5,1,1,0,34,cuj4qahgk4idsme4dg8clk6gw,0,30.8,0,2022-10-09T04:03:39.804Z,2022-10-09T04:03:41Z,3830361167,213,0.9,3830361163,141,19.8,3830361165,212,19.4,3830361157,107,,3830361159,56,Back,3830361161,140,42.8,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407399,15,1,1,0,35,6h553bwfqkoxayuv80uikkn42,1,59.3,89.2,2022-10-09T04:03:40.961Z,2022-10-10T08:44:49Z,3830361277,56,Left,3830361283,212,7.9,3830361285,213,0.1,3830361281,141,90.5,3830361279,140,66.8,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407403,16,49,1,0,36,6h553bwfqkoxayuv80uikkn42,1,63.6,87.1,2022-10-09T04:03:41.656Z,2022-10-10T08:44:57Z,,,,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407409,17,1,1,0,36,6h553bwfqkoxayuv80uikkn42,1,63.1,87.6,2022-10-09T04:03:41.816Z,2022-10-10T08:45:03Z,3830361305,213,1.8,3830361299,140,61.8,3830361303,212,7.1,3830361297,56,Left,3830361301,141,97.9,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407411,18,3,1,0,41,6h553bwfqkoxayuv80uikkn42,0,65,94.9,2022-10-09T04:03:46.403Z,2022-10-10T08:45:19Z,3830361321,56,Left,3834718557,465,,3830361389,233,6,3830361323,286,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407419,6,7,1,0,41,cuj4qahgk4idsme4dg8clk6gw,1,35,5.1,2022-10-09T04:03:46.404Z,2022-10-10T08:45:22Z,3834718651,385,,3830361363,285,,3830361359,167,,3830361381,233,18,3830361361,56,Back,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407423,7,5,1,0,43,cuj4qahgk4idsme4dg8clk6gw,0,34.7,-1.2,2022-10-09T04:03:48.312Z,2022-10-09T04:20:07Z,3830361373,56,Back,3830361375,347,,3830361431,233,19,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407429,19,5,1,0,43,6h553bwfqkoxayuv80uikkn42,1,65.3,101.2,2022-10-09T04:03:48.312Z,2022-10-09T04:13:40Z,3830361423,233,7,3830361405,347,,3830361403,56,Left,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407469,20,1,1,0,50,6h553bwfqkoxayuv80uikkn42,1,66.8,100,2022-10-09T04:03:56.026Z,2022-10-09T04:13:51Z,3830361609,140,72.9,3830361611,141,96.6,3830374437,189,,3830361605,107,,3830361613,212,7.1,3830361615,213,5.8,3830361607,56,Left,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407487,21,1,1,0,52,6h553bwfqkoxayuv80uikkn42,1,72.9,96.6,2022-10-09T04:03:57.817Z,2022-10-10T08:46:03Z,3830361705,56,Left,3830361713,213,3.1,3830361707,140,64.0,3830361709,141,97.5,3830361711,212,9.4,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407491,22,4,1,0,53,6h553bwfqkoxayuv80uikkn42,1,62.8,97.4,2022-10-09T04:03:58.762Z,2022-10-09T04:14:26Z,3830361727,294,,3830361731,152,,3830361733,286,,3830361735,233,8,3830361725,13,,3830361729,56,Left,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407481,8,4,1,0,53,cuj4qahgk4idsme4dg8clk6gw,0,37.2,2.6,2022-10-09T04:03:58.763Z,2022-10-09T04:04:02Z,3830361685,152,,3830361683,56,Back,3830361759,233,22,3830361687,285,,3830361679,13,,3830361681,294,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407561,23,1,1,1,7,6h553bwfqkoxayuv80uikkn42,1,59.1,96,2022-10-09T04:04:12.113Z,2022-10-10T08:46:36Z,3830362081,5,,3830362093,213,4.0,3830362087,140,51.4,3830362089,141,83.3,3830362091,212,11.8,3830375703,189,,3830362085,56,Left,3830362083,152,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407587,24,1,1,1,8,6h553bwfqkoxayuv80uikkn42,1,51.4,72.6,2022-10-09T04:04:13.152Z,2022-10-10T08:47:14Z,3830362229,141,41.2,3830362225,56,Center,3830362233,213,4.8,3830362231,212,21.4,3830362227,140,53.1,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407593,25,1,1,1,9,6h553bwfqkoxayuv80uikkn42,1,52.3,41.9,2022-10-09T04:04:14.632Z,2022-10-10T08:47:24Z,3830362263,212,11.3,3830362257,56,Center,3830362265,213,0.3,3830362259,140,62.5,3830362261,141,47.2,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407601,26,1,1,1,12,6h553bwfqkoxayuv80uikkn42,1,59.8,50.9,2022-10-09T04:04:17.640Z,2022-10-10T08:47:28Z,3830362329,213,3.1,3830362325,141,52.6,3830362323,140,39.7,3830362321,56,Back,3830362327,212,21.1,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469411329,172,1,1,1,14,6h553bwfqkoxayuv80uikkn42,1,45.9,54.8,2022-10-09T04:04:19.476Z,2022-10-10T08:47:36Z,3830385679,213,1.6,3830385675,141,74.8,3830385673,140,45.7,3830385671,56,Back,3830385677,212,13.6,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469411357,173,1,1,1,15,6h553bwfqkoxayuv80uikkn42,1,44.9,84.3,2022-10-09T04:04:20.892Z,2022-10-10T08:47:43Z,3830385827,141,95.8,3830385831,213,0.8,3830385825,140,52.3,3830385823,56,Left,3830385829,212,11.0,,,,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407605,27,1,1,1,17,6h553bwfqkoxayuv80uikkn42,0,53.7,95.4,2022-10-09T04:04:22.473Z,2022-10-10T08:47:52Z,3830362361,1,,3830362351,56,Center,3830362349,155,,3830362359,213,5.9,3830362353,140,86.5,3830362357,212,37.4,3830362355,141,74.1,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407613,9,12,1,1,19,cuj4qahgk4idsme4dg8clk6gw,1,14.9,22.1,2022-10-09T04:04:24.738Z,2022-10-09T04:14:29Z,3830362409,15,,3830362395,56,Back,3830362401,212,12.8,3830362397,140,17.6,3830362399,141,3.8,3830362403,213,4.9,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407629,28,1,1,1,24,6h553bwfqkoxayuv80uikkn42,1,85.3,95.7,2022-10-09T04:04:29.465Z,2022-10-09T04:24:08Z,3830362455,56,Left,3830362461,212,13.3,3830362459,141,87.4,3830362457,140,73.8,3830362463,213,3.6,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407635,29,1,1,1,27,6h553bwfqkoxayuv80uikkn42,1,72.1,68.6,2022-10-09T04:04:32.568Z,2022-10-10T08:52:19Z,3830362495,140,74.6,3830362501,213,4.9,3830362497,141,50.7,3830362493,56,Center,3830362499,212,12.5,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407639,30,1,1,1,28,6h553bwfqkoxayuv80uikkn42,0,74.5,44.2,2022-10-09T04:04:33.369Z,2022-10-10T08:52:40Z,3830362531,56,Center,3830362539,213,1.6,3830362535,141,47.9,3830362533,140,74.4,3830362537,212,2.5,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407661,10,61,1,1,28,cuj4qahgk4idsme4dg8clk6gw,0,28.1,56.5,2022-10-09T04:04:33.806Z,2022-10-10T08:54:30Z,3830362667,56,Back,,,,,,,,,,,,,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469411699,191,3,1,1,29,6h553bwfqkoxayuv80uikkn42,0,67.2,44.8,2022-10-09T04:04:34.420Z,2022-10-10T08:53:43Z,3830394453,233,11,3834731885,464,,3830394421,286,,3830394419,56,Center,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407711,11,7,1,1,29,cuj4qahgk4idsme4dg8clk6gw,0,32.8,55.2,2022-10-09T04:04:34.421Z,2022-10-10T08:53:46Z,3830387855,285,,3830387853,56,Back,3834731975,385,,3830394439,233,191,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470232779,827,61,1,1,30,6h553bwfqkoxayuv80uikkn42,1,71.7,60.5,2022-10-09T04:04:35.502Z,2022-10-10T08:53:56Z,3834732251,56,Center,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407657,31,1,1,1,31,6h553bwfqkoxayuv80uikkn42,0,71.1,57.6,2022-10-09T04:04:36.680Z,2022-10-09T04:34:20Z,3830362645,141,54.9,3830362647,212,3.5,3830362643,140,68.3,3830362649,213,3.7,3830362641,56,Center,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469407713,12,8,1,1,31,cuj4qahgk4idsme4dg8clk6gw,1,34.8,56.5,2022-10-09T04:04:36.851Z,2022-10-10T08:54:40Z,3830388163,56,Back,3834733397,385,,,,,,,,,,,,,,,,,,,,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
