id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,assist,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2498770011,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-01-20T07:51:29.543Z,2023-01-20T08:50:51Z,3985268975,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3985268981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3985268977,59,"46, 21, 7, 55, 4, 3, 26, 6, 9, 10, 11, 1, 14, 27, 36, 37, 47, 66",3985268973,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, d3n1fqp2aq9yjtzvwistpecyc, 86sqmnbenft8ugq57q2i2wzbp, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 2kig0lwusomobls6p3am0l7qi, 6b31g4lw3ste6xrg1kwwn5iol, 4j4nenchzzxi4a96o7jqdpgid, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 7svze93i8mizkw3h8wsdbxkgl, 8xkw7djsy38p9rck0ysxtfdd6, 5eqoaq3vo99bk6w8rda67iw6i, btbsot4krojohgz7cjpoqc9p0, 410fzkckxjcw6b02nkcvpvitw, 2c81wahtsfjksewt89ccirris",3985268985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985278991,197,874,3985268983,194,8wt0rz1iw4aon12zj6axq1sk5,3985268979,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498770031,1,34,16,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-20T07:52:08.028Z,2023-01-20T08:41:49Z,3985269035,194,1nrqzt5f33akpl06zanky83bp,3985269029,59,"12, 44, 13, 8, 6, 5, 37, 11, 9, 10, 17, 1, 2, 24, 27, 35, 99",3985269033,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3985278413,197,9894,3985269037,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3985269031,130,8,3985269025,30,"4hdho3gfrydh4fzf3ydggef9x, 44cqwwuueirgp57r8ks0725t5, 92ey6tqofzafadpm9y7af2ort, ceea6ndbo2sq5cvucg5j31oq2, qdjzxk5jrjnbbq6edbavp2p5, c3u652s3v8u1q4qid5mkbtyw9, f3z4grszald48qd1fidjycidw, 7gt275zxk4hkh4zvdtmo3xpzp, du99hpqe1ikml2wohv8ei0hxx, 1nrqzt5f33akpl06zanky83bp, 6cke7ckocw7epjg5gj6exuytx, 4llft8t2rwgm3uewbwyaq5ckp, btyconkxo00p1gkf87mn70lpl, brm3r6uywyf21o3cnuizwofvu, 6f9jrka1qz3j5mfx4x3a5ubfu, am6xykrxjymw2qpqli6upysq, ebsxh1pvxhmt8olxtapkrf7xl",3985269027,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772735,2,32,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-20T08:45:59.214Z,2023-01-20T08:45:59Z,3985280095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772739,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-01-20T08:45:59.214Z,2023-01-21T08:59:55Z,3985280121,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772745,3,1,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,50,50,2023-01-20T08:45:59.314Z,2023-01-20T08:46:11Z,3985280131,56,Back,3985280135,141,54.5,3985280141,279,S,3985280139,213,2.6,3985280133,140,44.7,3985280137,212,6.4,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772755,4,1,1,0,3,7jv344gvcvgqg7oeuc9u554dm,0,44.6,54.6,2023-01-20T08:46:02.363Z,2023-01-20T08:46:06Z,3985280195,212,46.1,3985280191,140,69.2,3985280193,141,0.0,3985280187,155,,3985280197,213,5.3,3985280189,56,Right,3985280199,1,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772777,3,5,1,0,6,6lezh5aazy0xca1800e5dqxwl,1,27.9,101.6,2023-01-20T08:46:05.653Z,2023-01-20T08:46:22Z,3985280307,56,Back,3985280309,347,,3985280311,233,5,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772757,5,5,1,0,6,7jv344gvcvgqg7oeuc9u554dm,0,72.1,-1.6,2023-01-20T08:46:05.653Z,2023-01-20T09:06:52Z,3985280315,233,3,3985280203,347,,3985280201,56,Right,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772779,4,1,1,0,22,6lezh5aazy0xca1800e5dqxwl,1,27.2,100,2023-01-20T08:46:22.034Z,2023-01-20T08:46:25Z,3985280335,213,5.3,3985280331,141,75.3,3985280325,107,,3985280329,140,39.3,3985280333,212,21.8,3985280337,1,,3985280327,56,Back,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498772785,5,1,1,0,26,6lezh5aazy0xca1800e5dqxwl,1,40,80,2023-01-20T08:46:25.250Z,2023-01-20T08:46:30Z,3985280365,140,70.2,3985280371,213,0.4,3985280367,141,97.1,3985280363,56,Left,3985280369,212,33.8,3985280373,1,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
