id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/14/value,assist,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515678671,7,1,1,0,34,7jv344gvcvgqg7oeuc9u554dm,1,29.2,6.6,2023-03-05T04:03:02.860Z,2023-03-05T04:08:08Z,4074286321,141,11.6,4074286317,56,Back,4074286325,213,2.8,4074286319,140,19.4,4074286323,212,10.8,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678677,8,1,1,0,34,7jv344gvcvgqg7oeuc9u554dm,0,16.8,7.9,2023-03-05T04:03:03.083Z,2023-03-05T04:08:09Z,4074286597,141,15.5,4074286593,56,Back,4074286595,140,42.3,4074286601,213,0.2,4074286599,212,27.3,4074286591,157,,4074286603,1,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678701,8,1,1,0,35,v046no35g7ebk8lytdjmfb43,0,54.4,90.5,2023-03-05T04:03:04.338Z,2023-03-05T04:03:14Z,4074279131,56,Left,4074279133,140,58.3,4074279137,212,7.9,4074279129,3,,4074279139,213,1.0,4074279135,141,100.0,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678705,9,5,1,0,40,v046no35g7ebk8lytdjmfb43,0,64.3,100.9,2023-03-05T04:03:08.818Z,2023-03-05T04:03:17Z,4074279153,347,,4074279151,56,Left,4074279311,233,9,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678739,9,5,1,0,40,7jv344gvcvgqg7oeuc9u554dm,1,35.7,-0.9,2023-03-05T04:03:08.818Z,2023-03-05T04:45:54Z,4074279305,233,9,4074279299,347,,4074279297,56,Back,,,,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678749,10,1,1,0,47,7jv344gvcvgqg7oeuc9u554dm,1,34.4,0,2023-03-05T04:03:16.380Z,2023-03-05T04:03:17Z,4074279357,56,Right,4074279353,107,,4074279363,140,52.5,4074279367,212,19.2,4074279369,213,0.1,4074279365,141,2.5,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678755,11,1,1,0,49,7jv344gvcvgqg7oeuc9u554dm,1,52.5,2.5,2023-03-05T04:03:17.836Z,2023-03-05T04:03:20Z,4074279397,140,40.7,4074279401,212,12.4,4074279395,56,Back,4074279403,213,3.2,4074279399,141,1.6,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678765,12,1,1,0,51,7jv344gvcvgqg7oeuc9u554dm,1,43,1.9,2023-03-05T04:03:20.300Z,2023-03-05T04:03:22Z,4074279451,56,Right,4074279457,212,21.6,4074279453,140,62.6,4074279455,141,11.6,4074279459,213,0.3,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678779,13,1,1,0,53,7jv344gvcvgqg7oeuc9u554dm,1,62.6,11.6,2023-03-05T04:03:22.204Z,2023-03-05T04:03:24Z,4074279511,56,Center,4074279509,155,,4074279517,212,13.5,4074279513,140,60.5,4074279519,213,1.7,4074279515,141,31.2,,,,,,,du99hpqe1ikml2wohv8ei0hxx,B. Arabuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678783,14,61,1,0,54,7jv344gvcvgqg7oeuc9u554dm,0,58.9,31.3,2023-03-05T04:03:23.589Z,2023-03-05T10:15:06Z,4074279539,56,Center,,,,,,,,,,,,,,,,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678797,10,1,1,0,55,v046no35g7ebk8lytdjmfb43,0,40.6,76.4,2023-03-05T04:03:24.688Z,2023-03-05T10:15:08Z,4074279583,1,,4074279571,157,,4074279575,140,43.8,4074279581,213,0.3,4074279579,212,3.6,4074279573,56,Back,4074279577,141,78.2,,,,cl816ciqmvh4bjzm9vjq4wyga,Rahmat Akbari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678789,15,61,1,0,56,7jv344gvcvgqg7oeuc9u554dm,1,57.2,27.4,2023-03-05T04:03:25.436Z,2023-03-05T04:03:25Z,4074279559,56,Center,,,,,,,,,,,,,,,,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678807,16,1,1,0,58,7jv344gvcvgqg7oeuc9u554dm,0,36.7,7.7,2023-03-05T04:03:27.388Z,2023-03-05T04:03:28Z,4074279625,141,15.9,4074279629,213,0.6,4074279627,212,10.1,4074279623,140,44.7,4074279619,3,,4074279621,56,Back,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678811,11,1,1,0,59,v046no35g7ebk8lytdjmfb43,0,54.1,84.4,2023-03-05T04:03:28.404Z,2023-03-05T04:03:29Z,4074279643,56,Left,4074279647,141,81.2,4074279645,140,56.0,4074279651,213,5.5,4074279649,212,3.0,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678823,17,1,1,1,0,7jv344gvcvgqg7oeuc9u554dm,1,41.2,25.3,2023-03-05T04:03:28.988Z,2023-03-05T04:03:32Z,4074279725,141,9.5,4074279729,213,4.2,4074279723,140,35.3,4074279727,212,12.4,4074279721,56,Back,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678863,18,1,1,1,3,7jv344gvcvgqg7oeuc9u554dm,1,38.1,12.8,2023-03-05T04:03:32.060Z,2023-03-05T04:03:38Z,4074279857,56,Back,4074279861,141,93.0,4074279853,155,,4074279859,140,21.9,4074279855,196,,4074279863,212,57.1,4074279867,1,,4074279865,213,1.9,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678885,19,1,1,1,11,7jv344gvcvgqg7oeuc9u554dm,1,26.2,92.1,2023-03-05T04:03:39.901Z,2023-03-05T04:03:42Z,4074279975,213,4.3,4074279973,212,13.2,4074279963,56,Back,4074279965,140,21.7,4074279969,141,73.9,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678895,20,1,1,1,13,7jv344gvcvgqg7oeuc9u554dm,1,21.9,71.7,2023-03-05T04:03:41.949Z,2023-03-05T04:09:03Z,4074280017,140,22.8,4074280021,212,25.9,4074280015,56,Back,4074280019,141,33.6,4074280023,213,4.7,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678941,21,1,1,1,14,7jv344gvcvgqg7oeuc9u554dm,1,22.8,33.6,2023-03-05T04:03:43.453Z,2023-03-05T04:09:06Z,4074280205,212,18.7,4074280201,140,31.3,4074280207,213,5.2,4074280199,56,Back,4074280203,141,9.5,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678949,22,3,1,1,24,7jv344gvcvgqg7oeuc9u554dm,0,42.4,2.2,2023-03-05T04:03:52.717Z,2023-03-05T10:15:55Z,4074691189,465,,4074280241,56,Back,4074280243,286,,4074280325,233,12,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678959,12,7,1,1,24,v046no35g7ebk8lytdjmfb43,1,57.6,97.8,2023-03-05T04:03:52.718Z,2023-03-05T10:15:57Z,4074280291,56,Left,4074280313,233,22,4074280293,285,,4074280289,167,,4074691297,385,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678965,13,5,1,1,24,v046no35g7ebk8lytdjmfb43,0,55.5,101,2023-03-05T04:03:53.645Z,2023-03-05T04:45:54Z,4074280305,347,,4074280397,233,23,4074280303,56,Left,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515678979,23,5,1,1,24,7jv344gvcvgqg7oeuc9u554dm,1,44.5,-1,2023-03-05T04:03:53.645Z,2023-03-05T04:03:59Z,4074280377,347,,4074280373,56,Back,4074280391,233,13,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679009,24,1,1,1,29,7jv344gvcvgqg7oeuc9u554dm,1,51.7,0,2023-03-05T04:03:58.653Z,2023-03-05T04:04:04Z,4074280507,107,,4074280511,140,61.7,4074280509,56,Right,4074280515,212,13.9,4074280517,213,0.7,4074280513,141,11.4,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679013,25,1,1,1,35,7jv344gvcvgqg7oeuc9u554dm,0,59.5,9.7,2023-03-05T04:04:04.302Z,2023-03-05T04:04:17Z,4074280547,213,5.4,4074280539,56,Right,4074280543,141,0.0,4074280541,140,65.8,4074280545,212,10.2,,,,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679061,15,5,1,1,36,v046no35g7ebk8lytdjmfb43,1,34.9,101.1,2023-03-05T04:04:05.470Z,2023-03-05T04:45:54Z,4074280769,347,,4074280767,56,Back,4074280909,233,26,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679079,26,5,1,1,36,7jv344gvcvgqg7oeuc9u554dm,0,65.1,-1.1,2023-03-05T04:04:05.470Z,2023-03-05T04:04:19Z,4074280841,56,Right,4074280917,233,15,4074280843,347,,,,,,,,,,,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679021,14,43,1,1,37,v046no35g7ebk8lytdjmfb43,1,0,0,2023-03-05T04:04:06.229Z,2023-03-05T04:04:13Z,4074280585,56,Back,4074280759,144,8,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679091,16,1,1,1,48,v046no35g7ebk8lytdjmfb43,0,38.3,100,2023-03-05T04:04:17.110Z,2023-03-05T04:04:19Z,4074280879,107,,4074280891,1,,4074280881,56,Left,4074280885,141,90.6,4074280889,213,5.9,4074280887,212,21.7,4074280883,140,57.8,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679109,27,1,1,1,50,7jv344gvcvgqg7oeuc9u554dm,0,30,6.1,2023-03-05T04:04:19.173Z,2023-03-05T10:16:18Z,4074280959,56,Back,4074280957,3,,4074280961,140,36.6,4074280965,212,9.1,4074280963,141,14.7,4074280967,213,0.7,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679111,17,1,1,1,51,v046no35g7ebk8lytdjmfb43,0,56.5,82,2023-03-05T04:04:20.165Z,2023-03-05T04:04:22Z,4074280973,140,65.5,4074280977,212,12.3,4074280971,56,Left,4074280969,3,,4074280975,141,93.6,4074280979,213,0.7,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679121,28,1,1,1,52,7jv344gvcvgqg7oeuc9u554dm,0,31,2.9,2023-03-05T04:04:21.431Z,2023-03-05T05:02:06Z,4074281021,141,0.0,4074281017,56,Back,4074281025,213,5.7,4074281015,157,,4074281019,140,35.7,4074281023,212,5.8,4074281027,1,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679149,18,5,1,1,53,v046no35g7ebk8lytdjmfb43,1,63.7,101.1,2023-03-05T04:04:22.388Z,2023-03-05T04:04:28Z,4074281143,233,29,4074281121,347,,4074281119,56,Left,,,,,,,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679123,29,5,1,1,53,7jv344gvcvgqg7oeuc9u554dm,0,36.3,-1.1,2023-03-05T04:04:22.388Z,2023-03-05T04:45:55Z,4074281151,233,18,4074281031,347,,4074281029,56,Back,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679197,19,1,1,2,9,v046no35g7ebk8lytdjmfb43,0,63.1,100,2023-03-05T04:04:38.308Z,2023-03-05T04:04:39Z,4074281359,140,74.5,4074281365,213,5.9,4074281355,107,,4074281363,212,12.7,4074281361,141,94.4,4074281357,56,Left,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679203,30,8,1,2,11,7jv344gvcvgqg7oeuc9u554dm,1,28.7,4.1,2023-03-05T04:04:40.303Z,2023-03-05T10:16:33Z,4074281401,15,,4074692209,385,,4074281381,56,Back,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679215,20,5,1,2,12,v046no35g7ebk8lytdjmfb43,1,71.8,101.5,2023-03-05T04:04:40.726Z,2023-03-05T04:04:42Z,4074281419,56,Left,4074281421,347,,4074281439,233,31,,,,,,,,,,,,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679213,31,5,1,2,12,7jv344gvcvgqg7oeuc9u554dm,0,28.2,-1.5,2023-03-05T04:04:40.726Z,2023-03-05T04:45:55Z,4074281417,347,,4074281415,56,Back,4074281449,233,20,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679291,21,1,1,2,28,v046no35g7ebk8lytdjmfb43,0,74,100,2023-03-05T04:04:57.349Z,2023-03-05T04:05:02Z,4074281831,212,30.9,4074281823,107,,4074281827,140,91.3,4074281833,213,5.3,4074281829,141,64.3,4074281825,56,Center,4074281835,1,,,,,bhl2kwvi52osrdsdnbtw45lyi,J. Courtney-Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679305,32,12,1,2,33,7jv344gvcvgqg7oeuc9u554dm,1,6.6,42.1,2023-03-05T04:05:02.383Z,2023-03-05T04:23:10Z,4074281899,212,10.3,4074281895,140,7.1,4074281901,213,4.8,4074281893,56,Back,4074281897,141,27.0,,,,,,,,,,c3u652s3v8u1q4qid5mkbtyw9,J. Aspropotamitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679311,33,44,1,2,34,7jv344gvcvgqg7oeuc9u554dm,1,6.4,24.8,2023-03-05T04:05:03.157Z,2023-03-05T04:05:04Z,4074281923,233,22,4074281911,56,Back,4074281913,285,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679301,22,44,1,2,34,v046no35g7ebk8lytdjmfb43,0,93.6,75.2,2023-03-05T04:05:03.158Z,2023-03-05T04:05:05Z,4074281881,56,Center,4074281949,233,33,4074281883,286,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515679319,34,12,1,2,35,7jv344gvcvgqg7oeuc9u554dm,1,7.2,25.8,2023-03-05T04:05:03.739Z,2023-03-05T10:16:50Z,4074281955,141,30.1,4074281959,213,0.2,4074281953,140,21.2,4074281957,212,15.0,4074281975,15,,4074281951,56,Back,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
