id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,assist,qualifier/17/value
2537776617,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-23T07:15:54.767Z,2023-04-23T08:33:02Z,4212342575,59,"13, 21, 14, 5, 29, 15, 8, 4, 22, 7, 16, 3, 19, 28, 30, 36, 37, 43",4212342585,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212342579,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212342573,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4212342577,130,12,4212342583,197,18077,4212342571,30,"1vr7xk50jy6ytnogke8h6ciga, 982owm0ccito2d1x2pkvpqeh, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, 4hudkn0jcog2v9q8qv1vngij9, 7vq2cctowa657lg0v740lhtjp, 9sczcrp79182vio8prnrw5kdm, 2tveu4wl8zdno0v950r0r34k5, cufgsqfkltgeb7ak2uan2dqdx, 4wk0sw7u4c17v2owhx5bhmusq, 5c8v9xugyq3jm2kik1eeoptnu, 869lv47g5aohwwzeyzx9xmt7u, 1smjjhc426d9s9ly2g41cqvl6, dq73n90z7dgfp2bhh7y3d8161, 4oqiyxgv3i7lhki54wqjtyqz8, bnpu23zlwzn5gtr4t8j8qtnh0, d1vlidmmd1z2oc6h24i2v5fro",4212342581,194,7vq2cctowa657lg0v740lhtjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537779459,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-04-23T07:25:30.448Z,2023-04-23T08:06:35Z,4212359141,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4212359147,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212359139,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, 2kig0lwusomobls6p3am0l7qi, a5y5w6rclo7jen1tg6xhfgewa, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 3qwtpnlm38xo5f1u36a30kus5, evf4z0xf7cd5nidnq6q4x8w7o, btbsot4krojohgz7cjpoqc9p0, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 86sqmnbenft8ugq57q2i2wzbp, 7svze93i8mizkw3h8wsdbxkgl, 5jeurk4kzk1s8aio8ufwu12sq, 5eqoaq3vo99bk6w8rda67iw6i, d3n1fqp2aq9yjtzvwistpecyc, 2c81wahtsfjksewt89ccirris",4212359143,59,"46, 21, 7, 6, 41, 3, 26, 8, 35, 37, 11, 1, 4, 14, 31, 36, 55, 66",4212359149,194,8wt0rz1iw4aon12zj6axq1sk5,4212359145,130,8,4212359151,197,13032,4212359153,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793201,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2023-04-23T08:04:43.238Z,2023-04-23T08:04:45Z,4212424981,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793193,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-04-23T08:04:43.238Z,2023-04-23T08:04:43Z,4212424957,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793229,3,1,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,50,50,2023-04-23T08:04:43.338Z,2023-04-23T08:04:49Z,4212425159,56,Back,4212425163,141,54.0,4212425167,213,3.0,4212425169,279,S,4212425165,212,17.6,4212425161,140,33.4,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793235,4,1,1,0,6,cuj4qahgk4idsme4dg8clk6gw,0,34.7,53.9,2023-04-23T08:04:49.275Z,2023-04-23T08:14:38Z,4212425191,140,81.0,4212444563,157,,4212425197,213,5.9,4212425193,141,25.5,4212425199,1,,4212425195,212,52.3,4212425189,56,Center,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793241,3,1,1,0,7,6lezh5aazy0xca1800e5dqxwl,0,20.6,74.5,2023-04-23T08:04:51.154Z,2023-04-23T08:14:47Z,4212425257,213,6.1,4212425253,141,69.7,4212425251,140,34.1,4212425249,56,Back,4212425247,3,,4212425255,212,14.5,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793273,5,1,1,0,10,cuj4qahgk4idsme4dg8clk6gw,1,65.7,32.8,2023-04-23T08:04:53.578Z,2023-04-23T08:25:44Z,4212425405,3,,4212425409,56,Center,4212425415,141,31.5,4212425419,213,6.1,4212425417,212,6.6,4212425413,140,71.9,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793275,6,1,1,0,11,cuj4qahgk4idsme4dg8clk6gw,0,71.9,31.5,2023-04-23T08:04:54.322Z,2023-04-23T08:15:07Z,4212425439,213,0.2,4212425435,141,33.4,4212425427,3,,4212425429,168,,4212425431,56,Center,4212425437,212,6.5,4212425433,140,78.0,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793263,4,44,1,0,12,6lezh5aazy0xca1800e5dqxwl,1,24.6,70.2,2023-04-23T08:04:55.626Z,2023-04-23T08:15:14Z,4212425357,285,,4212445733,233,7,4212425355,56,Back,,,,,,,,,,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793279,7,44,1,0,12,cuj4qahgk4idsme4dg8clk6gw,0,75.4,29.8,2023-04-23T08:04:55.627Z,2023-04-23T08:16:56Z,4212445755,233,4,4212445723,56,Center,4212445725,286,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793265,5,1,1,0,12,6lezh5aazy0xca1800e5dqxwl,0,22.7,69,2023-04-23T08:04:56.064Z,2023-04-23T08:25:42Z,4212425371,212,6.5,4212425363,3,,4212425367,140,26.6,4212425375,213,0.9,4212425369,141,76.4,4212425365,56,Back,,,,,,,a5y5w6rclo7jen1tg6xhfgewa,A. Popovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793285,8,1,1,0,13,cuj4qahgk4idsme4dg8clk6gw,0,60.1,29.5,2023-04-23T08:04:56.818Z,2023-04-23T08:26:18Z,4212463335,3,,4212463339,140,87.8,4212463343,212,29.1,4212463337,56,Center,4212463341,141,27.9,4212463345,213,6.2,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537801093,234,49,1,0,15,6lezh5aazy0xca1800e5dqxwl,1,14.5,68.2,2023-04-23T08:04:58.347Z,2023-04-23T08:26:23Z,,,,,,,,,,,,,,,,,,,,,,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793317,6,1,1,0,16,6lezh5aazy0xca1800e5dqxwl,0,14.1,72,2023-04-23T08:04:59.617Z,2023-04-23T08:26:22Z,4212425607,157,,4212425611,140,58.0,4212425617,213,0.1,4212425613,141,79.9,4212425619,1,,4212425615,212,46.4,4212425609,56,Left,,,,8t39sfyi8s85bs1ptjymmbd1x,B. Warland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537793335,9,1,1,0,21,cuj4qahgk4idsme4dg8clk6gw,1,45.6,33.9,2023-04-23T08:05:04.628Z,2023-04-23T08:26:59Z,4212425707,3,,4212425711,140,54.0,4212425713,141,31.0,4212425717,213,6.1,4212425715,212,9.0,4212425709,56,Center,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537801293,228,49,1,0,22,cuj4qahgk4idsme4dg8clk6gw,1,54.6,32.2,2023-04-23T08:05:05.485Z,2023-04-23T08:27:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
