id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/12/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId
2490019755,1,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-12-10T10:31:03.544Z,2022-12-10T11:39:23Z,3938996811,59,"33, 10, 14, 5, 29, 37, 7, 6, 18, 8, 16, 2, 11, 13, 19, 25, 28, 43",3938996809,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3938996817,194,7vq2cctowa657lg0v740lhtjp,3938996819,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3938996815,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3938996813,130,11,3938996807,30,"90cmfctiu1b17s790t26ddcd1, f35u25047d9vmzt6j20fd29cl, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, bnpu23zlwzn5gtr4t8j8qtnh0, cufgsqfkltgeb7ak2uan2dqdx, 5ik9yg42hblwa27q4p29awyj9, 61rdelnm1qf1rh24z6omazu1h, 7vq2cctowa657lg0v740lhtjp, 4wk0sw7u4c17v2owhx5bhmusq, 5pjrdhytzrteyqxxcvxxhjqax, cvdhc9zsyh87cn8hbc9f4hjp, 1vr7xk50jy6ytnogke8h6ciga, 869lv47g5aohwwzeyzx9xmt7u, 9o5hfmwoffdqmnrrf4ao1b5nu, 1smjjhc426d9s9ly2g41cqvl6, d1vlidmmd1z2oc6h24i2v5fro",3939061021,197,884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490020529,1,34,16,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-12-10T10:33:24.859Z,2022-12-10T11:26:54Z,3939000847,130,6,3939000841,30,"do3hflya9zwcdzxiev0m2cclx, 30eyww0b75hsid71kihac79pl, bj77m6u2q7jd9nf67dleq2tp1, d5wx8rvjfaw1arn69fdd64d90, d2xblktxmr8illac50p2gcmhh, 6xe2j75i29sgwbu11cp526uad, bfw1ktidkogubiuvx2c0qqtbd, bknqxl16j0tm4dggbwjmzb2t, dpre9cmklv12i80xbyqnku505, 8wrppgiwivlivxryo6rvocamt, cqwfvlrzbld40ce3s1qmdniz9, cfkv8xhbb3j2e0wulp49i1jvt, d9fmhxd6637ihfqc9qvsnmjth, 43o49py4g8fmyg5pawvjsf8tm, bb4iwletl36hvcn0rthlrm8a2, 7914s37ru5s1ocfb6ke2fs2ga, 8yyosfgv4yj0g7k2rwk743fft, 8sknvoifu8w9wpso5xije0b56",3939000851,194,bj77m6u2q7jd9nf67dleq2tp1,3939000843,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3939000853,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3939000845,59,"1, 27, 19, 42, 4, 44, 8, 88, 99, 14, 11, 5, 7, 9, 26, 33, 37, 38",3939000849,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3939060997,197,6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032673,2,32,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2022-12-10T11:30:18.834Z,2022-12-10T11:30:18Z,3939064797,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032679,2,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2022-12-10T11:30:18.834Z,2022-12-11T07:51:11Z,3939064807,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032691,3,1,1,0,0,7p460lrzt1kmp4rsofqa47eqy,1,50,50,2022-12-10T11:30:18.934Z,2022-12-11T07:37:38Z,3939064861,212,12.4,3939064857,140,38.5,3939064865,279,S,3939064859,141,53.9,3939064855,56,Back,3939064863,213,2.9,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032699,4,1,1,0,2,7p460lrzt1kmp4rsofqa47eqy,0,44,50.6,2022-12-10T11:30:21.778Z,2022-12-10T12:21:06Z,3939064927,1,,3939064919,140,77.1,3939064915,155,,3939064921,141,100.0,3939064923,212,49.1,3939064925,213,0.8,3939064917,56,Left,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032741,3,5,1,0,4,cuj4qahgk4idsme4dg8clk6gw,1,23.2,-1.2,2022-12-10T11:30:23.586Z,2022-12-10T11:30:42Z,3939065107,347,,3939065117,233,5,3939065105,56,Back,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032701,5,5,1,0,4,7p460lrzt1kmp4rsofqa47eqy,0,76.8,101.2,2022-12-10T11:30:23.586Z,2022-12-10T11:30:33Z,3939064937,56,Left,3939065125,233,3,3939064939,347,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032753,4,1,1,0,14,cuj4qahgk4idsme4dg8clk6gw,1,27.7,0,2022-12-10T11:30:32.949Z,2022-12-10T11:30:35Z,3939065167,213,0.2,3939065157,107,,3939065161,140,54.3,3939065163,141,8.9,3939065165,212,28.8,3939065169,1,,3939065159,56,Right,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490032755,5,44,1,0,16,cuj4qahgk4idsme4dg8clk6gw,1,55.3,8,2022-12-10T11:30:35.621Z,2022-12-10T11:30:36Z,3939065187,233,6,3939065173,56,Right,3939065175,286,,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
