id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2472643003,1,34,16,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-16T03:10:42.403Z,2022-10-16T06:56:45Z,3847579261,130,2,3847579257,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3847579255,30,"4hdho3gfrydh4fzf3ydggef9x, 44cqwwuueirgp57r8ks0725t5, 92ey6tqofzafadpm9y7af2ort, 6f9jrka1qz3j5mfx4x3a5ubfu, qdjzxk5jrjnbbq6edbavp2p5, c3u652s3v8u1q4qid5mkbtyw9, am6xykrxjymw2qpqli6upysq, 4lk250c1xd4xsowjrdi0uuevp, 1nrqzt5f33akpl06zanky83bp, 906itj33c7nzyzhkvxswvaxas, ebsxh1pvxhmt8olxtapkrf7xl, 4llft8t2rwgm3uewbwyaq5ckp, btyconkxo00p1gkf87mn70lpl, 6cke7ckocw7epjg5gj6exuytx, awl8a7jnjn9wf2mkxas8a9zis, brm3r6uywyf21o3cnuizwofvu, f3z4grszald48qd1fidjycidw, cz6tcx6dqmlj45s9d9wxvcnh1",3847651745,197,9894,3847579281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3847579279,194,1nrqzt5f33akpl06zanky83bp,3847579275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3847579259,59,"12, 44, 13, 27, 6, 5, 35, 7, 10, 31, 99, 1, 2, 17, 19, 24, 37, 94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472645257,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-16T03:19:36.781Z,2022-10-16T04:00:18Z,3847592193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3847592187,130,7,3847592185,59,"46, 21, 7, 8, 13, 3, 26, 14, 9, 6, 11, 49, 1, 2, 28, 47, 55, 66",3847592183,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3847592189,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3847649749,197,874,3847592181,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, 3qwtpnlm38xo5f1u36a30kus5, 9l5seuy6ggcvpqnt5ekxn1pii, 8t39sfyi8s85bs1ptjymmbd1x, bidqgybf8b93bdsi4t4kzeuhh, 7svze93i8mizkw3h8wsdbxkgl, 6b31g4lw3ste6xrg1kwwn5iol, 2kig0lwusomobls6p3am0l7qi, 8wt0rz1iw4aon12zj6axq1sk5, 6np04cprm5wsvs4prp8ehirro, c0f9jho2nsyygravyp7f19i3t, 5jj95ojkl5antavm5xboygokq, bdubw4m7kqyerzclhw8s8zpp1, 410fzkckxjcw6b02nkcvpvitw, d3n1fqp2aq9yjtzvwistpecyc, 2c81wahtsfjksewt89ccirris",3847592191,194,8wt0rz1iw4aon12zj6axq1sk5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654189,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-16T04:02:55.952Z,2022-10-16T04:02:57Z,3847653137,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654185,2,32,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-16T04:02:55.952Z,2022-10-17T06:04:01Z,3847653131,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654205,3,1,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,49.9,50,2022-10-16T04:02:56.052Z,2022-10-16T04:05:07Z,3847653231,56,Center,3847653241,279,S,3847653239,213,5.6,3847653233,140,51.7,3847653235,141,47.9,3847653237,212,2.4,,,,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654215,4,4,1,0,4,7jv344gvcvgqg7oeuc9u554dm,1,53.8,43.3,2022-10-16T04:03:00.143Z,2022-10-16T04:04:58Z,3847653415,152,,3847653413,13,,3847653819,294,,3847653419,286,,3847653283,56,Center,3847656083,233,5,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654331,5,4,1,0,4,6lezh5aazy0xca1800e5dqxwl,0,46.2,56.7,2022-10-16T04:03:00.144Z,2022-10-16T04:04:59Z,3847656087,233,4,3847653873,13,,3847653875,294,,3847653877,56,Back,3847653879,152,,3847653881,285,,,,,,,,3qwtpnlm38xo5f1u36a30kus5,Isaías,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654213,3,43,1,0,5,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-16T04:03:01.371Z,2022-10-16T04:03:20Z,3847653673,144,8,3847653277,56,Back,,,,,,,,,,,,,,,,,,,9p4eptchs6yk33mzve5acbth,R. Kitto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654221,4,43,1,0,6,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-10-16T04:03:02.375Z,2022-10-16T04:03:23Z,3847653777,144,49,,,,,,,,,,,,,,,,,,,,,,8wt0rz1iw4aon12zj6axq1sk5,C. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472654385,5,27,1,0,30,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2022-10-16T04:03:26.513Z,2022-10-16T04:05:01Z,3847654139,53,1nrqzt5f33akpl06zanky83bp,3847654153,233,6,3847654137,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
