id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,assist,qualifier/16/value
2514862269,6,1,1,0,20,7p460lrzt1kmp4rsofqa47eqy,1,46.3,50,2023-03-04T06:00:30.842Z,2023-03-04T06:00:35Z,4069963489,140,43.8,4069963487,56,Back,4069963493,212,24.2,4069963495,213,4.6,4069963491,141,14.6,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862275,7,1,1,0,25,7p460lrzt1kmp4rsofqa47eqy,1,60.5,10.4,2023-03-04T06:00:35.594Z,2023-03-04T11:52:49Z,4069963525,141,16.7,4069963521,56,Back,4069963527,212,13.1,4069963529,213,2.8,4069963523,140,48.7,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862301,8,1,1,0,27,7p460lrzt1kmp4rsofqa47eqy,1,45.8,19.4,2023-03-04T06:00:37.674Z,2023-03-04T11:52:38Z,4069963657,140,38.3,4069963655,56,Back,4069963663,213,1.9,4069963659,141,53.6,4069963661,212,24.6,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862319,9,1,1,0,33,7p460lrzt1kmp4rsofqa47eqy,1,45.8,66,2023-03-04T06:00:43.434Z,2023-03-04T06:00:47Z,4069963729,212,20.7,4069963723,56,Back,4069963731,213,1.4,4069963727,141,96.2,4069963725,140,48.3,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862335,10,1,1,0,37,7p460lrzt1kmp4rsofqa47eqy,1,44.9,87.7,2023-03-04T06:00:47.290Z,2023-03-04T06:00:51Z,4069963789,56,Back,4069963797,213,3.7,4069963791,140,21.5,4069963795,212,29.6,4069963793,141,63.4,,,,,,,,,,f4dbx6c236nuk9f1p2qqi3x79,B. Garuccio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862351,11,1,1,0,41,7p460lrzt1kmp4rsofqa47eqy,1,21.4,62.1,2023-03-04T06:00:51.306Z,2023-03-04T06:01:13Z,4069963895,140,26.9,4069963897,141,34.8,4069963899,212,19.4,4069963901,213,5.0,4069963893,56,Back,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862359,12,1,1,0,44,7p460lrzt1kmp4rsofqa47eqy,1,26.6,32.4,2023-03-04T06:00:54.730Z,2023-03-04T06:00:56Z,4069963937,212,20.0,4069963935,141,5.0,4069963931,56,Back,4069963939,213,5.1,4069963933,140,33.4,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862365,13,1,1,0,46,7p460lrzt1kmp4rsofqa47eqy,1,30,11,2023-03-04T06:00:56.714Z,2023-03-04T06:00:57Z,4069963971,140,39.4,4069963975,212,10.9,4069963977,213,5.9,4069963969,56,Back,4069963973,141,4.3,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862377,14,1,1,0,47,7p460lrzt1kmp4rsofqa47eqy,1,38.2,7.7,2023-03-04T06:00:57.834Z,2023-03-04T06:01:00Z,4069964015,140,33.3,4069964017,141,18.2,4069964021,213,2.2,4069964013,56,Back,4069964019,212,8.8,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862383,15,1,1,0,50,7p460lrzt1kmp4rsofqa47eqy,0,34.1,17,2023-03-04T06:01:00.635Z,2023-03-04T06:01:01Z,4069964041,212,28.8,4069964033,155,,4069964037,140,61.4,4069964035,56,Right,4069964039,141,12.6,4069964043,213,6.2,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862391,6,1,1,0,51,cuj4qahgk4idsme4dg8clk6gw,0,42,88.1,2023-03-04T06:01:01.944Z,2023-03-04T06:01:02Z,4069964079,212,11.6,4069964073,56,Back,4069964081,213,0.9,4069964077,141,100.0,4069964075,140,48.5,4069964071,3,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862393,7,5,1,0,52,cuj4qahgk4idsme4dg8clk6gw,0,44.4,102,2023-03-04T06:01:02.570Z,2023-03-04T06:31:19Z,4069964085,347,,4069964229,233,16,4069964083,56,Back,,,,,,,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862413,16,5,1,0,52,7p460lrzt1kmp4rsofqa47eqy,1,55.6,-2,2023-03-04T06:01:02.570Z,2023-03-04T06:01:11Z,4069964209,56,Right,4069964211,347,,4069964225,233,7,,,,,,,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862425,17,1,1,1,0,7p460lrzt1kmp4rsofqa47eqy,1,59.9,0,2023-03-04T06:01:10.633Z,2023-03-04T06:01:13Z,4069964287,107,,4069964293,141,3.1,4069964289,56,Right,4069964295,212,6.1,4069964291,140,64.8,4069964297,213,0.6,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862427,18,1,1,1,3,7p460lrzt1kmp4rsofqa47eqy,0,65.2,3.2,2023-03-04T06:01:13.545Z,2023-03-04T06:01:14Z,4069964329,236,,4069964309,56,Right,4069964317,213,3.3,4069964331,233,8,4069964335,286,,4069964315,212,2.0,4069964311,140,63.3,4069964313,141,2.8,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862429,8,74,1,1,3,cuj4qahgk4idsme4dg8clk6gw,1,38.2,96.2,2023-03-04T06:01:13.546Z,2023-03-04T11:53:23Z,4069964341,233,18,4069964325,285,,4069964323,56,Back,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862433,9,5,1,1,4,cuj4qahgk4idsme4dg8clk6gw,0,39.6,101.4,2023-03-04T06:01:15.015Z,2023-03-04T06:01:19Z,4069964347,347,,4069964345,56,Back,4069964435,233,19,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862449,19,5,1,1,4,7p460lrzt1kmp4rsofqa47eqy,1,60.4,-1.4,2023-03-04T06:01:15.015Z,2023-03-04T06:31:20Z,4069964419,56,Right,4069964423,233,9,4069964421,347,,,,,,,,,,,,,,,,,8wrppgiwivlivxryo6rvocamt,J. Troisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862461,20,1,1,1,8,7p460lrzt1kmp4rsofqa47eqy,1,62.9,0,2023-03-04T06:01:19.274Z,2023-03-04T06:01:22Z,4069964497,140,71.7,4069964495,56,Right,4069964499,141,17.3,4069964501,212,16.0,4069964503,213,1.0,4069964493,107,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862463,21,1,1,1,10,7p460lrzt1kmp4rsofqa47eqy,0,70.1,15.9,2023-03-04T06:01:20.650Z,2023-03-04T11:53:36Z,4069964513,212,4.8,4069964509,140,65.5,4069964511,141,15.9,4069964515,213,3.1,4069964507,56,Right,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862459,10,8,1,1,11,cuj4qahgk4idsme4dg8clk6gw,1,42.1,71.2,2023-03-04T06:01:22.168Z,2023-03-04T11:53:41Z,4070397343,383,,4069964483,56,Back,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862465,11,49,1,1,12,cuj4qahgk4idsme4dg8clk6gw,1,39.9,65.7,2023-03-04T06:01:23.192Z,2023-03-04T06:01:23Z,,,,,,,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862483,12,1,1,1,13,cuj4qahgk4idsme4dg8clk6gw,1,36.8,62.7,2023-03-04T06:01:23.976Z,2023-03-04T06:01:26Z,4069964603,213,3.7,4069964601,212,15.0,4069964597,140,24.5,4069964595,56,Back,4069964599,141,51.5,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862499,13,1,1,1,15,cuj4qahgk4idsme4dg8clk6gw,1,26.1,43.4,2023-03-04T06:01:26.023Z,2023-03-04T06:01:30Z,4069964693,141,16.8,4069964695,212,19.5,4069964691,140,33.0,4069964689,56,Back,4069964697,213,5.1,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862517,14,1,1,1,19,cuj4qahgk4idsme4dg8clk6gw,1,38,7,2023-03-04T06:01:30.023Z,2023-03-04T06:01:33Z,4069964761,213,0.3,4069964759,212,9.7,4069964749,56,Back,4069964755,141,11.9,4069964751,140,46.7,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862533,15,1,1,1,23,cuj4qahgk4idsme4dg8clk6gw,1,43.1,12.6,2023-03-04T06:01:33.528Z,2023-03-04T06:01:37Z,4069964849,212,5.9,4069964843,56,Back,4069964845,140,47.4,4069964847,141,7.1,4069964851,213,5.6,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862537,16,50,1,1,27,cuj4qahgk4idsme4dg8clk6gw,1,44.9,15.7,2023-03-04T06:01:37.704Z,2023-03-04T06:01:39Z,4069964895,233,22,4069964865,286,,4069964863,56,Back,,,,,,,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862543,22,7,1,1,27,7p460lrzt1kmp4rsofqa47eqy,1,55.1,84.3,2023-03-04T06:01:37.705Z,2023-03-04T11:54:00Z,4070397851,383,,4069964885,285,,4069964887,233,16,4069964883,56,Left,,,,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862545,23,49,1,1,28,7p460lrzt1kmp4rsofqa47eqy,1,58.4,85,2023-03-04T06:01:38.698Z,2023-03-04T06:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862551,24,1,1,1,28,7p460lrzt1kmp4rsofqa47eqy,0,58.1,79.3,2023-03-04T06:01:38.922Z,2023-03-04T11:54:13Z,4069964905,140,59.0,4069964927,286,,4069964921,236,,4069964907,141,80.6,4069964911,213,0.8,4069964909,212,1.3,4069964903,56,Left,4069964923,233,17,d9fmhxd6637ihfqc9qvsnmjth,T. Doumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862547,17,74,1,1,28,cuj4qahgk4idsme4dg8clk6gw,1,40.7,18,2023-03-04T06:01:38.923Z,2023-03-04T11:54:16Z,4069964891,56,Back,4069964935,233,24,4069964893,285,,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862559,18,49,1,1,31,cuj4qahgk4idsme4dg8clk6gw,1,42.3,12.9,2023-03-04T06:01:41.512Z,2023-03-04T06:01:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862569,19,1,1,1,31,cuj4qahgk4idsme4dg8clk6gw,1,41.8,16.2,2023-03-04T06:01:42.040Z,2023-03-04T06:01:44Z,4069965025,212,14.9,4069965021,140,31.3,4069965027,213,2.4,4069965023,141,30.9,4069965019,56,Back,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862587,20,1,1,1,34,cuj4qahgk4idsme4dg8clk6gw,1,29.8,34.2,2023-03-04T06:01:44.856Z,2023-03-04T06:01:47Z,4069965087,56,Back,4069965093,212,18.7,4069965089,140,31.8,4069965095,213,1.5,4069965091,141,61.5,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862603,21,1,1,1,36,cuj4qahgk4idsme4dg8clk6gw,1,34.4,67.6,2023-03-04T06:01:47.047Z,2023-03-04T06:01:51Z,4069965147,56,Back,4069965155,213,0.9,4069965151,141,90.3,4069965149,140,46.2,4069965153,212,19.8,,,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862613,22,1,1,1,40,cuj4qahgk4idsme4dg8clk6gw,1,61.6,91.5,2023-03-04T06:01:51.095Z,2023-03-04T06:01:53Z,4069965187,141,77.6,4069965185,140,48.6,4069965183,56,Back,4069965191,213,3.7,4069965189,212,16.6,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862631,23,1,1,1,42,cuj4qahgk4idsme4dg8clk6gw,1,48.4,77.5,2023-03-04T06:01:53.224Z,2023-03-04T06:01:56Z,4069965265,140,33.6,4069965267,141,48.8,4069965263,56,Back,4069965269,212,24.9,4069965271,213,4.0,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862645,24,1,1,1,45,cuj4qahgk4idsme4dg8clk6gw,1,36.7,46.7,2023-03-04T06:01:56.103Z,2023-03-04T06:02:00Z,4069965353,213,5.4,4069965349,141,31.2,4069965347,140,45.5,4069965345,56,Back,4069965351,212,14.0,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862659,25,1,1,1,49,cuj4qahgk4idsme4dg8clk6gw,1,54.6,24.9,2023-03-04T06:02:00.232Z,2023-03-04T06:02:03Z,4069965419,213,5.4,4069965413,140,64.7,4069965411,56,Right,4069965415,141,7.1,4069965417,212,16.1,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862665,26,1,1,1,52,cuj4qahgk4idsme4dg8clk6gw,1,64.6,9.1,2023-03-04T06:02:03.239Z,2023-03-04T06:02:05Z,4069965457,212,18.7,4069965451,56,Back,4069965455,141,11.7,4069965459,213,3.0,4069965453,140,46.9,,,,,,,,,,f35u25047d9vmzt6j20fd29cl,S. Khelifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862679,27,1,1,1,54,cuj4qahgk4idsme4dg8clk6gw,1,46.9,11.7,2023-03-04T06:02:04.952Z,2023-03-04T06:02:08Z,4069965543,140,37.5,4069965549,213,2.1,4069965545,141,36.1,4069965541,56,Back,4069965547,212,19.3,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862681,28,3,1,1,58,cuj4qahgk4idsme4dg8clk6gw,0,39.7,34.6,2023-03-04T06:02:08.296Z,2023-03-04T11:54:56Z,4070399665,465,,4069965559,286,,4069965557,56,Back,4069965569,233,25,,,,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862675,25,7,1,1,58,7p460lrzt1kmp4rsofqa47eqy,0,60.3,65.4,2023-03-04T06:02:08.297Z,2023-03-04T11:55:25Z,4069965565,233,28,4069965527,285,,4069965525,56,Center,4070400403,385,,,,,,,,,,,,,,8sknvoifu8w9wpso5xije0b56,N. Botić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862695,29,1,1,1,59,cuj4qahgk4idsme4dg8clk6gw,1,44.2,45.5,2023-03-04T06:02:09.671Z,2023-03-04T11:55:23Z,4069965661,212,27.9,4069965663,213,1.0,4069965655,56,Left,4069965657,140,57.5,4069965659,141,81.1,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862705,30,1,1,2,5,cuj4qahgk4idsme4dg8clk6gw,1,72.9,85.6,2023-03-04T06:02:16.200Z,2023-03-04T06:02:20Z,4069965745,212,16.9,4069965741,140,88.9,4069965747,213,6.2,4069965739,56,Left,4069965743,141,82.9,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862709,31,61,1,2,9,cuj4qahgk4idsme4dg8clk6gw,0,89.2,83.6,2023-03-04T06:02:20.135Z,2023-03-04T06:02:28Z,4069965753,56,Left,,,,,,,,,,,,,,,,,,,,,,2tveu4wl8zdno0v950r0r34k5,A. Taggart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862707,26,49,1,2,9,7p460lrzt1kmp4rsofqa47eqy,1,16.2,11.3,2023-03-04T06:02:20.153Z,2023-03-04T06:03:16Z,,,,,,,,,,,,,,,,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862735,27,1,1,2,15,7p460lrzt1kmp4rsofqa47eqy,1,32.2,7,2023-03-04T06:02:25.305Z,2023-03-04T06:03:18Z,4069965893,56,Back,4069965901,213,2.7,4069965899,212,12.3,4069965897,141,15.3,4069965895,140,21.8,,,,,,,,,,8alirbm4n482p155zi3174fyt,T. Imai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514862749,28,1,1,2,16,7p460lrzt1kmp4rsofqa47eqy,1,21.8,15.3,2023-03-04T06:02:27.273Z,2023-03-04T06:02:33Z,4069966009,213,1.8,4069966003,140,17.1,4069966007,212,26.0,4069966001,56,Back,4069966005,141,52.8,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
