id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2531496683,4,1,1,0,8,6j4xzc2g1eeafo6v1f38d4x22,0,20.5,88.4,2023-04-10T06:00:19.482Z,2023-04-10T06:00:20Z,4178927623,3,,4178927627,140,35.9,4178927629,141,87.4,4178927631,212,16.2,4178927625,56,Back,4178927633,213,6.2,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496699,8,1,1,0,10,c33jm806py6adse5wv9wx6ch1,1,68,13.8,2023-04-10T06:00:20.786Z,2023-04-10T06:00:24Z,4178927681,141,34.9,4178927685,213,1.6,4178927677,56,Center,4178927679,140,67.4,4178927683,212,14.4,,,,,,,,,,af7c4t8wp0341io4x0dl02ac5,A. Nabbout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2532104825,954,3,1,0,12,c33jm806py6adse5wv9wx6ch1,0,50,50,2023-04-10T06:00:22.727Z,2023-04-11T06:16:35Z,4182195279,56,Center,4182195285,467,dkqmon0xrrwdhcy66htkf1xwp,4182195281,286,,4182195283,464,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496701,9,4,1,0,13,c33jm806py6adse5wv9wx6ch1,1,69.6,35.6,2023-04-10T06:00:23.794Z,2023-04-10T06:00:29Z,4178927743,233,5,4178927697,286,,4178927689,13,,4178927693,152,,4178927695,265,,4178927691,56,Center,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496705,5,4,1,0,13,6j4xzc2g1eeafo6v1f38d4x22,0,30.4,64.4,2023-04-10T06:00:23.795Z,2023-04-10T06:00:26Z,4178927711,152,,4178927715,285,,4178927713,265,,4178927729,233,9,4178927707,13,,4178927709,56,Back,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496795,10,1,1,0,51,c33jm806py6adse5wv9wx6ch1,1,71.9,30,2023-04-10T06:01:02.363Z,2023-04-11T06:17:26Z,4178928149,56,Center,4178928293,210,15,4178928295,154,,4178928147,152,,4178928153,141,45.1,4178928155,212,18.5,4178928143,5,,4178928157,213,0.6,446scvw0ckoxnvnsqcqocve1h,V. Berisha,1,4178928145,155,4178928151,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496801,11,15,1,0,52,c33jm806py6adse5wv9wx6ch1,1,89.3,57.3,2023-04-10T06:01:02.994Z,2023-04-11T06:17:27Z,4178928329,147,50.5,4178928317,103,3.8,4178928327,146,99.1,4178928303,15,,4178928305,78,,4178928171,56,Center,4178928169,17,,4178928301,24,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,4178928311,55,4178928321,214,,10,4178928307,29,4178928315,102,50.1,4178928325,328,4178928309,154,4178928815,233,6,,,,,,,,,,,,,,,,,,
2531496793,6,10,1,0,52,6j4xzc2g1eeafo6v1f38d4x22,1,2.1,48.6,2023-04-10T06:01:03.094Z,2023-04-11T06:17:32Z,4178928139,182,,4178928773,381,,4182195957,376,,4178928819,233,11,4178928141,56,Back,4178928775,180,,4178928771,174,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496797,7,52,1,0,57,6j4xzc2g1eeafo6v1f38d4x22,1,3.8,48.7,2023-04-10T06:01:07.801Z,2023-04-11T06:17:37Z,4182196005,376,,,,,,,,,,,,,,,,,,,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496807,8,1,1,0,58,6j4xzc2g1eeafo6v1f38d4x22,1,7,48.1,2023-04-10T06:01:08.665Z,2023-04-10T06:01:25Z,4178928197,56,Back,4178928205,213,1.0,4178928201,141,90.3,4178928199,140,24.5,4178928469,1,,4178928195,123,,4178928227,287,,4178928203,212,34.1,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496819,9,50,1,1,2,6j4xzc2g1eeafo6v1f38d4x22,1,22.9,92.5,2023-04-10T06:01:12.537Z,2023-04-10T06:01:21Z,4178928257,285,,4178928255,56,Back,4178928391,233,12,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496843,12,7,1,1,2,c33jm806py6adse5wv9wx6ch1,0,77.1,7.5,2023-04-10T06:01:12.538Z,2023-04-11T06:17:57Z,4178928375,286,,4178928377,233,9,4178928373,56,Right,4182196275,385,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496829,10,50,1,1,5,6j4xzc2g1eeafo6v1f38d4x22,1,16.4,94.1,2023-04-10T06:01:16.217Z,2023-04-10T06:07:14Z,4178928299,285,,4178928297,56,Back,4178928383,233,13,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496847,13,7,1,1,5,c33jm806py6adse5wv9wx6ch1,0,83.6,5.9,2023-04-10T06:01:16.218Z,2023-04-11T06:18:06Z,4178928405,233,10,4178928399,286,,4178928395,56,Right,4182196405,385,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496835,11,50,1,1,7,6j4xzc2g1eeafo6v1f38d4x22,1,16,96.6,2023-04-10T06:01:17.578Z,2023-04-10T06:01:23Z,4178928435,233,14,4178928351,56,Back,4178928353,285,,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496849,14,7,1,1,7,c33jm806py6adse5wv9wx6ch1,1,84,3.4,2023-04-10T06:01:17.579Z,2023-04-11T06:18:09Z,4182196463,385,,4178928413,56,Right,4178928415,286,,4178928411,167,,4178928425,233,11,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496839,12,5,1,1,8,6j4xzc2g1eeafo6v1f38d4x22,1,15.7,101.4,2023-04-10T06:01:18.559Z,2023-04-10T06:01:22Z,4178928365,56,Back,4178928429,233,15,4178928367,347,,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496851,15,5,1,1,8,c33jm806py6adse5wv9wx6ch1,0,84.3,-1.4,2023-04-10T06:01:18.559Z,2023-04-10T06:07:10Z,4178928419,347,,4178928417,56,Right,4178928437,233,12,,,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496877,13,1,1,1,20,6j4xzc2g1eeafo6v1f38d4x22,1,19.4,100,2023-04-10T06:01:31.020Z,2023-04-10T06:01:32Z,4178928525,141,95.9,4178928521,56,Back,4178928529,213,6.1,4178928523,140,42.8,4178928519,107,,4178928527,212,24.9,4178928531,1,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496881,14,44,1,1,21,6j4xzc2g1eeafo6v1f38d4x22,1,42.2,94.8,2023-04-10T06:01:31.554Z,2023-04-11T06:18:42Z,4178928541,56,Back,4178928557,233,16,4178928543,285,,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496883,16,44,1,1,21,c33jm806py6adse5wv9wx6ch1,0,57.8,5.2,2023-04-10T06:01:31.555Z,2023-04-11T06:18:44Z,4178928561,233,14,4178928549,286,,4178928547,56,Right,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496885,15,1,1,1,22,6j4xzc2g1eeafo6v1f38d4x22,1,42.8,95.9,2023-04-10T06:01:32.698Z,2023-04-11T06:18:47Z,4178928565,3,,4178928577,213,5.2,4178928569,56,Back,4178928571,140,47.7,4178928575,212,11.3,4178928573,141,81.1,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496887,16,1,1,1,23,6j4xzc2g1eeafo6v1f38d4x22,1,53.1,80.3,2023-04-10T06:01:34.330Z,2023-04-10T06:01:36Z,4178928603,213,4.7,4178928597,140,52.9,4178928601,212,19.8,4178928595,56,Center,4178928593,155,,4178928599,141,51.2,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496891,17,61,1,1,24,6j4xzc2g1eeafo6v1f38d4x22,0,52.9,51.9,2023-04-10T06:01:34.698Z,2023-04-11T06:19:00Z,4178928615,56,Center,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496895,17,1,1,1,26,c33jm806py6adse5wv9wx6ch1,1,43.3,42.4,2023-04-10T06:01:37.029Z,2023-04-10T06:01:38Z,4178928631,140,45.8,4178928635,212,11.5,4178928633,141,58.8,4178928629,56,Back,4178928637,213,1.3,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496897,18,49,1,1,28,c33jm806py6adse5wv9wx6ch1,1,47.1,61.8,2023-04-10T06:01:38.626Z,2023-04-10T06:01:39Z,,,,,,,,,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496901,19,50,1,1,29,c33jm806py6adse5wv9wx6ch1,1,52.8,68.9,2023-04-10T06:01:39.528Z,2023-04-10T06:01:41Z,4178928651,56,Center,4178928681,233,18,4178928653,286,,,,,,,,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496899,18,7,1,1,29,6j4xzc2g1eeafo6v1f38d4x22,0,47.2,31.1,2023-04-10T06:01:39.529Z,2023-04-11T06:19:19Z,4178928647,56,Back,4178928649,285,,4182197317,385,,4178928675,233,19,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496909,20,1,1,1,32,c33jm806py6adse5wv9wx6ch1,1,63.2,94.1,2023-04-10T06:01:42.962Z,2023-04-10T06:01:44Z,4178928705,56,Left,4178928709,141,96.9,4178928711,212,4.6,4178928713,213,2.7,4178928707,140,59.2,,,,,,,,,,c00r3yls3lf245nbo93m9d6cq,M. Tilio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496917,21,1,1,1,33,c33jm806py6adse5wv9wx6ch1,1,58.7,96.6,2023-04-10T06:01:44.434Z,2023-04-10T06:01:46Z,4178928739,140,48.8,4178928737,56,Back,4178928743,212,10.6,4178928741,141,93.3,4178928745,213,3.4,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496925,22,1,1,1,35,c33jm806py6adse5wv9wx6ch1,1,49.2,93.3,2023-04-10T06:01:46.321Z,2023-04-10T06:10:27Z,4178928787,213,4.6,4178928779,56,Back,4178928783,141,67.3,4178928781,140,47.0,4178928785,212,17.8,,,,,,,,,,5he6zl0hg2jxsb2m624xlum6t,F. Berenguer-Bohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496927,23,1,1,1,37,c33jm806py6adse5wv9wx6ch1,1,47.7,69,2023-04-10T06:01:47.890Z,2023-04-10T06:11:01Z,4178928791,56,Back,4178928795,141,89.0,4178928793,140,48.6,4178928797,212,13.6,4178928799,213,1.5,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531498839,124,1,1,1,38,c33jm806py6adse5wv9wx6ch1,1,47.6,91.3,2023-04-10T06:01:48.859Z,2023-04-10T06:11:26Z,4178936655,56,Left,4178936659,141,81.2,4178936661,212,11.0,4178936663,213,5.6,4178936657,140,55.8,,,,,,,,,,5he6zl0hg2jxsb2m624xlum6t,F. Berenguer-Bohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496953,24,1,1,1,40,c33jm806py6adse5wv9wx6ch1,0,58.7,84.5,2023-04-10T06:01:50.850Z,2023-04-11T06:19:45Z,4178928891,140,45.4,4178928895,212,16.1,4178928889,56,Back,4178928893,141,96.3,4178928897,213,2.6,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496949,20,49,1,1,41,6j4xzc2g1eeafo6v1f38d4x22,1,52.5,11.3,2023-04-10T06:01:52.353Z,2023-04-11T06:20:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496943,19,3,1,1,42,6j4xzc2g1eeafo6v1f38d4x22,1,54.6,14.5,2023-04-10T06:01:52.740Z,2023-04-11T06:19:56Z,4178928857,56,Right,4178934443,286,,4182197617,465,,4178934457,233,100,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531498361,100,45,1,1,42,c33jm806py6adse5wv9wx6ch1,0,45.4,85.5,2023-04-10T06:01:52.740Z,2023-04-11T06:20:03Z,4178934749,285,,4178934747,56,Back,4178934767,233,19,,,,,,,,,,,,,,,,5he6zl0hg2jxsb2m624xlum6t,F. Berenguer-Bohrer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496961,21,3,1,1,43,6j4xzc2g1eeafo6v1f38d4x22,1,57.2,18.8,2023-04-10T06:01:53.859Z,2023-04-11T06:20:31Z,4178930401,233,25,4178928925,286,,4182198023,465,,4178928923,56,Right,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496973,25,45,1,1,43,c33jm806py6adse5wv9wx6ch1,0,42.8,81.2,2023-04-10T06:01:53.859Z,2023-04-10T06:09:46Z,4178930409,233,21,4178928965,285,,4178928963,56,Back,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496963,22,1,1,1,46,6j4xzc2g1eeafo6v1f38d4x22,0,61.8,34.3,2023-04-10T06:01:57.465Z,2023-04-10T06:01:58Z,4178928933,56,Center,4178928937,141,33.4,4178928939,212,4.8,4178928935,140,66.3,4178928941,213,6.2,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496979,26,61,1,1,50,c33jm806py6adse5wv9wx6ch1,1,30.5,62.3,2023-04-10T06:02:00.908Z,2023-04-10T06:12:46Z,4178928979,56,Back,,,,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496991,23,1,1,1,53,6j4xzc2g1eeafo6v1f38d4x22,0,95.8,66,2023-04-10T06:02:04.153Z,2023-04-10T06:02:06Z,4178929031,213,4.4,4178929035,195,,4178929027,141,53.7,4178929029,212,8.9,4178929023,56,Center,4178929025,140,92.8,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531496995,27,8,1,1,55,c33jm806py6adse5wv9wx6ch1,1,6.7,47.3,2023-04-10T06:02:05.779Z,2023-04-11T06:21:02Z,4178929041,56,Back,4182198351,384,,,,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531497001,28,49,1,1,56,c33jm806py6adse5wv9wx6ch1,1,2.5,29.4,2023-04-10T06:02:07.194Z,2023-04-11T06:21:05Z,,,,,,,,,,,,,,,,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531497007,29,1,1,1,57,c33jm806py6adse5wv9wx6ch1,1,2.5,29.4,2023-04-10T06:02:08.402Z,2023-04-10T06:02:10Z,4178929073,212,7.6,4178929069,140,9.7,4178929067,56,Back,4178929071,141,29.7,4178929075,213,0.0,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531497009,30,1,1,1,58,c33jm806py6adse5wv9wx6ch1,0,10.4,27.1,2023-04-10T06:02:08.908Z,2023-04-11T06:21:14Z,4178929085,140,22.4,4178929081,157,,4178929083,56,Back,4178929089,212,23.5,4178929093,1,,4178929091,213,5.3,4178929087,141,0.0,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531497023,24,5,1,1,59,6j4xzc2g1eeafo6v1f38d4x22,1,78,101.8,2023-04-10T06:02:10.343Z,2023-04-10T06:07:11Z,4178929143,233,31,4178929133,347,,4178929131,56,Left,,,,,,,,,,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531497013,31,5,1,1,59,c33jm806py6adse5wv9wx6ch1,0,22,-1.8,2023-04-10T06:02:10.343Z,2023-04-10T06:02:13Z,4178929103,56,Back,4178929147,233,24,4178929105,347,,,,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
