id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId
2484398475,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2022-11-12T05:24:45.175Z,2022-11-12T06:05:20Z,3909430503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3909430499,59,"20, 2, 3, 6, 4, 33, 7, 32, 9, 17, 10, 1, 5, 11, 14, 18, 24, 31",3909446505,197,869,3909430501,130,8,3909430505,194,37ymn40mii3xfovk1iyg6mthx,3909430497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3909430507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909430495,30,"4epapct9t0a0skf8522jyerjd, dmk1iij050mf8g3sdc3cvhazt, ccof41jyzj4bnh14u8goyjutx, 37ymn40mii3xfovk1iyg6mthx, 4hudkn0jcog2v9q8qv1vngij9, 3gpp1g8587gh95uzripmv9pwq, 1u9k9c9uuoj9ktx8ctacv2ajt, 9lh56gt4nxb29rm416rb6lv1m, 62ln44wo6iw2dweq0aqq04ded, 6lu5jfgq3rxunqnbbxpu8ztyi, ukb790rcuwjsylvtyu822prd, 30x4bcy7zsqgreti63wpds0yd, bpm5mr9bgqdsnc5cesnf2ga1h, 7zbq77fks307ubp7bxvghxdqt, uqoseczs2k03doablx2zuusq, djh55twz4lsp63j6858ea97xm, 4qdcbp2hdy7ap97sas98x3g0l, 4a0s9y6c3kz7cqwczq3l9clqs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484398701,1,34,16,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2022-11-12T05:26:24.313Z,2022-11-12T06:07:25Z,3909431661,130,4,3909431665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3909431659,59,"1, 25, 38, 13, 6, 3, 14, 8, 9, 23, 7, 2, 16, 18, 33, 34, 35, 36",3909431667,194,8wbljx8706rh6uyhf8eegl1w5,3909431657,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3909431669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3909431655,30,"77gcx1qotysu9hbi2hw2gjsvd, aeberiw2itt147h2mpjvd5rai, bwxn7o8ved1xo5bmfkfgzekiy, bcytv86dp6kqrsosu6gck9q7d, bdo2grdx1mgm63gii3zar50id, 8wbljx8706rh6uyhf8eegl1w5, 446scvw0ckoxnvnsqcqocve1h, 7q8urr40blud747zzb3io8w5x, 31v9w4cyk1fxlig452kuc65ed, c00r3yls3lf245nbo93m9d6cq, 7cdvlgpi8g3e8ttspzvr1k251, cqoz8o1pse9uspkqvq3cmges5, 7nhzkoa6bywrlkj9nc3f5ylii, 5wz8hmh6szarsa6j0thdxeane, 5wivkupbnot9s6z48c31an42y, cixqyw3j852c56wkldlgcd82c, chx78g4kh1xfr7wp84etip016, 1q1gfw2mh9tb52nvg2ilxvxwq",3909449841,197,17692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403135,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2022-11-12T06:01:13.370Z,2022-11-26T07:21:09Z,3909446759,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403125,2,32,1,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2022-11-12T06:01:13.370Z,2022-11-12T06:01:13Z,3909446735,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403139,3,1,1,0,0,c33jm806py6adse5wv9wx6ch1,1,50,50,2022-11-12T06:01:13.470Z,2022-11-12T06:01:16Z,3909446769,141,45.8,3909446773,213,3.3,3909446771,212,15.2,3909446775,279,S,3909446765,56,Back,3909446767,140,35.8,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403145,4,1,1,0,2,c33jm806py6adse5wv9wx6ch1,1,36.8,45.2,2022-11-12T06:01:15.490Z,2022-11-12T06:58:49Z,3909446797,140,35.3,3909446803,213,2.5,3909446795,56,Back,3909446801,212,2.0,3909446799,141,46.9,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403151,5,1,1,0,3,c33jm806py6adse5wv9wx6ch1,1,35.8,46.9,2022-11-12T06:01:16.603Z,2022-11-12T06:58:51Z,3909446817,56,Left,3909446827,1,,3909446815,155,,3909446821,141,81.5,3909446825,213,0.5,3909446823,212,47.6,3909446819,140,75.2,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403157,6,1,1,0,7,c33jm806py6adse5wv9wx6ch1,0,75.2,81.5,2022-11-12T06:01:20.483Z,2022-11-12T06:58:58Z,3909446845,56,Center,3909446849,141,60.9,3909446851,212,14.3,3909446847,140,72.7,3909446843,3,,3909446853,213,4.5,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403161,3,1,1,0,8,chu9blh367xs3yumct5tqto2q,1,28,50.4,2022-11-12T06:01:22.152Z,2022-11-12T06:01:23Z,3909446871,213,4.6,3909446861,3,,3909446865,140,26.4,3909446869,212,10.7,3909446867,141,34.9,3909446863,56,Back,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403163,4,49,1,0,10,chu9blh367xs3yumct5tqto2q,1,26.4,35.1,2022-11-12T06:01:23.768Z,2022-11-12T06:01:24Z,,,,,,,,,,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403173,5,1,1,0,13,chu9blh367xs3yumct5tqto2q,0,13.6,17.3,2022-11-12T06:01:27.304Z,2022-11-12T06:01:28Z,3909446925,236,,3909446897,56,Back,3909446901,141,16.4,3909446905,213,5.8,3909446927,233,7,3909446895,155,,3909446899,140,14.6,3909446903,212,1.2,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,3909446931,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403179,7,74,1,0,13,c33jm806py6adse5wv9wx6ch1,1,85.9,86.3,2022-11-12T06:01:27.305Z,2022-11-12T06:20:15Z,3909446917,56,Left,3909446919,285,,3909446933,233,5,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403197,6,5,1,0,15,chu9blh367xs3yumct5tqto2q,1,18.3,-1.4,2022-11-12T06:01:28.619Z,2022-11-12T06:10:54Z,3909446999,233,8,3909446995,56,Back,3909446997,347,,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403181,8,5,1,0,15,c33jm806py6adse5wv9wx6ch1,0,81.7,101.4,2022-11-12T06:01:28.619Z,2022-11-12T06:01:37Z,3909446939,347,,3909446937,56,Left,3909447005,233,6,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403205,7,1,1,0,22,chu9blh367xs3yumct5tqto2q,1,17.1,0,2022-11-12T06:01:35.424Z,2022-11-12T08:55:39Z,3909447037,213,0.8,3909447029,56,Back,3909447031,140,25.0,3909447035,212,12.2,3909447033,141,12.0,3909447027,107,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403209,8,1,1,0,23,chu9blh367xs3yumct5tqto2q,1,25,12,2022-11-12T06:01:37.312Z,2022-11-12T08:55:40Z,3909447051,212,7.5,3909447049,141,4.1,3909447045,56,Back,3909447053,213,3.9,3909447047,140,20.0,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403217,9,1,1,0,24,chu9blh367xs3yumct5tqto2q,1,19.9,3.8,2022-11-12T06:01:37.640Z,2022-11-12T08:55:42Z,3909447075,140,22.7,3909447079,212,2.9,3909447077,141,3.5,3909447073,56,Back,3909447081,213,6.2,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484408883,459,61,1,0,25,chu9blh367xs3yumct5tqto2q,0,30.3,2.8,2022-11-12T06:01:38.370Z,2022-11-12T07:05:43Z,3909477795,56,Back,,,,,,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484408867,479,61,1,0,26,c33jm806py6adse5wv9wx6ch1,0,59.3,97.5,2022-11-12T06:01:39.370Z,2022-11-12T07:05:36Z,3909477753,56,Left,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403219,10,1,1,0,29,chu9blh367xs3yumct5tqto2q,0,22.7,3.5,2022-11-12T06:01:42.432Z,2022-11-12T08:56:04Z,3909447091,212,1.5,3909447089,141,3.8,3909477565,236,,3909447085,56,Back,3909477571,286,,3909447093,213,3.0,3909477567,233,9,3909447087,140,21.3,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403221,9,74,1,0,29,c33jm806py6adse5wv9wx6ch1,1,73.4,94.5,2022-11-12T06:01:42.433Z,2022-11-12T08:56:05Z,3909477581,233,10,3909477557,285,,3909447095,56,Left,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403229,10,49,1,0,30,c33jm806py6adse5wv9wx6ch1,1,71.5,89.7,2022-11-12T06:01:43.756Z,2022-11-12T08:56:06Z,,,,,,,,,,,,,,,,,,,,,,,,,bwxn7o8ved1xo5bmfkfgzekiy,J. Bos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484403231,11,45,1,0,31,chu9blh367xs3yumct5tqto2q,0,24.6,8,2022-11-12T06:01:45.139Z,2022-11-12T08:56:08Z,3909447143,233,11,3909447115,285,,3909447113,56,Back,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
