id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/16/value
2478170329,4,1,1,0,31,chu9blh367xs3yumct5tqto2q,1,15.1,100,2022-10-28T08:48:43.848Z,2022-10-28T08:48:46Z,3876748139,212,28.3,3876748135,140,35.8,3876748131,107,,3876748133,56,Back,3876748137,141,74.9,3876748141,213,5.6,3876748143,1,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170341,5,1,1,0,33,chu9blh367xs3yumct5tqto2q,0,38.5,72.6,2022-10-28T08:48:46.232Z,2022-10-28T08:48:49Z,3876748221,213,4.3,3876748217,141,45.5,3876748213,56,Back,3876748211,3,,3876748219,212,20.1,3876748215,140,30.8,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170349,8,49,1,0,37,6h553bwfqkoxayuv80uikkn42,1,67.2,57.6,2022-10-28T08:48:49.872Z,2022-10-28T08:48:49Z,,,,,,,,,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170397,9,50,1,0,40,6h553bwfqkoxayuv80uikkn42,1,88.9,91.3,2022-10-28T08:48:53.343Z,2022-10-28T08:49:03Z,3876748473,233,7,3876748463,286,,3876748461,56,Left,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170381,7,7,1,0,40,chu9blh367xs3yumct5tqto2q,0,11.1,8.7,2022-10-28T08:48:53.344Z,2022-10-28T23:00:25Z,3876748403,285,,3878139595,385,,3876748401,56,Back,3876748469,233,9,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170453,11,61,1,0,41,6h553bwfqkoxayuv80uikkn42,1,91.5,96.2,2022-10-28T08:48:53.861Z,2022-10-28T08:49:17Z,3876748727,56,Left,,,,,,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170367,6,43,1,0,41,chu9blh367xs3yumct5tqto2q,1,0,0,2022-10-28T08:48:54.200Z,2022-10-28T08:49:05Z,3876748317,56,Back,3876748319,285,0,3876748559,144,45,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170385,8,5,1,0,45,chu9blh367xs3yumct5tqto2q,1,5.4,-1.2,2022-10-28T08:48:58.040Z,2022-10-28T08:49:13Z,3876748411,347,,3876748549,233,10,3876748409,56,Back,,,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170411,10,5,1,0,45,6h553bwfqkoxayuv80uikkn42,0,94.6,101.2,2022-10-28T08:48:58.040Z,2022-10-28T08:54:37Z,3876748539,233,8,3876748527,56,Left,3876748529,347,,,,,,,,,,,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170517,9,1,1,1,11,chu9blh367xs3yumct5tqto2q,0,17,0,2022-10-28T08:49:23.882Z,2022-10-28T08:49:28Z,3876749019,141,2.3,3876749023,213,0.1,3876749025,1,,3876749021,212,23.1,3876749015,56,Back,3876749013,107,,3876749017,140,38.9,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170511,12,44,1,1,13,6h553bwfqkoxayuv80uikkn42,1,60.7,94.2,2022-10-28T08:49:25.744Z,2022-10-28T08:49:28Z,3876748981,286,,3876748979,56,Left,3876749057,233,10,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170521,10,44,1,1,13,chu9blh367xs3yumct5tqto2q,0,39.3,5.8,2022-10-28T08:49:25.745Z,2022-10-28T08:49:28Z,3876749035,285,,3876749033,56,Back,3876749075,233,12,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170525,13,1,1,1,13,6h553bwfqkoxayuv80uikkn42,1,61.2,90.9,2022-10-28T08:49:25.985Z,2022-10-28T08:49:27Z,3876749043,3,,3876749047,140,68.3,3876749045,56,Left,3876749051,212,9.6,3876749053,213,5.6,3876749049,141,82.1,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170527,14,49,1,1,15,6h553bwfqkoxayuv80uikkn42,1,68.3,80.9,2022-10-28T08:49:27.520Z,2022-10-28T08:49:27Z,,,,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170531,15,61,1,1,16,6h553bwfqkoxayuv80uikkn42,0,67.4,79.4,2022-10-28T08:49:29.201Z,2022-10-28T08:49:29Z,3876749083,56,Left,,,,,,,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170539,11,49,1,1,17,chu9blh367xs3yumct5tqto2q,1,39.9,5.9,2022-10-28T08:49:30.425Z,2022-10-28T08:49:30Z,,,,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170545,12,50,1,1,18,chu9blh367xs3yumct5tqto2q,1,36.2,13.2,2022-10-28T08:49:30.505Z,2022-10-28T08:49:33Z,3876749121,56,Back,3876749189,233,16,3876749123,286,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170555,16,7,1,1,18,6h553bwfqkoxayuv80uikkn42,1,63.8,86.8,2022-10-28T08:49:30.506Z,2022-10-28T23:00:29Z,3878139599,385,,3876749187,285,,3876749183,233,12,3876749159,56,Left,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478188363,460,61,1,1,19,chu9blh367xs3yumct5tqto2q,1,35.6,11.6,2022-10-28T08:49:31.477Z,2022-10-28T09:37:47Z,3876844065,56,Back,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170563,17,3,1,1,19,6h553bwfqkoxayuv80uikkn42,0,64.8,85.6,2022-10-28T08:49:32.400Z,2022-10-28T23:00:55Z,3876749257,233,13,3878139641,465,,3876749175,56,Left,3876749177,286,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170575,13,7,1,1,19,chu9blh367xs3yumct5tqto2q,0,35.2,14.4,2022-10-28T08:49:32.401Z,2022-10-28T23:00:48Z,3876749221,233,17,3878139633,385,,3876749217,56,Back,3876749219,285,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170567,18,61,1,1,20,6h553bwfqkoxayuv80uikkn42,1,67.1,79.3,2022-10-28T08:49:33.201Z,2022-10-28T08:49:33Z,3876749197,56,Left,,,,,,,,,,,,,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170583,14,49,1,1,21,chu9blh367xs3yumct5tqto2q,1,32.2,13.7,2022-10-28T08:49:34.370Z,2022-10-29T09:32:02Z,,,,,,,,,,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170589,15,1,1,1,22,chu9blh367xs3yumct5tqto2q,1,34.3,15.5,2022-10-28T08:49:35.433Z,2022-10-29T09:32:05Z,3876749295,141,15.3,3876749299,213,6.2,3876749291,56,Back,3876749293,140,36.3,3876749297,212,2.1,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170591,16,3,1,1,23,chu9blh367xs3yumct5tqto2q,0,39,24.7,2022-10-28T08:49:36.212Z,2022-10-29T09:32:25Z,3878700521,464,,3876844817,233,19,3876749303,56,Back,3876749305,286,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170587,19,7,1,1,23,6h553bwfqkoxayuv80uikkn42,0,61,75.3,2022-10-28T08:49:36.213Z,2022-10-29T09:32:14Z,3876749287,56,Center,3878700247,385,,3876749289,285,,3876749313,233,16,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170595,17,61,1,1,23,chu9blh367xs3yumct5tqto2q,1,42.7,17.9,2022-10-28T08:49:36.361Z,2022-10-29T09:32:50Z,3876749317,56,Back,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170611,21,61,1,1,23,6h553bwfqkoxayuv80uikkn42,1,64,60.6,2022-10-28T08:49:36.381Z,2022-10-29T09:33:14Z,3876749375,56,Center,,,,,,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478188563,461,61,1,1,24,chu9blh367xs3yumct5tqto2q,1,33.6,49.3,2022-10-28T08:49:36.477Z,2022-10-29T09:33:15Z,3876845239,56,Back,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170603,20,49,1,1,25,6h553bwfqkoxayuv80uikkn42,1,64,60.6,2022-10-28T08:49:38.417Z,2022-10-29T09:33:17Z,,,,,,,,,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478188607,520,61,1,1,26,6h553bwfqkoxayuv80uikkn42,1,64,50.4,2022-10-28T08:49:38.477Z,2022-10-29T09:33:18Z,3876845501,56,Center,,,,,,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170621,22,61,1,1,27,6h553bwfqkoxayuv80uikkn42,0,61.9,59.6,2022-10-28T08:49:39.736Z,2022-10-29T09:33:19Z,3876749417,56,Center,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170623,18,49,1,1,28,chu9blh367xs3yumct5tqto2q,1,54.5,44.2,2022-10-28T08:49:41.017Z,2022-10-28T08:49:41Z,,,,,,,,,,,,,,,,,,,,,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170635,19,1,1,1,30,chu9blh367xs3yumct5tqto2q,0,70.2,55.5,2022-10-28T08:49:43.322Z,2022-10-28T08:49:44Z,3876749465,140,77.6,3876749471,213,0.5,3876749469,212,9.1,3876749461,56,Center,3876749467,141,62.4,,,,,,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170647,23,49,1,1,33,6h553bwfqkoxayuv80uikkn42,1,23.7,38.8,2022-10-28T08:49:46.385Z,2022-10-28T08:49:46Z,,,,,,,,,,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170681,24,1,1,1,34,6h553bwfqkoxayuv80uikkn42,1,23.7,40.9,2022-10-28T08:49:47.362Z,2022-10-28T08:49:54Z,3876749783,213,0.1,3876749781,212,8.6,3876749779,141,42.2,3876749777,140,31.8,3876749775,56,Back,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170687,25,1,1,1,42,6h553bwfqkoxayuv80uikkn42,1,22.5,2.3,2022-10-28T08:49:54.689Z,2022-10-28T08:49:57Z,3876749871,213,0.2,3876749865,140,45.4,3876749861,155,,3876749863,56,Back,3876749867,141,9.7,3876749869,212,24.6,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170689,26,50,1,1,44,6h553bwfqkoxayuv80uikkn42,1,46.6,6.3,2022-10-28T08:49:57.233Z,2022-10-28T08:50:00Z,3876749879,56,Back,3876749881,286,,3876749951,233,20,,,,,,,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170695,20,7,1,1,44,chu9blh367xs3yumct5tqto2q,1,53.4,93.7,2022-10-28T08:49:57.234Z,2022-10-29T09:34:04Z,3878702435,384,,3876749941,233,26,3876749921,56,Left,3876749923,285,,,,,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170705,21,1,1,1,46,chu9blh367xs3yumct5tqto2q,1,38.5,90.9,2022-10-28T08:49:59.466Z,2022-10-28T08:50:02Z,3876750007,3,,3876750009,56,Back,3876750017,213,5.0,3876750013,141,78.3,3876750011,140,40.5,3876750015,212,8.8,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170707,22,49,1,1,50,chu9blh367xs3yumct5tqto2q,1,39.8,76.8,2022-10-28T08:50:02.587Z,2022-10-28T08:50:17Z,,,,,,,,,,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170733,23,1,1,1,53,chu9blh367xs3yumct5tqto2q,0,38.1,80.3,2022-10-28T08:50:06.275Z,2022-10-28T08:54:31Z,3876750229,141,12.5,3876750233,213,4.9,3876750225,56,Back,3876750221,155,,3876750235,1,,3876750231,212,46.9,3876750223,196,,3876750227,140,46.1,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170731,27,1,1,1,54,6h553bwfqkoxayuv80uikkn42,1,59.8,77.2,2022-10-28T08:50:07.106Z,2022-10-28T08:50:08Z,3876750209,140,54.1,3876750213,212,11.9,3876750211,141,92.3,3876750215,213,2.1,3876750205,3,,3876750207,56,Left,,,,,,,evh60twv2ab6si0q78fqi9coa,K. Yengi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170735,28,49,1,1,56,6h553bwfqkoxayuv80uikkn42,1,54.1,92.3,2022-10-28T08:50:08.658Z,2022-10-28T08:50:09Z,,,,,,,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170741,29,1,1,1,56,6h553bwfqkoxayuv80uikkn42,1,54.1,92.3,2022-10-28T08:50:08.897Z,2022-10-28T08:50:11Z,3876750307,141,77.0,3876750303,56,Back,3876750305,140,38.0,3876750309,212,19.8,3876750311,213,3.7,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170755,30,1,1,1,59,6h553bwfqkoxayuv80uikkn42,1,36.8,72.9,2022-10-28T08:50:11.713Z,2022-10-28T08:50:16Z,3876750429,140,29.7,3876750435,213,4.5,3876750427,56,Back,3876750431,141,27.1,3876750437,1,,3876750433,212,32.0,,,,,,,6xvmp9q79f0fjjtvd6rcz00d1,Marcelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170765,31,1,1,2,3,6h553bwfqkoxayuv80uikkn42,1,30,23.1,2022-10-28T08:50:16.065Z,2022-10-28T08:50:18Z,3876750505,140,33.5,3876750509,212,12.1,3876750503,56,Back,3876750507,141,6.1,3876750511,213,5.0,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170771,32,1,1,2,5,6h553bwfqkoxayuv80uikkn42,1,33.3,4.6,2022-10-28T08:50:17.906Z,2022-10-28T08:50:20Z,3876750571,140,45.1,3876750575,212,12.5,3876750577,213,6.2,3876750573,141,2.5,3876750569,56,Back,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170785,33,1,1,2,7,6h553bwfqkoxayuv80uikkn42,0,44.8,4,2022-10-28T08:50:20.193Z,2022-10-28T08:50:21Z,3876750637,141,27.7,3876750633,56,Center,3876750635,140,60.1,3876750639,212,22.8,3876750641,213,0.8,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478538003,969,49,1,2,8,chu9blh367xs3yumct5tqto2q,1,44.4,76.1,2022-10-28T08:50:21.050Z,2022-10-29T09:46:28Z,,,,,,,,,,,,,,,,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478170799,24,1,1,2,9,chu9blh367xs3yumct5tqto2q,1,44.9,83.3,2022-10-28T08:50:21.706Z,2022-10-28T08:50:23Z,3876750717,140,43.2,3876750715,56,Back,3876750719,141,89.3,3876750721,212,4.5,3876750723,213,2.0,,,,,,,,,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
