id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2530095569,246,1,1,21,15,chu9blh367xs3yumct5tqto2q,0,85.4,94.1,2023-04-08T07:21:33.532Z,2023-04-08T07:28:14Z,4171538071,213,5.8,4171538069,212,5.4,4171538065,140,89.9,4171538067,141,90.3,4171538063,56,Left,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095565,193,49,1,21,16,v046no35g7ebk8lytdjmfb43,1,10.7,14.1,2023-04-08T07:21:34.509Z,2023-04-08T07:28:16Z,,,,,,,,,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095571,194,1,1,21,16,v046no35g7ebk8lytdjmfb43,0,10.7,14.1,2023-04-08T07:21:34.797Z,2023-04-08T07:28:22Z,4171538107,236,,4171538073,157,,4171538085,1,,4171538113,286,,4171538109,233,247,4171538083,213,6.0,4171538079,141,10.4,4171538077,140,20.4,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,4171538081,212,4171538075,56,Back,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,
2530095575,247,74,1,21,16,chu9blh367xs3yumct5tqto2q,1,77,79.3,2023-04-08T07:21:34.798Z,2023-04-08T07:28:31Z,4171538139,233,194,4171538103,285,,4171538101,56,Left,,,,,,,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096569,299,61,1,21,17,chu9blh367xs3yumct5tqto2q,0,71.2,74.4,2023-04-08T07:21:35.346Z,2023-04-08T07:29:28Z,4171544681,56,Center,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095577,195,1,1,21,18,v046no35g7ebk8lytdjmfb43,0,29.8,25,2023-04-08T07:21:36.245Z,2023-04-08T07:29:49Z,4171544901,236,,4171538129,212,1.7,4171538123,56,Back,4171544907,286,,4171538131,213,5.9,4171538125,140,31.3,4171538127,141,24.1,4171544903,233,300,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096571,300,74,1,21,18,chu9blh367xs3yumct5tqto2q,1,74.2,70.9,2023-04-08T07:21:36.246Z,2023-04-08T07:35:26Z,4171544879,56,Center,4171544881,285,,4171544909,233,195,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095787,209,49,1,21,19,v046no35g7ebk8lytdjmfb43,1,29.5,30.1,2023-04-08T07:21:37.767Z,2023-04-08T07:30:06Z,,,,,,,,,,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095585,196,1,1,21,22,v046no35g7ebk8lytdjmfb43,1,33.3,32.1,2023-04-08T07:21:40.285Z,2023-04-08T07:30:07Z,4171538175,213,0.9,4171538171,141,60.0,4171538169,140,48.9,4171538167,56,Back,4171538173,212,25.1,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095593,197,3,1,21,24,v046no35g7ebk8lytdjmfb43,0,60.8,67.7,2023-04-08T07:21:42.101Z,2023-04-09T17:36:00Z,4171538213,233,248,4171538205,286,,4177419343,464,,4171538203,56,Center,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095591,248,7,1,21,24,chu9blh367xs3yumct5tqto2q,0,39.2,32.3,2023-04-08T07:21:42.102Z,2023-04-09T17:36:02Z,4171538201,285,,4171538383,233,197,4177419447,383,,4171538199,56,Back,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095599,198,3,1,21,25,v046no35g7ebk8lytdjmfb43,1,61.6,67.4,2023-04-08T07:21:43.101Z,2023-04-09T17:36:06Z,4177419695,464,,4171538239,286,,4171538373,233,249,4171538237,56,Center,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095595,249,45,1,21,25,chu9blh367xs3yumct5tqto2q,0,38.4,32.6,2023-04-08T07:21:43.101Z,2023-04-08T07:23:31Z,4171538207,56,Back,4171538217,233,198,4171538209,285,,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095605,199,61,1,21,30,v046no35g7ebk8lytdjmfb43,0,71.7,71.5,2023-04-08T07:21:48.319Z,2023-04-09T17:36:24Z,4171538247,56,Center,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095607,250,49,1,21,30,chu9blh367xs3yumct5tqto2q,1,25.6,26.1,2023-04-08T07:21:48.907Z,2023-04-08T07:21:49Z,,,,,,,,,,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095613,251,1,1,21,32,chu9blh367xs3yumct5tqto2q,1,23.2,17.4,2023-04-08T07:21:50.810Z,2023-04-08T07:21:53Z,4171538281,213,5.7,4171538273,56,Back,4171538277,141,3.4,4171538279,212,17.7,4171538275,140,37.4,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095619,252,1,1,21,34,chu9blh367xs3yumct5tqto2q,1,38.7,3.4,2023-04-08T07:21:52.954Z,2023-04-08T07:21:54Z,4171538309,140,33.5,4171538313,212,13.3,4171538311,141,21.3,4171538307,56,Back,4171538315,213,2.0,,,,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095627,253,1,1,21,36,chu9blh367xs3yumct5tqto2q,1,35,21.3,2023-04-08T07:21:54.826Z,2023-04-08T07:21:57Z,4171538353,212,17.5,4171538347,56,Back,4171538355,213,2.5,4171538349,140,21.6,4171538351,141,36.6,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095645,254,1,1,21,39,chu9blh367xs3yumct5tqto2q,1,22,29.2,2023-04-08T07:21:57.819Z,2023-04-08T07:22:05Z,4171538449,141,59.4,4171538451,212,20.7,4171538445,56,Back,4171538447,140,19.6,4171538453,213,1.7,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095651,255,1,1,21,47,chu9blh367xs3yumct5tqto2q,1,31.6,55.7,2023-04-08T07:22:05.515Z,2023-04-08T07:22:08Z,4171538483,141,83.6,4171538479,56,Back,4171538487,213,1.3,4171538485,212,19.8,4171538481,140,36.9,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095657,256,1,1,21,50,chu9blh367xs3yumct5tqto2q,1,36.9,83.6,2023-04-08T07:22:08.507Z,2023-04-08T07:22:09Z,4171538519,212,25.3,4171538515,140,60.9,4171538521,213,6.2,4171538517,141,81.2,4171538513,56,Left,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095671,257,1,1,21,51,chu9blh367xs3yumct5tqto2q,1,61.3,81.2,2023-04-08T07:22:09.691Z,2023-04-08T07:22:15Z,4171538603,56,Left,4171538609,212,15.5,4171538607,141,95.4,4171538611,213,0.7,4171538605,140,72.9,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095673,258,1,1,21,57,chu9blh367xs3yumct5tqto2q,1,73.8,95.1,2023-04-08T07:22:15.675Z,2023-04-08T07:22:17Z,4171538629,140,46.4,4171538633,212,28.8,4171538631,141,96.9,4171538635,213,3.1,4171538627,56,Back,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095679,259,1,1,21,59,chu9blh367xs3yumct5tqto2q,1,46.4,96.9,2023-04-08T07:22:17.803Z,2023-04-08T07:22:20Z,4171538667,140,29.4,4171538673,213,3.8,4171538669,141,76.6,4171538671,212,22.6,4171538665,56,Back,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095687,260,1,1,22,2,chu9blh367xs3yumct5tqto2q,1,29.7,76.7,2023-04-08T07:22:20.411Z,2023-04-08T07:22:23Z,4171538705,56,Back,4171538713,213,4.9,4171538709,141,45.5,4171538707,140,33.7,4171538711,212,21.6,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095693,261,1,1,22,5,chu9blh367xs3yumct5tqto2q,1,32.9,42.4,2023-04-08T07:22:23.114Z,2023-04-08T07:22:25Z,4171538735,212,14.8,4171538731,140,46.8,4171538737,213,0.2,4171538729,56,Back,4171538733,141,46.0,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095699,262,1,1,22,7,chu9blh367xs3yumct5tqto2q,1,41.6,42.1,2023-04-08T07:22:25.611Z,2023-04-08T07:22:28Z,4171538765,56,Back,4171538769,141,31.6,4171538771,212,10.3,4171538773,213,3.9,4171538767,140,34.5,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095707,263,1,1,22,10,chu9blh367xs3yumct5tqto2q,0,37.7,28.8,2023-04-08T07:22:28.459Z,2023-04-08T07:22:30Z,4171538809,212,18.5,4171538805,140,55.3,4171538811,213,0.0,4171538803,56,Center,4171538807,141,29.7,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095713,200,8,1,22,11,v046no35g7ebk8lytdjmfb43,1,46.6,73.6,2023-04-08T07:22:29.397Z,2023-04-09T17:37:27Z,4171538835,56,Back,4177423469,384,,,,,,,,,,,,,,,,,,,,7nhzkoa6bywrlkj9nc3f5ylii,T. Gomulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095715,201,49,1,22,12,v046no35g7ebk8lytdjmfb43,1,47.7,74.6,2023-04-08T07:22:30.958Z,2023-04-08T07:39:55Z,,,,,,,,,,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095725,202,1,1,22,13,v046no35g7ebk8lytdjmfb43,1,42,78.7,2023-04-08T07:22:31.326Z,2023-04-08T07:39:56Z,4171538871,213,6.2,4171538869,212,14.4,4171538863,56,Center,4171538865,140,55.7,4171538867,141,77.3,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530097805,341,1,1,22,14,v046no35g7ebk8lytdjmfb43,1,55.4,75.8,2023-04-08T07:22:32.110Z,2023-04-08T07:40:12Z,4171552009,212,8.8,4171552003,56,Left,4171552005,140,61.8,4171552011,213,0.7,4171552007,141,84.1,,,,,,,,,,7nhzkoa6bywrlkj9nc3f5ylii,T. Gomulka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095735,203,1,1,22,19,v046no35g7ebk8lytdjmfb43,1,76.5,94.7,2023-04-08T07:22:37.917Z,2023-04-08T07:22:42Z,4171538923,213,4.5,4171538919,141,79.7,4171538917,140,74.0,4171538921,212,10.5,4171538915,56,Left,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095743,204,1,1,22,23,v046no35g7ebk8lytdjmfb43,1,72.2,75.7,2023-04-08T07:22:41.949Z,2023-04-08T07:22:44Z,4171538951,140,65.9,4171538949,56,Center,4171538955,212,7.2,4171538957,213,3.5,4171538953,141,71.7,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095757,205,1,1,22,26,v046no35g7ebk8lytdjmfb43,1,66.2,71.2,2023-04-08T07:22:44.238Z,2023-04-08T07:22:53Z,4171539015,56,Right,4171539017,140,79.7,4171539025,1,,4171539021,212,37.8,4171539023,213,5.1,4171539019,141,19.7,4171539013,155,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095759,206,1,1,22,30,v046no35g7ebk8lytdjmfb43,0,86.6,17.4,2023-04-08T07:22:48.077Z,2023-04-09T17:37:56Z,4171539035,155,,4171539075,233,265,4177424791,20,,4171539037,56,Right,4177424789,224,,4171539079,286,,4171539039,140,86.5,4171539045,213,1.7,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,4171539043,212,4171539041,141,19.2,4171539033,2,4171539073,236,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,
2530095763,265,12,1,22,30,chu9blh367xs3yumct5tqto2q,1,15,77.9,2023-04-08T07:22:48.177Z,2023-04-08T07:22:50Z,4171539081,233,206,4171539067,56,Back,4171539065,185,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095767,207,6,1,22,31,v046no35g7ebk8lytdjmfb43,1,85.8,20.6,2023-04-08T07:22:49.645Z,2023-04-08T07:22:51Z,4171539085,56,Right,4171539087,75,,4171539095,233,266,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095769,266,6,1,22,31,chu9blh367xs3yumct5tqto2q,0,14.2,79.4,2023-04-08T07:22:49.645Z,2023-04-09T17:38:08Z,4171539099,233,207,4171539089,56,Back,4171539093,73,,,,,,,,,,,,,,,,,305har0fmf8wye7e3wbpfqcid,M. Saitō,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095835,210,1,1,23,2,v046no35g7ebk8lytdjmfb43,0,99.5,0.5,2023-04-08T07:23:20.894Z,2023-04-09T17:38:15Z,4171539475,2,,4171539481,224,,4177425699,20,,4171539477,6,,4171539479,155,,4171539483,56,Center,4171539487,141,47.2,4171539493,1,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,4171539485,140,4171539491,213,1.8,4171539489,212,,,,,93.0,32.5,,,,,,,,,,,,,,,,,,,,,,,,
2530095839,267,12,1,23,7,chu9blh367xs3yumct5tqto2q,1,6,53.7,2023-04-08T07:23:25.276Z,2023-04-08T07:23:28Z,4171539527,213,4.3,4171539521,140,0.0,4171539525,212,18.2,4171539519,56,Back,4171539543,15,,4171539523,141,29.4,4171539577,167,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095851,211,6,1,23,9,v046no35g7ebk8lytdjmfb43,1,97.1,58.9,2023-04-08T07:23:27.198Z,2023-04-08T07:23:28Z,4171539589,233,268,4171539569,56,Center,4171539571,73,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095847,268,6,1,23,9,chu9blh367xs3yumct5tqto2q,0,2.9,41.1,2023-04-08T07:23:27.198Z,2023-04-09T17:38:29Z,4171539555,73,,4171539599,233,211,4171539553,56,Back,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095929,212,1,1,23,51,v046no35g7ebk8lytdjmfb43,0,99.5,99.5,2023-04-08T07:24:09.982Z,2023-04-09T17:38:34Z,4171540035,155,,4171540049,1,,4171540037,223,,4171540039,56,Center,4171540047,213,4.6,4171540045,212,35.2,4171540043,141,48.2,4171540031,2,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,4171540073,233,4171540033,6,,4177426631,20,4171540041,140,,,270,,95.0,,,,,,,,,,,,,,,,,,,,,,,
2530099039,493,44,1,23,53,chu9blh367xs3yumct5tqto2q,1,3.2,41.6,2023-04-08T07:24:11.503Z,2023-04-08T07:49:22Z,4171557975,285,,4171558321,233,417,4171557973,56,Back,,,,,,,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530099015,417,44,1,23,53,v046no35g7ebk8lytdjmfb43,0,96.8,58.4,2023-04-08T07:24:11.504Z,2023-04-08T07:57:52Z,4171558311,56,Center,4171558325,233,493,4171558313,286,,,,,,,,,,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530099043,495,12,1,23,53,chu9blh367xs3yumct5tqto2q,1,1.8,40.8,2023-04-08T07:24:11.791Z,2023-04-08T07:57:26Z,4171558539,56,Back,4171558543,141,41.7,4171558547,213,0.5,4171558579,15,,4171558545,212,1.2,4171558541,140,2.8,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095933,270,41,1,23,56,chu9blh367xs3yumct5tqto2q,1,7.6,45.8,2023-04-08T07:24:14.093Z,2023-04-09T17:39:01Z,4171540085,233,212,4171540071,213,0.6,4171540069,212,10.5,4171540067,141,54.2,4177428159,378,,4171540065,140,16.0,,,,,,,4epapct9t0a0skf8522jyerjd,M. Weier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095935,271,12,1,23,57,chu9blh367xs3yumct5tqto2q,1,16,54.2,2023-04-08T07:24:15.307Z,2023-04-08T07:24:16Z,4171540093,140,27.5,4171540099,213,5.2,4171540097,212,25.5,4171540091,56,Back,4171540105,15,,4171540095,141,21.2,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095941,213,1,1,23,59,v046no35g7ebk8lytdjmfb43,0,83.2,86.6,2023-04-08T07:24:17.661Z,2023-04-09T17:39:10Z,4171540319,236,,4171540125,155,,4171540133,212,2.5,4177428539,72,,4171540127,56,Left,4171540129,140,84.1,4177428537,224,,4171540321,233,272,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,4171540131,141,4171540123,2,,4171540135,213,4171540325,286,,,83.2,5.1,,,,,,,,,,,,,,,,,,,,,,,,
2530095947,272,12,1,23,59,chu9blh367xs3yumct5tqto2q,1,15.9,15.6,2023-04-08T07:24:17.761Z,2023-04-08T07:24:30Z,4171540349,233,213,4171540191,185,,4171540193,56,Back,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095943,214,6,1,24,1,v046no35g7ebk8lytdjmfb43,1,84.1,83.8,2023-04-08T07:24:19.101Z,2023-04-08T07:24:24Z,4171540147,56,Left,4171540207,233,273,4171540149,73,,,,,,,,,,,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530095949,273,6,1,24,1,chu9blh367xs3yumct5tqto2q,0,15.9,16.2,2023-04-08T07:24:19.101Z,2023-04-09T17:39:19Z,4171540201,73,,4171540199,56,Back,4171540211,233,214,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096065,215,1,1,24,49,v046no35g7ebk8lytdjmfb43,1,99.6,99.6,2023-04-08T07:25:07.838Z,2023-04-08T07:50:10Z,4171540839,212,21.2,4171540833,56,Center,4171540841,213,3.9,4171540835,140,85.3,4171540831,6,,4171540837,141,77.6,,,,,,,abfwfqsv8o9xsnkor896869cl,J. O'Shea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096069,216,1,1,24,51,v046no35g7ebk8lytdjmfb43,0,84.9,77.9,2023-04-08T07:25:09.213Z,2023-04-09T17:39:45Z,4171540859,212,17.0,4171540861,213,5.2,4171540853,56,Center,4171540849,2,,4171540851,155,,4171540855,140,92.4,4177430565,223,,4177430567,20,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,4171540857,141,,,,,,,,,,55.8,,,,,,,,,,,,,,,,,,,,,,,,,
2530096073,275,12,1,24,53,chu9blh367xs3yumct5tqto2q,1,9.2,44.3,2023-04-08T07:25:11.164Z,2023-04-08T07:25:12Z,4171540887,140,32.1,4171540895,15,,4171540891,212,27.0,4171540885,56,Back,4171540893,213,5.8,4171540889,141,26.4,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096079,276,49,1,24,55,chu9blh367xs3yumct5tqto2q,1,32.5,25.5,2023-04-08T07:25:13.997Z,2023-04-08T07:25:14Z,,,,,,,,,,,,,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096081,277,3,1,24,56,chu9blh367xs3yumct5tqto2q,0,34.8,21.2,2023-04-08T07:25:14.491Z,2023-04-09T18:14:16Z,4177432365,465,,4171540919,286,,4177555269,233,217,4171540917,56,Back,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096083,217,7,1,24,56,v046no35g7ebk8lytdjmfb43,0,65.2,78.8,2023-04-08T07:25:14.492Z,2023-04-09T17:40:08Z,4171540927,285,,4177431759,383,,4171540933,233,277,4171540925,56,Center,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096093,278,4,1,25,1,chu9blh367xs3yumct5tqto2q,1,28.8,3.4,2023-04-08T07:25:19.501Z,2023-04-08T07:25:22Z,4171541003,152,,4171540997,13,,4171541011,233,218,4171541001,56,Back,4171540999,294,,4171541005,285,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096091,218,4,1,25,1,v046no35g7ebk8lytdjmfb43,0,71.2,96.6,2023-04-08T07:25:19.502Z,2023-04-08T07:25:22Z,4171540973,294,,4171541019,233,278,4171540979,286,,4171540977,152,,4171540971,13,,4171540975,56,Left,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096121,279,1,1,25,18,chu9blh367xs3yumct5tqto2q,0,30.3,3.5,2023-04-08T07:25:36.796Z,2023-04-08T07:25:38Z,4171541239,213,6.3,4171541227,5,,4171541245,189,,4171541233,140,39.9,4171541231,56,Back,4171541235,141,3.1,4171541229,152,,4171541237,212,10.1,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096129,219,61,1,25,21,v046no35g7ebk8lytdjmfb43,1,59.5,95.4,2023-04-08T07:25:39.535Z,2023-04-08T07:50:34Z,4171541277,56,Left,4171559635,189,,,,,,,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096133,220,5,1,25,21,v046no35g7ebk8lytdjmfb43,0,57,101.6,2023-04-08T07:25:40.014Z,2023-04-08T07:25:42Z,4171541315,233,280,4171541289,56,Left,4171541291,347,,,,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096137,280,5,1,25,21,chu9blh367xs3yumct5tqto2q,1,43,-1.6,2023-04-08T07:25:40.014Z,2023-04-08T07:47:23Z,4171541305,347,,4171541311,233,220,4171541303,56,Back,,,,,,,,,,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096165,281,1,1,25,29,chu9blh367xs3yumct5tqto2q,1,51.1,0,2023-04-08T07:25:47.613Z,2023-04-08T07:25:49Z,4171541457,212,9.1,4171541451,56,Back,4171541449,107,,4171541455,141,8.9,4171541453,140,46.0,4171541459,213,2.2,,,,,,,b64xe0hw5h2k79a52awusbkve,T. Aquilina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530096173,282,1,1,25,30,chu9blh367xs3yumct5tqto2q,1,46,8.9,2023-04-08T07:25:48.940Z,2023-04-08T07:25:50Z,4171541493,140,53.9,4171541497,212,9.1,4171541495,141,3.4,4171541491,56,Right,4171541499,213,5.9,,,,,,,,,,37ymn40mii3xfovk1iyg6mthx,B. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
