id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2499525167,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-22T02:41:18.257Z,2023-01-22T04:02:15Z,3989266135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989266129,130,4,3989266133,194,bpm5mr9bgqdsnc5cesnf2ga1h,3989266125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3989266131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3989266123,30,"30x4bcy7zsqgreti63wpds0yd, dmk1iij050mf8g3sdc3cvhazt, 4qdcbp2hdy7ap97sas98x3g0l, 8q4a3xz1plwm6f06jawwvo5ih, a9a2obtq50arrgfe7m0cd0qtx, bpm5mr9bgqdsnc5cesnf2ga1h, 9lh56gt4nxb29rm416rb6lv1m, djh55twz4lsp63j6858ea97xm, 62ln44wo6iw2dweq0aqq04ded, 7zbq77fks307ubp7bxvghxdqt, 1u9k9c9uuoj9ktx8ctacv2ajt, ccof41jyzj4bnh14u8goyjutx, ukb790rcuwjsylvtyu822prd, uqoseczs2k03doablx2zuusq, 6lu5jfgq3rxunqnbbxpu8ztyi, 4epapct9t0a0skf8522jyerjd, 6f2f519kxin4bqo4gco4lby1g, 3gpp1g8587gh95uzripmv9pwq",3989313191,197,869,3989266127,59,"1, 2, 24, 8, 25, 5, 32, 18, 9, 11, 7, 3, 10, 14, 17, 20, 26, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499525265,1,34,16,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-01-22T02:42:58.584Z,2023-01-22T04:08:29Z,3989266729,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989313671,197,17160,3989266721,59,"20, 2, 3, 8, 5, 6, 19, 28, 26, 23, 7, 1, 11, 17, 31, 33, 36, 37",3989266717,30,"98blyfvs09u1j6m7ltbqai9xx, b9etmvw7ljdrjbsw632ey0nhl, 4rv3p2e0scrkce2l3budvzqol, 6fx6x1x0v02v094w754htlfx1, 9iebtrpherpydugn7m9hrcl3p, 6xvmp9q79f0fjjtvd6rcz00d1, d0f8dmnejzbjc7dfg14u8yv6y, dreyp9vpkgl8t38erpkrfwsbu, pc2pewu255axe28t955qjcnp, 1yqlkot5sh85ot3eemo67djv9, 5p3y4bh0mdmymeceltd1fpw8a, af9qi36c0nm8eso8z5ah8yyuh, 2tmu6esf1xub0sja4gwnakvyt, 9xqw0h9piwsalgt47y5m6fr2t, 26h572pq2qiac1raqk6g0jvh0, 3n3jrt6gx6o1z1q2nq0qmaxhw, 9vu1fxor0nsvt0n80zn2wtgtm, bfz6cqvrhregc09eq5bymtt04",3989266723,130,8,3989266727,194,6xvmp9q79f0fjjtvd6rcz00d1,3989266719,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3989266725,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534447,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-22T04:01:01.219Z,2023-01-22T08:25:40Z,3989317363,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534443,2,32,1,0,0,6h553bwfqkoxayuv80uikkn42,1,0,0,2023-01-22T04:01:01.219Z,2023-01-22T04:01:01Z,3989317355,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534451,3,1,1,0,1,6h553bwfqkoxayuv80uikkn42,1,50.3,50,2023-01-22T04:01:02.319Z,2023-01-22T08:25:45Z,3989317391,140,43.3,3989317389,56,Back,3989317399,279,S,3989317395,212,7.4,3989317393,141,51.2,3989317397,213,3.0,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534455,4,1,1,0,2,6h553bwfqkoxayuv80uikkn42,0,43.3,51.2,2023-01-22T04:01:03.439Z,2023-01-22T08:38:43Z,3989317433,213,5.6,3989499129,157,,3989317429,141,23.6,3989317425,56,Center,3989317431,212,31.2,3989499131,1,,3989317427,140,67.0,,,,6fx6x1x0v02v094w754htlfx1,O. Bozanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534453,3,44,1,0,5,chu9blh367xs3yumct5tqto2q,1,32.8,80,2023-01-22T04:01:06.417Z,2023-01-22T04:01:10Z,3989317419,56,Back,3989317473,233,5,3989317421,285,,,,,,,,,,,,,,,,,djh55twz4lsp63j6858ea97xm,D. Stynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534459,5,44,1,0,5,6h553bwfqkoxayuv80uikkn42,0,67.2,20,2023-01-22T04:01:06.418Z,2023-01-22T04:56:51Z,3989317451,56,Right,3989317453,286,,3989326715,233,3,,,,,,,,,,,,,,,,b9etmvw7ljdrjbsw632ey0nhl,G. Cléùr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534465,4,1,1,0,5,chu9blh367xs3yumct5tqto2q,1,32,90.6,2023-01-22T04:01:06.547Z,2023-01-22T04:01:09Z,3989317509,213,6.2,3989317501,141,90.0,3989317495,56,Back,3989317505,212,9.8,3989317493,3,,3989317497,140,41.3,,,,,,,djh55twz4lsp63j6858ea97xm,D. Stynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499534467,5,49,1,0,6,chu9blh367xs3yumct5tqto2q,1,41.3,89.3,2023-01-22T04:01:07.754Z,2023-01-22T08:38:56Z,,,,,,,,,,,,,,,,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
