id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2500046281,896,61,1,0,9,chu9blh367xs3yumct5tqto2q,0,68.5,20.2,2023-01-15T06:01:28.075Z,2023-01-23T15:31:08Z,3991993707,56,Right,,,,,,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570375,6,43,1,0,11,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-15T06:01:29.856Z,2023-01-15T09:28:26Z,3978965863,56,Right,3979127931,144,50,3978965931,286,0,3978965957,233,6,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570385,6,12,1,0,11,7p460lrzt1kmp4rsofqa47eqy,1,22.8,84.7,2023-01-15T06:01:29.857Z,2023-01-15T09:28:44Z,3979128017,140,19.5,3979128021,212,11.7,3979128023,213,1.9,3979128019,141,100.0,3978965891,56,Back,3979128071,167,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570389,7,5,1,0,13,7p460lrzt1kmp4rsofqa47eqy,0,21.4,101.4,2023-01-15T06:01:32.041Z,2023-01-15T06:01:40Z,3978965905,347,,3978966033,233,7,3978965903,56,Back,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570413,7,5,1,0,13,chu9blh367xs3yumct5tqto2q,1,78.6,-1.4,2023-01-15T06:01:32.041Z,2023-01-15T06:27:37Z,3978966011,56,Right,3978966017,233,7,3978966013,347,,,,,,,,,,,,,,,,,1u9k9c9uuoj9ktx8ctacv2ajt,T. Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570433,8,1,1,0,21,chu9blh367xs3yumct5tqto2q,1,80.1,0,2023-01-15T06:01:39.951Z,2023-01-15T06:01:45Z,3978966107,213,2.6,3978966101,140,71.7,3978966105,212,10.1,3978966097,107,,3978966103,141,5.5,3978966099,56,Right,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570443,9,1,1,0,26,chu9blh367xs3yumct5tqto2q,1,63.4,8.3,2023-01-15T06:01:45.694Z,2023-01-15T06:01:47Z,3978966143,212,16.5,3978966137,56,Center,3978966139,140,52.1,3978966141,141,25.2,3978966145,213,2.4,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570455,10,1,1,0,28,chu9blh367xs3yumct5tqto2q,1,50.9,27.7,2023-01-15T06:01:47.598Z,2023-01-15T06:01:49Z,3978966189,140,45.0,3978966193,212,18.9,3978966187,56,Back,3978966195,213,1.9,3978966191,141,54.0,,,,,,,,,,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570467,11,1,1,0,30,chu9blh367xs3yumct5tqto2q,1,45,54.3,2023-01-15T06:01:49.567Z,2023-01-15T06:01:52Z,3978966257,1,,3978966251,213,0.8,3978966243,56,Left,3978966249,212,41.1,3978966245,140,73.3,3978966247,141,96.0,3978966241,155,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570481,12,1,1,0,33,chu9blh367xs3yumct5tqto2q,1,74.5,95.4,2023-01-15T06:01:52.270Z,2023-01-15T06:01:56Z,3978966305,56,Left,3978966313,213,5.9,3978966307,140,90.9,3978966309,141,84.7,3978966311,212,18.7,,,,,,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570487,13,1,1,0,37,chu9blh367xs3yumct5tqto2q,1,86.7,90.9,2023-01-15T06:01:56.287Z,2023-01-15T06:01:58Z,3978966345,212,16.5,3978966339,56,Center,3978966341,140,77.3,3978966347,213,4.1,3978966343,141,71.4,,,,,,,,,,djh55twz4lsp63j6858ea97xm,D. Stynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570493,14,1,1,0,40,chu9blh367xs3yumct5tqto2q,1,77.3,71.2,2023-01-15T06:01:58.831Z,2023-01-15T06:02:00Z,3978966377,140,94.7,3978966385,213,0.1,3978966373,56,Center,3978966383,212,18.5,3978966379,141,75.0,,,,,,,,,,9lh56gt4nxb29rm416rb6lv1m,A. Thurgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570513,15,1,1,0,41,chu9blh367xs3yumct5tqto2q,1,94.6,74.8,2023-01-15T06:02:00.399Z,2023-01-23T15:34:25Z,3978966463,213,4.3,3978966661,154,,3978966659,210,15,3978966461,212,13.0,3978966459,141,57.2,3978966455,56,Center,3978966719,195,,3978966457,140,89.7,djh55twz4lsp63j6858ea97xm,D. Stynes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570515,16,15,1,0,42,chu9blh367xs3yumct5tqto2q,1,91.2,54,2023-01-15T06:02:01.702Z,2023-01-23T15:34:26Z,3978966671,29,,3978966687,147,50.4,3978966675,55,15,3978966473,56,Center,3978966669,81,,3978966683,328,,3978966571,72,,3978966679,102,48.1,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,3978966469,22,3978966685,146,99.1,3978966681,103,32.3,3978966673,154,3978966471,17,3978966585,233,8,,,,,,,,,,,,,,,,,,,
2497570505,8,10,1,0,43,7p460lrzt1kmp4rsofqa47eqy,1,3.5,47.9,2023-01-15T06:02:01.802Z,2023-01-15T10:51:11Z,3978966433,182,,3979128669,378,,3978966429,179,,3978966427,173,,3978966601,233,16,3978966437,56,Back,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570519,9,6,1,0,46,7p460lrzt1kmp4rsofqa47eqy,0,1.6,53.4,2023-01-15T06:02:05.290Z,2023-01-15T09:29:50Z,3978966515,233,17,3978966487,73,,3978966485,56,Back,,,,,,,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570525,17,6,1,0,46,chu9blh367xs3yumct5tqto2q,1,98.4,46.6,2023-01-15T06:02:05.290Z,2023-01-15T06:27:10Z,3978966503,75,,3978966505,233,9,3978966501,56,Center,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570595,18,1,1,1,14,chu9blh367xs3yumct5tqto2q,1,99.5,0.5,2023-01-15T06:02:33.135Z,2023-01-15T06:02:34Z,3978966833,56,Right,3978966841,213,2.2,3978966839,212,14.9,3978966831,6,,3978966837,141,18.3,3978966835,140,91.3,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570603,19,1,1,1,15,chu9blh367xs3yumct5tqto2q,1,91.3,18.5,2023-01-15T06:02:34.160Z,2023-01-15T06:02:35Z,3978966879,213,4.0,3978966877,212,10.2,3978966867,56,Right,3978966871,140,85.1,3978966875,141,7.0,,,,,,,,,,djh55twz4lsp63j6858ea97xm,D. Stynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570611,20,1,1,1,16,chu9blh367xs3yumct5tqto2q,0,85.2,7.3,2023-01-15T06:02:35.600Z,2023-01-15T06:02:36Z,3978966897,212,12.4,3978966891,140,84.6,3978966899,213,1.6,3978966889,56,Center,3978966893,141,25.5,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570609,10,49,1,1,17,7p460lrzt1kmp4rsofqa47eqy,1,13,74.8,2023-01-15T06:02:36.474Z,2023-01-15T06:02:36Z,,,,,,,,,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570631,11,1,1,1,19,7p460lrzt1kmp4rsofqa47eqy,1,19.4,72.6,2023-01-15T06:02:37.994Z,2023-01-15T06:02:42Z,3978966979,213,0.3,3978966973,140,36.0,3978966975,141,81.7,3978966971,56,Back,3978966977,212,18.5,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497602281,754,43,1,1,20,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-01-15T06:02:38.992Z,2023-01-23T15:37:02Z,3979129513,285,0,3991996951,144,3,3979129571,465,0,3979129511,56,Back,,,,,,,,,,,,,cfkv8xhbb3j2e0wulp49i1jvt,D. Pierias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497602285,886,43,1,1,20,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-15T06:02:38.992Z,2023-01-23T15:37:00Z,3979129529,286,0,3979213981,233,754,3991996941,144,45,3979129527,56,Right,,,,,,,,,,,,,8q4a3xz1plwm6f06jawwvo5ih,B. Dartsmelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570641,12,1,1,1,23,7p460lrzt1kmp4rsofqa47eqy,1,46.5,82,2023-01-15T06:02:42.650Z,2023-01-15T09:30:17Z,3978967013,212,15.9,3978967007,56,Left,3978967009,140,59.2,3978967015,213,0.6,3978967011,141,94.8,,,,,,,,,,cfkv8xhbb3j2e0wulp49i1jvt,D. Pierias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570663,13,1,1,1,26,7p460lrzt1kmp4rsofqa47eqy,1,60.5,92.3,2023-01-15T06:02:45.178Z,2023-01-15T06:02:50Z,3978967085,140,85.0,3978967091,213,6.1,3978967087,141,83.8,3978967089,212,26.4,3978967083,56,Left,,,,,,,,,,bfw1ktidkogubiuvx2c0qqtbd,L. Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570667,14,4,1,1,31,7p460lrzt1kmp4rsofqa47eqy,1,87.9,83.6,2023-01-15T06:02:50.511Z,2023-01-15T06:02:51Z,3978967115,233,21,3978967109,152,,3978967111,265,,3978967105,13,,3978967107,56,Left,3978967113,286,,,,,,,,cfkv8xhbb3j2e0wulp49i1jvt,D. Pierias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570665,21,4,1,1,31,chu9blh367xs3yumct5tqto2q,0,12.1,16.4,2023-01-15T06:02:50.512Z,2023-01-15T06:02:51Z,3978967101,265,,3978967119,233,14,3978967095,13,,3978967097,56,Back,3978967099,152,,3978967103,285,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570733,22,17,1,1,34,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-15T06:02:53.040Z,2023-01-15T09:31:15Z,3978967375,31,,3978967377,392,,3978967379,13,243,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570935,15,15,1,2,56,7p460lrzt1kmp4rsofqa47eqy,1,90.5,85.4,2023-01-15T06:04:15.444Z,2023-01-23T15:41:10Z,3978968085,69,,3978968227,233,23,3978968175,79,,3978968183,146,99.1,3978968185,147,51.4,3978968177,102,51.7,3978968181,458,,3978968087,56,Left,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,3978968153,20,3978968179,103,34.8,3978968083,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570943,23,10,1,2,56,chu9blh367xs3yumct5tqto2q,1,0.6,47.2,2023-01-15T06:04:15.544Z,2023-01-15T09:31:52Z,3979130191,378,,3978968235,233,15,3978968121,173,,3978968127,56,Back,3978968125,182,,3978968225,181,,,,,,,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570949,16,6,1,2,59,7p460lrzt1kmp4rsofqa47eqy,1,95.8,59.2,2023-01-15T06:04:18.188Z,2023-01-15T06:04:27Z,3978968141,56,Center,3978968165,233,24,3978968143,75,,,,,,,,,,,,,,,,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497570955,24,6,1,2,59,chu9blh367xs3yumct5tqto2q,0,4.2,40.8,2023-01-15T06:04:18.188Z,2023-01-15T09:32:12Z,3978968157,56,Back,3978968171,233,16,3978968159,73,,,,,,,,,,,,,,,,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571059,17,1,1,3,26,7p460lrzt1kmp4rsofqa47eqy,0,99.5,0.5,2023-01-15T06:04:45.765Z,2023-01-15T09:32:15Z,3979130413,20,,3978968573,155,,3978968569,2,,3978968583,212,31.8,3978968571,6,,3978968577,56,Center,3978968585,213,1.7,3978968575,224,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,3978968581,141,3978968579,140,96.4,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,,
2497571071,25,12,1,3,31,chu9blh367xs3yumct5tqto2q,1,4.9,56.7,2023-01-15T06:04:50.292Z,2023-01-15T06:05:25Z,3978968623,141,86.5,3978968619,56,Back,3978968629,15,,3978968627,213,1.4,3978968621,140,9.2,3978968625,212,20.8,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571077,18,1,1,3,33,7p460lrzt1kmp4rsofqa47eqy,0,91.5,9.4,2023-01-15T06:04:52.213Z,2023-01-15T09:32:28Z,3978968647,56,Center,3978968645,155,,3978968653,141,48.7,3979130607,20,,3979130605,224,,3978968649,140,95.4,3978968655,212,27.0,3978968643,2,,bknqxl16j0tm4dggbwjmzb2t,N. Kilkenny,,3978968657,213,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,
2497571085,26,52,1,3,36,chu9blh367xs3yumct5tqto2q,1,2.8,49.9,2023-01-15T06:04:55.571Z,2023-01-15T09:32:36Z,3979130751,377,,,,,,,,,,,,,,,,,,,,,,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571111,27,1,1,3,40,chu9blh367xs3yumct5tqto2q,1,12,44.3,2023-01-15T06:04:59.300Z,2023-01-15T06:05:04Z,3978968793,123,,3978968801,212,20.0,3978968799,141,21.3,3978968803,213,5.4,3978968797,140,23.8,3978968795,56,Back,,,,,,,30x4bcy7zsqgreti63wpds0yd,J. Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571145,28,1,1,3,45,chu9blh367xs3yumct5tqto2q,1,31.2,24,2023-01-15T06:05:04.596Z,2023-01-23T15:42:45Z,3978968919,140,69.8,3978969123,210,15,3978968923,212,60.7,3978968915,196,,3978968917,56,Left,3978968913,155,,3978968925,213,0.8,3978968921,141,90.5,a9a2obtq50arrgfe7m0cd0qtx,C. Jenkinson,1,3978968927,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571149,29,15,1,3,52,chu9blh367xs3yumct5tqto2q,1,77.9,67.4,2023-01-15T06:05:11.156Z,2023-01-23T15:42:46Z,3978969147,102,46.4,3978968947,18,,3978969153,146,96.8,3978969149,103,1.9,3978968949,56,Center,3978969143,55,28,3978969141,29,,3978968945,22,,djh55twz4lsp63j6858ea97xm,D. Stynes,,3978969163,233,3978969139,80,,3978969155,147,52.7,3978969151,215,3978968969,20,,,,20,,,,,,,,,,,,,,,,,,
2497571171,20,10,1,3,52,7p460lrzt1kmp4rsofqa47eqy,1,3.7,49.1,2023-01-15T06:05:11.256Z,2023-01-15T09:33:02Z,3978969011,56,Back,3978969009,182,,3978969007,179,,3978969005,177,,3978969063,233,29,3979131083,376,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571169,19,52,1,3,54,7p460lrzt1kmp4rsofqa47eqy,1,3.7,49.1,2023-01-15T06:05:13.072Z,2023-01-15T09:33:05Z,3979131097,376,,,,,,,,,,,,,,,,,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571213,21,1,1,4,1,7p460lrzt1kmp4rsofqa47eqy,1,9.1,54.6,2023-01-15T06:05:20.310Z,2023-01-15T06:05:23Z,3978969207,56,Back,3978969213,212,12.2,3978969205,123,,3978969211,141,70.9,3978969215,213,1.1,3978969209,140,13.9,,,,,,,do3hflya9zwcdzxiev0m2cclx,J. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571235,22,1,1,4,4,7p460lrzt1kmp4rsofqa47eqy,1,13.9,70.9,2023-01-15T06:05:23.430Z,2023-01-15T06:05:28Z,3978969301,56,Back,3978969307,212,17.9,3978969305,141,92.3,3978969303,140,23.8,3978969309,213,1.0,,,,,,,,,,d2xblktxmr8illac50p2gcmhh,L. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571317,26,43,1,4,7,7p460lrzt1kmp4rsofqa47eqy,1,0,0,2023-01-15T06:05:26.407Z,2023-01-15T09:33:51Z,3979131495,144,61,3978969709,56,Back,,,,,,,,,,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571243,23,1,1,4,9,7p460lrzt1kmp4rsofqa47eqy,0,23.8,92,2023-01-15T06:05:28.518Z,2023-01-15T06:05:30Z,3978969331,140,34.4,3978969337,213,0,3978969335,212,11.1,3978969333,141,92.0,3978969329,56,Back,,,,,,,,,,bj77m6u2q7jd9nf67dleq2tp1,J. Risdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571253,30,49,1,4,11,chu9blh367xs3yumct5tqto2q,1,70,11,2023-01-15T06:05:30.293Z,2023-01-15T09:34:08Z,,,,,,,,,,,,,,,,,,,,,,,,,dmk1iij050mf8g3sdc3cvhazt,D. Ingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497571495,44,43,1,4,11,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-15T06:05:30.783Z,2023-01-15T09:33:54Z,3979131549,144,61,3978970549,56,Right,,,,,,,,,,,,,,,,,,,7zbq77fks307ubp7bxvghxdqt,J. Sotirio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
