id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,assist,qualifier/11/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2494263279,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2022-12-31T06:58:55.487Z,2022-12-31T08:01:31Z,3961546591,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, b8ptjj6m4jh83ixhtny9o2v4k, 4p3oumqahcdjl66oqw3jwjsdm, 6iohupgr9c0l4xy19b02kgsx6, 5l9ozhnxtdp4w8dawcskpx5ud, e5ycwhcy49624czidh67ihiad, 3hfu7zxdbwlshk4wc87379ul0, 36gq011by1cjkem274ahdfg89, 4l0se1iapxcmd1jb4851aj6c5, 1v62lh9e2cpqsaww3ggw5togk, b64xe0hw5h2k79a52awusbkve, 7qwmlcxsxlxmq01g7dkt7v14a, b3wugaop1bb4php1irwf6zqei, 34dwjcubokyikikcect9v4wve, 3py7ky3kq3ikgy0fl2g2rrtre, 7ucilzbc870tvzy8iqxlk8kbt, 6qtiz00ou6a6raf4nbxg87z84",3961546595,59,"20, 15, 18, 4, 25, 3, 11, 13, 98, 9, 14, 2, 6, 7, 21, 23, 24, 27",3961546597,130,2,3961546593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3961546601,194,bgl8h2ygh9ztbnzt79wv178ph,3961546605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3961546599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3961546603,197,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494263819,1,34,16,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2022-12-31T07:01:55.235Z,2022-12-31T08:08:30Z,3961549515,194,2nn6berxelojkxb2rjjnqw4id,3961549517,197,17502,3961549509,59,"1, 7, 3, 6, 5, 2, 28, 22, 11, 17, 4, 8, 16, 18, 23, 24, 30, 31",3961549511,130,12,3961549507,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3961549505,30,"3ff82uwwa2eb4k4yh7f1144id, 91lwbi9gd4crrnmt30yld307p, 2wnqoxtt8xlglpndyjb5rb622, 2nn6berxelojkxb2rjjnqw4id, 3rc0ufm6jvj8ngj9jl49o0r11, 95sml1vx1fwwhq8p32p60e11x, 3dgasrprt0ly3015fv1rulwmi, cx8wxcop4vdfapgaboyzqrsvd, c575swutxi9er3j9txklhrzoq, nf5y7om644176c52n91ptsyd, vfwu1evhxgeeza1pvkyaxgph, w8u1a5hrtitytfof3jk0zbh1, 2g39f2y5dqwg3q4sw2jf6x6g9, abz6occh9zmu2tcsejm5uiyg9, 63za0395wiu88h3panzx86pxx, 5hylntpne6d7xwey2v9d9lg8a, cd0uffrnjl7wysygus4acsm0a, 9660pkh3215x0w4jllovetpwq",3961549513,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3961549519,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494274993,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2022-12-31T08:01:27.232Z,2022-12-31T10:38:55Z,3961609273,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494274987,2,32,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2022-12-31T08:01:27.232Z,2022-12-31T08:01:27Z,3961609263,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494274995,3,1,1,0,0,9xmhnv6im8h7c9e17oqvcx8gl,1,50.1,50.1,2022-12-31T08:01:27.332Z,2022-12-31T08:03:27Z,3961609293,141,49.7,3961609297,213,3.2,3961609295,212,20.3,3961609291,140,30.8,3961609289,56,Back,3961609299,279,S,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494274997,4,1,1,0,2,9xmhnv6im8h7c9e17oqvcx8gl,1,28.9,46.8,2022-12-31T08:01:30.074Z,2022-12-31T08:03:31Z,3961609309,141,50.7,3961609311,212,4.4,3961609305,56,Back,3961609313,213,0.7,3961609307,140,32.2,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494275003,5,1,1,0,4,9xmhnv6im8h7c9e17oqvcx8gl,0,31.1,55.2,2022-12-31T08:01:31.838Z,2022-12-31T08:03:49Z,3961609325,155,,3961609327,56,Right,3961609331,141,16.5,3961609335,213,5.7,3961609329,140,72.5,3961609337,1,,3961609333,212,50.8,,,,3rc0ufm6jvj8ngj9jl49o0r11,M. Špiranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494275001,3,44,1,0,5,c4ygb6mnh53kpl2mpxe52l8jw,1,26,83.8,2022-12-31T08:01:32.793Z,2022-12-31T08:07:08Z,3961609321,56,Back,3961609323,285,,3961609345,233,6,,,,,,,,,,,,,,,,b8ptjj6m4jh83ixhtny9o2v4k,J. Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494275005,6,44,1,0,5,9xmhnv6im8h7c9e17oqvcx8gl,0,74,16.2,2022-12-31T08:01:32.794Z,2022-12-31T08:07:08Z,3961609343,286,,3961609341,56,Right,3961609363,233,3,,,,,,,,,,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494275007,4,1,1,0,6,c4ygb6mnh53kpl2mpxe52l8jw,1,24.1,85,2022-12-31T08:01:33.305Z,2022-12-31T08:07:09Z,3961609359,213,0.9,3961609353,140,30.8,3961609349,3,,3961609357,212,10.7,3961609355,141,96.8,3961609351,56,Back,,,,,,,b8ptjj6m4jh83ixhtny9o2v4k,J. Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
