id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2537745869,128,4,1,13,6,9xmhnv6im8h7c9e17oqvcx8gl,1,57.8,25.8,2023-04-23T05:22:19.624Z,2023-04-23T05:22:27Z,4212158903,13,,4212158909,265,,4212158957,233,160,4212158911,286,,4212158907,152,,4212158905,56,Center,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537745875,160,4,1,13,6,7jv344gvcvgqg7oeuc9u554dm,0,42.2,74.2,2023-04-23T05:22:19.625Z,2023-04-24T22:19:53Z,4212158943,152,,4212158939,13,,4212158945,265,,4212158941,56,Back,4212159201,233,128,4212158947,285,,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537745973,129,1,1,13,20,9xmhnv6im8h7c9e17oqvcx8gl,1,58.1,32.1,2023-04-23T05:22:34.233Z,2023-04-24T22:21:09Z,4212159483,213,2.1,4212159479,141,59.3,4212159473,152,,4212159471,5,,4212159477,140,47.8,4218479871,189,,4212159475,56,Back,4212159481,212,21.4,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537745991,130,1,1,13,24,9xmhnv6im8h7c9e17oqvcx8gl,1,46.7,69.6,2023-04-23T05:22:38.272Z,2023-04-23T05:22:41Z,4212159585,141,84.7,4212159581,56,Back,4212159587,212,11.4,4212159583,140,42.0,4212159589,213,2.0,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746007,131,1,1,13,27,9xmhnv6im8h7c9e17oqvcx8gl,0,42,84.7,2023-04-23T05:22:40.986Z,2023-04-23T05:22:45Z,4212159665,1,,4212159657,140,84.5,4212159661,212,51.1,4212159655,56,Center,4212159663,213,5.8,4212159653,155,,4212159659,141,48.2,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746015,161,12,1,13,31,7jv344gvcvgqg7oeuc9u554dm,1,11.9,51.5,2023-04-23T05:22:45.514Z,2023-04-23T05:23:01Z,4212159703,141,70.0,4212159699,56,Back,4212159701,140,20.5,4212159707,213,0.9,4212159705,212,15.5,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746017,162,49,1,13,34,7jv344gvcvgqg7oeuc9u554dm,1,21.1,72,2023-04-23T05:22:47.779Z,2023-04-23T05:22:48Z,,,,,,,,,,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746025,163,1,1,13,35,7jv344gvcvgqg7oeuc9u554dm,0,21.8,73.8,2023-04-23T05:22:48.635Z,2023-04-23T05:22:49Z,4212159741,140,46.2,4212159737,155,,4212159747,213,6.0,4212159745,212,26.8,4212159743,141,62.3,4212159739,56,Back,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746027,132,8,1,13,36,9xmhnv6im8h7c9e17oqvcx8gl,1,57.6,37,2023-04-23T05:22:49.594Z,2023-04-24T22:21:38Z,4212159755,15,,4218480029,384,,4212159749,56,Center,,,,,,,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746045,164,1,1,13,37,7jv344gvcvgqg7oeuc9u554dm,1,43.6,59.7,2023-04-23T05:22:50.665Z,2023-04-24T22:22:07Z,4212159885,56,Back,4212159891,212,8.0,4212159887,140,36.6,4212159889,141,64.3,4212159893,213,2.7,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746057,165,1,1,13,38,7jv344gvcvgqg7oeuc9u554dm,1,37.6,66,2023-04-23T05:22:52.417Z,2023-04-24T22:22:08Z,4212159939,213,0.5,4212159929,56,Center,4212159937,212,16.9,4212159931,140,52.1,4212159935,141,76.9,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746059,166,61,1,13,39,7jv344gvcvgqg7oeuc9u554dm,0,51.9,76.9,2023-04-23T05:22:53.106Z,2023-04-24T22:22:09Z,4212159943,56,Center,,,,,,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538920621,993,3,1,13,40,9xmhnv6im8h7c9e17oqvcx8gl,1,52,21.3,2023-04-23T05:22:54.515Z,2023-04-24T22:22:57Z,4218480505,56,Center,4218480601,233,1033,4218480507,286,,4218480509,464,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538920625,1033,45,1,13,40,7jv344gvcvgqg7oeuc9u554dm,0,48,78.7,2023-04-23T05:22:54.515Z,2023-04-24T22:22:57Z,4218480529,56,Back,4218480531,285,,4218480615,233,993,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746055,133,49,1,13,42,9xmhnv6im8h7c9e17oqvcx8gl,1,52.6,9.8,2023-04-23T05:22:55.896Z,2023-04-23T05:22:56Z,,,,,,,,,,,,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746071,134,1,1,13,43,9xmhnv6im8h7c9e17oqvcx8gl,1,45.6,7.4,2023-04-23T05:22:57.169Z,2023-04-23T05:22:58Z,4212160009,141,27.6,4212160013,213,1.9,4212160005,56,Back,4212160011,212,14.5,4212160007,140,41.1,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746077,135,1,1,13,44,9xmhnv6im8h7c9e17oqvcx8gl,1,40.9,27,2023-04-23T05:22:57.617Z,2023-04-24T22:23:14Z,4212160041,56,Back,4212160047,212,6.8,4212160045,141,17.3,4212160043,140,42.5,4212160049,213,5.0,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746089,136,1,1,13,45,9xmhnv6im8h7c9e17oqvcx8gl,1,42.5,17.3,2023-04-23T05:22:59.313Z,2023-04-23T05:23:02Z,4212160123,56,Back,4212160131,213,2.8,4212160129,212,20.0,4212160127,141,28.3,4212160125,140,24.8,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746103,138,1,1,13,49,9xmhnv6im8h7c9e17oqvcx8gl,1,25.3,31.5,2023-04-23T05:23:03.441Z,2023-04-23T05:23:05Z,4212160203,213,1.3,4212160199,141,60.9,4212160197,140,30.1,4212160195,56,Back,4212160201,212,20.6,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746121,139,1,1,13,52,9xmhnv6im8h7c9e17oqvcx8gl,1,30.8,57.8,2023-04-23T05:23:05.729Z,2023-04-23T05:23:09Z,4212160309,213,4.7,4212160303,140,30.8,4212160305,141,27.1,4212160307,212,20.9,4212160301,56,Back,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746135,140,1,1,13,55,9xmhnv6im8h7c9e17oqvcx8gl,1,32.5,24.7,2023-04-23T05:23:09.489Z,2023-04-23T05:23:13Z,4212160373,56,Back,4212160379,212,11.0,4212160381,213,5.0,4212160375,140,35.6,4212160377,141,9.2,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746149,141,1,1,13,59,9xmhnv6im8h7c9e17oqvcx8gl,1,37,8.5,2023-04-23T05:23:13.161Z,2023-04-23T05:23:15Z,4212160455,56,Back,4212160461,141,30.1,4212160465,213,2.1,4212160459,140,28.9,4212160463,212,17.0,,,,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746165,142,1,1,14,1,9xmhnv6im8h7c9e17oqvcx8gl,1,28.8,30.7,2023-04-23T05:23:15.153Z,2023-04-23T05:23:18Z,4212160531,56,Back,4212160537,212,28.9,4212160535,141,73.2,4212160539,213,1.6,4212160533,140,29.2,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746181,143,1,1,14,4,9xmhnv6im8h7c9e17oqvcx8gl,1,34.4,73.2,2023-04-23T05:23:18.009Z,2023-04-23T05:23:21Z,4212160627,213,1.2,4212160621,140,40.8,4212160625,212,16.8,4212160619,56,Back,4212160623,141,95.9,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746217,144,1,1,14,7,9xmhnv6im8h7c9e17oqvcx8gl,0,41.3,94.4,2023-04-23T05:23:21.042Z,2023-04-23T05:23:25Z,4212160815,213,6.1,4212160807,56,Center,4212160817,1,,4212160805,155,,4212160811,141,76.0,4212160813,212,64.0,4212160809,140,100.0,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746221,145,5,1,14,11,9xmhnv6im8h7c9e17oqvcx8gl,0,101.3,77,2023-04-23T05:23:25.099Z,2023-04-23T05:23:26Z,4212160833,346,,4212160885,233,167,4212160831,56,Center,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746225,167,5,1,14,11,7jv344gvcvgqg7oeuc9u554dm,1,-1.3,23,2023-04-23T05:23:25.099Z,2023-04-23T06:49:30Z,4212160849,346,,4212160877,233,145,4212160847,56,Back,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746391,168,1,1,14,43,7jv344gvcvgqg7oeuc9u554dm,0,4.7,38.9,2023-04-23T05:23:57.203Z,2023-04-23T05:24:00Z,4212161859,74,,4212161843,124,,4212161853,213,6.1,4212161849,141,27.6,4212161855,1,,4212161845,56,Center,4212161847,140,57.6,4212161851,212,56.1,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746389,146,44,1,14,44,9xmhnv6im8h7c9e17oqvcx8gl,1,41.2,71.8,2023-04-23T05:23:58.216Z,2023-04-23T05:24:00Z,4212161839,56,Back,4212161885,233,169,4212161841,285,,,,,,,,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746393,169,44,1,14,44,7jv344gvcvgqg7oeuc9u554dm,0,58.8,28.2,2023-04-23T05:23:58.217Z,2023-04-23T05:24:01Z,4212161879,286,,4212161877,56,Center,4212161919,233,146,,,,,,,,,,,,,,,,906itj33c7nzyzhkvxswvaxas,L. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746399,147,1,1,14,45,9xmhnv6im8h7c9e17oqvcx8gl,0,40,71.2,2023-04-23T05:23:58.594Z,2023-04-23T05:24:03Z,4212161895,140,81.3,4212161897,141,69.7,4212161891,3,,4212161899,212,43.4,4212161893,56,Center,4212161901,213,6.3,4212161937,1,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746411,170,59,1,14,48,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-04-23T05:24:01.786Z,2023-04-24T22:24:07Z,4212161979,56,Back,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746421,171,12,1,14,49,7jv344gvcvgqg7oeuc9u554dm,1,20.5,28.3,2023-04-23T05:24:03.489Z,2023-04-23T05:24:07Z,4212162027,213,5.4,4212162021,140,37.8,4212162025,212,27.5,4212162019,56,Back,4212162033,167,,4212162023,141,0.0,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746425,148,5,1,14,51,9xmhnv6im8h7c9e17oqvcx8gl,1,63.8,101.8,2023-04-23T05:24:04.740Z,2023-04-23T06:49:31Z,4212162035,56,Left,4212162037,347,,4212162043,233,172,,,,,,,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746423,172,5,1,14,51,7jv344gvcvgqg7oeuc9u554dm,0,36.2,-1.8,2023-04-23T05:24:04.740Z,2023-04-23T05:24:06Z,4212162049,233,148,4212162031,347,,4212162029,56,Back,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746479,149,1,1,15,3,9xmhnv6im8h7c9e17oqvcx8gl,1,66.2,100,2023-04-23T05:24:17.345Z,2023-04-23T05:24:18Z,4212162295,141,88.7,4212162291,56,Left,4212162297,212,9.7,4212162293,140,69.6,4212162299,213,5.1,4212162289,107,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746491,150,1,1,15,5,9xmhnv6im8h7c9e17oqvcx8gl,1,69.6,88.7,2023-04-23T05:24:18.825Z,2023-04-23T05:24:20Z,4212162343,141,98.1,4212162339,56,Left,4212162347,213,1.8,4212162341,140,68.3,4212162345,212,6.5,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746495,151,1,1,15,6,9xmhnv6im8h7c9e17oqvcx8gl,0,68.3,98.1,2023-04-23T05:24:20.417Z,2023-04-23T05:24:21Z,4212162381,213,6.1,4212162373,56,Left,4212162379,212,10.6,4212162377,141,95.9,4212162371,3,,4212162375,140,78.3,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746503,173,1,1,15,7,7jv344gvcvgqg7oeuc9u554dm,1,28.4,4.9,2023-04-23T05:24:21.042Z,2023-04-23T05:24:22Z,4212162429,212,8.7,4212162423,56,Back,4212162427,141,2.3,4212162421,3,,4212162425,140,36.5,4212162431,213,6.1,,,,,,,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746511,174,1,1,15,8,7jv344gvcvgqg7oeuc9u554dm,1,36.5,2.3,2023-04-23T05:24:22.498Z,2023-04-23T05:24:23Z,4212162469,141,17.6,4212162463,3,,4212162471,212,10.6,4212162473,213,1.8,4212162465,56,Back,4212162467,140,34.5,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746521,175,1,1,15,9,7jv344gvcvgqg7oeuc9u554dm,1,34.5,17.6,2023-04-23T05:24:22.610Z,2023-04-24T22:24:26Z,4212162505,140,41.4,4212162507,141,19.7,4212162501,3,,4212162511,213,0.2,4212162509,212,7.4,4212162503,56,Back,,,,,,,6f9jrka1qz3j5mfx4x3a5ubfu,J. Skotadis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746523,176,49,1,15,10,7jv344gvcvgqg7oeuc9u554dm,1,41.4,19.7,2023-04-23T05:24:23.763Z,2023-04-24T22:24:27Z,,,,,,,,,,,,,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746529,177,1,1,15,11,7jv344gvcvgqg7oeuc9u554dm,1,41.4,19.7,2023-04-23T05:24:25.089Z,2023-04-23T05:24:28Z,4212162543,56,Back,4212162549,212,9.7,4212162545,140,32.2,4212162547,141,18.3,4212162551,213,3.2,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746545,178,1,1,15,14,7jv344gvcvgqg7oeuc9u554dm,1,37.4,23.9,2023-04-23T05:24:28.107Z,2023-04-24T22:25:40Z,4212162651,56,Center,4212162657,212,47.0,4212162655,141,68.8,4212164015,210,15,4212162661,1,,4212162649,155,,4212162659,213,0.7,4212162653,140,71.4,am6xykrxjymw2qpqli6upysq,A. Toure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
2537746549,152,45,1,15,19,9xmhnv6im8h7c9e17oqvcx8gl,0,17.8,41.1,2023-04-23T05:24:32.818Z,2023-04-23T05:24:35Z,4212162673,56,Back,4212162753,233,179,4212162675,285,,,,,,,,,,,,,,,,,2nn6berxelojkxb2rjjnqw4id,L. Broxham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746555,179,3,1,15,19,7jv344gvcvgqg7oeuc9u554dm,1,82.2,58.9,2023-04-23T05:24:32.818Z,2023-04-24T22:24:39Z,4212162735,233,152,4212162715,286,,4218481083,464,,4212162713,56,Center,,,,,,,,,,,,,906itj33c7nzyzhkvxswvaxas,L. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746557,180,15,1,15,20,7jv344gvcvgqg7oeuc9u554dm,1,84.4,51.4,2023-04-23T05:24:34.354Z,2023-04-24T22:25:40Z,4212164027,20,,4212164039,103,19,4212164063,233,153,4212164041,215,,4212164047,82,,4212164053,230,98.0,4212162725,17,,4212164049,146,87.1,906itj33c7nzyzhkvxswvaxas,L. Rose,4212162727,56,Center,4212164037,102,4212164031,29,,50.6,4212164033,55,178,,4212165845,23,,4212164055,231,47.5,4212164051,147,51.3,4212164029,78,,,,,,,,,,,,,,,,
2537746559,153,10,1,15,20,9xmhnv6im8h7c9e17oqvcx8gl,1,13.5,46.7,2023-04-23T05:24:34.454Z,2023-04-23T05:34:10Z,4212162745,56,Back,4212162743,94,,4212164079,233,180,,,,,,,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746575,181,13,1,15,21,7jv344gvcvgqg7oeuc9u554dm,1,85.3,62.7,2023-04-23T05:24:34.650Z,2023-04-24T22:26:36Z,4218481803,17,,4212165011,328,,4212165017,146,89.8,4212165023,231,51.8,4218481805,391,,4212165007,108,,4212165001,75,,4212165019,147,53.2,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,4212165989,23,,4212165003,102,4212164997,72,,32.8,4212165015,153,,,4212165021,230,97.2,4212165013,458,,4212165005,103,8.3,4212162827,56,Center,,,,,,,,,,,,,,,
2537746581,154,12,1,15,22,9xmhnv6im8h7c9e17oqvcx8gl,1,13.8,42.4,2023-04-23T05:24:36.400Z,2023-04-24T22:26:37Z,4212162869,212,7.5,4212162863,56,Back,4212162865,140,17.0,4212162871,213,1.1,4212162867,141,52.2,,,,,,,,,,2g39f2y5dqwg3q4sw2jf6x6g9,S. Nigro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746589,155,12,1,15,24,9xmhnv6im8h7c9e17oqvcx8gl,1,14.3,50.9,2023-04-23T05:24:38.305Z,2023-04-23T05:35:42Z,4212162899,56,Back,4212162903,141,73.2,4212162901,140,36.1,4212162907,213,0.6,4212162905,212,27.5,,,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746611,182,1,1,15,27,7jv344gvcvgqg7oeuc9u554dm,1,62.2,16.2,2023-04-23T05:24:41.065Z,2023-04-23T05:36:05Z,4212163041,212,8.5,4212163037,140,66.8,4212163035,56,Center,4212163043,213,1.0,4212163033,3,,4212163039,141,26.5,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746621,183,1,1,15,30,7jv344gvcvgqg7oeuc9u554dm,1,68.7,24.7,2023-04-23T05:24:43.938Z,2023-04-23T05:36:16Z,4212163127,56,Right,4212163133,212,12.8,4212163129,140,74.9,4212163131,141,8.5,4212163135,213,5.2,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746633,184,1,1,15,32,7jv344gvcvgqg7oeuc9u554dm,1,74.9,10,2023-04-23T05:24:46.514Z,2023-04-24T22:26:55Z,4218482045,20,,4212163187,56,Center,4212163195,213,1.1,4212163191,141,48.7,4218482043,224,,4212163193,212,29.0,4212163189,140,86.6,4212163183,2,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746637,185,61,1,15,33,7jv344gvcvgqg7oeuc9u554dm,0,86.6,48.7,2023-04-23T05:24:46.642Z,2023-04-24T22:27:06Z,4212163209,56,Center,,,,,,,,,,,,,,,,,,,,,,906itj33c7nzyzhkvxswvaxas,L. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746635,156,12,1,15,34,9xmhnv6im8h7c9e17oqvcx8gl,1,8.7,52.4,2023-04-23T05:24:48.272Z,2023-04-23T05:36:33Z,4212163199,56,Back,4212163205,212,7.8,4212163201,140,15.9,4212163207,213,6.0,4212163203,141,49.7,4212163211,15,,,,,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746651,157,12,1,15,37,9xmhnv6im8h7c9e17oqvcx8gl,1,15.9,50,2023-04-23T05:24:50.920Z,2023-04-23T05:36:45Z,4212163263,56,Back,4212163269,212,32.8,4212163271,213,0.9,4212163265,140,34.3,4212163267,141,88.9,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746667,186,1,1,15,39,7jv344gvcvgqg7oeuc9u554dm,0,61.4,7.6,2023-04-23T05:24:53.201Z,2023-04-23T05:36:52Z,4212163367,56,Center,4212163365,3,,4212163375,212,15.8,4212163377,213,1.1,4212163371,141,27.9,4212163369,140,68.8,,,,,,,btyconkxo00p1gkf87mn70lpl,J. McGing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538920919,994,8,1,15,40,9xmhnv6im8h7c9e17oqvcx8gl,1,27.9,72.3,2023-04-23T05:24:54.525Z,2023-04-24T22:27:41Z,4218482291,15,,4218482307,384,,4218482261,56,Back,,,,,,,,,,,,,,,,cl3z842ngppg6uu3tlusruep5,F. Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746685,158,49,1,15,42,9xmhnv6im8h7c9e17oqvcx8gl,1,43.7,48.1,2023-04-23T05:24:56.345Z,2023-04-24T22:27:49Z,,,,,,,,,,,,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746699,159,1,1,15,45,9xmhnv6im8h7c9e17oqvcx8gl,1,45.7,45.5,2023-04-23T05:24:59.201Z,2023-04-23T05:37:18Z,4212163593,141,20.1,4212163595,212,20.3,4212163587,56,Right,4212163597,213,5.3,4212163591,140,55.9,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746707,160,1,1,15,46,9xmhnv6im8h7c9e17oqvcx8gl,0,59.7,22.5,2023-04-23T05:25:00.425Z,2023-04-24T22:28:09Z,4212163631,213,0,4212163623,56,Center,4212163629,212,0.6,4212163625,140,60.3,4212163627,141,22.5,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746711,187,61,1,15,47,7jv344gvcvgqg7oeuc9u554dm,1,39.6,78.2,2023-04-23T05:25:00.760Z,2023-04-24T22:28:10Z,4212163645,56,Back,,,,,,,,,,,,,,,,,,,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537746715,161,1,1,15,48,9xmhnv6im8h7c9e17oqvcx8gl,1,68.9,30,2023-04-23T05:25:02.465Z,2023-04-23T05:37:56Z,4212163661,141,30.4,4212163657,56,Center,4212163665,213,3.1,4212163659,140,63.6,4212163663,212,5.6,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
