id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value
2495820109,1,34,16,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-08T02:51:09.064Z,2023-01-08T04:32:19Z,3969748551,30,"4hdho3gfrydh4fzf3ydggef9x, 44cqwwuueirgp57r8ks0725t5, 92ey6tqofzafadpm9y7af2ort, brm3r6uywyf21o3cnuizwofvu, qdjzxk5jrjnbbq6edbavp2p5, c3u652s3v8u1q4qid5mkbtyw9, 6cke7ckocw7epjg5gj6exuytx, ceea6ndbo2sq5cvucg5j31oq2, du99hpqe1ikml2wohv8ei0hxx, 1nrqzt5f33akpl06zanky83bp, am6xykrxjymw2qpqli6upysq, 4llft8t2rwgm3uewbwyaq5ckp, btyconkxo00p1gkf87mn70lpl, 7gt275zxk4hkh4zvdtmo3xpzp, 6f9jrka1qz3j5mfx4x3a5ubfu, f3z4grszald48qd1fidjycidw, cz6tcx6dqmlj45s9d9wxvcnh1, ebsxh1pvxhmt8olxtapkrf7xl",3969748561,194,1nrqzt5f33akpl06zanky83bp,3969748555,59,"12, 44, 13, 24, 6, 5, 17, 8, 9, 10, 35, 1, 2, 11, 27, 37, 94, 99",3969748559,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3969770935,197,9894,3969748557,130,8,3969748553,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3969748563,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495820447,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-08T03:03:47.440Z,2023-01-08T04:13:10Z,3969750443,130,8,3969770913,197,873,3969750441,59,"1, 2, 24, 19, 4, 33, 32, 17, 9, 11, 10, 3, 8, 14, 18, 20, 25, 26",3969750437,30,"30x4bcy7zsqgreti63wpds0yd, dmk1iij050mf8g3sdc3cvhazt, 4qdcbp2hdy7ap97sas98x3g0l, 28jkor1s3dlv2000adlztmyqy, 4hudkn0jcog2v9q8qv1vngij9, 3gpp1g8587gh95uzripmv9pwq, 9lh56gt4nxb29rm416rb6lv1m, 6lu5jfgq3rxunqnbbxpu8ztyi, 62ln44wo6iw2dweq0aqq04ded, 7zbq77fks307ubp7bxvghxdqt, ukb790rcuwjsylvtyu822prd, ccof41jyzj4bnh14u8goyjutx, 8q4a3xz1plwm6f06jawwvo5ih, uqoseczs2k03doablx2zuusq, djh55twz4lsp63j6858ea97xm, 4epapct9t0a0skf8522jyerjd, a9a2obtq50arrgfe7m0cd0qtx, 6f2f519kxin4bqo4gco4lby1g",3969750445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3969750449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3969750439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3969750447,194,62ln44wo6iw2dweq0aqq04ded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825201,2,32,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,0,0,2023-01-08T04:00:14.385Z,2023-01-09T04:21:49Z,3969772407,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825203,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-01-08T04:00:14.385Z,2023-01-08T04:00:16Z,3969772413,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825205,3,1,1,0,0,7jv344gvcvgqg7oeuc9u554dm,1,50.1,50.1,2023-01-08T04:00:14.485Z,2023-01-09T05:09:57Z,3969772421,140,40.7,3969772429,279,S,3969772425,212,10.2,3969772427,213,2.9,3969772423,141,54.0,3969772419,56,Back,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825209,4,1,1,0,1,7jv344gvcvgqg7oeuc9u554dm,0,40.5,48.7,2023-01-08T04:00:15.631Z,2023-01-09T05:10:19Z,3969772443,141,23.1,3969772445,212,38.4,3969772449,1,,3969772437,155,,3969772441,140,73.1,3969772447,213,5.8,3969772439,56,Center,,,,ceea6ndbo2sq5cvucg5j31oq2,J. Hollman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825207,3,49,1,0,3,chu9blh367xs3yumct5tqto2q,1,31.5,69.7,2023-01-08T04:00:17.686Z,2023-01-08T04:00:17Z,,,,,,,,,,,,,,,,,,,,,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825215,4,1,1,0,3,chu9blh367xs3yumct5tqto2q,1,25.9,76.1,2023-01-08T04:00:17.851Z,2023-01-09T05:10:29Z,3969772487,212,11.4,3969772485,141,75.8,3969772489,213,6.3,3969772481,56,Back,3969772483,140,36.8,,,,,,,,,,4qdcbp2hdy7ap97sas98x3g0l,J. McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825217,5,3,1,0,7,chu9blh367xs3yumct5tqto2q,1,35.1,82.5,2023-01-08T04:00:21.691Z,2023-01-09T05:11:00Z,3971437183,464,,3969772653,286,,3969772497,56,Back,3969772687,233,5,,,,,,,,,,,,,ukb790rcuwjsylvtyu822prd,R. Piscopo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495825219,5,45,1,0,7,7jv344gvcvgqg7oeuc9u554dm,0,64.9,17.5,2023-01-08T04:00:21.691Z,2023-01-08T04:48:57Z,3969772507,56,Right,3969772543,233,5,3969772547,285,,,,,,,,,,,,,,,,,44cqwwuueirgp57r8ks0725t5,M. Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
