id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,qualifier/15/value,keyPass,qualifier/10/value,qualifier/11/value
2491962095,1,34,16,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-12-17T00:39:57.330Z,2022-12-17T01:56:06Z,3949323039,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3949323049,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949323065,197,882,3949323043,130,2,3949323045,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3949323037,30,"56p368h15z4s1izxoz3pvu4et, ueklj0jop1moq303rq5vnca1, 6hqb04t5w85e576dgf44vn71m, 30xc2y82d5xu8hkfhqrjw1z9x, 4ljmkn447genzakxxuzkn5iol, 3sqlv5wy64mmcnmr5bepafefp, dkqmon0xrrwdhcy66htkf1xwp, 578n9sc6cucs81focurtu36c5, ekjy3o3ymld0zkjdaynb4itat, 42xmd4lhr1zub89n0ormclv4l, 7ex2ik73ntprjkatncipscudx, 7wy9lh4qgnim12456qttxn85, jvxwzywn4geyzpj2tzxssmsq, 4xkq0dt99xipecd4tbm74kq1, ak2u5d2qrp9ka1b8qyy9ne3md, e713hl3clivldop8wln53rsyy, b1hpmuxmbcegdii4cbq5l8kwl, 82tyg0nqfcncdgw3g474a37fu",3949323041,59,"20, 17, 12, 5, 4, 6, 31, 23, 9, 10, 11, 7, 8, 13, 14, 18, 21, 40",3949323047,194,56p368h15z4s1izxoz3pvu4et,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962097,1,34,16,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-17T00:41:42.274Z,2022-12-17T02:00:23Z,3949323051,30,"8bp03i0tjmh836ud5jekv2aui, 5c2z04q3s8o3p3718hiluxzo5, 9p4eptchs6yk33mzve5acbth, bdubw4m7kqyerzclhw8s8zpp1, 9l5seuy6ggcvpqnt5ekxn1pii, a5y5w6rclo7jen1tg6xhfgewa, bidqgybf8b93bdsi4t4kzeuhh, 2kig0lwusomobls6p3am0l7qi, 6b31g4lw3ste6xrg1kwwn5iol, d3n1fqp2aq9yjtzvwistpecyc, 8wt0rz1iw4aon12zj6axq1sk5, c0f9jho2nsyygravyp7f19i3t, 86sqmnbenft8ugq57q2i2wzbp, 7svze93i8mizkw3h8wsdbxkgl, 8xkw7djsy38p9rck0ysxtfdd6, 5eqoaq3vo99bk6w8rda67iw6i, btbsot4krojohgz7cjpoqc9p0, 2c81wahtsfjksewt89ccirris",3949323053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3949323057,130,8,3949323059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3949323055,59,"46, 21, 7, 28, 13, 41, 26, 6, 9, 55, 11, 1, 4, 14, 27, 36, 37, 66",3949323067,197,17861,3949323063,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3949323061,194,8wt0rz1iw4aon12zj6axq1sk5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962099,2,32,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-12-17T02:00:09.838Z,2022-12-18T06:11:26Z,3949323069,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962101,2,32,1,0,0,6lezh5aazy0xca1800e5dqxwl,1,0,0,2022-12-17T02:00:09.838Z,2022-12-17T02:00:11Z,3949323071,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962103,3,1,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,49.9,50.2,2022-12-17T02:00:09.938Z,2022-12-17T03:59:25Z,3949323073,56,Back,3949323077,141,57.3,3949323083,279,S,3949323081,213,2.9,3949323079,212,20.0,3949323075,140,31.4,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962105,4,1,1,0,2,6j4xzc2g1eeafo6v1f38d4x22,1,31.4,57.3,2022-12-17T02:00:12.132Z,2022-12-17T02:00:13Z,3949323089,140,32.5,3949323093,212,4.0,3949323095,213,5.0,3949323091,141,51.6,3949323087,56,Back,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962107,5,1,1,0,3,6j4xzc2g1eeafo6v1f38d4x22,0,33,51.7,2022-12-17T02:00:13.124Z,2022-12-17T02:00:17Z,3949323099,155,,3949323101,56,Left,3949323105,141,100.0,3949323103,140,71.9,3949323107,212,52.8,3949323111,1,,3949323109,213,0.7,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962111,3,5,1,0,7,6lezh5aazy0xca1800e5dqxwl,1,31.8,-1.2,2022-12-17T02:00:17.755Z,2022-12-17T02:28:33Z,3949323117,56,Back,3949323121,233,6,3949323119,347,,,,,,,,,,,,,,,,,6b31g4lw3ste6xrg1kwwn5iol,H. Ibusuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962109,6,5,1,0,7,6j4xzc2g1eeafo6v1f38d4x22,0,68.2,101.2,2022-12-17T02:00:17.755Z,2022-12-17T02:00:23Z,3949323115,347,,3949323113,56,Left,3949323125,233,3,,,,,,,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491962113,4,1,1,0,14,6lezh5aazy0xca1800e5dqxwl,1,35.4,0,2022-12-17T02:00:24.378Z,2022-12-18T10:21:18Z,3949323131,56,Back,3949323133,140,10.6,3949323137,212,27.9,3949323141,1,,3949323139,213,2.8,3949323135,141,13.5,3949323129,107,,,,,5c2z04q3s8o3p3718hiluxzo5,Javi López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
