id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2519665787,987,49,1,0,11,38ui5tfi8anjuh533emny2tz1,1,72.9,27.1,2023-03-12T02:00:44.964Z,2023-03-13T06:08:39Z,,,,,,,,,,,,,,,,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857325,3,3,1,0,12,38ui5tfi8anjuh533emny2tz1,0,63.4,28.3,2023-03-12T02:00:45.753Z,2023-03-13T06:08:47Z,4095386969,286,,4095387013,211,,4091122549,56,Center,4095387015,465,,,,,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857361,9,1,1,0,14,6j4xzc2g1eeafo6v1f38d4x22,1,10.2,65.5,2023-03-12T02:00:47.253Z,2023-03-13T06:08:55Z,4091122743,56,Back,4091122749,212,16.8,4091122747,141,85.4,4091122745,140,19.7,4091122751,213,0.9,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857365,10,49,1,0,15,6j4xzc2g1eeafo6v1f38d4x22,1,19.7,85.4,2023-03-12T02:00:49.108Z,2023-03-13T06:08:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857383,11,1,1,0,18,6j4xzc2g1eeafo6v1f38d4x22,0,25.9,85.9,2023-03-12T02:00:51.877Z,2023-03-12T02:00:53Z,4091122899,141,68.5,4091122895,140,39.7,4091122891,56,Back,4091122903,212,18.7,4091122907,213,5.6,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858373,20,61,1,0,21,38ui5tfi8anjuh533emny2tz1,1,58.9,29.8,2023-03-12T02:00:54.780Z,2023-03-12T02:02:17Z,4091128143,56,Center,,,,,,,,,,,,,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857419,4,49,1,0,22,38ui5tfi8anjuh533emny2tz1,1,61.7,30.1,2023-03-12T02:00:55.129Z,2023-03-12T02:00:55Z,,,,,,,,,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857489,5,1,1,0,22,38ui5tfi8anjuh533emny2tz1,1,64.3,28.5,2023-03-12T02:00:55.761Z,2023-03-12T02:01:01Z,4091123411,212,6.9,4091123405,56,Center,4091123413,213,3.1,4091123407,140,57.7,4091123409,141,28.8,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857517,6,1,1,0,28,38ui5tfi8anjuh533emny2tz1,1,60.9,53.3,2023-03-12T02:01:01.313Z,2023-03-12T02:01:03Z,4091123561,56,Center,4091123567,212,12.7,4091123569,213,2.3,4091123563,140,52.8,4091123565,141,67.2,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857543,7,1,1,0,30,38ui5tfi8anjuh533emny2tz1,1,52.8,67.2,2023-03-12T02:01:03.497Z,2023-03-12T02:01:05Z,4091123705,213,4.4,4091123703,212,13.8,4091123699,140,48.2,4091123701,141,48.2,4091123697,56,Back,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857617,8,1,1,0,32,38ui5tfi8anjuh533emny2tz1,1,47.8,47,2023-03-12T02:01:05.721Z,2023-03-12T02:01:11Z,4091124073,1,,4091124065,140,71.9,4091124069,212,38.5,4091124067,141,4.4,4091124063,56,Right,4091124061,155,,4091124071,213,5.4,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857621,9,1,1,0,37,38ui5tfi8anjuh533emny2tz1,1,67.9,6.2,2023-03-12T02:01:10.785Z,2023-03-13T06:09:37Z,4091124105,213,1.7,4091124103,212,7.0,4091124099,140,67.3,4091124097,56,Right,4091124101,141,16.5,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857637,10,1,1,0,39,38ui5tfi8anjuh533emny2tz1,1,67.3,16.5,2023-03-12T02:01:12.209Z,2023-03-12T02:01:13Z,4091124189,212,4.7,4091124187,141,12.6,4091124183,56,Right,4091124191,213,3.7,4091124185,140,63.6,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857709,11,1,1,0,39,38ui5tfi8anjuh533emny2tz1,1,63.2,12.6,2023-03-12T02:01:13.041Z,2023-03-12T02:01:17Z,4091124479,155,,4091124493,1,,4091124491,213,1.3,4091124481,196,,4091124485,140,77.7,4091124487,141,91.2,4091124489,212,55.6,4091124483,56,Left,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857733,12,1,1,0,43,38ui5tfi8anjuh533emny2tz1,1,75.8,91.2,2023-03-12T02:01:16.913Z,2023-03-12T02:01:19Z,4091124603,213,3.7,4091124601,212,12.5,4091124595,56,Left,4091124597,140,65.6,4091124599,141,81.8,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857785,13,1,1,0,46,38ui5tfi8anjuh533emny2tz1,1,64.7,81.8,2023-03-12T02:01:19.297Z,2023-03-12T02:01:22Z,4091124831,212,15.4,4091124833,213,5.2,4091124825,56,Center,4091124827,140,71.5,4091124829,141,61.7,,,,,,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857843,14,1,1,0,49,38ui5tfi8anjuh533emny2tz1,1,69.7,66.6,2023-03-12T02:01:22.536Z,2023-03-12T02:01:26Z,4091125129,56,Left,4091125131,140,78.3,4091125135,212,19.9,4091125133,141,92.6,4091125137,213,1.1,,,,,,,,,,4rg5d1oo8rtclemhci81i6xg5,R. Mak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857925,15,1,1,0,52,38ui5tfi8anjuh533emny2tz1,1,82,93.3,2023-03-12T02:01:26.032Z,2023-03-13T06:10:02Z,4095387981,72,,4091125607,212,48.6,4091125609,213,5.1,4091125603,140,99.4,4091125605,141,27.1,4091125601,56,Center,4091125611,1,,4095387979,224,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,4091125599,155,4091125597,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857951,16,1,1,0,57,38ui5tfi8anjuh533emny2tz1,0,99.3,26.8,2023-03-12T02:01:30.881Z,2023-03-12T02:56:44Z,4091125793,213,1.5,4091125785,56,Center,4091125791,212,15.4,4091125789,141,49.3,4091125783,155,,4091125787,140,100.0,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857911,12,5,1,0,59,6j4xzc2g1eeafo6v1f38d4x22,1,-0.8,55.5,2023-03-12T02:01:32.245Z,2023-03-12T02:01:41Z,4091125863,233,17,4091125537,56,Back,4091125539,346,,,,,,,,,,,,,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518857959,17,5,1,0,59,38ui5tfi8anjuh533emny2tz1,0,100.8,44.5,2023-03-12T02:01:32.245Z,2023-03-12T02:01:46Z,4091125871,233,12,4091125823,56,Center,4091125825,346,,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858269,13,1,1,1,22,6j4xzc2g1eeafo6v1f38d4x22,1,5,51.8,2023-03-12T02:01:55.461Z,2023-03-12T02:02:00Z,4091127613,212,60.5,4091127617,1,,4091127607,56,Left,4091127609,140,57.2,4091127615,213,0.4,4091127605,124,,4091127621,74,,4091127611,141,89.3,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858281,14,50,1,1,27,6j4xzc2g1eeafo6v1f38d4x22,1,62,96.1,2023-03-12T02:02:00.646Z,2023-03-12T02:02:04Z,4091127929,233,18,4091127683,286,,4091127681,56,Left,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858313,18,7,1,1,27,38ui5tfi8anjuh533emny2tz1,1,38,3.9,2023-03-12T02:02:00.647Z,2023-03-13T06:10:36Z,4091127873,233,14,4095388411,385,,4091127827,56,Back,4091127829,285,,4091127825,167,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858439,15,5,1,1,28,6j4xzc2g1eeafo6v1f38d4x22,1,60.6,102,2023-03-12T02:02:01.509Z,2023-03-12T02:02:11Z,4091128441,56,Left,4091128443,347,,4091128459,233,19,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858317,19,5,1,1,28,38ui5tfi8anjuh533emny2tz1,0,39.4,-2,2023-03-12T02:02:01.509Z,2023-03-12T02:13:14Z,4091127853,56,Back,4091127855,347,,4091128475,233,15,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858471,16,1,1,1,38,6j4xzc2g1eeafo6v1f38d4x22,1,57.7,100,2023-03-12T02:02:11.463Z,2023-03-13T06:10:55Z,4091128591,212,21.1,4091128593,213,3.6,4095388673,189,,4091128585,56,Back,4091128587,140,39.6,4091128589,141,88.6,4091128583,107,,,,,6hqb04t5w85e576dgf44vn71m,L. Mauragis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858491,17,1,1,1,40,6j4xzc2g1eeafo6v1f38d4x22,1,40.2,87.7,2023-03-12T02:02:13.429Z,2023-03-12T02:02:15Z,4091128701,213,4.4,4091128699,212,27.7,4091128693,56,Back,4091128697,141,49.0,4091128695,140,31.9,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858553,18,1,1,1,42,6j4xzc2g1eeafo6v1f38d4x22,1,33.2,47.6,2023-03-12T02:02:15.125Z,2023-03-12T02:02:20Z,4091129023,141,23.9,4091129027,213,5.0,4091129019,56,Back,4091129025,212,16.8,4091129021,140,37.7,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858563,19,50,1,1,47,6j4xzc2g1eeafo6v1f38d4x22,1,60.4,21.2,2023-03-12T02:02:20.534Z,2023-03-12T02:02:23Z,4091129083,286,,4091129283,233,21,4091129081,56,Center,,,,,,,,,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858587,21,7,1,1,47,38ui5tfi8anjuh533emny2tz1,1,39.6,78.8,2023-03-12T02:02:20.535Z,2023-03-13T06:11:16Z,4091129217,285,,4091129215,56,Back,4095388929,383,,4091129275,233,19,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858595,22,49,1,1,49,38ui5tfi8anjuh533emny2tz1,1,43.4,86.9,2023-03-12T02:02:22.496Z,2023-03-12T02:02:22Z,,,,,,,,,,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858591,20,45,1,1,49,6j4xzc2g1eeafo6v1f38d4x22,0,55.3,8.2,2023-03-12T02:02:22.549Z,2023-03-12T02:02:25Z,4091129399,233,23,4091129239,56,Right,4091129241,285,,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858611,23,3,1,1,49,38ui5tfi8anjuh533emny2tz1,1,44.7,91.8,2023-03-12T02:02:22.549Z,2023-03-13T06:11:20Z,4091129385,233,20,4091129361,286,,4091129359,56,Back,4095388993,465,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858623,24,1,1,1,51,38ui5tfi8anjuh533emny2tz1,0,45,97.7,2023-03-12T02:02:24.425Z,2023-03-12T02:02:25Z,4091129423,213,6.1,4091129405,56,Left,4091129417,212,10.4,4091129409,140,54.7,4091129413,141,94.5,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858621,21,61,1,1,51,6j4xzc2g1eeafo6v1f38d4x22,1,43.3,8.6,2023-03-12T02:02:24.752Z,2023-03-12T02:02:24Z,4091129397,56,Back,,,,,,,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858629,22,5,1,1,52,6j4xzc2g1eeafo6v1f38d4x22,0,45.4,-1,2023-03-12T02:02:25.301Z,2023-03-12T02:02:37Z,4091130321,233,25,4091129439,56,Back,4091129441,347,,,,,,,,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858793,25,5,1,1,52,38ui5tfi8anjuh533emny2tz1,1,54.6,101,2023-03-12T02:02:25.301Z,2023-03-12T02:13:14Z,4091130301,233,22,4091130293,56,Left,4091130295,347,,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858817,26,1,1,2,3,38ui5tfi8anjuh533emny2tz1,1,55.1,100,2023-03-12T02:02:36.960Z,2023-03-13T06:11:31Z,4091130461,1,,4095389133,189,,4091130451,56,Back,4091130455,141,80.2,4091130453,140,28.1,4091130459,213,3.6,4091130457,212,32.0,4091130449,107,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858869,27,1,1,2,6,38ui5tfi8anjuh533emny2tz1,1,27.6,78.1,2023-03-12T02:02:39.271Z,2023-03-12T02:02:44Z,4091130731,1,,4091130721,56,Back,4091130725,141,30.3,4091130727,212,32.9,4091130729,213,4.6,4091130723,140,22.6,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858927,28,1,1,2,10,38ui5tfi8anjuh533emny2tz1,1,24,23.9,2023-03-12T02:02:44.079Z,2023-03-12T02:02:49Z,4091131055,212,27.6,4091131057,213,1.5,4091131053,141,64.3,4091131049,56,Back,4091131051,140,26.0,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518858969,29,1,1,2,15,38ui5tfi8anjuh533emny2tz1,1,33.7,73.3,2023-03-12T02:02:49.078Z,2023-03-12T02:02:51Z,4091131329,56,Back,4091131333,141,73.5,4091131337,213,0.0,4091131335,212,8.1,4091131331,140,41.4,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859021,30,1,1,2,18,38ui5tfi8anjuh533emny2tz1,0,40.2,74.4,2023-03-12T02:02:51.871Z,2023-03-12T02:02:56Z,4091131595,213,0.1,4091131597,1,,4091131593,212,48.2,4091131591,141,82.3,4091131585,155,,4091131587,56,Left,4091131589,140,85.8,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859053,23,49,1,2,25,6j4xzc2g1eeafo6v1f38d4x22,1,3.8,8,2023-03-12T02:02:58.197Z,2023-03-12T02:03:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859071,24,1,1,2,26,6j4xzc2g1eeafo6v1f38d4x22,0,0.7,3.8,2023-03-12T02:02:59.157Z,2023-03-12T02:03:12Z,4091131881,1,,4091131871,56,Back,4091131875,141,8.2,4091131873,140,24.0,4091131879,213,0.1,4091131877,212,24.6,4091131869,157,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859165,33,49,1,2,28,38ui5tfi8anjuh533emny2tz1,1,68.7,80.5,2023-03-12T02:03:01.574Z,2023-03-12T02:03:09Z,,,,,,,,,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859117,31,1,1,2,29,38ui5tfi8anjuh533emny2tz1,0,71,79.7,2023-03-12T02:03:02.311Z,2023-03-13T06:12:10Z,4091132115,213,6.3,4095389695,155,,4091132109,140,100.0,4091132113,212,31.8,4091132107,56,Center,4091132111,141,78.2,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859145,25,5,1,2,30,6j4xzc2g1eeafo6v1f38d4x22,1,-1.3,29.2,2023-03-12T02:03:03.284Z,2023-03-12T02:13:14Z,4091132247,346,,4091132245,56,Back,4091132261,233,32,,,,,,,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518859119,32,5,1,2,30,38ui5tfi8anjuh533emny2tz1,0,101.3,70.8,2023-03-12T02:03:03.284Z,2023-03-12T02:03:06Z,4091132121,56,Center,4091132305,233,25,4091132123,346,,,,,,,,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
