id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/12/value,qualifier/17/value,assist
2534273431,8,4,1,0,12,6j4xzc2g1eeafo6v1f38d4x22,1,40.4,95.8,2023-04-16T03:00:39.919Z,2023-04-16T03:00:45Z,4193729991,152,,4193729985,13,,4193729993,286,,4193730007,233,3,4193729987,295,,4193729989,56,Back,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273427,3,4,1,0,12,v046no35g7ebk8lytdjmfb43,0,59.6,4.2,2023-04-16T03:00:39.920Z,2023-04-16T03:00:46Z,4193729955,13,,4193730025,233,8,4193729957,295,,4193729963,285,,4193729961,152,,4193729959,56,Right,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273445,9,1,1,0,23,6j4xzc2g1eeafo6v1f38d4x22,1,42.9,95.7,2023-04-16T03:00:51.183Z,2023-04-16T03:00:53Z,4193730097,212,15.1,4193730089,152,,4193730099,213,3.8,4193730087,5,,4193730103,189,,4193730095,141,81.7,4193730093,140,31.7,4193730091,56,Back,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273481,10,1,1,0,28,6j4xzc2g1eeafo6v1f38d4x22,1,24.5,77.7,2023-04-16T03:00:56.143Z,2023-04-16T03:03:06Z,4193730291,56,Back,4193730295,141,58.3,4193730293,140,20.5,4193730299,213,4.4,4193730297,212,13.8,,,,,,,,,,5uaqcfkubn92hz2hq5ovyurit,N. Boxall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273491,11,1,1,0,31,6j4xzc2g1eeafo6v1f38d4x22,1,19.7,42.7,2023-04-16T03:00:58.944Z,2023-04-16T03:01:02Z,4193730359,140,23.8,4193730361,141,19.7,4193730357,56,Back,4193730365,213,5.0,4193730363,212,16.2,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273513,12,1,1,0,34,6j4xzc2g1eeafo6v1f38d4x22,1,23.8,19.5,2023-04-16T03:01:02.095Z,2023-04-16T03:01:05Z,4193730487,140,32.5,4193730489,141,5.6,4193730491,212,13.1,4193730485,56,Back,4193730493,213,5.5,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273529,13,1,1,0,38,6j4xzc2g1eeafo6v1f38d4x22,1,32.4,5.6,2023-04-16T03:01:05.728Z,2023-04-16T03:01:08Z,4193730595,213,2.5,4193730589,141,14.7,4193730593,212,11.0,4193730585,56,Back,4193730587,140,23.7,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273533,14,1,1,0,40,6j4xzc2g1eeafo6v1f38d4x22,0,25,10.6,2023-04-16T03:01:08.112Z,2023-04-16T03:01:11Z,4193730617,213,6.3,4193730613,141,10.1,4193730615,212,30.9,4193730609,56,Right,4193730607,155,,4193730611,140,54.4,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273549,4,1,1,0,43,v046no35g7ebk8lytdjmfb43,0,45.4,91.3,2023-04-16T03:01:11.224Z,2023-04-17T09:58:36Z,4198121969,141,100.0,4198121967,140,65.4,4198121971,212,22.1,4193730703,56,Left,4198121965,3,,4198121973,213,0.3,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273563,5,5,1,0,45,v046no35g7ebk8lytdjmfb43,0,63.4,101.6,2023-04-16T03:01:12.593Z,2023-04-16T03:51:02Z,4193730803,56,Left,4193730805,347,,4193730819,233,15,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273545,15,5,1,0,45,6j4xzc2g1eeafo6v1f38d4x22,1,36.6,-1.6,2023-04-16T03:01:12.593Z,2023-04-16T03:01:16Z,4193730687,56,Back,4193730689,347,,4193730811,233,5,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273637,16,1,1,0,57,6j4xzc2g1eeafo6v1f38d4x22,0,40.6,0,2023-04-16T03:01:25.144Z,2023-04-17T09:58:47Z,4193731287,1,,4193731275,107,,4193731283,212,30.8,4193731285,213,0.2,4193731277,56,Right,4193731279,140,69.6,4193731281,141,5.0,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273647,17,4,1,1,2,6j4xzc2g1eeafo6v1f38d4x22,1,67.9,4.8,2023-04-16T03:01:29.750Z,2023-04-16T03:01:33Z,4193731389,152,,4193731409,233,6,4193731387,56,Right,4193731385,295,,4193731383,13,,4193731391,286,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273643,6,4,1,1,2,v046no35g7ebk8lytdjmfb43,0,32.1,95.2,2023-04-16T03:01:29.751Z,2023-04-16T03:01:34Z,4193731319,13,,4193731417,233,17,4193731327,285,,4193731321,295,,4193731323,56,Back,4193731325,152,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273795,18,1,1,1,38,6j4xzc2g1eeafo6v1f38d4x22,0,68.2,4.3,2023-04-16T03:02:05.632Z,2023-04-17T09:59:29Z,4193732229,1,,4193732217,152,,4193732219,56,Center,4198122791,72,,4193732227,213,1.0,4193732221,140,90.0,4198122789,223,,4193732215,155,,578n9sc6cucs81focurtu36c5,C. Lewis,4193732213,5,4193732211,2,4193732225,212,39.9,4193732223,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273805,7,61,1,1,42,v046no35g7ebk8lytdjmfb43,0,7.4,49.1,2023-04-16T03:02:10.393Z,2023-04-16T03:04:23Z,4193732301,56,Back,,,,,,,,,,,,,,,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273811,8,6,1,1,43,v046no35g7ebk8lytdjmfb43,0,4.4,43.4,2023-04-16T03:02:10.641Z,2023-04-17T09:59:48Z,4193732321,73,,4193732345,233,19,4193732319,56,Back,,,,,,,,,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273809,19,6,1,1,43,6j4xzc2g1eeafo6v1f38d4x22,1,95.6,56.6,2023-04-16T03:02:10.641Z,2023-04-16T03:02:11Z,4193732315,56,Center,4193732317,73,,4193732325,233,8,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273967,20,1,1,2,10,6j4xzc2g1eeafo6v1f38d4x22,0,99.5,99.5,2023-04-16T03:02:37.616Z,2023-04-17T09:59:51Z,4193733263,141,41.0,4193733265,212,40.8,4193733257,224,,4193733261,140,90.7,4193733259,56,Center,4193733253,6,,4193733255,155,,4193733267,213,4.5,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,4198122999,72,4193733269,1,4193733251,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273977,9,44,1,2,12,v046no35g7ebk8lytdjmfb43,1,8.6,57.7,2023-04-16T03:02:40Z,2023-04-16T03:02:41Z,4193733321,233,21,4193733303,56,Back,4193733305,285,,,,,,,,,,,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273973,21,44,1,2,12,6j4xzc2g1eeafo6v1f38d4x22,0,91.4,42.3,2023-04-16T03:02:40.001Z,2023-04-16T03:02:42Z,4193733285,56,Center,4193733287,286,,4193733337,233,9,,,,,,,,,,,,,,,,ekjy3o3ymld0zkjdaynb4itat,O. Zawada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273983,10,12,1,2,12,v046no35g7ebk8lytdjmfb43,1,8,56.4,2023-04-16T03:02:40.225Z,2023-04-16T03:51:24Z,4193733343,140,25.9,4193733345,141,56.3,4193733347,212,18.8,4193733355,15,,4193733341,56,Back,4193733349,213,6.3,,,,,,,4gn22fnshsmgxyayuj2p77v85,J. Hingert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534273993,22,1,1,2,14,6j4xzc2g1eeafo6v1f38d4x22,0,75.9,48.2,2023-04-16T03:02:42.353Z,2023-04-16T03:02:45Z,4193733401,141,31.8,4193733395,3,,4193733403,212,12.9,4193733405,213,5.2,4193733397,56,Center,4193733399,140,82.0,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274007,11,12,1,2,18,v046no35g7ebk8lytdjmfb43,1,23.3,66.9,2023-04-16T03:02:45.705Z,2023-04-16T03:02:48Z,4193733531,15,,4193733471,141,100.0,4193733469,140,33.9,4193733467,56,Back,4193733473,212,26.2,4193733475,213,1.1,4193733487,167,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274009,12,5,1,2,19,v046no35g7ebk8lytdjmfb43,0,35.3,101.5,2023-04-16T03:02:46.424Z,2023-04-16T03:02:49Z,4193733479,347,,4193733571,233,23,4193733477,56,Back,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274019,23,5,1,2,19,6j4xzc2g1eeafo6v1f38d4x22,1,64.7,-1.5,2023-04-16T03:02:46.424Z,2023-04-16T03:51:03Z,4193733547,56,Right,4193733553,233,12,4193733549,347,,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274091,24,1,1,2,33,6j4xzc2g1eeafo6v1f38d4x22,1,61.5,0,2023-04-16T03:03:01.376Z,2023-04-16T03:03:04Z,4193733957,213,0.7,4193733947,107,,4193733951,140,68.5,4193733955,212,9.5,4193733953,141,6.8,4193733949,56,Right,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274101,25,61,1,2,37,6j4xzc2g1eeafo6v1f38d4x22,1,65.4,5.3,2023-04-16T03:03:04.493Z,2023-04-16T03:03:04Z,4193733989,56,Right,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274107,13,43,1,2,38,v046no35g7ebk8lytdjmfb43,1,0,0,2023-04-16T03:03:06.361Z,2023-04-16T03:06:18Z,4193734019,285,0,4193739121,144,7,4193734017,56,Back,,,,,,,,,,,,,,,,11kqna4zthfmc592eudehj3oq,J. Lofthouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274123,26,1,1,2,40,6j4xzc2g1eeafo6v1f38d4x22,1,62.4,3.2,2023-04-16T03:03:08.279Z,2023-04-17T10:01:17Z,4193734111,56,Right,4193734115,141,5.0,4193734113,140,72.7,4193734119,213,0.1,4193739245,155,,4193734117,212,10.9,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274135,27,1,1,2,41,6j4xzc2g1eeafo6v1f38d4x22,1,74.1,5.6,2023-04-16T03:03:08.992Z,2023-04-17T10:01:19Z,4193734177,213,2.6,4193734169,56,Right,4193734175,212,6.4,4193734173,141,10.1,4193734171,140,68.8,,,,,,,,,,42xmd4lhr1zub89n0ormclv4l,D. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535113583,864,45,1,2,42,v046no35g7ebk8lytdjmfb43,0,30.7,91.6,2023-04-16T03:03:09.946Z,2023-04-17T10:13:27Z,4198124697,285,,4198124695,56,Back,4198139391,233,996,,,,,,,,,,,,,,,,dhnssdf1iuorniavvla5zbwx6,K. Trewin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535113581,996,3,1,2,42,6j4xzc2g1eeafo6v1f38d4x22,1,69.3,8.4,2023-04-16T03:03:09.946Z,2023-04-17T10:13:27Z,4198124693,286,,4198124735,465,,4198139381,233,864,4198124691,56,Right,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274145,29,3,1,2,43,6j4xzc2g1eeafo6v1f38d4x22,0,73.1,8.4,2023-04-16T03:03:11.216Z,2023-04-17T10:01:39Z,4193743015,233,14,4198124833,465,,4193734207,56,Right,4193741509,286,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274137,14,7,1,2,43,v046no35g7ebk8lytdjmfb43,0,26.9,91.6,2023-04-16T03:03:11.217Z,2023-04-17T10:01:41Z,4193734181,56,Back,4193743011,233,29,4198124843,385,,4193742805,285,,,,,,,,,,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274141,28,61,1,2,44,6j4xzc2g1eeafo6v1f38d4x22,1,70.9,8.2,2023-04-16T03:03:11.624Z,2023-04-16T03:08:18Z,4193734205,56,Right,,,,,,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274153,15,49,1,2,46,v046no35g7ebk8lytdjmfb43,1,5.3,97.1,2023-04-16T03:03:13.921Z,2023-04-17T10:01:57Z,,,,,,,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274161,16,1,1,2,47,v046no35g7ebk8lytdjmfb43,0,5.3,97.1,2023-04-16T03:03:15.354Z,2023-04-16T03:03:16Z,4193734325,286,,4193734307,213,6.2,4193734315,236,,4193734309,1,,4193734303,141,96.8,4193734305,212,2.1,4193734299,56,Back,4193734317,233,30,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,4193734301,140,4193734297,157,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274159,30,74,1,2,47,6j4xzc2g1eeafo6v1f38d4x22,1,93.7,2.2,2023-04-16T03:03:15.355Z,2023-04-16T03:03:17Z,4193734341,233,16,4193734295,285,,4193734293,56,Right,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274241,21,43,1,2,49,v046no35g7ebk8lytdjmfb43,1,0,0,2023-04-16T03:03:16.520Z,2023-04-17T10:02:32Z,4193734767,56,Back,4198125643,144,61,,,,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274181,17,5,1,2,49,v046no35g7ebk8lytdjmfb43,1,6.6,101.7,2023-04-16T03:03:16.801Z,2023-04-16T03:51:03Z,4193734429,347,,4193734427,56,Back,4193734569,233,31,,,,,,,,,,,,,,,,3zl5ec82f8zebkxkfdz16e3th,T. Aldred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274169,31,5,1,2,49,6j4xzc2g1eeafo6v1f38d4x22,0,93.4,-1.7,2023-04-16T03:03:16.801Z,2023-04-16T03:03:26Z,4193734361,56,Right,4193734573,233,17,4193734367,347,,,,,,,,,,,,,,,,,dkqmon0xrrwdhcy66htkf1xwp,Yan Sasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274209,18,1,1,2,59,v046no35g7ebk8lytdjmfb43,0,6.4,100,2023-04-16T03:03:26.889Z,2023-04-16T03:03:30Z,4193734601,141,95.7,4193734595,107,,4193734603,212,27.1,4193734605,213,6.1,4193734597,56,Back,4193734599,140,31.9,4193734607,1,,,,,cap22dno3uid8jyckne737tyi,N. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274221,32,44,1,3,0,6j4xzc2g1eeafo6v1f38d4x22,1,64.4,2.8,2023-04-16T03:03:28.409Z,2023-04-16T03:03:29Z,4193734653,56,Right,4193734655,286,,4193734661,233,19,,,,,,,,,,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274217,19,44,1,3,0,v046no35g7ebk8lytdjmfb43,0,35.6,97.2,2023-04-16T03:03:28.410Z,2023-04-16T03:03:31Z,4193734633,285,,4193734681,233,32,4193734631,56,Back,,,,,,,,,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274225,33,1,1,3,1,6j4xzc2g1eeafo6v1f38d4x22,0,60.8,1.4,2023-04-16T03:03:29.216Z,2023-04-16T03:03:30Z,4193734667,56,Right,4193734669,140,67.8,4193734665,3,,4193734673,212,7.6,4193734675,213,6.0,4193734671,141,0.0,,,,,,,3sqlv5wy64mmcnmr5bepafefp,T. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534274229,20,5,1,3,2,v046no35g7ebk8lytdjmfb43,1,30.8,101.8,2023-04-16T03:03:29.477Z,2023-04-16T03:51:03Z,4193734699,233,34,4193734687,56,Back,4193734689,347,,,,,,,,,,,,,,,,,2h9me0kgogb1ke6327y78hk9h,S. Šćepović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
