id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist
2514906675,3,1,1,0,12,9xmhnv6im8h7c9e17oqvcx8gl,0,23.6,71.4,2023-03-04T08:45:27.420Z,2023-03-04T15:47:49Z,4070197203,140,26.4,4070197209,213,5.5,4070197201,56,Back,4070197207,212,4.1,4070197205,141,67.1,,,,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906683,7,3,1,0,14,38ui5tfi8anjuh533emny2tz1,0,73,31.4,2023-03-04T08:45:29.549Z,2023-03-04T15:47:24Z,4070973905,286,,4070197233,56,Center,4071580833,233,150,4070974091,465,,,,,,,,,,,,,,aiehjyb5unahdn0somr3ewa1h,J. Lolley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514909219,150,7,1,0,14,9xmhnv6im8h7c9e17oqvcx8gl,0,27,68.6,2023-03-04T08:45:29.550Z,2023-03-04T15:47:24Z,4070208207,56,Back,4070974445,385,,4071580771,233,7,4070974287,285,,,,,,,,,,,,,,w8u1a5hrtitytfof3jk0zbh1,J. Brillante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906687,8,1,1,0,16,38ui5tfi8anjuh533emny2tz1,0,69.8,28.5,2023-03-04T08:45:30.999Z,2023-03-04T14:48:32Z,4070197251,212,9.2,4070197249,141,34.0,4070197253,213,0.4,4070197247,140,77.8,4070197245,56,Center,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906689,4,1,1,0,16,9xmhnv6im8h7c9e17oqvcx8gl,0,23.6,57.7,2023-03-04T08:45:31.228Z,2023-03-04T14:48:38Z,4070197261,141,61.8,4070197255,157,,4070197263,212,6.5,4070197257,56,Back,4070197265,213,0.4,4070197267,1,,4070197259,140,29.2,,,,46acb400oivj94jwu3i3lrxsl,D. Da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514916029,471,61,1,0,17,38ui5tfi8anjuh533emny2tz1,1,71.5,32.3,2023-03-04T08:45:31.952Z,2023-03-04T14:48:42Z,4070235057,56,Center,,,,,,,,,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906693,5,49,1,0,17,9xmhnv6im8h7c9e17oqvcx8gl,1,25.3,82.2,2023-03-04T08:45:32.844Z,2023-03-04T08:45:32Z,,,,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906699,6,1,1,0,18,9xmhnv6im8h7c9e17oqvcx8gl,1,25.3,82.2,2023-03-04T08:45:33.132Z,2023-03-04T08:45:35Z,4070197307,141,89.4,4070197309,212,12.1,4070197301,155,,4070197311,213,0.4,4070197305,140,35.8,4070197303,56,Back,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906703,7,61,1,0,19,9xmhnv6im8h7c9e17oqvcx8gl,0,32.9,86,2023-03-04T08:45:33.996Z,2023-03-04T14:48:58Z,4070197319,56,Back,,,,,,,,,,,,,,,,,,,,,,c575swutxi9er3j9txklhrzoq,Ben Folami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515062505,949,49,1,0,19,38ui5tfi8anjuh533emny2tz1,1,69.7,2.9,2023-03-04T08:45:34.836Z,2023-03-04T14:48:58Z,,,,,,,,,,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906707,9,1,1,0,21,38ui5tfi8anjuh533emny2tz1,0,71.4,9.4,2023-03-04T08:45:36.214Z,2023-03-04T08:45:38Z,4070197353,212,13.1,4070197349,140,58.9,4070197351,141,8.8,4070197345,56,Right,4070197355,213,3.2,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906711,8,61,1,0,22,9xmhnv6im8h7c9e17oqvcx8gl,1,37.6,82.1,2023-03-04T08:45:37.540Z,2023-03-04T09:00:47Z,4070197361,56,Back,,,,,,,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906721,10,1,1,0,23,38ui5tfi8anjuh533emny2tz1,1,58.3,9.2,2023-03-04T08:45:38.486Z,2023-03-04T08:45:40Z,4070197389,141,19.4,4070197387,140,41.9,4070197393,213,2.8,4070197391,212,18.6,4070197385,56,Back,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906723,11,43,1,0,25,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-03-04T08:45:40.725Z,2023-03-04T14:49:03Z,4070978139,144,49,,,,,,,,,,,,,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906727,12,1,1,0,26,38ui5tfi8anjuh533emny2tz1,1,39.6,23.2,2023-03-04T08:45:41.109Z,2023-03-04T10:49:52Z,4070197417,140,44.5,4070197415,56,Back,4070197419,141,17.0,4070197423,213,5.6,4070197421,212,6.7,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906735,13,1,1,0,27,38ui5tfi8anjuh533emny2tz1,1,43.3,19.9,2023-03-04T08:45:42.838Z,2023-03-04T08:45:44Z,4070197453,56,Back,4070197459,212,14.0,4070197457,141,37.4,4070197455,140,36.2,4070197461,213,2.1,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906737,14,1,1,0,29,38ui5tfi8anjuh533emny2tz1,1,37.2,37.6,2023-03-04T08:45:44.854Z,2023-03-04T08:45:47Z,4070197491,213,1.5,4070197487,141,67.4,4070197489,212,20.4,4070197485,140,39.4,4070197483,56,Back,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906745,15,1,1,0,32,38ui5tfi8anjuh533emny2tz1,1,41.6,72.2,2023-03-04T08:45:46.982Z,2023-03-04T08:45:49Z,4070197515,56,Left,4070197517,140,55.6,4070197521,212,22.1,4070197519,141,96.5,4070197523,213,0.8,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906755,16,1,1,0,34,38ui5tfi8anjuh533emny2tz1,1,55.9,93.9,2023-03-04T08:45:49.606Z,2023-03-04T08:45:53Z,4070197571,56,Back,4070197579,213,3.8,4070197577,212,19.8,4070197573,140,41.5,4070197575,141,75.0,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906759,17,1,1,0,37,38ui5tfi8anjuh533emny2tz1,1,37.6,68.6,2023-03-04T08:45:52.934Z,2023-03-04T08:45:57Z,4070197619,213,4.7,4070197613,140,37.6,4070197611,56,Back,4070197617,212,24.1,4070197615,141,33.2,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906763,18,1,1,0,42,38ui5tfi8anjuh533emny2tz1,1,41.6,25.9,2023-03-04T08:45:57.349Z,2023-03-04T08:46:00Z,4070197653,212,22.4,4070197651,141,1.4,4070197649,140,55.9,4070197655,213,5.4,4070197647,56,Right,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906769,19,1,1,0,45,38ui5tfi8anjuh533emny2tz1,0,55.5,4.7,2023-03-04T08:46:00.661Z,2023-03-04T08:46:01Z,4070197677,56,Right,4070197683,212,12.1,4070197681,141,13.0,4070197679,140,65.7,4070197685,213,0.5,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906771,9,49,1,0,47,9xmhnv6im8h7c9e17oqvcx8gl,1,34.6,85.8,2023-03-04T08:46:02.272Z,2023-03-04T09:02:47Z,,,,,,,,,,,,,,,,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906781,10,1,1,0,47,9xmhnv6im8h7c9e17oqvcx8gl,1,31.2,82.8,2023-03-04T08:46:02.819Z,2023-03-04T08:46:08Z,4070197745,141,59.9,4070197747,212,27.5,4070197741,56,Back,4070197743,140,9.6,4070197749,213,3.7,,,,,,,,,,ez47kkcz2wgypddldq97yz2dx,C. Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906791,11,1,1,0,53,9xmhnv6im8h7c9e17oqvcx8gl,1,9.6,53.1,2023-03-04T08:46:08.234Z,2023-03-04T08:46:10Z,4070197795,213,5.3,4070197793,212,40.3,4070197785,155,,4070197797,1,,4070197789,140,31.8,4070197787,56,Back,4070197791,141,4.7,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906793,12,61,1,0,55,9xmhnv6im8h7c9e17oqvcx8gl,0,31.8,4.7,2023-03-04T08:46:10.432Z,2023-03-04T08:46:10Z,4070197801,56,Back,,,,,,,,,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906801,13,5,1,0,56,9xmhnv6im8h7c9e17oqvcx8gl,0,29.2,-0.9,2023-03-04T08:46:11.142Z,2023-03-04T09:01:47Z,4070197817,56,Back,4070197875,233,20,4070197819,347,,,,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906811,20,5,1,0,56,38ui5tfi8anjuh533emny2tz1,1,70.8,100.9,2023-03-04T08:46:11.142Z,2023-03-04T10:50:17Z,4070197859,56,Left,4070197867,233,13,4070197861,347,,,,,,,,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906815,21,1,1,1,2,38ui5tfi8anjuh533emny2tz1,1,66.1,100,2023-03-04T08:46:17.749Z,2023-03-04T08:46:19Z,4070197885,140,46.6,4070197893,1,,4070197883,56,Back,4070197891,213,3.4,4070197887,141,91.5,4070197881,107,,4070197897,189,,4070197889,212,21.4,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906823,22,1,1,1,6,38ui5tfi8anjuh533emny2tz1,1,46,90.6,2023-03-04T08:46:21.254Z,2023-03-04T08:46:22Z,4070197939,212,12.2,4070197937,141,72.9,4070197933,56,Back,4070197935,140,48.0,4070197941,213,4.9,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906827,23,1,1,1,7,38ui5tfi8anjuh533emny2tz1,1,47.6,69.9,2023-03-04T08:46:22.389Z,2023-03-04T08:46:24Z,4070197969,140,37.6,4070197973,212,19.2,4070197971,141,46.3,4070197967,56,Back,4070197975,213,4.1,,,,,,,,,,4ehmmuuxljgliiz7f7298h61h,L. Brattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906829,24,1,1,1,9,38ui5tfi8anjuh533emny2tz1,1,37.6,46.3,2023-03-04T08:46:24.453Z,2023-03-04T08:46:26Z,4070197989,212,20.0,4070197987,141,74.9,4070197991,213,1.3,4070197983,56,Back,4070197985,140,42.1,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906833,25,1,1,1,11,38ui5tfi8anjuh533emny2tz1,1,42,75,2023-03-04T08:46:26.406Z,2023-03-04T08:46:28Z,4070198025,56,Back,4070198027,140,46.7,4070198031,212,14.1,4070198029,141,94.4,4070198033,213,1.2,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906835,26,1,1,1,13,38ui5tfi8anjuh533emny2tz1,0,40.7,96.4,2023-03-04T08:46:28.277Z,2023-03-04T14:49:42Z,4070198065,286,,4070198043,212,1.9,4070198059,236,,4070198037,56,Back,4070198039,140,42.3,4070198045,213,5.8,4070198041,141,95.2,4070198061,233,14,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906839,14,74,1,1,13,9xmhnv6im8h7c9e17oqvcx8gl,1,59.4,3.1,2023-03-04T08:46:28.278Z,2023-03-04T09:01:49Z,4070198067,233,26,4070198053,285,,4070198051,56,Right,,,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906841,15,5,1,1,14,9xmhnv6im8h7c9e17oqvcx8gl,0,58.9,-1.5,2023-03-04T08:46:29.823Z,2023-03-04T09:01:47Z,4070198097,233,27,4070198073,347,,4070198071,56,Right,,,,,,,,,,,,,,,,5hylntpne6d7xwey2v9d9lg8a,N. Velupillay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906843,27,5,1,1,14,38ui5tfi8anjuh533emny2tz1,1,41.1,101.5,2023-03-04T08:46:29.823Z,2023-03-04T08:46:31Z,4070198077,347,,4070198089,233,15,4070198075,56,Back,,,,,,,,,,,,,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906871,28,1,1,1,29,38ui5tfi8anjuh533emny2tz1,1,40.3,100,2023-03-04T08:46:44.823Z,2023-03-04T08:46:48Z,4070198251,213,3.5,4070198243,56,Back,4070198245,140,15.4,4070198241,107,,4070198253,1,,4070198249,212,27.5,4070198247,141,88.5,,,,974s3rwvb2ls1k1no4hlaz8ph,Diego Caballo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906873,29,1,1,1,33,38ui5tfi8anjuh533emny2tz1,1,15.2,88.5,2023-03-04T08:46:48.357Z,2023-03-04T08:46:50Z,4070198277,141,60.6,4070198275,140,3.1,4070198281,213,4.1,4070198273,56,Back,4070198279,212,22.8,,,,,,,,,,bgzao2jp59jygdic68s5iudat,A. Wilkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906883,30,1,1,1,35,38ui5tfi8anjuh533emny2tz1,1,3.1,60.6,2023-03-04T08:46:50.469Z,2023-03-04T08:46:54Z,4070198337,213,5.2,4070198331,140,14.8,4070198335,212,27.9,4070198329,56,Back,4070198333,141,23.8,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906889,31,1,1,1,39,38ui5tfi8anjuh533emny2tz1,1,16.5,12.1,2023-03-04T08:46:54.469Z,2023-03-04T08:46:55Z,4070198355,140,27.6,4070198363,213,5.8,4070198357,141,3.2,4070198353,56,Back,4070198359,212,13.1,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906895,32,1,1,1,40,38ui5tfi8anjuh533emny2tz1,1,27.7,5.2,2023-03-04T08:46:55.782Z,2023-03-04T08:46:58Z,4070198411,212,15.5,4070198407,140,13.4,4070198413,213,2.9,4070198405,56,Back,4070198409,141,10.7,,,,,,,,,,7yl3en0sif2gcwrtwmtmo3d1x,R. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906899,33,1,1,1,43,38ui5tfi8anjuh533emny2tz1,1,12.3,16,2023-03-04T08:46:58.453Z,2023-03-04T08:47:00Z,4070198435,141,35.2,4070198437,212,15.8,4070198431,56,Back,4070198439,213,2.2,4070198433,140,3.9,,,,,,,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906907,34,1,1,1,45,38ui5tfi8anjuh533emny2tz1,1,3.7,35.2,2023-03-04T08:46:59.989Z,2023-03-04T08:47:04Z,4070198485,212,20.0,4070198483,141,8.0,4070198477,56,Back,4070198487,213,5.1,4070198481,140,10.9,,,,,,,,,,jjqk412zl7b2lbfqfkva3utx,A. Redmayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906915,35,1,1,1,48,38ui5tfi8anjuh533emny2tz1,0,12.5,4.6,2023-03-04T08:47:03.925Z,2023-03-04T08:47:06Z,4070198523,56,Back,4070198519,155,,4070198531,213,0.4,4070198525,140,47.8,4070198529,212,39.7,4070198533,1,,4070198527,141,25.7,,,,9634dv110vlqnf02k4yif14np,J. Donachie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906919,16,1,1,1,52,9xmhnv6im8h7c9e17oqvcx8gl,0,58.2,74.7,2023-03-04T08:47:07.164Z,2023-03-04T08:47:08Z,4070198553,213,6.3,4070198551,212,13.9,4070198543,3,,4070198549,141,74.1,4070198545,56,Center,4070198547,140,71.4,,,,,,,yhkueqgsvvd5fzdffg9nky51,Roderick Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906925,36,50,1,1,53,38ui5tfi8anjuh533emny2tz1,1,37.3,25.8,2023-03-04T08:47:08.837Z,2023-03-04T08:47:12Z,4070198629,233,17,4070198577,286,,4070198575,56,Back,,,,,,,,,,,,,,,,cr52lkk2tjwlz0gd34b0klyad,P. Retre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2514906927,17,7,1,1,53,9xmhnv6im8h7c9e17oqvcx8gl,1,62.7,74.2,2023-03-04T08:47:08.838Z,2023-03-04T14:49:59Z,4070198615,233,36,4070981563,384,,4070198601,56,Center,4070198619,285,,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
