id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,assist
2518893217,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-03-12T03:11:47.519Z,2023-03-12T04:05:59Z,4091316139,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091316137,130,2,4091316135,59,"23, 27, 15, 12, 2, 5, 13, 26, 22, 7, 11, 1, 10, 16, 17, 21, 32, 35",4091316141,194,3zl5ec82f8zebkxkfdz16e3th,4091316133,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4091430247,197,879,4091316143,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091316131,30,"cb0y1hi0ozn1rx00vx6a1xr6x, dhnssdf1iuorniavvla5zbwx6, cap22dno3uid8jyckne737tyi, 7nhzkoa6bywrlkj9nc3f5ylii, 7mgwfxva7w88k90jhjd1wx3o5, 3zl5ec82f8zebkxkfdz16e3th, 1hcnrw2udxcdff6bre73sv1pm, abfwfqsv8o9xsnkor896869cl, 2h9me0kgogb1ke6327y78hk9h, cl816ciqmvh4bjzm9vjq4wyga, 11kqna4zthfmc592eudehj3oq, 26vm9o1w3l4behscs3hk4d8x6, bcb8xguyk226cmw4wvkkxpgix, c0p9hlssgk28sutlee99c24t1, uyhh5u2ezau9f095symdh3sa, da3z6nhhqd45932cy3qi2kout, bngeno14i02oikz80pqjg2c5w, 6jri9zzc1ccwcof95srv8h4pg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518893765,1,34,16,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-03-12T03:13:03.944Z,2023-03-12T04:15:01Z,4091318973,30,"77gcx1qotysu9hbi2hw2gjsvd, aeberiw2itt147h2mpjvd5rai, bwxn7o8ved1xo5bmfkfgzekiy, 8wbljx8706rh6uyhf8eegl1w5, bdo2grdx1mgm63gii3zar50id, dnpala3bol8svyc2awng6iv9x, bcytv86dp6kqrsosu6gck9q7d, 446scvw0ckoxnvnsqcqocve1h, 31v9w4cyk1fxlig452kuc65ed, c00r3yls3lf245nbo93m9d6cq, af7c4t8wp0341io4x0dl02ac5, cqoz8o1pse9uspkqvq3cmges5, ze75933qynqbr4gupkz6xzo5, 5he6zl0hg2jxsb2m624xlum6t, 5wz8hmh6szarsa6j0thdxeane, 5wivkupbnot9s6z48c31an42y, caz9xb5jls7awgnh4g8090ktm, acjsr8bgbktfzeve4zc7f4pp0",4091318983,194,8wbljx8706rh6uyhf8eegl1w5,4091421451,197,886,4091318981,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4091318975,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4091318985,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4091318977,59,"1, 25, 38, 3, 6, 22, 13, 14, 9, 23, 15, 2, 4, 10, 18, 33, 50, 51",4091318979,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518913915,2,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-03-12T04:00:14.388Z,2023-03-12T04:00:16Z,4091429203,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518913913,2,32,1,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-03-12T04:00:14.388Z,2023-03-12T15:32:49Z,4091429197,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518913933,3,1,1,0,1,c33jm806py6adse5wv9wx6ch1,1,50,50,2023-03-12T04:00:15.599Z,2023-03-12T04:09:53Z,4091429291,56,Back,4091429293,140,34.9,4091429301,213,3.1,4091429297,212,15.9,4091429295,141,50.4,4091429305,279,S,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518913965,4,1,1,0,3,c33jm806py6adse5wv9wx6ch1,1,34.9,50.4,2023-03-12T04:00:18.252Z,2023-03-12T04:00:22Z,4091429445,56,Back,4091429449,141,14.4,4091429451,212,24.9,4091429447,140,30.4,4091429453,213,4.5,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518913977,5,1,1,0,7,c33jm806py6adse5wv9wx6ch1,1,30.4,14.4,2023-03-12T04:00:22.156Z,2023-03-12T04:00:24Z,4091429513,56,Back,4091429521,213,2.1,4091429517,141,37.6,4091429519,212,18.1,4091429515,140,21.9,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518914003,6,1,1,0,9,c33jm806py6adse5wv9wx6ch1,1,21.9,37.6,2023-03-12T04:00:24.236Z,2023-03-12T04:00:28Z,4091429643,56,Back,4091429649,212,25.4,4091429647,141,74.8,4091429651,213,1.5,4091429645,140,23.9,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518914031,7,1,1,0,14,c33jm806py6adse5wv9wx6ch1,1,31.5,64,2023-03-12T04:00:28.748Z,2023-03-12T04:00:34Z,4091429783,140,33.4,4091429781,56,Back,4091429785,141,16.5,4091429787,212,32.4,4091429791,1,,4091429789,213,4.8,,,,,,,dnpala3bol8svyc2awng6iv9x,C. Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2518914043,8,1,1,0,19,c33jm806py6adse5wv9wx6ch1,1,35.6,12,2023-03-12T04:00:34.253Z,2023-03-12T04:00:36Z,4091429857,212,29.3,4091429859,213,2.7,4091429855,141,30.0,4091429853,140,10.2,4091429851,56,Back,,,,,,,,,,aeberiw2itt147h2mpjvd5rai,C. Talbot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
