id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,assist,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2533370437,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-04-15T05:50:32.920Z,2023-04-15T07:09:53Z,4188990311,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4188990321,197,15213,4188990315,130,2,4188990309,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, 4qdcbp2hdy7ap97sas98x3g0l, 7qwmlcxsxlxmq01g7dkt7v14a, 6iohupgr9c0l4xy19b02kgsx6, 5l9ozhnxtdp4w8dawcskpx5ud, b3wugaop1bb4php1irwf6zqei, 4p3oumqahcdjl66oqw3jwjsdm, 36gq011by1cjkem274ahdfg89, 4l0se1iapxcmd1jb4851aj6c5, e5ycwhcy49624czidh67ihiad, 7u4b1qrfl77crswls2ix35o89, 9r6w1mv6tillg43qthh9p5ap6, 3hfu7zxdbwlshk4wc87379ul0, 43o49py4g8fmyg5pawvjsf8tm, b8ptjj6m4jh83ixhtny9o2v4k, dtjh9j9whua6r6ms05cls3iwa, 5lz0zlszxh51oxohq4tjlop3o",4188990313,59,"20, 15, 5, 6, 25, 3, 7, 4, 98, 9, 11, 31, 10, 13, 14, 18, 28, 40",4188990319,194,bgl8h2ygh9ztbnzt79wv178ph,4188990323,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4188990317,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533373549,1,34,16,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-04-15T06:05:03.377Z,2023-04-15T06:05:03Z,4189003189,30,"77gcx1qotysu9hbi2hw2gjsvd, aeberiw2itt147h2mpjvd5rai, bwxn7o8ved1xo5bmfkfgzekiy, bcytv86dp6kqrsosu6gck9q7d, bdo2grdx1mgm63gii3zar50id, dnpala3bol8svyc2awng6iv9x, af7c4t8wp0341io4x0dl02ac5, 446scvw0ckoxnvnsqcqocve1h, 31v9w4cyk1fxlig452kuc65ed, 5he6zl0hg2jxsb2m624xlum6t, c00r3yls3lf245nbo93m9d6cq, cqoz8o1pse9uspkqvq3cmges5, 8wbljx8706rh6uyhf8eegl1w5, ze75933qynqbr4gupkz6xzo5, 5wz8hmh6szarsa6j0thdxeane, 5wivkupbnot9s6z48c31an42y, chx78g4kh1xfr7wp84etip016, 5vn0zyf02eewx7nrkhnhchrmc",4189003191,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4189003201,197,13033,4189003193,59,"1, 25, 38, 13, 6, 22, 15, 14, 9, 10, 23, 2, 3, 4, 18, 33, 35, 37",4189003199,194,31v9w4cyk1fxlig452kuc65ed,4189003195,130,7,4189003203,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4189003197,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533395543,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-04-15T07:00:36.660Z,2023-04-15T09:57:27Z,4189117337,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533395555,2,32,1,0,0,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-04-15T07:00:36.660Z,2023-04-15T07:00:42Z,4189117403,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533395861,15,1,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,49.9,50,2023-04-15T07:00:36.700Z,2023-04-15T07:10:38Z,4189119129,212,12.7,4189119123,56,Back,4189119203,279,S,4189119131,213,2.8,4189119125,140,38.4,4189119127,141,56.0,,,,,,,36gq011by1cjkem274ahdfg89,Marco Túlio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533395615,3,1,1,0,2,c4ygb6mnh53kpl2mpxe52l8jw,1,47.6,51.1,2023-04-15T07:00:38.683Z,2023-04-15T07:11:51Z,4189117647,212,12.6,4189117643,140,37.7,4189117649,213,2.5,4189117645,141,61.6,4189117641,56,Back,,,,,,,,,,4l0se1iapxcmd1jb4851aj6c5,J. Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533399685,111,1,1,0,4,c4ygb6mnh53kpl2mpxe52l8jw,1,33.8,60.8,2023-04-15T07:00:41.472Z,2023-04-15T07:12:02Z,4189140401,141,74.6,4189140397,56,Back,4189140405,213,2.5,4189140403,212,16.7,4189140399,140,20.7,,,,,,,,,,4p3oumqahcdjl66oqw3jwjsdm,J. Nisbet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533395625,4,1,1,0,15,c4ygb6mnh53kpl2mpxe52l8jw,1,22.2,72.3,2023-04-15T07:00:52.457Z,2023-04-15T07:15:19Z,4189117705,56,Back,4189117713,212,23.3,4189117715,213,4.1,4189117711,141,45.0,4189117707,140,8.8,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533395637,5,1,1,0,20,c4ygb6mnh53kpl2mpxe52l8jw,1,9.1,46.8,2023-04-15T07:00:56.960Z,2023-04-15T07:14:32Z,4189117813,213,4.6,4189117805,56,Back,4189117809,141,25.2,4189117807,140,7.8,4189117811,212,14.8,,,,,,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533399689,112,1,1,0,21,c4ygb6mnh53kpl2mpxe52l8jw,1,8.4,23.9,2023-04-15T07:00:58.603Z,2023-04-15T07:14:49Z,4189147327,140,8.3,4189147325,56,Back,4189147331,212,13.2,4189147329,141,43.3,4189147333,213,1.6,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
