id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2482183055,9,1,1,0,22,7jv344gvcvgqg7oeuc9u554dm,0,78.3,93,2022-11-06T02:00:35.388Z,2022-11-07T08:30:46Z,3897918555,56,Center,3897918553,155,,3897918561,212,26.4,3897918559,141,56.4,3901883783,223,,3901883785,20,,3897918557,140,86.7,3897918551,2,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,3897918563,213,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183059,3,12,1,0,24,6j4xzc2g1eeafo6v1f38d4x22,1,10.4,41.5,2022-11-06T02:00:37.246Z,2022-11-06T02:00:38Z,3897918585,141,45.1,3897918583,140,25.2,3897918593,15,,3897918589,213,0.2,3897918581,56,Back,3897918587,212,15.7,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183071,10,1,1,0,26,7jv344gvcvgqg7oeuc9u554dm,1,67.8,42.7,2022-11-06T02:00:39.004Z,2022-11-06T02:59:06Z,3897977035,3,,3897918653,213,0.9,3897918649,141,48.2,3897918645,56,Center,3897918651,212,5.0,3897918647,140,70.9,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183077,11,1,1,0,27,7jv344gvcvgqg7oeuc9u554dm,1,70.9,48.2,2022-11-06T02:00:40.252Z,2022-11-06T02:00:42Z,3897918673,140,78.4,3897918667,3,,3897918669,168,,3897918675,141,51.0,3897918671,56,Center,3897918677,212,8.1,3897918679,213,0.2,,,,4lk250c1xd4xsowjrdi0uuevp,D. De Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183083,12,1,1,0,28,7jv344gvcvgqg7oeuc9u554dm,0,78.4,51,2022-11-06T02:00:41.139Z,2022-11-06T02:05:54Z,3897918705,140,73.2,3897918721,156,,3897918703,56,Center,3897918711,213,3.2,3897918709,212,5.5,3897918707,141,50.7,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183075,4,49,1,0,28,6j4xzc2g1eeafo6v1f38d4x22,1,23.6,48.1,2022-11-06T02:00:41.357Z,2022-11-06T02:00:41Z,,,,,,,,,,,,,,,,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183089,5,1,1,0,29,6j4xzc2g1eeafo6v1f38d4x22,0,23.6,48.1,2022-11-06T02:00:41.517Z,2022-11-06T02:00:45Z,3897918747,140,33.2,3897918743,157,,3897918755,1,,3897918749,141,26.4,3897918751,212,17.9,3897918745,56,Back,3897918753,213,5.3,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183095,13,44,1,0,32,7jv344gvcvgqg7oeuc9u554dm,1,66.9,72.7,2022-11-06T02:00:45.084Z,2022-11-06T02:00:46Z,3897918773,286,,3897918771,56,Center,3897918779,233,6,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183093,6,44,1,0,32,6j4xzc2g1eeafo6v1f38d4x22,0,33.1,27.3,2022-11-06T02:00:45.085Z,2022-11-06T02:00:47Z,3897918765,56,Back,3897918767,285,,3897918785,233,13,,,,,,,,,,,,,,,,jvxwzywn4geyzpj2tzxssmsq,B. Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183099,14,1,1,0,33,7jv344gvcvgqg7oeuc9u554dm,0,67,71.8,2022-11-06T02:00:46.011Z,2022-11-06T02:00:47Z,3897918787,3,,3897918795,212,6.1,3897918791,140,70.8,3897918797,213,0.9,3897918789,56,Center,3897918793,141,78.5,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183101,7,1,1,0,33,6j4xzc2g1eeafo6v1f38d4x22,1,22.9,16.4,2022-11-06T02:00:46.197Z,2022-11-06T02:00:47Z,3897918815,212,10.3,3897918813,141,9.2,3897918807,3,,3897918817,213,5.8,3897918809,56,Back,3897918811,140,31.5,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183103,8,49,1,0,34,6j4xzc2g1eeafo6v1f38d4x22,1,31.5,8.9,2022-11-06T02:00:47.309Z,2022-11-06T02:00:47Z,,,,,,,,,,,,,,,,,,,,,,,,,jvxwzywn4geyzpj2tzxssmsq,B. Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183109,9,3,1,0,36,6j4xzc2g1eeafo6v1f38d4x22,0,35.2,4.5,2022-11-06T02:00:49.222Z,2022-11-07T08:31:46Z,3897918907,233,15,3897918863,56,Back,3897918865,286,,3901884361,465,,,,,,,,,,,,,,jvxwzywn4geyzpj2tzxssmsq,B. Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183113,15,7,1,0,36,7jv344gvcvgqg7oeuc9u554dm,1,64.8,95.5,2022-11-06T02:00:49.223Z,2022-11-07T08:31:48Z,3897918883,285,,3901884385,385,,3897918881,56,Left,3897918879,167,,3897918889,233,9,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183133,10,5,1,0,37,6j4xzc2g1eeafo6v1f38d4x22,1,37.4,-1.4,2022-11-06T02:00:50.411Z,2022-11-06T02:26:07Z,3897919035,347,,3897919033,56,Back,3897919049,233,16,,,,,,,,,,,,,,,,jvxwzywn4geyzpj2tzxssmsq,B. Old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183115,16,5,1,0,37,7jv344gvcvgqg7oeuc9u554dm,0,62.6,101.4,2022-11-06T02:00:50.411Z,2022-11-06T02:00:59Z,3897918885,56,Left,3897919053,233,10,3897918887,347,,,,,,,,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183141,11,1,1,0,46,6j4xzc2g1eeafo6v1f38d4x22,1,37.5,0,2022-11-06T02:00:59.069Z,2022-11-06T02:01:02Z,3897919109,141,16.7,3897919111,212,13.8,3897919107,140,31.4,3897919105,56,Back,3897919115,213,2.1,3897919103,107,,,,,,,,ueklj0jop1moq303rq5vnca1,C. Elliot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183165,12,1,1,0,49,6j4xzc2g1eeafo6v1f38d4x22,1,30.9,25.2,2022-11-06T02:01:02.461Z,2022-11-06T02:01:07Z,3897919225,213,1.7,3897919217,56,Back,3897919223,212,22.5,3897919219,140,27.5,3897919221,141,57.9,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183173,13,1,1,0,55,6j4xzc2g1eeafo6v1f38d4x22,1,27.9,62.7,2022-11-06T02:01:07.661Z,2022-11-06T02:01:09Z,3897919281,140,25.2,3897919279,56,Back,3897919283,141,35.7,3897919287,213,4.6,3897919285,212,18.6,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183179,14,1,1,0,57,6j4xzc2g1eeafo6v1f38d4x22,1,25.2,35.5,2022-11-06T02:01:09.557Z,2022-11-06T02:01:27Z,3897919319,56,Back,3897919321,140,33.6,3897919327,213,5.8,3897919323,141,28.2,3897919325,212,10.1,,,,,,,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183191,15,1,1,0,58,6j4xzc2g1eeafo6v1f38d4x22,1,33.9,28,2022-11-06T02:01:11.460Z,2022-11-06T02:01:16Z,3897919423,140,28.3,3897919427,212,8.3,3897919421,56,Back,3897919425,141,36.7,3897919429,213,2.4,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183197,16,1,1,1,3,6j4xzc2g1eeafo6v1f38d4x22,0,29.9,35.1,2022-11-06T02:01:16.317Z,2022-11-06T02:01:20Z,3897919491,1,,3897919489,213,0.4,3897919485,141,66.9,3897919479,155,,3897919481,56,Center,3897919487,212,62.6,3897919483,140,85.8,,,,4ljmkn447genzakxxuzkn5iol,S. Wootton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183199,17,52,1,1,9,7jv344gvcvgqg7oeuc9u554dm,1,12.6,31,2022-11-06T02:01:21.611Z,2022-11-07T08:32:21Z,3901884785,376,,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183223,18,80,1,1,21,7jv344gvcvgqg7oeuc9u554dm,0,12.4,45.5,2022-11-06T02:01:33.723Z,2022-11-06T02:01:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183249,19,1,1,1,24,7jv344gvcvgqg7oeuc9u554dm,1,15.2,38.3,2022-11-06T02:01:37.115Z,2022-11-06T02:01:42Z,3897919789,1,,3897919785,212,55.8,3897919777,198,,3897919787,213,6.2,3897919783,141,31.5,3897919775,157,,3897919779,56,Center,3897919781,140,68.2,4hdho3gfrydh4fzf3ydggef9x,F. Kurto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183251,20,44,1,1,28,7jv344gvcvgqg7oeuc9u554dm,1,66.4,31.4,2022-11-06T02:01:41.020Z,2022-11-06T02:01:43Z,3897919811,233,17,3897919797,286,,3897919795,56,Center,,,,,,,,,,,,,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183243,17,44,1,1,28,6j4xzc2g1eeafo6v1f38d4x22,0,33.6,68.6,2022-11-06T02:01:41.021Z,2022-11-06T02:01:44Z,3897919747,285,,3897919819,233,20,3897919745,56,Back,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183255,21,1,1,1,29,7jv344gvcvgqg7oeuc9u554dm,0,66.5,31.2,2022-11-06T02:01:42.019Z,2022-11-06T03:00:12Z,3897919833,56,Center,3897919829,3,,3897919835,140,67.1,3897919831,168,,3897919837,141,31.2,3897919839,212,0.6,3897919841,213,0,,,,cz6tcx6dqmlj45s9d9wxvcnh1,A. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482192895,518,61,1,1,30,6j4xzc2g1eeafo6v1f38d4x22,1,29.9,72.1,2022-11-06T02:01:42.503Z,2022-11-06T03:00:26Z,3897977901,56,Back,,,,,,,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183257,18,43,1,1,30,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2022-11-06T02:01:43.020Z,2022-11-06T02:01:48Z,3897919847,285,0,3897919845,56,Back,3897919963,144,7,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183261,19,49,1,1,31,6j4xzc2g1eeafo6v1f38d4x22,1,33.3,84.2,2022-11-06T02:01:44.013Z,2022-11-06T02:01:44Z,,,,,,,,,,,,,,,,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183267,20,1,1,1,32,6j4xzc2g1eeafo6v1f38d4x22,1,34,84.7,2022-11-06T02:01:44.655Z,2022-11-06T02:01:46Z,3897919903,141,94.7,3897919905,212,6.8,3897919901,140,34.2,3897919907,213,1.5,3897919899,56,Back,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183271,21,1,1,1,33,6j4xzc2g1eeafo6v1f38d4x22,0,34.3,94.4,2022-11-06T02:01:46.149Z,2022-11-06T02:01:46Z,3897919925,212,23.3,3897919917,155,,3897919923,141,65.5,3897919927,213,5.3,3897919921,140,46.2,3897919919,56,Back,,,,,,,7ex2ik73ntprjkatncipscudx,B. Kraev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183283,22,49,1,1,36,7jv344gvcvgqg7oeuc9u554dm,1,55.1,31.5,2022-11-06T02:01:48.826Z,2022-11-06T02:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,brm3r6uywyf21o3cnuizwofvu,C. M'Mombwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183295,23,1,1,1,36,7jv344gvcvgqg7oeuc9u554dm,1,55.1,31.5,2022-11-06T02:01:49.163Z,2022-11-06T03:00:35Z,3897978027,155,,3897920015,56,Right,3897920021,212,28.2,3897920017,140,77.2,3897920023,213,5.7,3897920019,141,7.9,,,,,,,brm3r6uywyf21o3cnuizwofvu,C. M'Mombwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183297,24,61,1,1,37,7jv344gvcvgqg7oeuc9u554dm,0,77.2,7.6,2022-11-06T02:01:49.825Z,2022-11-06T02:05:51Z,3897920031,56,Right,,,,,,,,,,,,,,,,,,,,,,6cke7ckocw7epjg5gj6exuytx,C. Noone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183291,22,49,1,1,38,6j4xzc2g1eeafo6v1f38d4x22,1,23.1,83.5,2022-11-06T02:01:50.789Z,2022-11-06T02:01:50Z,,,,,,,,,,,,,,,,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183307,23,1,1,1,40,6j4xzc2g1eeafo6v1f38d4x22,1,24.6,95.6,2022-11-06T02:01:53.501Z,2022-11-06T02:01:54Z,3897920093,212,8.5,3897920089,140,32.7,3897920091,141,96.5,3897920087,56,Back,3897920095,213,0.1,,,,,,,,,,b1hpmuxmbcegdii4cbq5l8kwl,J. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183311,24,1,1,1,42,6j4xzc2g1eeafo6v1f38d4x22,1,32.9,96.5,2022-11-06T02:01:54.565Z,2022-11-06T02:01:56Z,3897920111,56,Back,3897920117,212,11.7,3897920119,213,4.6,3897920113,140,31.3,3897920115,141,79.4,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183319,25,1,1,1,43,6j4xzc2g1eeafo6v1f38d4x22,1,29.5,77.8,2022-11-06T02:01:56.388Z,2022-11-06T02:02:01Z,3897920193,140,5.3,3897920195,141,60.9,3897920191,56,Back,3897920197,212,27.9,3897920199,213,3.6,,,,,,,,,,578n9sc6cucs81focurtu36c5,C. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183335,26,1,1,1,49,6j4xzc2g1eeafo6v1f38d4x22,0,10.3,59.1,2022-11-06T02:02:01.902Z,2022-11-06T02:02:05Z,3897920289,1,,3897920285,212,52.6,3897920277,157,,3897920287,213,0.1,3897920283,141,68.7,3897920279,56,Center,3897920281,140,60.0,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183349,25,8,1,1,54,7jv344gvcvgqg7oeuc9u554dm,1,38.4,21.6,2022-11-06T02:02:06.763Z,2022-11-07T08:33:31Z,3897920349,56,Back,3901885395,385,,,,,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183351,26,5,1,1,54,7jv344gvcvgqg7oeuc9u554dm,0,45.2,-1.6,2022-11-06T02:02:06.765Z,2022-11-06T02:26:07Z,3897920361,347,,3897920359,56,Back,3897920437,233,27,,,,,,,,,,,,,,,,qdjzxk5jrjnbbq6edbavp2p5,T. Uskok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183363,27,5,1,1,54,6j4xzc2g1eeafo6v1f38d4x22,1,54.8,101.6,2022-11-06T02:02:06.765Z,2022-11-06T02:02:14Z,3897920425,347,,3897920433,233,26,3897920423,56,Left,,,,,,,,,,,,,,,,56p368h15z4s1izxoz3pvu4et,O. Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183373,28,1,1,2,3,6j4xzc2g1eeafo6v1f38d4x22,1,54.2,100,2022-11-06T02:02:15.949Z,2022-11-06T02:02:18Z,3897920479,107,,3897920481,56,Back,3897920489,212,20.2,3897920483,140,44.2,3897920491,213,4.2,3897920485,141,76.6,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183377,29,1,1,2,6,6j4xzc2g1eeafo6v1f38d4x22,1,43.7,86.3,2022-11-06T02:02:18.740Z,2022-11-06T02:02:20Z,3897920515,212,5.9,3897920513,141,94.5,3897920509,56,Back,3897920517,213,1.2,3897920511,140,45.5,,,,,,,,,,30xc2y82d5xu8hkfhqrjw1z9x,S. Ugarković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482183387,30,1,1,2,7,6j4xzc2g1eeafo6v1f38d4x22,1,43.6,95.3,2022-11-06T02:02:20.316Z,2022-11-06T02:02:23Z,3897920565,213,3.3,3897920559,140,22.3,3897920563,212,22.9,3897920561,141,88.4,3897920557,56,Back,,,,,,,,,,avp78eu4gzmfcrpsnqglvwnah,S. Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
