id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2540459675,1,34,16,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-04-29T05:51:45.449Z,2023-04-29T07:18:00Z,4233605991,197,868,4233605983,59,"1, 23, 3, 17, 2, 4, 26, 19, 9, 10, 22, 8, 12, 18, 20, 25, 28, 29",4233605993,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4233605987,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4233605989,194,bgzao2jp59jygdic68s5iudat,4233605981,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4233605985,130,4,4233605979,30,"jjqk412zl7b2lbfqfkva3utx, 7yl3en0sif2gcwrtwmtmo3d1x, 9dxuc4hj1ovd3mpjrxombnm22, c243bbqbc7agln9jpv0faa6dx, 9634dv110vlqnf02k4yif14np, bgzao2jp59jygdic68s5iudat, 4ehmmuuxljgliiz7f7298h61h, 53g522ox4zpljnu57fcf4meei, b255io6lia16l5dzuxfpruhud, aiehjyb5unahdn0somr3ewa1h, bu8z6ig5wrrtgsm1qhe4fxe51, cr52lkk2tjwlz0gd34b0klyad, cuaqqokt0c82wz0bc0tt10rxm, 974s3rwvb2ls1k1no4hlaz8ph, 8b5ohtv882jce0823nuo0ugvd, ctrffnfu5yqmqf9nqyex5ky22, emzxhx2ki2r67c5l33hfv8844, 49ctudxdwjkrhz6n3ykjpmdey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540460781,1,34,16,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-04-29T05:58:36.517Z,2023-04-29T07:24:23Z,4233610601,194,bpm5mr9bgqdsnc5cesnf2ga1h,4233610593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4233610605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4233610595,59,"1, 39, 33, 19, 22, 5, 14, 17, 11, 26, 2, 3, 7, 9, 10, 18, 30, 32",4233610603,197,19113,4233610591,30,"30x4bcy7zsqgreti63wpds0yd, b64xe0hw5h2k79a52awusbkve, 3gpp1g8587gh95uzripmv9pwq, 28jkor1s3dlv2000adlztmyqy, 8d9kq8ab5olsc1w1swicqemay, bpm5mr9bgqdsnc5cesnf2ga1h, uqoseczs2k03doablx2zuusq, 6lu5jfgq3rxunqnbbxpu8ztyi, 7zbq77fks307ubp7bxvghxdqt, 6f2f519kxin4bqo4gco4lby1g, dmk1iij050mf8g3sdc3cvhazt, ccof41jyzj4bnh14u8goyjutx, 1u9k9c9uuoj9ktx8ctacv2ajt, 62ln44wo6iw2dweq0aqq04ded, ukb790rcuwjsylvtyu822prd, djh55twz4lsp63j6858ea97xm, b7d4y0mztxbfhvv81edhe508a, 9lh56gt4nxb29rm416rb6lv1m",4233610597,130,23,4233610599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479323,2,32,1,0,0,chu9blh367xs3yumct5tqto2q,1,0,0,2023-04-29T07:01:04.741Z,2023-04-29T07:01:04Z,4233708231,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479325,2,32,1,0,0,38ui5tfi8anjuh533emny2tz1,1,0,0,2023-04-29T07:01:04.741Z,2023-04-30T17:57:19Z,4233708235,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479337,3,1,1,0,0,chu9blh367xs3yumct5tqto2q,1,50.2,50.1,2023-04-29T07:01:04.841Z,2023-04-29T07:01:07Z,4233708277,56,Back,4233708285,212,15.3,4233708279,140,36.2,4233708281,141,56.3,4233708289,279,S,4233708287,213,2.9,,,,,,,6lu5jfgq3rxunqnbbxpu8ztyi,K. Grozos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479341,4,1,1,0,2,chu9blh367xs3yumct5tqto2q,1,33.3,56.3,2023-04-29T07:01:07.699Z,2023-04-29T07:07:56Z,4233708317,141,60.8,4233708319,212,3.3,4233708313,56,Back,4233708315,140,32.2,4233708321,213,1.9,,,,,,,,,,uqoseczs2k03doablx2zuusq,M. Al-Taay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479351,5,1,1,0,4,chu9blh367xs3yumct5tqto2q,0,36,65.7,2023-04-29T07:01:09.472Z,2023-04-29T07:08:06Z,4233708377,1,,4233708371,141,0.0,4233708375,213,5.5,4233708365,196,,4233708369,140,80.2,4233708367,56,Right,4233708373,212,65.2,4233708363,155,,3gpp1g8587gh95uzripmv9pwq,M. Natta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479353,3,5,1,0,7,38ui5tfi8anjuh533emny2tz1,1,20.8,101.8,2023-04-29T07:01:12.184Z,2023-04-29T07:17:39Z,4233708379,56,Back,4233708381,347,,4233708391,233,6,,,,,,,,,,,,,,,,bu8z6ig5wrrtgsm1qhe4fxe51,M. Burgess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479355,6,5,1,0,7,chu9blh367xs3yumct5tqto2q,0,79.2,-1.8,2023-04-29T07:01:12.184Z,2023-04-29T07:08:44Z,4233708397,233,3,4233708385,347,,4233708383,56,Right,,,,,,,,,,,,,,,,bpm5mr9bgqdsnc5cesnf2ga1h,M. Jurman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540479391,4,1,1,0,17,38ui5tfi8anjuh533emny2tz1,0,23.5,100,2023-04-29T07:01:22.160Z,2023-04-29T07:08:43Z,4233708575,213,6.1,4233708571,212,22.4,4233708579,1,,4233708567,140,44.5,4233708569,141,95.9,4233708565,56,Back,4233708563,107,,,,,9dxuc4hj1ovd3mpjrxombnm22,J. King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
