id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2490268149,4,1,1,0,19,9xmhnv6im8h7c9e17oqvcx8gl,1,10.3,34.2,2022-12-11T06:00:33.695Z,2022-12-11T06:08:04Z,3940304975,56,Back,3940304981,212,8.3,3940304979,141,24.7,3940304973,123,,3940304983,213,5.4,3940304977,140,15.3,,,,,,,dmxzug2enscx331w5vmdzn2s5,P. Izzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268151,5,1,1,0,24,9xmhnv6im8h7c9e17oqvcx8gl,1,25.7,22.5,2022-12-11T06:00:38.419Z,2022-12-11T06:00:40Z,3940305019,213,1.0,3940305017,212,11.1,3940305011,56,Back,3940305013,140,31.4,3940305015,141,36.3,,,,,,,,,,95sml1vx1fwwhq8p32p60e11x,J. Geria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268153,6,1,1,0,26,9xmhnv6im8h7c9e17oqvcx8gl,1,31.4,36.1,2022-12-11T06:00:40.638Z,2022-12-11T06:08:24Z,3940305047,213,5.8,3940305041,140,42.9,3940305043,141,27.3,3940305039,56,Back,3940305045,212,13.5,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268155,7,1,1,0,28,9xmhnv6im8h7c9e17oqvcx8gl,1,43.9,26.8,2022-12-11T06:00:42.194Z,2022-12-11T06:00:43Z,3940305073,212,6.1,3940305075,213,1.6,3940305069,140,43.9,3940305071,141,35.8,3940305067,56,Back,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268157,8,1,1,0,29,9xmhnv6im8h7c9e17oqvcx8gl,1,43.9,35.8,2022-12-11T06:00:43.027Z,2022-12-11T06:00:44Z,3940305095,141,36.4,3940305093,140,40.4,3940305099,213,3.0,3940305097,212,3.7,3940305091,56,Back,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268163,9,1,1,0,29,9xmhnv6im8h7c9e17oqvcx8gl,1,40.4,36.4,2022-12-11T06:00:43.882Z,2022-12-11T06:00:46Z,3940305145,212,17.0,3940305135,56,Back,3940305143,141,61.2,3940305147,213,1.7,3940305139,140,38.7,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268165,10,1,1,0,32,9xmhnv6im8h7c9e17oqvcx8gl,1,45.9,54.3,2022-12-11T06:00:46.262Z,2022-12-11T06:08:39Z,3940305167,213,5.6,3940305161,140,52.9,3940305159,56,Center,3940305163,141,45.7,3940305165,212,9.4,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268167,11,1,1,0,33,9xmhnv6im8h7c9e17oqvcx8gl,1,52.9,45.7,2022-12-11T06:00:47.403Z,2022-12-11T06:00:48Z,3940305183,141,42.7,3940305185,212,10.4,3940305179,56,Center,3940305187,213,6.1,3940305181,140,62.6,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268169,12,1,1,0,34,9xmhnv6im8h7c9e17oqvcx8gl,1,62.6,42.7,2022-12-11T06:00:48.551Z,2022-12-11T06:00:50Z,3940305197,212,10.1,3940305191,56,Center,3940305199,213,3.5,3940305193,140,53.7,3940305195,141,37.1,,,,,,,,,,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268173,13,1,1,0,36,9xmhnv6im8h7c9e17oqvcx8gl,1,54.9,35.7,2022-12-11T06:00:50.070Z,2022-12-11T06:08:46Z,3940305211,141,26.2,3940305209,140,62.2,3940305207,56,Center,3940305213,212,10.0,3940305215,213,5.6,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268171,8,45,1,0,38,7jv344gvcvgqg7oeuc9u554dm,0,35,71,2022-12-11T06:00:52.472Z,2022-12-11T06:00:54Z,3940305203,56,Back,3940305205,285,,3940305227,233,14,,,,,,,,,,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268175,14,3,1,0,38,9xmhnv6im8h7c9e17oqvcx8gl,1,65,29,2022-12-11T06:00:52.472Z,2022-12-11T13:16:47Z,3940768541,465,,3940305219,56,Center,3940305223,233,8,3940305221,286,,,,,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268177,15,1,1,0,39,9xmhnv6im8h7c9e17oqvcx8gl,1,65.1,28.8,2022-12-11T06:00:53.877Z,2022-12-11T06:04:05Z,3940305237,212,3.5,3940305231,56,Center,3940305235,141,33.7,3940305239,213,1.3,3940305233,140,66.1,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268181,16,1,1,0,40,9xmhnv6im8h7c9e17oqvcx8gl,0,64.7,42.5,2022-12-11T06:00:54.378Z,2022-12-11T06:09:15Z,3940305249,141,40.6,3940307679,233,9,3940305247,140,64.7,3940305251,212,1.3,3940307677,236,,3940307683,286,,3940305253,213,4.7,3940305245,56,Center,vfwu1evhxgeeza1pvkyaxgph,Rai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268179,9,74,1,0,40,7jv344gvcvgqg7oeuc9u554dm,1,31.1,66.9,2022-12-11T06:00:54.379Z,2022-12-11T06:50:30Z,3940307671,285,,3940307685,233,16,3940305243,56,Back,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268185,17,1,1,0,41,9xmhnv6im8h7c9e17oqvcx8gl,1,65.7,28.3,2022-12-11T06:00:55.148Z,2022-12-11T06:10:16Z,3940305279,212,18.5,3940305281,213,5.2,3940305273,56,Right,3940305275,140,74.6,3940305277,141,4.9,,,,,,,,,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268189,18,1,1,0,44,9xmhnv6im8h7c9e17oqvcx8gl,1,79.5,7.6,2022-12-11T06:00:58.438Z,2022-12-11T06:10:55Z,3940305297,213,0.6,3940305289,56,Center,3940305291,140,94.5,3940305293,141,22.4,3940305295,212,18.7,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268191,19,1,1,0,46,9xmhnv6im8h7c9e17oqvcx8gl,1,94.5,22.4,2022-12-11T06:01:00.774Z,2022-12-11T08:52:22Z,3940305315,213,1.8,3940370119,225,,3940305313,212,10.9,3940370121,386,,3940305307,56,Center,3940370123,20,,3940305309,140,92.3,3940370067,2,,abz6occh9zmu2tcsejm5uiyg9,N. D'Agostino,3940305311,141,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268193,20,1,1,0,48,9xmhnv6im8h7c9e17oqvcx8gl,1,91.9,41.2,2022-12-11T06:01:02.392Z,2022-12-11T06:12:02Z,3940308309,140,89.2,3940308311,141,50.1,3940308315,213,2.0,3940305319,56,Center,3940308323,168,,3940308313,212,6.7,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268195,21,3,1,0,49,9xmhnv6im8h7c9e17oqvcx8gl,0,89.8,44.3,2022-12-11T06:01:03.207Z,2022-12-11T08:52:31Z,3940305353,233,10,3940370167,465,,3940305323,286,,3940305321,56,Center,,,,,,,,,,,,,njzhdtpegev8seam0oe0zpp1,B. Fornaroli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268197,10,7,1,0,49,7jv344gvcvgqg7oeuc9u554dm,1,10.2,55.7,2022-12-11T06:01:03.208Z,2022-12-11T08:52:48Z,3940370315,383,,3940305327,285,,3940305329,233,21,3940305325,56,Back,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268199,11,49,1,0,50,7jv344gvcvgqg7oeuc9u554dm,1,10.6,50.4,2022-12-11T06:01:03.981Z,2022-12-11T08:52:53Z,,,,,,,,,,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268201,12,1,1,0,50,7jv344gvcvgqg7oeuc9u554dm,1,10.6,50.4,2022-12-11T06:01:04.329Z,2022-12-11T06:01:05Z,3940305339,140,25.2,3940305337,56,Back,3940305341,141,38.0,3940305345,213,5.8,3940305343,212,17.5,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268203,13,1,1,0,51,7jv344gvcvgqg7oeuc9u554dm,1,25.9,34.6,2022-12-11T06:01:05.576Z,2022-12-11T06:12:22Z,3940305363,140,38.6,3940305365,141,36.0,3940305369,213,0.1,3940305367,212,13.4,3940305361,56,Back,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268205,14,1,1,0,57,7jv344gvcvgqg7oeuc9u554dm,1,58.8,9.8,2022-12-11T06:01:11.816Z,2022-12-11T06:01:13Z,3940305381,141,4.0,3940305379,140,66.1,3940305383,212,8.6,3940305377,56,Right,3940305385,213,5.8,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268207,15,61,1,0,59,7jv344gvcvgqg7oeuc9u554dm,0,66.3,3.8,2022-12-11T06:01:13.608Z,2022-12-11T06:12:36Z,3940305389,56,Right,,,,,,,,,,,,,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268209,16,5,1,1,0,7jv344gvcvgqg7oeuc9u554dm,0,69.4,-1.8,2022-12-11T06:01:14.112Z,2022-12-11T06:03:42Z,3940305405,233,22,3940305391,56,Right,3940305393,347,,,,,,,,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268211,22,5,1,1,0,9xmhnv6im8h7c9e17oqvcx8gl,1,30.6,101.8,2022-12-11T06:01:14.112Z,2022-12-11T06:01:14Z,3940305399,233,16,3940305395,56,Back,3940305397,347,,,,,,,,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268213,23,1,1,1,17,9xmhnv6im8h7c9e17oqvcx8gl,1,30.3,100,2022-12-11T06:01:31.626Z,2022-12-11T06:13:06Z,3940305439,212,8.4,3940305433,56,Back,3940305435,140,36.0,3940305437,141,93.2,3940305431,107,,3940305441,213,5.5,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268217,24,1,1,1,19,9xmhnv6im8h7c9e17oqvcx8gl,1,35,93.5,2022-12-11T06:01:32.944Z,2022-12-11T06:13:07Z,3940305453,56,Back,3940305459,212,6.3,3940305461,213,2.7,3940305455,140,29.7,3940305457,141,97.8,,,,,,,,,,nf5y7om644176c52n91ptsyd,Nani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268219,25,1,1,1,21,9xmhnv6im8h7c9e17oqvcx8gl,0,29.7,97.8,2022-12-11T06:01:35.184Z,2022-12-11T06:13:06Z,3940305467,56,Back,3940305471,141,97.7,3940305483,233,17,3940305469,140,30.8,3940305475,213,6.2,3940305465,155,,3940305473,212,1.2,3940305481,236,,2wnqoxtt8xlglpndyjb5rb622,Cadete,3940305487,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268221,17,74,1,1,21,7jv344gvcvgqg7oeuc9u554dm,1,67.3,5.3,2022-12-11T06:01:35.185Z,2022-12-11T06:03:47Z,3940305489,233,25,3940305477,56,Right,3940305479,285,,,,,,,,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268223,18,5,1,1,22,7jv344gvcvgqg7oeuc9u554dm,0,68,-2,2022-12-11T06:01:36.200Z,2022-12-11T06:03:42Z,3940305495,347,,3940305493,56,Right,3940305505,233,26,,,,,,,,,,,,,,,,f3z4grszald48qd1fidjycidw,J. Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268225,26,5,1,1,22,9xmhnv6im8h7c9e17oqvcx8gl,1,32,102,2022-12-11T06:01:36.200Z,2022-12-11T06:01:37Z,3940305499,347,,3940305501,233,18,3940305497,56,Back,,,,,,,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268231,27,1,1,1,29,9xmhnv6im8h7c9e17oqvcx8gl,1,31.6,100,2022-12-11T06:01:43.829Z,2022-12-11T06:13:14Z,3940305529,213,5.4,3940305519,107,,3940305527,212,4.9,3940305521,56,Back,3940305525,141,96.0,3940305523,140,34.6,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268233,28,1,1,1,31,9xmhnv6im8h7c9e17oqvcx8gl,1,28.6,98.4,2022-12-11T06:01:45.016Z,2022-12-11T06:01:46Z,3940305539,212,4.1,3940305533,56,Back,3940305535,140,32.5,3940305537,141,98.4,3940305541,213,0,,,,,,,,,,cx8wxcop4vdfapgaboyzqrsvd,J. Brimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268235,29,1,1,1,32,9xmhnv6im8h7c9e17oqvcx8gl,0,32.5,98.4,2022-12-11T06:01:46.086Z,2022-12-11T06:01:47Z,3940305551,212,5.1,3940305547,140,34.2,3940305545,56,Back,3940305553,213,5.1,3940305549,141,91.4,,,,,,,,,,2wnqoxtt8xlglpndyjb5rb622,Cadete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268237,19,8,1,1,33,7jv344gvcvgqg7oeuc9u554dm,1,64.6,14.3,2022-12-11T06:01:47.736Z,2022-12-11T08:54:09Z,3940305555,56,Right,3940370965,384,,,,,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268239,20,49,1,1,34,7jv344gvcvgqg7oeuc9u554dm,1,67.7,11.4,2022-12-11T06:01:48.616Z,2022-12-11T06:01:48Z,,,,,,,,,,,,,,,,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268241,21,1,1,1,34,7jv344gvcvgqg7oeuc9u554dm,1,67.7,11.4,2022-12-11T06:01:48.761Z,2022-12-11T06:01:50Z,3940305559,140,77.2,3940305563,212,11.3,3940305557,56,Right,3940305565,213,0.5,3940305561,141,19.1,,,,,,,,,,1nrqzt5f33akpl06zanky83bp,U. Dávila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268243,22,1,1,1,36,7jv344gvcvgqg7oeuc9u554dm,1,76.1,20.6,2022-12-11T06:01:50.328Z,2022-12-11T06:14:00Z,3940305575,212,14.9,3940305573,141,42.5,3940305577,213,1.5,3940305571,140,76.7,3940305569,56,Center,,,,,,,,,,du99hpqe1ikml2wohv8ei0hxx,B. Arabuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268245,23,1,1,1,39,7jv344gvcvgqg7oeuc9u554dm,0,80.2,46.6,2022-12-11T06:01:52.937Z,2022-12-11T08:54:32Z,3940371109,4,,3940305587,212,8.1,3940305581,56,Center,3940305585,141,44.5,3940305583,140,87.8,3940305589,213,6.1,,,,,,,ebsxh1pvxhmt8olxtapkrf7xl,D. Arzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268247,30,12,1,1,40,9xmhnv6im8h7c9e17oqvcx8gl,1,11.6,46.1,2022-12-11T06:01:54.479Z,2022-12-11T08:54:44Z,3940305591,56,Back,3940305597,212,4.8,3940305593,140,15.8,3940305599,213,5.9,3940305595,141,43.3,,,,,,,,,,7h5zy4yqn4pilij1tsmm2qmzt,G. Timotheou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268249,31,49,1,1,41,9xmhnv6im8h7c9e17oqvcx8gl,1,15.8,43.3,2022-12-11T06:01:55.503Z,2022-12-11T08:54:46Z,,,,,,,,,,,,,,,,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268251,32,43,1,1,42,9xmhnv6im8h7c9e17oqvcx8gl,1,0,0,2022-12-11T06:01:56.534Z,2022-12-11T08:55:05Z,3940371401,144,49,,,,,,,,,,,,,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268253,33,1,1,1,42,9xmhnv6im8h7c9e17oqvcx8gl,0,15.8,43.3,2022-12-11T06:01:56.920Z,2022-12-11T06:14:13Z,3940305609,141,43.4,3940305605,56,Back,3940305611,212,9.5,3940305607,140,24.8,3940305613,213,0.0,,,,,,,,,,91lwbi9gd4crrnmt30yld307p,C. Ikonomidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268257,24,49,1,1,43,7jv344gvcvgqg7oeuc9u554dm,1,68.5,49.4,2022-12-11T06:01:57.280Z,2022-12-11T08:55:42Z,,,,,,,,,,,,,,,,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268261,25,1,1,1,44,7jv344gvcvgqg7oeuc9u554dm,1,68.5,49.4,2022-12-11T06:01:58.584Z,2022-12-11T06:02:00Z,3940305621,140,65.8,3940305627,213,1.7,3940305619,56,Center,3940305625,212,16.3,3940305623,141,73.0,,,,,,,,,,7gt275zxk4hkh4zvdtmo3xpzp,K. Baccus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490268263,26,1,1,1,46,7jv344gvcvgqg7oeuc9u554dm,1,65.8,73,2022-12-11T06:02:00.728Z,2022-12-11T06:14:26Z,3940305641,140,74.9,3940305647,213,0.1,3940305643,141,74.1,3940305639,56,Center,3940305645,212,9.6,,,,,,,,,,92ey6tqofzafadpm9y7af2ort,I. Vujica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
