id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/16/value
2517743583,115,15,1,13,23,6h553bwfqkoxayuv80uikkn42,1,72.9,76.2,2023-03-10T11:13:32.971Z,2023-03-10T11:13:50Z,4085210387,215,,4085210385,103,32.3,4085210001,22,,4085210083,72,,4085210005,56,Center,4085210091,233,120,4085210389,146,97.7,4085210383,102,53.1,4rv3p2e0scrkce2l3budvzqol,A. Traoré,4085210379,55,114,4085210375,77,4085210391,147,50.9,,4085210377,29,4085210003,18,,,,,,,,,,,,,,,,,,
2517743591,120,10,1,13,23,cuj4qahgk4idsme4dg8clk6gw,1,2.4,47.5,2023-03-10T11:13:33.071Z,2023-03-11T19:14:18Z,4085210049,56,Back,4090004781,378,,4085210129,233,115,4085210043,173,,4085210045,181,,4085210047,182,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743587,116,6,1,13,24,6h553bwfqkoxayuv80uikkn42,1,87,71.8,2023-03-10T11:13:34.395Z,2023-03-10T11:13:37Z,4085210033,56,Center,4085210137,233,121,4085210035,73,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743599,121,6,1,13,24,cuj4qahgk4idsme4dg8clk6gw,0,13,28.2,2023-03-10T11:13:34.395Z,2023-03-11T19:14:23Z,4085210143,233,116,4085210099,56,Back,4085210101,73,,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743733,117,1,1,13,58,6h553bwfqkoxayuv80uikkn42,0,99.5,99.5,2023-03-10T11:14:08.635Z,2023-03-11T19:14:27Z,4090005549,20,,4085210787,212,34.7,4085210785,141,49.1,4085210769,2,,4085210771,6,,4085210775,223,,4085210791,1,,4085210777,56,Center,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,4085210789,213,4.6,4085210781,140,4085210773,155,,,,,,,94.6,,,,,,,,,,,,,,,,,
2517743741,122,12,1,14,1,cuj4qahgk4idsme4dg8clk6gw,1,6.8,52.2,2023-03-10T11:14:11.365Z,2023-03-10T11:14:18Z,4085210837,213,0.8,4085210835,212,14.8,4085210839,15,,4085210833,141,68.1,4085210831,140,16.4,4085210829,56,Back,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743749,118,13,1,14,3,6h553bwfqkoxayuv80uikkn42,1,82.9,33.4,2023-03-10T11:14:13.530Z,2023-03-11T19:14:49Z,4085211033,102,45.4,4085211045,231,46.8,4085210941,20,,4085211041,458,,4085211043,230,98.1,4085211035,103,91.7,4085210869,56,Center,4085211037,215,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,4085210867,18,,4085211031,74,4085211039,328,,,4085210939,25,,,,,,,,,,,,,,,,,,,,
2517743753,119,5,1,14,4,6h553bwfqkoxayuv80uikkn42,0,101,41.7,2023-03-10T11:14:14.637Z,2023-03-10T11:16:40Z,4085210895,233,123,4085210885,56,Center,4085210887,346,,,,,,,,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743751,123,5,1,14,4,cuj4qahgk4idsme4dg8clk6gw,1,-1,58.3,2023-03-10T11:14:14.637Z,2023-03-10T11:14:15Z,4085210881,56,Back,4085210889,233,119,4085210883,346,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743833,124,1,1,14,41,cuj4qahgk4idsme4dg8clk6gw,1,3.9,57.6,2023-03-10T11:14:51.836Z,2023-03-10T11:14:55Z,4085211387,212,51.3,4085211385,141,12.3,4085211383,140,43.0,4085211395,74,,4085211379,124,,4085211391,1,,4085211389,213,5.6,4085211381,56,Back,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743837,125,44,1,14,45,cuj4qahgk4idsme4dg8clk6gw,1,44.4,14.9,2023-03-10T11:14:55.132Z,2023-03-10T11:14:56Z,4085211405,56,Back,4085211407,285,,4085211415,233,120,,,,,,,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743835,120,44,1,14,45,6h553bwfqkoxayuv80uikkn42,0,55.6,85.1,2023-03-10T11:14:55.133Z,2023-03-10T11:14:56Z,4085211419,233,125,4085211401,56,Left,4085211403,286,,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743841,126,1,1,14,45,cuj4qahgk4idsme4dg8clk6gw,0,42.5,12.3,2023-03-10T11:14:55.326Z,2023-03-10T11:14:56Z,4085211431,141,11.3,4085211429,140,59.2,4085211423,3,,4085211433,212,17.5,4085211435,213,6.2,4085211427,56,Right,4085211425,168,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743843,121,49,1,14,47,6h553bwfqkoxayuv80uikkn42,1,36.7,89.3,2023-03-10T11:14:57.402Z,2023-03-10T11:14:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743849,122,1,1,14,48,6h553bwfqkoxayuv80uikkn42,1,35.3,88.7,2023-03-10T11:14:58.674Z,2023-03-11T19:15:03Z,4085211495,212,27.6,4085211489,56,Back,4085211497,213,4.0,4085211491,140,17.9,4085211493,141,58.2,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743853,123,1,1,14,51,6h553bwfqkoxayuv80uikkn42,1,17.3,56.6,2023-03-10T11:15:01.754Z,2023-03-10T11:15:05Z,4085211539,140,39.7,4085211545,213,5.4,4085211547,1,,4085211541,141,11.9,4085211537,56,Back,4085211543,212,38.4,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743871,124,1,1,14,57,6h553bwfqkoxayuv80uikkn42,1,56.7,14.3,2023-03-10T11:15:06.890Z,2023-03-10T11:15:11Z,4085211629,141,3.5,4085211631,212,9.1,4085211625,56,Right,4085211627,140,61.8,4085211633,213,5.3,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743891,125,1,1,15,1,6h553bwfqkoxayuv80uikkn42,1,64.4,6.8,2023-03-10T11:15:10.954Z,2023-03-10T11:15:15Z,4085211753,141,21.5,4085211751,140,47.9,4085211749,56,Back,4085211757,213,2.6,4085211755,212,20.0,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743905,126,1,1,15,5,6h553bwfqkoxayuv80uikkn42,1,49,27.1,2023-03-10T11:15:15.690Z,2023-03-10T11:15:17Z,4085211819,213,1.6,4085211811,56,Back,4085211813,140,47.3,4085211817,212,25.6,4085211815,141,64.7,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743917,127,1,1,15,7,6h553bwfqkoxayuv80uikkn42,1,47.3,64.7,2023-03-10T11:15:17.338Z,2023-03-10T11:15:20Z,4085211887,140,61.2,4085211893,213,0.9,4085211885,56,Left,4085211891,212,24.3,4085211889,141,93.2,,,,,,,,,,3ivpa9dqlbrg7dc71nsmaw1d5,T. Beadling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743931,128,1,1,15,10,6h553bwfqkoxayuv80uikkn42,1,63.3,95.6,2023-03-10T11:15:20.377Z,2023-03-10T11:15:23Z,4085211965,56,Left,4085211967,140,70.3,4085211973,213,6.2,4085211969,141,95.0,4085211971,212,7.4,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743933,129,1,1,15,13,6h553bwfqkoxayuv80uikkn42,1,69.9,93.8,2023-03-10T11:15:23.290Z,2023-03-10T11:15:24Z,4085211999,213,4.2,4085211991,56,Left,4085211993,140,66.7,4085211997,212,6.4,4085211995,141,85.8,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743935,130,1,1,15,14,6h553bwfqkoxayuv80uikkn42,1,66.7,85.8,2023-03-10T11:15:24.266Z,2023-03-10T11:15:25Z,4085212007,140,68.4,4085212013,213,1.3,4085212011,212,5.8,4085212005,56,Left,4085212009,141,93.9,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743943,131,1,1,15,15,6h553bwfqkoxayuv80uikkn42,1,68.4,93.9,2023-03-10T11:15:25.114Z,2023-03-10T11:15:27Z,4085212049,141,93.0,4085212053,213,3.2,4085212051,212,11.0,4085212047,140,57.9,4085212045,56,Left,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743947,132,1,1,15,17,6h553bwfqkoxayuv80uikkn42,1,55,82,2023-03-10T11:15:27.850Z,2023-03-11T19:15:37Z,4085212083,213,4.3,4085212079,141,61.2,4085212081,212,15.8,4085212075,56,Back,4085212077,140,48.3,,,,,,,,,,3ivpa9dqlbrg7dc71nsmaw1d5,T. Beadling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743977,133,1,1,15,20,6h553bwfqkoxayuv80uikkn42,1,49.3,58.2,2023-03-10T11:15:30.521Z,2023-03-10T11:15:35Z,4085212265,140,59.3,4085212267,141,6.4,4085212273,1,,4085212271,213,5.0,4085212263,56,Right,4085212269,212,36.8,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517743995,134,1,1,15,25,6h553bwfqkoxayuv80uikkn42,1,67.4,8.3,2023-03-10T11:15:34.985Z,2023-03-10T11:15:37Z,4085212359,140,75.3,4085212365,213,0.5,4085212357,56,Right,4085212363,212,9.7,4085212361,141,15.7,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744015,135,1,1,15,27,6h553bwfqkoxayuv80uikkn42,1,76.1,19.8,2023-03-10T11:15:37.322Z,2023-03-11T19:15:46Z,4085212467,212,12.2,4085212465,141,3.4,4085212463,140,80.9,4085212469,213,5.1,4085212461,56,Right,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744019,136,1,1,15,32,6h553bwfqkoxayuv80uikkn42,1,86.9,19.6,2023-03-10T11:15:42.042Z,2023-03-11T19:15:56Z,4085212489,213,1.8,4085212481,56,Center,4085212483,140,85.3,4085212487,212,8.1,4085212485,141,31.3,,,,,,,,,,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744027,137,1,1,15,33,6h553bwfqkoxayuv80uikkn42,1,85.2,31.3,2023-03-10T11:15:43.481Z,2023-03-10T11:15:44Z,4085212549,213,3.3,4085212541,56,Center,4085212543,140,75.5,4085212547,212,10.3,4085212545,141,29.6,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744041,138,1,1,15,34,6h553bwfqkoxayuv80uikkn42,1,75.5,29.6,2023-03-10T11:15:44.778Z,2023-03-10T11:15:49Z,4085212627,213,5.7,4085212619,56,Right,4085212625,212,25.8,4085212623,141,9.4,4085212621,140,96.3,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744061,139,1,1,15,39,6h553bwfqkoxayuv80uikkn42,1,97.7,4.3,2023-03-10T11:15:49.546Z,2023-03-10T11:15:54Z,4085212749,141,3.8,4085212753,213,3.2,4085212751,212,8.7,4085212747,140,89.4,4085212745,56,Right,,,,,,,,,,9xqw0h9piwsalgt47y5m6fr2t,R. Amalfitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744063,140,61,1,15,44,6h553bwfqkoxayuv80uikkn42,0,97.2,24.8,2023-03-10T11:15:54.506Z,2023-03-10T11:15:57Z,4085212761,56,Center,,,,,,,,,,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744073,128,52,1,15,45,cuj4qahgk4idsme4dg8clk6gw,1,3.4,60.6,2023-03-10T11:15:55.515Z,2023-03-11T19:16:09Z,4090014299,376,,,,,,,,,,,,,,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744113,129,1,1,16,1,cuj4qahgk4idsme4dg8clk6gw,1,11.9,66.9,2023-03-10T11:16:11.451Z,2023-03-10T11:16:16Z,4085213213,189,,4085213109,141,79.6,4085213113,213,0.6,4085213103,123,,4085213107,140,23.5,4085213105,56,Back,4085213111,212,14.9,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744115,130,1,1,16,2,cuj4qahgk4idsme4dg8clk6gw,1,23.6,80.2,2023-03-10T11:16:12.683Z,2023-03-10T11:16:17Z,4085213133,212,10.9,4085213129,140,27.7,4085213131,141,65.4,4085213135,213,5.1,4085213127,56,Back,4085213231,189,,,,,,,,68mqljqiwgzgextvvyncb3avp,M. Beevers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744127,131,1,1,16,3,cuj4qahgk4idsme4dg8clk6gw,1,27.7,65.2,2023-03-10T11:16:13.579Z,2023-03-10T11:16:16Z,4085213197,141,47.0,4085213195,140,10.6,4085213201,213,3.7,4085213199,212,21.8,4085213193,56,Back,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744135,132,1,1,16,8,cuj4qahgk4idsme4dg8clk6gw,1,9.4,48.8,2023-03-10T11:16:17.884Z,2023-03-10T11:16:19Z,4085213241,56,Back,4085213249,213,4.8,4085213243,140,9.9,4085213245,141,33.0,4085213247,212,10.8,,,,,,,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744141,133,1,1,16,9,cuj4qahgk4idsme4dg8clk6gw,1,10.7,29.5,2023-03-10T11:16:19.452Z,2023-03-10T11:16:21Z,4085213285,212,15.1,4085213287,213,5.0,4085213279,56,Back,4085213281,140,14.9,4085213283,141,8.2,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744147,134,1,1,16,11,cuj4qahgk4idsme4dg8clk6gw,0,14.9,8.2,2023-03-10T11:16:21.004Z,2023-03-10T11:16:24Z,4085213331,213,0.0,4085213329,212,43.5,4085213323,56,Right,4085213333,1,,4085213327,141,9.7,4085213325,140,56.3,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744161,141,1,1,16,15,6h553bwfqkoxayuv80uikkn42,1,42.6,87.2,2023-03-10T11:16:25.577Z,2023-03-10T11:16:29Z,4085213409,140,18.7,4085213415,213,3.8,4085213407,56,Back,4085213413,212,30.6,4085213411,141,61.4,,,,,,,,,,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744165,142,49,1,16,19,6h553bwfqkoxayuv80uikkn42,1,18.6,61.4,2023-03-10T11:16:28.905Z,2023-03-10T11:16:29Z,,,,,,,,,,,,,,,,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744179,143,1,1,16,20,6h553bwfqkoxayuv80uikkn42,1,19.4,61.5,2023-03-10T11:16:30.425Z,2023-03-10T11:16:31Z,4085213509,141,60.3,4085213513,213,6.1,4085213507,140,24.9,4085213511,212,5.8,4085213505,56,Back,,,,,,,,,,98blyfvs09u1j6m7ltbqai9xx,L. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744201,144,1,1,16,24,6h553bwfqkoxayuv80uikkn42,1,26.6,61.5,2023-03-10T11:16:34.106Z,2023-03-10T11:18:17Z,4085213617,140,47.2,4085213621,212,30.7,4085213613,56,Back,4085213623,213,0.8,4085213619,141,93.5,,,,,,,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744229,145,1,1,16,29,6h553bwfqkoxayuv80uikkn42,1,48.2,93.3,2023-03-10T11:16:39.561Z,2023-03-10T11:16:44Z,4085213749,141,80.4,4085213753,213,4.0,4085213747,140,41.6,4085213745,56,Back,4085213751,212,11.2,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744243,146,1,1,16,34,6h553bwfqkoxayuv80uikkn42,1,46.9,62.7,2023-03-10T11:16:44.331Z,2023-03-11T19:16:56Z,4085213833,56,Center,4085213835,140,86.2,4085213843,1,,4085213837,141,62.1,4085213831,155,,4085213839,212,41.3,4085213841,213,6.3,4085214465,210,15,dxb1r4gqgxkngb0pzvfby9iol,M. Schneiderlin,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2517744249,135,45,1,16,37,cuj4qahgk4idsme4dg8clk6gw,0,11.8,34.8,2023-03-10T11:16:47.753Z,2023-03-10T11:16:49Z,4085213857,285,,4085213855,56,Back,4085213913,233,147,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744251,147,3,1,16,37,6h553bwfqkoxayuv80uikkn42,1,88.2,65.2,2023-03-10T11:16:47.753Z,2023-03-11T19:16:48Z,4085213871,56,Center,4090017731,464,,4085213873,286,,4085213909,233,135,,,,,,,,,,,,,pc2pewu255axe28t955qjcnp,B. Borello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744253,148,15,1,16,39,6h553bwfqkoxayuv80uikkn42,1,88.3,60.8,2023-03-10T11:16:48.889Z,2023-03-11T19:16:56Z,4085213883,17,,4085214487,230,98.1,4085214485,147,59.6,4085213885,56,Center,4085214065,82,,4085214471,29,,4085214483,146,90.3,4085214479,103,16.7,pc2pewu255axe28t955qjcnp,B. Borello,4085214489,231,51.8,4085214473,55,4085214481,215,,,4085214059,20,4085214469,78,146,4085214477,102,51.8,4085213881,22,4085214537,233,136,,,,,,,,,
2517744257,136,10,1,16,39,cuj4qahgk4idsme4dg8clk6gw,1,13.5,37.1,2023-03-10T11:16:48.989Z,2023-03-10T11:17:37Z,4085214087,233,148,4085213905,94,,4085213907,56,Back,,,,,,,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744267,137,49,1,16,41,cuj4qahgk4idsme4dg8clk6gw,1,21.9,36.4,2023-03-10T11:16:50.924Z,2023-03-10T11:16:51Z,,,,,,,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744273,138,50,1,16,41,cuj4qahgk4idsme4dg8clk6gw,1,24.2,27.4,2023-03-10T11:16:51.708Z,2023-03-10T11:16:55Z,4085213959,56,Back,4085214043,233,149,4085213961,285,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744281,149,7,1,16,41,6h553bwfqkoxayuv80uikkn42,1,75.8,72.6,2023-03-10T11:16:51.709Z,2023-03-11T19:18:13Z,4085214035,233,138,4090025089,383,,4085214001,56,Center,4085214003,286,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744287,150,61,1,16,44,6h553bwfqkoxayuv80uikkn42,1,76.1,81.3,2023-03-10T11:16:54.274Z,2023-03-10T11:16:54Z,4085214013,56,Left,,,,,,,,,,,,,,,,,,,,,,1yqlkot5sh85ot3eemo67djv9,Y. N'Gbakoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744299,151,49,1,16,45,6h553bwfqkoxayuv80uikkn42,1,74.2,82.4,2023-03-10T11:16:55.025Z,2023-03-11T19:18:18Z,,,,,,,,,,,,,,,,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744303,152,1,1,16,46,6h553bwfqkoxayuv80uikkn42,1,74.2,82.4,2023-03-10T11:16:56.122Z,2023-03-10T11:16:57Z,4085214095,56,Center,4085214101,212,4.6,4085214097,140,71.3,4085214099,141,77.4,4085214103,213,4.0,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744321,153,1,1,16,47,6h553bwfqkoxayuv80uikkn42,1,71.3,77.4,2023-03-10T11:16:57.658Z,2023-03-10T11:17:00Z,4085214173,141,86.9,4085214171,140,82.9,4085214169,56,Left,4085214177,213,0.5,4085214175,212,13.8,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744323,154,1,1,16,50,6h553bwfqkoxayuv80uikkn42,1,88.5,92.3,2023-03-10T11:17:00.809Z,2023-03-11T19:18:31Z,4085214195,212,19.7,4090026617,386,,4090026615,225,,4085214197,213,4.8,4085214193,141,63.5,4085214185,2,,4085214189,56,Center,4090026619,72,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,4085214191,140,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744345,155,1,1,16,54,6h553bwfqkoxayuv80uikkn42,1,97.1,73.5,2023-03-10T11:17:04.409Z,2023-03-10T11:17:08Z,4085214285,140,94.0,4085214287,141,83.9,4085214291,213,2.0,4085214289,212,7.8,4085214283,56,Left,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744359,156,1,1,16,58,6h553bwfqkoxayuv80uikkn42,1,92.7,85.8,2023-03-10T11:17:08.329Z,2023-03-10T11:17:09Z,4085214351,213,3.8,4085214337,140,89.5,4085214341,141,81.8,4085214345,212,4.3,4085214333,56,Left,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744365,157,1,1,16,59,6h553bwfqkoxayuv80uikkn42,1,89.5,81.8,2023-03-10T11:17:09.322Z,2023-03-10T11:17:10Z,4085214399,212,9.4,4085214397,141,93.3,4085214401,213,2.2,4085214395,140,84.5,4085214393,56,Left,,,,,,,,,,e8iey6bpyyfd0u8lovucrc2xh,M. Ninković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744383,158,1,1,17,0,6h553bwfqkoxayuv80uikkn42,1,84,93.8,2023-03-10T11:17:10.729Z,2023-03-10T11:17:15Z,4085214511,212,18.5,4085214505,56,Left,4085214507,140,67.7,4085214513,213,3.5,4085214509,141,83.3,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744387,159,1,1,17,5,6h553bwfqkoxayuv80uikkn42,1,69.9,71.3,2023-03-10T11:17:15.289Z,2023-03-10T11:18:04Z,4085214529,213,4.8,4085214521,56,Center,4085214527,212,12.7,4085214525,141,52.6,4085214523,140,70.7,,,,,,,,,,3ivpa9dqlbrg7dc71nsmaw1d5,T. Beadling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744423,160,1,1,17,7,6h553bwfqkoxayuv80uikkn42,1,68.7,47.5,2023-03-10T11:17:17.450Z,2023-03-10T11:17:22Z,4085214687,1,,4085214685,213,0.9,4085214683,212,36.5,4085214679,140,90.8,4085214677,56,Left,4085214665,155,,4085214681,141,89.0,,,,9iebtrpherpydugn7m9hrcl3p,T. Mrčela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744427,161,1,1,17,12,6h553bwfqkoxayuv80uikkn42,1,91.4,87,2023-03-10T11:17:22.057Z,2023-03-10T11:17:23Z,4085214719,212,5.0,4085214713,56,Left,4085214721,213,3.6,4085214717,141,84.0,4085214715,140,87.1,,,,,,,,,,4rv3p2e0scrkce2l3budvzqol,A. Traoré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744433,162,1,1,17,13,6h553bwfqkoxayuv80uikkn42,0,85.8,82.4,2023-03-10T11:17:23.513Z,2023-03-10T11:17:24Z,4085214757,213,5.3,4085214755,212,3.7,4085214753,141,77.9,4085214751,140,87.8,4085214749,56,Center,,,,,,,,,,dreyp9vpkgl8t38erpkrfwsbu,C. Nieuwenhof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517744437,139,8,1,17,14,cuj4qahgk4idsme4dg8clk6gw,1,11.6,26.4,2023-03-10T11:17:24.365Z,2023-03-11T19:19:00Z,4090029013,385,,4085214779,56,Back,,,,,,,,,,,,,,,,,,,5ik9yg42hblwa27q4p29awyj9,A. McEneff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
