id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2496325549,2,34,16,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-01-10T10:10:23.719Z,2023-01-10T11:43:10Z,3972393893,30,"1vr7xk50jy6ytnogke8h6ciga, cufgsqfkltgeb7ak2uan2dqdx, 8gzsegmgy3fjcluzdci515j2t, 68mqljqiwgzgextvvyncb3avp, adhfs6658xx5hpxur1496kv6d, 5pjrdhytzrteyqxxcvxxhjqax, 7vq2cctowa657lg0v740lhtjp, 9sczcrp79182vio8prnrw5kdm, d1vlidmmd1z2oc6h24i2v5fro, djz5cm1g7ouen2y4o7w35jbl6, 4wk0sw7u4c17v2owhx5bhmusq, 5c8v9xugyq3jm2kik1eeoptnu, 61rdelnm1qf1rh24z6omazu1h, 869lv47g5aohwwzeyzx9xmt7u, 1e1wh213cg8q6lsqa3kvbjdka, 90cmfctiu1b17s790t26ddcd1, 4oqiyxgv3i7lhki54wqjtyqz8, bnpu23zlwzn5gtr4t8j8qtnh0",3972438911,197,18077,3972393899,130,10,3972393905,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3972393901,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3972393895,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3972393903,194,7vq2cctowa657lg0v740lhtjp,3972393897,59,"13, 7, 14, 5, 29, 2, 8, 4, 43, 12, 16, 3, 18, 19, 20, 33, 36, 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496327039,1,34,16,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-01-10T10:20:57.469Z,2023-01-10T11:46:47Z,3972400559,59,"23, 19, 28, 3, 6, 2, 13, 26, 10, 27, 17, 1, 7, 8, 11, 16, 35, 37",3972438135,197,16726,3972400563,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3972400561,130,11,3972400565,194,abfwfqsv8o9xsnkor896869cl,3972400557,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",3972400567,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3972400555,30,"cb0y1hi0ozn1rx00vx6a1xr6x, 4gn22fnshsmgxyayuj2p77v85, 4s2umn33b5fo5zcpkwjcbry7d, bhl2kwvi52osrdsdnbtw45lyi, ez47kkcz2wgypddldq97yz2dx, 7mgwfxva7w88k90jhjd1wx3o5, 1hcnrw2udxcdff6bre73sv1pm, abfwfqsv8o9xsnkor896869cl, bcb8xguyk226cmw4wvkkxpgix, dhnssdf1iuorniavvla5zbwx6, uyhh5u2ezau9f095symdh3sa, 26vm9o1w3l4behscs3hk4d8x6, cl816ciqmvh4bjzm9vjq4wyga, czbwauhn3z2a0t8t6qreuq1yi, 11kqna4zthfmc592eudehj3oq, c0p9hlssgk28sutlee99c24t1, 6jri9zzc1ccwcof95srv8h4pg, c413xc7nwpwdiyesrt46zhfys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336889,2,32,1,0,0,v046no35g7ebk8lytdjmfb43,1,0,0,2023-01-10T11:30:29.393Z,2023-01-10T11:30:30Z,3972439563,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336879,3,32,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,0,0,2023-01-10T11:30:29.393Z,2023-01-11T15:07:26Z,3972439541,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336911,4,1,1,0,0,cuj4qahgk4idsme4dg8clk6gw,1,50.1,50,2023-01-10T11:30:29.493Z,2023-01-11T16:40:59Z,3972439621,140,46.0,3972439629,279,S,3972439623,141,53.7,3972439627,213,2.6,3972439619,56,Back,3972439625,212,5.0,,,,,,,d1vlidmmd1z2oc6h24i2v5fro,A. Zimarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336921,5,1,1,0,2,cuj4qahgk4idsme4dg8clk6gw,0,48.3,49.7,2023-01-10T11:30:31.772Z,2023-01-11T15:28:57Z,3972439661,141,0.0,3972439655,155,,3972439667,1,,3972439657,56,Right,3972439663,212,52.0,3972439659,140,84.8,3972439665,213,5.5,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336951,3,5,1,0,5,v046no35g7ebk8lytdjmfb43,1,16.2,100.8,2023-01-10T11:30:34.430Z,2023-01-11T15:29:01Z,3972439741,56,Back,3972439745,233,6,3972439743,347,,,,,,,,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336923,6,5,1,0,5,cuj4qahgk4idsme4dg8clk6gw,0,83.8,-0.8,2023-01-10T11:30:34.430Z,2023-01-11T15:29:01Z,3972439749,233,3,3972439675,347,,3972439673,56,Right,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336961,4,1,1,0,12,v046no35g7ebk8lytdjmfb43,1,24.9,100,2023-01-10T11:30:42.235Z,2023-01-10T11:30:44Z,3972439769,107,,3972439777,212,17.9,3972439775,141,92.4,3972439771,56,Back,3972439779,213,5.9,3972439773,140,41.0,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336965,5,44,1,0,13,v046no35g7ebk8lytdjmfb43,1,40.5,89.8,2023-01-10T11:30:42.570Z,2023-01-10T12:22:54Z,3972439839,233,7,3972439791,56,Back,3972439793,285,,,,,,,,,,,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336975,7,44,1,0,13,cuj4qahgk4idsme4dg8clk6gw,0,59.5,10.2,2023-01-10T11:30:42.571Z,2023-01-10T12:22:39Z,3972439825,286,,3972439843,233,5,3972439823,56,Right,,,,,,,,,,,,,,,,5pjrdhytzrteyqxxcvxxhjqax,J. Koutroumbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336969,6,1,1,0,13,v046no35g7ebk8lytdjmfb43,1,41,92.4,2023-01-10T11:30:42.843Z,2023-01-11T15:30:34Z,3972439807,141,80.3,3972439805,140,36.4,3972439801,3,,3972439811,213,4.2,3972439809,212,9.5,3972439803,56,Back,,,,,,,bcb8xguyk226cmw4wvkkxpgix,N. Mileusnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336977,7,1,1,0,14,v046no35g7ebk8lytdjmfb43,0,36.4,80.3,2023-01-10T11:30:43.626Z,2023-01-11T15:30:43Z,3972439829,56,Back,3972439833,141,85.4,3972439835,212,10.4,3972439831,140,27.1,3972439837,213,2.8,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336989,8,49,1,0,16,cuj4qahgk4idsme4dg8clk6gw,1,64.4,16.7,2023-01-10T11:30:46.254Z,2023-01-10T12:22:40Z,,,,,,,,,,,,,,,,,,,,,,,,,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496336999,9,1,1,0,17,cuj4qahgk4idsme4dg8clk6gw,1,64.4,16.7,2023-01-10T11:30:46.470Z,2023-01-10T12:22:41Z,3972439893,212,6.6,3972439895,213,4.6,3972439887,56,Right,3972439891,141,7.1,3972439889,140,63.7,,,,,,,,,,djz5cm1g7ouen2y4o7w35jbl6,L. Ivanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496337003,10,3,1,0,18,cuj4qahgk4idsme4dg8clk6gw,0,63.7,7.1,2023-01-10T11:30:48.037Z,2023-01-11T15:32:45Z,3972470733,211,,3973604305,465,,3972439903,56,Right,3972470723,286,,,,,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496337009,8,49,1,0,19,v046no35g7ebk8lytdjmfb43,1,25,95,2023-01-10T11:30:49.282Z,2023-01-11T15:32:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496558677,828,1,1,0,20,v046no35g7ebk8lytdjmfb43,0,24.9,96.8,2023-01-10T11:30:49.916Z,2023-01-11T15:32:35Z,3973604235,56,Back,3973604241,212,12.2,3973604237,140,36.1,3973604239,141,91.9,3973604243,213,6.0,,,,,,,,,,4s2umn33b5fo5zcpkwjcbry7d,J. Knowles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496558699,827,49,1,0,21,cuj4qahgk4idsme4dg8clk6gw,1,63.9,8.1,2023-01-10T11:30:50.452Z,2023-01-11T15:33:07Z,,,,,,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496337581,31,50,1,0,22,cuj4qahgk4idsme4dg8clk6gw,1,65,11.6,2023-01-10T11:30:51.393Z,2023-01-11T15:32:15Z,3972441907,56,Right,3972441909,286,,3972441961,233,9,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496337011,9,7,1,0,22,v046no35g7ebk8lytdjmfb43,0,35,88.4,2023-01-10T11:30:51.394Z,2023-01-11T15:34:38Z,3973605285,385,,3972439927,285,,3972441957,233,31,3972439925,56,Back,,,,,,,,,,,,,1hcnrw2udxcdff6bre73sv1pm,H. Hore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496345177,401,50,1,0,23,cuj4qahgk4idsme4dg8clk6gw,1,63.8,15.4,2023-01-10T11:30:52.492Z,2023-01-11T15:34:52Z,3972478289,286,,3972478307,233,402,3972478287,56,Right,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
