id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/13/value,qualifier/17/value
2506124737,5,3,1,0,7,cuj4qahgk4idsme4dg8clk6gw,1,67.6,32.9,2023-02-11T11:31:09.301Z,2023-03-04T13:34:20Z,4023875785,233,4,4070706601,464,,4023875771,56,Center,4023875773,286,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506869503,768,3,1,0,10,cuj4qahgk4idsme4dg8clk6gw,0,70.3,30.3,2023-02-11T11:31:12.448Z,2023-02-12T09:15:22Z,4027736917,56,Center,4027736925,467,7q8urr40blud747zzb3io8w5x,4027736923,465,,4027736921,286,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506124739,6,4,1,0,11,cuj4qahgk4idsme4dg8clk6gw,1,70,34.4,2023-02-11T11:31:13.941Z,2023-02-11T11:32:53Z,4023875775,13,,4023875831,233,5,4023875781,265,,4023875777,56,Center,4023875779,152,,4023875783,286,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506124747,5,4,1,0,11,c33jm806py6adse5wv9wx6ch1,0,30,65.6,2023-02-11T11:31:13.942Z,2023-02-11T11:31:18Z,4023875829,285,,4023875821,56,Back,4023875819,13,,4023875835,233,6,4023875825,265,,4023875823,152,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506124945,7,1,1,0,49,cuj4qahgk4idsme4dg8clk6gw,0,75.6,21.2,2023-02-11T11:31:51.805Z,2023-02-12T11:33:11Z,4023876789,155,,4023876787,5,,4023876801,213,0.9,4027901419,224,,4023876795,140,87.8,4023876793,56,Center,4023876799,212,19.6,4023876797,141,43.1,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,4027901421,20,4023876791,152,4023876785,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506124977,6,12,1,0,50,c33jm806py6adse5wv9wx6ch1,1,11.8,61.4,2023-02-11T11:31:52.386Z,2023-02-12T11:36:33Z,4023876945,212,2.8,4023876941,140,14.0,4023876943,141,59.1,4023876939,56,Back,4023876947,213,5.7,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506145641,369,61,1,0,51,cuj4qahgk4idsme4dg8clk6gw,1,85.6,45.4,2023-02-11T11:31:53.275Z,2023-02-12T11:36:34Z,4023980803,56,Center,,,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506904675,892,49,1,0,52,c33jm806py6adse5wv9wx6ch1,1,13.5,49.9,2023-02-11T11:31:54.931Z,2023-02-12T16:26:50Z,,,,,,,,,,,,,,,,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506124997,7,12,1,0,53,c33jm806py6adse5wv9wx6ch1,1,14,59.1,2023-02-11T11:31:56.194Z,2023-02-12T16:26:49Z,4023877031,141,81.5,4023877033,212,37.1,4023877035,213,0.4,4023877027,56,Back,4023877029,140,46.2,,,,,,,,,,446scvw0ckoxnvnsqcqocve1h,V. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506904967,769,49,1,0,55,cuj4qahgk4idsme4dg8clk6gw,1,54.2,19.6,2023-02-11T11:31:57.696Z,2023-02-12T11:38:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125025,8,1,1,0,59,cuj4qahgk4idsme4dg8clk6gw,1,51.4,22.9,2023-02-11T11:32:02.214Z,2023-03-04T13:37:12Z,4023877147,213,2.7,4023877143,141,38.8,4023877139,56,Back,4023877141,140,26.8,4023877145,212,28.0,,,,,,,,,,8gzsegmgy3fjcluzdci515j2t,J. Clisby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125045,9,1,1,1,0,cuj4qahgk4idsme4dg8clk6gw,1,27.3,36.7,2023-02-11T11:32:02.534Z,2023-02-12T11:38:23Z,4023877261,212,54.0,4023877255,56,Right,4023877253,155,,4023877263,213,6.0,4023877265,1,,4023877257,140,76.9,4023877259,141,15.8,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125053,10,61,1,1,1,cuj4qahgk4idsme4dg8clk6gw,1,77.7,16.1,2023-02-11T11:32:03.318Z,2023-02-12T11:40:00Z,4023877289,56,Right,,,,,,,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125069,11,1,1,1,2,cuj4qahgk4idsme4dg8clk6gw,1,76.4,7.7,2023-02-11T11:32:05.007Z,2023-02-12T11:40:01Z,4023877371,212,6.4,4023877365,140,82.5,4023877373,213,0.1,4023877361,56,Right,4023877369,141,8.3,,,,,,,,,,cufgsqfkltgeb7ak2uan2dqdx,R. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506905389,770,61,1,1,3,cuj4qahgk4idsme4dg8clk6gw,1,84.9,9.2,2023-02-11T11:32:05.946Z,2023-02-12T11:40:03Z,4027916559,56,Right,,,,,,,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125085,8,49,1,1,4,c33jm806py6adse5wv9wx6ch1,1,14.3,91.1,2023-02-11T11:32:07.259Z,2023-02-12T11:40:06Z,,,,,,,,,,,,,,,,,,,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125091,9,1,1,1,5,c33jm806py6adse5wv9wx6ch1,0,14.3,91.1,2023-02-11T11:32:07.386Z,2023-02-12T11:40:09Z,4023877465,56,Back,4023877471,212,33.7,4023877473,213,6.3,4023877475,1,,4023877469,141,90.8,4023877467,140,46.4,,,,,,,8wbljx8706rh6uyhf8eegl1w5,S. Jamieson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125095,12,49,1,1,9,cuj4qahgk4idsme4dg8clk6gw,1,54.3,13.4,2023-02-11T11:32:11.310Z,2023-02-12T11:40:32Z,,,,,,,,,,,,,,,,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125125,13,1,1,1,11,cuj4qahgk4idsme4dg8clk6gw,1,54.3,13.4,2023-02-11T11:32:13.495Z,2023-02-11T11:32:18Z,4023877671,213,3.0,4023877665,140,32.8,4023877663,56,Back,4023877669,212,23.0,4023877667,141,19.7,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125145,14,1,1,1,16,cuj4qahgk4idsme4dg8clk6gw,1,29.7,21.5,2023-02-11T11:32:18.391Z,2023-02-11T11:32:21Z,4023877769,140,39.2,4023877767,56,Back,4023877771,141,25.9,4023877773,212,10.4,4023877775,213,0.3,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125159,15,1,1,1,18,cuj4qahgk4idsme4dg8clk6gw,1,38.9,26.5,2023-02-11T11:32:21.111Z,2023-02-11T11:32:24Z,4023877837,213,3.6,4023877831,140,23.6,4023877833,141,14.3,4023877835,212,18.1,4023877829,56,Back,,,,,,,,,,9sczcrp79182vio8prnrw5kdm,L. Bodnar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125167,16,1,1,1,21,cuj4qahgk4idsme4dg8clk6gw,0,20.2,10.3,2023-02-11T11:32:24.119Z,2023-02-11T11:32:24Z,4023877869,213,0.0,4023877867,212,12.7,4023877861,56,Back,4023877863,140,32.3,4023877865,141,11.0,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125175,10,49,1,1,22,c33jm806py6adse5wv9wx6ch1,1,70.9,93.6,2023-02-11T11:32:24.475Z,2023-02-12T11:41:47Z,,,,,,,,,,,,,,,,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125201,11,1,1,1,23,c33jm806py6adse5wv9wx6ch1,1,70.8,93.8,2023-02-11T11:32:25.987Z,2023-02-12T11:41:57Z,4023877993,141,99.1,4023877991,140,79.2,4023877995,212,9.5,4023877997,213,0.4,4023877989,56,Left,,,,,,,,,,7cdvlgpi8g3e8ttspzvr1k251,M. Leckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125203,12,1,1,1,26,c33jm806py6adse5wv9wx6ch1,0,74.9,95.7,2023-02-11T11:32:28.893Z,2023-02-11T12:22:38Z,4023878001,56,Left,4023878007,212,1.7,4023878009,213,3.1,4023878023,286,,4023878005,141,95.7,4023878003,140,73.3,4023878017,236,,4023878019,233,17,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125199,17,74,1,1,26,cuj4qahgk4idsme4dg8clk6gw,1,30.9,6.7,2023-02-11T11:32:28.894Z,2023-02-11T12:43:05Z,4023877987,285,,4023878027,233,12,4023877985,56,Back,,,,,,,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125205,18,1,1,1,27,cuj4qahgk4idsme4dg8clk6gw,0,25.6,2.3,2023-02-11T11:32:30.143Z,2023-02-12T11:43:28Z,4023878015,56,Back,4027925955,141,2.3,4027925953,140,26.4,4027925957,212,0.8,4027925959,213,0,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506147011,419,43,1,1,28,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-02-11T11:32:30.275Z,2023-02-12T11:42:38Z,4027925279,144,61,4023987433,56,Left,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506147221,420,61,1,1,28,c33jm806py6adse5wv9wx6ch1,1,72.2,95.3,2023-02-11T11:32:30.275Z,2023-02-12T11:43:30Z,4023988503,56,Left,,,,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125211,13,1,1,1,29,c33jm806py6adse5wv9wx6ch1,1,69.8,97.7,2023-02-11T11:32:32.259Z,2023-02-12T11:43:45Z,4023878059,213,6.0,4023878057,212,6.0,4023878051,56,Left,4023878055,141,95.0,4023878053,140,75.2,,,,,,,,,,7q8urr40blud747zzb3io8w5x,R. van der Venne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506907765,893,61,1,1,30,c33jm806py6adse5wv9wx6ch1,1,73.5,93.9,2023-02-11T11:32:32.680Z,2023-02-12T11:44:08Z,4027928165,56,Left,,,,,,,,,,,,,,,,,,,,,,bcytv86dp6kqrsosu6gck9q7d,A. O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125231,19,49,1,1,32,cuj4qahgk4idsme4dg8clk6gw,1,28.9,30,2023-02-11T11:32:34.517Z,2023-02-12T11:44:30Z,,,,,,,,,,,,,,,,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125249,20,1,1,1,33,cuj4qahgk4idsme4dg8clk6gw,1,28.6,30.3,2023-02-11T11:32:35.839Z,2023-03-04T13:40:46Z,4023878251,212,24.5,4023878245,56,Back,4023878253,213,2.6,4023878247,140,8.3,4023878249,141,48.2,,,,,,,,,,4wk0sw7u4c17v2owhx5bhmusq,K. Jelacic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125263,21,1,1,1,37,cuj4qahgk4idsme4dg8clk6gw,1,10.5,45.4,2023-02-11T11:32:39.896Z,2023-02-11T11:32:43Z,4023878305,157,,4023878311,141,54.8,4023878317,1,,4023878315,213,0.1,4023878313,212,43.5,4023878309,140,51.5,4023878307,56,Center,,,,1vr7xk50jy6ytnogke8h6ciga,C. Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125265,22,61,1,1,39,cuj4qahgk4idsme4dg8clk6gw,1,51.5,54.8,2023-02-11T11:32:41.608Z,2023-02-11T12:22:35Z,4023878321,56,Center,,,,,,,,,,,,,,,,,,,,,,61rdelnm1qf1rh24z6omazu1h,D. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125273,14,49,1,1,43,c33jm806py6adse5wv9wx6ch1,1,34.4,31.6,2023-02-11T11:32:46.100Z,2023-02-11T11:32:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125281,15,1,1,1,44,c33jm806py6adse5wv9wx6ch1,1,34.4,31.6,2023-02-11T11:32:46.292Z,2023-02-11T11:32:47Z,4023878413,140,35.4,4023878415,141,7.6,4023878419,213,4.8,4023878417,212,16.4,4023878411,56,Back,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125311,16,1,1,1,45,c33jm806py6adse5wv9wx6ch1,1,35.4,7.6,2023-02-11T11:32:47.668Z,2023-02-11T11:32:54Z,4023878539,56,Back,4023878543,141,28.5,4023878541,140,24.6,4023878545,212,18.2,4023878547,213,2.2,,,,,,,,,,ze75933qynqbr4gupkz6xzo5,Nuno Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125313,17,1,1,1,52,c33jm806py6adse5wv9wx6ch1,1,24.6,28.5,2023-02-11T11:32:54.324Z,2023-02-11T12:23:22Z,4023878553,56,Back,4023878561,213,2.7,4023878555,140,9.8,4023878557,141,40.1,4023878559,212,17.4,,,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125325,18,1,1,1,53,c33jm806py6adse5wv9wx6ch1,1,9.8,40.1,2023-02-11T11:32:55.540Z,2023-02-11T11:32:58Z,4023878619,140,21.6,4023878617,56,Back,4023878625,213,5.4,4023878621,141,17.0,4023878623,212,20.0,,,,,,,,,,77gcx1qotysu9hbi2hw2gjsvd,T. Glover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125345,19,1,1,1,55,c33jm806py6adse5wv9wx6ch1,0,22.7,15.5,2023-02-11T11:32:58.229Z,2023-02-12T11:46:38Z,4023878739,140,51.2,4023878743,212,30.1,4023878737,56,Right,4023878741,141,20.3,4023878745,213,0.1,4023878735,155,,,,,,,,bdo2grdx1mgm63gii3zar50id,T. Lam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125349,20,43,1,1,59,c33jm806py6adse5wv9wx6ch1,1,0,0,2023-02-11T11:33:01.460Z,2023-02-12T11:46:36Z,4027935197,144,61,4023878749,56,Right,,,,,,,,,,,,,,,,,,,31v9w4cyk1fxlig452kuc65ed,J. Maclaren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125347,23,49,1,2,0,cuj4qahgk4idsme4dg8clk6gw,1,40.2,71.8,2023-02-11T11:33:02.561Z,2023-02-12T11:46:05Z,,,,,,,,,,,,,,,,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125367,24,1,1,2,2,cuj4qahgk4idsme4dg8clk6gw,1,42.6,66.3,2023-02-11T11:33:04.890Z,2023-02-11T11:33:08Z,4023878825,213,3.9,4023878823,212,12.6,4023878821,141,54.0,4023878817,56,Back,4023878819,140,33.6,,,,,,,,,,adhfs6658xx5hpxur1496kv6d,D. Lachman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125379,25,1,1,2,6,cuj4qahgk4idsme4dg8clk6gw,1,31.9,51,2023-02-11T11:33:08.280Z,2023-02-11T11:33:11Z,4023878911,141,20.1,4023878915,213,4.6,4023878913,212,21.1,4023878907,56,Back,4023878909,140,30.4,,,,,,,,,,4hudkn0jcog2v9q8qv1vngij9,J. Elsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125391,26,1,1,2,8,cuj4qahgk4idsme4dg8clk6gw,1,30.4,18.2,2023-02-11T11:33:11.257Z,2023-02-11T11:33:12Z,4023878981,141,21.5,4023878977,56,Back,4023878983,212,15.1,4023878979,140,44.6,4023878985,213,0.1,,,,,,,,,,982owm0ccito2d1x2pkvpqeh,A. Burke-Gilroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506125405,27,1,1,2,10,cuj4qahgk4idsme4dg8clk6gw,1,44.8,21.3,2023-02-11T11:33:12.632Z,2023-03-04T13:41:59Z,4023879047,213,5.0,4023879043,141,12.9,4023879039,56,Back,4023879041,140,46.6,4023879045,212,6.0,,,,,,,,,,7vq2cctowa657lg0v740lhtjp,M. Amini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
