id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,assist,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/16/value,keyPass,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2499505641,1,34,16,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-01-22T00:44:54.548Z,2023-01-22T02:01:55Z,3989166115,130,2,3989166119,194,ak2u5d2qrp9ka1b8qyy9ne3md,3989166111,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3989166113,59,"20, 17, 12, 14, 6, 21, 7, 23, 9, 10, 11, 3, 5, 8, 19, 24, 31, 40",3989166117,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3989230319,197,882,3989166109,30,"56p368h15z4s1izxoz3pvu4et, ueklj0jop1moq303rq5vnca1, 6hqb04t5w85e576dgf44vn71m, ak2u5d2qrp9ka1b8qyy9ne3md, 3sqlv5wy64mmcnmr5bepafefp, b1hpmuxmbcegdii4cbq5l8kwl, 7wy9lh4qgnim12456qttxn85, 578n9sc6cucs81focurtu36c5, ekjy3o3ymld0zkjdaynb4itat, 42xmd4lhr1zub89n0ormclv4l, 7ex2ik73ntprjkatncipscudx, 9ydsdzboc7zbdq7vpxx63alm, 30xc2y82d5xu8hkfhqrjw1z9x, jvxwzywn4geyzpj2tzxssmsq, avp78eu4gzmfcrpsnqglvwnah, 3s29k3e5nvxhiiwntw8mynb6y, dkqmon0xrrwdhcy66htkf1xwp, 82tyg0nqfcncdgw3g474a37fu",3989166121,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499506577,1,34,16,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-01-22T00:49:22.185Z,2023-01-22T01:56:29Z,3989235023,197,877,3989170507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3989170503,194,bgl8h2ygh9ztbnzt79wv178ph,3989170501,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3989170491,30,"bgl8h2ygh9ztbnzt79wv178ph, 8h8ihiytz6xko4a4fzrpqz8ph, b8ptjj6m4jh83ixhtny9o2v4k, 4p3oumqahcdjl66oqw3jwjsdm, 6iohupgr9c0l4xy19b02kgsx6, 5l9ozhnxtdp4w8dawcskpx5ud, e5ycwhcy49624czidh67ihiad, 3hfu7zxdbwlshk4wc87379ul0, 36gq011by1cjkem274ahdfg89, 34dwjcubokyikikcect9v4wve, b3wugaop1bb4php1irwf6zqei, 7u4b1qrfl77crswls2ix35o89, b64xe0hw5h2k79a52awusbkve, 7qwmlcxsxlxmq01g7dkt7v14a, 7hew5ue5j22q9voqfewjcrgus, 3py7ky3kq3ikgy0fl2g2rrtre, 7ucilzbc870tvzy8iqxlk8kbt, 1udr2rsx6qqszasls0ghqll",3989170493,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3989170495,59,"20, 15, 18, 4, 25, 3, 11, 13, 98, 21, 7, 31, 2, 6, 22, 23, 24, 90",3989170499,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518719,2,32,1,0,0,6j4xzc2g1eeafo6v1f38d4x22,1,0,0,2023-01-22T02:00:14.792Z,2023-01-22T06:46:52Z,3989238119,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518711,2,32,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,0,0,2023-01-22T02:00:14.792Z,2023-01-22T02:00:14Z,3989238103,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518723,3,1,1,0,0,c4ygb6mnh53kpl2mpxe52l8jw,1,50,50,2023-01-22T02:00:14.892Z,2023-01-22T02:00:17Z,3989238137,141,60.2,3989238133,56,Back,3989238135,140,38.9,3989238139,212,13.6,3989238141,213,2.6,3989238143,279,S,,,,,,,34dwjcubokyikikcect9v4wve,M. Ruhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518729,4,1,1,0,3,c4ygb6mnh53kpl2mpxe52l8jw,1,38.9,60.3,2023-01-22T02:00:17.869Z,2023-01-22T02:00:19Z,3989238159,141,94.7,3989238155,56,Back,3989238157,140,41.0,3989238161,212,23.5,3989238163,213,1.5,,,,,,,,,,3hfu7zxdbwlshk4wc87379ul0,H. Steele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518739,5,1,1,0,4,c4ygb6mnh53kpl2mpxe52l8jw,1,40.6,93.9,2023-01-22T02:00:19.141Z,2023-01-22T02:00:21Z,3989238211,141,77.9,3989238213,212,18.4,3989238215,213,3.8,3989238207,56,Back,3989238209,140,26.5,,,,,,,,,,b8ptjj6m4jh83ixhtny9o2v4k,J. Farrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518753,6,1,1,0,6,c4ygb6mnh53kpl2mpxe52l8jw,1,23.9,70.5,2023-01-22T02:00:21.677Z,2023-01-22T02:00:24Z,3989238279,213,4.6,3989238275,141,43.0,3989238277,212,18.9,3989238273,140,21.4,3989238271,56,Back,,,,,,,,,,5l9ozhnxtdp4w8dawcskpx5ud,B. Kaltak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518757,7,1,1,0,9,c4ygb6mnh53kpl2mpxe52l8jw,1,20.2,42.7,2023-01-22T02:00:24.004Z,2023-01-22T02:00:26Z,3989238303,141,42.5,3989238307,213,3.2,3989238301,140,6.8,3989238299,56,Back,3989238305,212,14.1,,,,,,,,,,6iohupgr9c0l4xy19b02kgsx6,N. Triantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499518767,8,1,1,0,11,c4ygb6mnh53kpl2mpxe52l8jw,0,6.8,42.5,2023-01-22T02:00:26.414Z,2023-01-22T02:00:33Z,3989238337,140,63.7,3989238333,157,,3989238339,141,36.9,3989238335,56,Center,3989238343,213,6.2,3989238341,212,59.9,3989238345,1,,,,,bgl8h2ygh9ztbnzt79wv178ph,D. Vukovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
